data.average.firstView.Colordepth,data.average.firstView.FirstInteractive,data.average.firstView.FirstPaintedHero,data.average.firstView.LastInteractive,data.average.firstView.LastPaintedHero,data.average.firstView.PerformancePaintTiming.first-contentful-paint,data.average.firstView.PerformancePaintTiming.first-paint,data.average.firstView.SpeedIndex,data.average.firstView.TTFB,data.average.firstView.TTIMeasurementEnd,data.average.firstView.TimeToInteractive,data.average.firstView.aft,data.average.firstView.avgRun,data.average.firstView.basePageSSLTime,data.average.firstView.bigImageCount,data.average.firstView.bytesIn,data.average.firstView.bytesInDoc,data.average.firstView.bytesOut,data.average.firstView.bytesOutDoc,data.average.firstView.cached,data.average.firstView.chromeUserTiming.InteractiveTime,data.average.firstView.chromeUserTiming.domComplete,data.average.firstView.chromeUserTiming.domContentLoadedEventEnd,data.average.firstView.chromeUserTiming.domContentLoadedEventStart,data.average.firstView.chromeUserTiming.domInteractive,data.average.firstView.chromeUserTiming.domLoading,data.average.firstView.chromeUserTiming.fetchStart,data.average.firstView.chromeUserTiming.firstContentfulPaint,data.average.firstView.chromeUserTiming.firstImagePaint,data.average.firstView.chromeUserTiming.firstLayout,data.average.firstView.chromeUserTiming.firstMeaningfulPaint,data.average.firstView.chromeUserTiming.firstMeaningfulPaintCandidate,data.average.firstView.chromeUserTiming.firstPaint,data.average.firstView.chromeUserTiming.firstTextPaint,data.average.firstView.chromeUserTiming.loadEventEnd,data.average.firstView.chromeUserTiming.loadEventStart,data.average.firstView.chromeUserTiming.responseEnd,data.average.firstView.chromeUserTiming.unloadEventEnd,data.average.firstView.chromeUserTiming.unloadEventStart,data.average.firstView.connections,data.average.firstView.cpu.Idle,data.average.firstView.cpu.Paint,data.average.firstView.date,data.average.firstView.docTime,data.average.firstView.domComplete,data.average.firstView.domContentLoadedEventEnd,data.average.firstView.domContentLoadedEventStart,data.average.firstView.domElements,data.average.firstView.domInteractive,data.average.firstView.domLoading,data.average.firstView.domTime,data.average.firstView.effectiveBps,data.average.firstView.effectiveBpsDoc,data.average.firstView.final_base_page_request,data.average.firstView.firstContentfulPaint,data.average.firstView.firstImagePaint,data.average.firstView.firstLayout,data.average.firstView.firstMeaningfulPaint,data.average.firstView.firstPaint,data.average.firstView.firstTextPaint,data.average.firstView.fullyLoaded,data.average.firstView.fullyLoadedCPUms,data.average.firstView.fullyLoadedCPUpct,data.average.firstView.gzip_savings,data.average.firstView.gzip_total,data.average.firstView.heroElementTimes.BackgroundImage,data.average.firstView.heroElementTimes.FirstPaintedHero,data.average.firstView.heroElementTimes.Heading,data.average.firstView.heroElementTimes.Image,data.average.firstView.heroElementTimes.LastPaintedHero,data.average.firstView.image_savings,data.average.firstView.image_total,data.average.firstView.lastVisualChange,data.average.firstView.lighthouse.Accessibility,data.average.firstView.lighthouse.BestPractices,data.average.firstView.lighthouse.Performance,data.average.firstView.lighthouse.Performance.estimated-input-latency,data.average.firstView.lighthouse.Performance.first-contentful-paint,data.average.firstView.lighthouse.Performance.first-cpu-idle,data.average.firstView.lighthouse.Performance.first-meaningful-paint,data.average.firstView.lighthouse.Performance.interactive,data.average.firstView.lighthouse.Performance.max-potential-fid,data.average.firstView.lighthouse.Performance.speed-index,data.average.firstView.lighthouse.ProgressiveWebApp,data.average.firstView.lighthouse.SEO,data.average.firstView.loadEventEnd,data.average.firstView.loadEventStart,data.average.firstView.loadTime,data.average.firstView.maybeCaptcha,data.average.firstView.minify_savings,data.average.firstView.minify_total,data.average.firstView.optimization_checked,data.average.firstView.render,data.average.firstView.requests,data.average.firstView.requestsDoc,data.average.firstView.requestsFull,data.average.firstView.responses_200,data.average.firstView.responses_404,data.average.firstView.responses_other,data.average.firstView.result,data.average.firstView.run,data.average.firstView.score_cache,data.average.firstView.score_cdn,data.average.firstView.score_combine,data.average.firstView.score_compress,data.average.firstView.score_cookies,data.average.firstView.score_etags,data.average.firstView.score_gzip,data.average.firstView.score_keep-alive,data.average.firstView.score_minify,data.average.firstView.score_progressive_jpeg,data.average.firstView.server_rtt,data.average.firstView.smallImageCount,data.average.firstView.start_epoch,data.average.firstView.step,data.average.firstView.testStartOffset,data.average.firstView.test_run_time_ms,data.average.firstView.titleTime,data.average.firstView.userTime,data.average.firstView.userTime.addthis.render_toolbox,data.average.firstView.userTime.optimizely_blockBegin,data.average.firstView.userTime.optimizely_blockEnd,data.average.firstView.userTime.optimizely_projectJSBegin,data.average.firstView.userTime.optimizely_projectJSEnd,data.average.firstView.visualComplete,data.average.firstView.visualComplete85,data.average.firstView.visualComplete90,data.average.firstView.visualComplete95,data.average.firstView.visualComplete99,data.bwDown,data.bwUp,data.completed,data.connectivity,data.from,data.fvonly,data.id,data.latency,data.location,data.mobile,data.plr,data.successfulFVRuns,data.summary,data.testRuns,data.testUrl,data.tester,data.url,speedtracker.day,speedtracker.month,speedtracker.slug,speedtracker.week,speedtracker.year,statusCode,statusText,webPagetestVersion
24,5992.0,,4277.0,,4277.6700000031,4277.665000001401,5174,2399,6748.0,,0,1,878.0,1,2139195,2137528,85049,83463,0,,11783,5991,5827,5827,2407,23.0,4277.0,4882.0,3804.0,5486.0,5486.0,4277.0,4277.0,11833,11783,2620,2406.0,2406.0,41,14782.0,0.0,1549727648.536502,11784,11784,5992,5828,3448,5827,0,0,172752,227760.0,2,4278.0,4882.0,3805.0,5487.0,4277.665000001401,4278.0,14782,10800,36.253776435,23016,1552252,,,,,,15306,342254,6300,0.68,0.64,0.12,41.0002857143,5520.94,13194.778,8715.113000000001,17436.1609999924,,8293.0,0.23,0.73,11833,11784,11784,0,-1,-1,1,4300,228,182,228,186,0,42,0,1,42,94,-1,96,-1,-1,99,100,-1,100,0,49,0,1,0,20537,0,6264,6264.0,3778,,,,6300,5400,5400,5500,6100,9000,9000,1549727625,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190209_RY_7a041666fdad378e9be53395180237fc,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190209_RY_7a041666fdad378e9be53395180237fc,,https://www.freshdirect.com/pdp.jsp?productId=gro_goya_regular_02&catId=gro_beans_kidney_black,VM02-04-192.168.10.72,https://www.freshdirect.com/pdp.jsp?productId=gro_goya_regular_02&catId=gro_beans_kidney_black,9,2,freshdirect-product,6,2019,200,Test Complete,18.1
24,,,,,3950.4449999986,3950.4399999987,5045,2113,,,0,1,886.0,1,2147096,2145551,85404,83816,0,,12044,5930,5752,5752,2122,12.0,3950.0,4844.0,3408.0,5386.0,5386.0,3950.0,3950.0,12097,12044,2334,2121.0,2121.0,41,,,1549815260.055265,12045,12044,5930,5752,3464,5752,0,0,166480,216024.0,2,3950.0,4844.0,3409.0,5387.0,3950.4399999987,3950.0,15010,12329,41.641337386,23016,1552367,,,,,,15306,350248,6200,0.68,0.64,0.1,64.0212,5789.693,13885.719,9413.938,18576.0629999981,,8828.0,0.23,0.73,12097,12044,12045,0,-1,-1,1,3900,229,182,229,184,0,45,0,1,42,94,-1,96,-1,-1,99,100,-1,100,0,49,0,1,0,21107,0,6253,6253.0,3386,,,,6200,5400,5400,5400,6100,9000,9000,1549815241,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190210_NM_5c5d2d9cb9d3e7f43f5abef37830d698,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190210_NM_5c5d2d9cb9d3e7f43f5abef37830d698,,https://www.freshdirect.com/pdp.jsp?productId=gro_goya_regular_02&catId=gro_beans_kidney_black,VM02-05-192.168.10.73,https://www.freshdirect.com/pdp.jsp?productId=gro_goya_regular_02&catId=gro_beans_kidney_black,10,2,freshdirect-product,6,2019,200,Test Complete,18.1
24,5802.0,,4066.0,,4066.0599999973997,4066.0599999973997,4861,2254,8662.0,,0,1,877.0,1,3135280,3133888,85324,83710,0,,11361,5802,5651,5651,2265,6.0,4066.0,4824.0,3538.0,5269.0,5269.0,4066.0,4066.0,11426,11361,2689,2264.0,2264.0,41,14296.0,0.0,1549859339.463445,11362,11361,5802,5651,3457,5651,0,0,260362,344080.0,2,4066.0,4825.0,3538.0,5270.0,4066.0599999973997,4066.0,14296,12100,42.5906370996,23017,1552216,,,,,,838033,1338754,6000,0.68,0.64,0.1,52.3920909091,6321.974,14992.267,10153.845,14992.2669999924,,9250.0,0.23,0.73,11427,11362,11362,0,-1,-1,1,4000,218,180,218,185,0,33,0,1,42,94,-1,38,-1,-1,99,100,-1,100,0,48,0,1,0,20465,0,6101,6101.0,3516,,,,6000,5100,5100,5300,5900,9000,9000,1549859337,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190211_T8_a0c3e2078dbc1bc031b73d596ce7de2f,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190211_T8_a0c3e2078dbc1bc031b73d596ce7de2f,,https://www.freshdirect.com/pdp.jsp?productId=gro_goya_regular_02&catId=gro_beans_kidney_black,VM03-02-192.168.10.81,https://www.freshdirect.com/pdp.jsp?productId=gro_goya_regular_02&catId=gro_beans_kidney_black,10,2,freshdirect-product,6,2019,200,Test Complete,18.1
24,6720.0,,4190.0,,4190.1799999996,4190.1699999999,5675,2143,7510.0,,0,1,883.0,1,2176107,2174398,85047,83462,0,,12713,6720,6550,6549,2152,9.0,4190.0,5320.0,3586.0,6227.0,6227.0,4190.0,4190.0,12768,12713,2364,2151.0,2151.0,41,15837.0,0.0,1549904149.665609,12714,12713,6720,6550,3486,6550,0,0,158909,205694.0,2,4190.0,5321.0,3587.0,6227.0,4190.1699999999,4190.0,15837,12699,41.3950456323,52442,1581617,,,,,,15306,348636,6900,0.68,0.64,0.12,83.4596666667,5582.1730000000025,13640.181999999999,8628.511999999999,18243.6950000019,,8227.0,0.23,0.73,12768,12713,12714,0,-1,-1,1,4200,226,182,226,187,0,39,0,1,42,94,-1,96,-1,-1,97,100,-1,100,0,49,0,1,0,22608,0,7032,7032.0,3557,,,,6900,6100,6100,6200,6900,9000,9000,1549904117,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190211_QP_2c64fcd998f3ffd1cc3700a006317bed,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190211_QP_2c64fcd998f3ffd1cc3700a006317bed,,https://www.freshdirect.com/pdp.jsp?productId=gro_goya_regular_02&catId=gro_beans_kidney_black,VM04-03-192.168.10.91,https://www.freshdirect.com/pdp.jsp?productId=gro_goya_regular_02&catId=gro_beans_kidney_black,11,2,freshdirect-product,7,2019,200,Test Complete,18.1
24,6890.0,,4958.0,,4958.5200000001005,4958.5150000003005,6105,2506,8544.0,,0,1,884.0,1,3179850,3166679,87246,85092,0,,12916,6890,6709,6709,2519,26.0,4958.0,5466.0,4128.0,6291.0,6291.0,4958.0,4958.0,12968,12916,2728,2517.0,2517.0,43,17128.0,0.0,1549991676.326759,12916,12916,6890,6709,3461,6709,0,0,217470,304195.0,2,4959.0,5466.0,4128.0,6292.0,4958.5150000003005,4959.0,17128,13869,40.3902154921,52442,1594545,,,,,,838033,1339082,7300,0.68,0.64,0.11,64.90777777779999,5835.71,13403.056999999999,8948.119,17856.578,,8548.0,0.23,0.73,12968,12916,12916,0,-1,-1,1,5000,237,185,237,192,0,45,0,1,42,93,-1,38,-1,-1,97,100,-1,100,0,51,0,1,0,24843,0,7209,7209.0,4081,,,,7300,6500,6500,6500,7200,9000,9000,1549991643,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190212_7B_314babcca6ad66877aabfb2e8843020b,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190212_7B_314babcca6ad66877aabfb2e8843020b,,https://www.freshdirect.com/pdp.jsp?productId=gro_goya_regular_02&catId=gro_beans_kidney_black,VM04-06-192.168.10.94,https://www.freshdirect.com/pdp.jsp?productId=gro_goya_regular_02&catId=gro_beans_kidney_black,12,2,freshdirect-product,7,2019,200,Test Complete,18.1
24,5678.0,,4103.0,,4103.5799999954,4103.5799999954,4894,2010,7691.0,,0,1,879.0,1,2112572,2111118,84633,83049,0,,11319,5678,5478,5478,2020,11.0,4103.0,4551.0,3445.0,5198.0,5198.0,4103.0,4103.0,11380,11319,2221,2019.0,2019.0,39,14335.0,0.0,1550123961.8601189,11319,11319,5678,5479,3426,5478,0,0,171405,226782.0,2,4104.0,4551.0,3446.0,5199.0,4103.5799999954,4104.0,14335,12960,45.9900638751,23015,1543509,,,,,,15306,345327,6000,0.68,0.64,0.13,48.8566153846,5449.939,12716.526000000002,8624.212,17320.2349999847,,8144.0,0.23,0.73,11381,11319,11319,0,-1,-1,1,4100,220,178,220,180,0,40,0,1,43,95,-1,96,-1,-1,99,100,-1,100,0,49,0,1,0,21135,0,6050,6050.0,3410,,,,6000,5100,5100,5200,5900,9000,9000,1550123935,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190214_KE_756d556245e07ef7f4f92f47eda8fd8d,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190214_KE_756d556245e07ef7f4f92f47eda8fd8d,,https://www.freshdirect.com/pdp.jsp?productId=gro_goya_regular_02&catId=gro_beans_kidney_black,VM02-01-192.168.10.69,https://www.freshdirect.com/pdp.jsp?productId=gro_goya_regular_02&catId=gro_beans_kidney_black,14,2,freshdirect-product,7,2019,200,Test Complete,18.1
24,5466.0,,4109.0,,4109.4999999987,4109.4999999987,4788,2034,8165.0,,0,1,875.0,1,3140200,3127093,83723,81628,0,,11072,5465,5286,5285,2043,18.0,4109.0,4456.0,3451.0,5017.0,5017.0,4109.0,4109.0,11135,11072,2249,2042.0,2042.0,42,15236.0,0.0,1550212145.7702134,11073,11073,5466,5287,3447,5286,0,0,237857,345955.0,2,4110.0,4456.0,3451.0,5017.0,4109.4999999987,4110.0,15236,11979,39.840372464299996,53152,1585603,,,,,,838033,1329668,5700,0.68,0.64,0.13,40.01125,5554.079000000002,12382.668,8539.225,17964.2220000076,,8151.0,0.23,0.73,11136,11073,11073,0,-1,-1,1,4200,229,176,229,186,0,43,0,1,42,93,-1,37,-1,-1,97,100,-1,100,0,48,0,1,0,21933,0,5746,5746.0,3424,,,,5700,5000,5000,5100,5700,9000,9000,1550212132,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190215_2F_92afdc7d25a5046682649b1e1e5a0ac7,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190215_2F_92afdc7d25a5046682649b1e1e5a0ac7,,https://www.freshdirect.com/pdp.jsp?productId=gro_goya_regular_02&catId=gro_beans_kidney_black,VM03-06-192.168.10.85,https://www.freshdirect.com/pdp.jsp?productId=gro_goya_regular_02&catId=gro_beans_kidney_black,15,2,freshdirect-product,7,2019,200,Test Complete,18.1
24,5762.0,,4103.0,,4103.5449999981,4103.5399999964,5050,2073,7522.0,,0,1,874.0,1,2124176,2110920,82448,80378,0,,11866,5761,5602,5601,2080,11.0,4103.0,4583.0,3559.0,5379.0,5379.0,4103.0,4103.0,11939,11866,2284,2079.0,2079.0,41,16194.0,0.0,1550256278.006063,11867,11867,5762,5603,3418,5602,0,0,150426,215531.0,2,4104.0,4583.0,3559.0,5379.0,4103.5399999964,4104.0,16194,12570,39.86679353,23723,1556198,,,,,,15306,343530,6100,0.68,0.64,0.12,42.48,5608.063,12772.466999999999,8832.421,17927.251999996202,,8354.0,0.23,0.73,11940,11867,11867,0,-1,-1,1,4100,229,175,229,185,0,44,0,1,42,93,-1,96,-1,-1,99,100,-1,100,0,47,0,1,0,24271,0,6119,6119.0,3528,,,,6100,5200,5200,5400,6000,9000,9000,1550256235,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190215_S6_3580bb677cf7e02a2bca6bcc37d9f829,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190215_S6_3580bb677cf7e02a2bca6bcc37d9f829,,https://www.freshdirect.com/pdp.jsp?productId=gro_goya_regular_02&catId=gro_beans_kidney_black,VM04-05-192.168.10.93,https://www.freshdirect.com/pdp.jsp?productId=gro_goya_regular_02&catId=gro_beans_kidney_black,15,2,freshdirect-product,7,2019,200,Test Complete,18.1
24,5631.0,,4101.0,,4101.6499999969,4101.6449999952,4842,2078,7352.0,,0,1,877.0,1,2114210,2112543,82469,80882,0,,11724,5631,5454,5454,2087,10.0,4101.0,4811.0,3506.0,5177.0,5177.0,4101.0,4101.0,11784,11724,2292,2086.0,2086.0,40,14700.0,0.0,1550300345.857719,11725,11725,5631,5455,3437,5455,0,0,167501,218984.0,2,4102.0,4811.0,3506.0,5178.0,4101.6449999952,4102.0,14700,12509,43.16770186340001,24010,1545165,,,,,,15306,344962,6000,0.68,0.64,0.15,42.7040666667,5676.015,12363.88,8792.381,12363.88,,8376.0,0.23,0.73,11785,11725,11725,0,-1,-1,1,4100,224,177,224,182,0,42,0,1,42,95,-1,96,-1,-1,99,100,-1,100,0,47,0,1,0,21015,0,5977,5977.0,3483,,,,6000,5100,5100,5200,5800,9000,9000,1550300338,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190216_HA_660f24f45e0eff270ef1b05140300f9d,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190216_HA_660f24f45e0eff270ef1b05140300f9d,,https://www.freshdirect.com/pdp.jsp?productId=gro_goya_regular_02&catId=gro_beans_kidney_black,VM01-06-192.168.10.64,https://www.freshdirect.com/pdp.jsp?productId=gro_goya_regular_02&catId=gro_beans_kidney_black,16,2,freshdirect-product,7,2019,200,Test Complete,18.1
24,5516.0,,3884.0,,3884.7349999996004,3884.7349999996004,4743,1991,6293.0,,0,1,883.0,1,2155062,2141911,83307,81237,0,,11225,5516,5366,5366,1997,24.0,3884.0,4545.0,3334.0,5140.0,5140.0,3884.0,3884.0,11276,11225,2361,1997.0,1997.0,42,15157.0,0.0,1550388565.0903301,11225,11225,5516,5366,3441,5366,0,0,163683,231959.0,2,3885.0,4546.0,3335.0,5141.0,3884.7349999996004,3885.0,15157,10879,35.789473684200004,53436,1585814,,,,,,15306,343458,6000,0.68,0.64,0.12,69.5408571429,5506.443,13163.826000000001,8855.411,17923.442,,8343.0,0.23,0.73,11276,11225,11225,0,-1,-1,1,3900,229,176,229,186,0,43,0,1,42,93,-1,96,-1,-1,97,100,-1,100,0,47,0,1,0,21641,0,5833,5833.0,3312,,,,6000,5000,5000,5100,5700,9000,9000,1550388532,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190217_30_bc2947bb28d9f9493a8e6e3c33b97884,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190217_30_bc2947bb28d9f9493a8e6e3c33b97884,,https://www.freshdirect.com/pdp.jsp?productId=gro_goya_regular_02&catId=gro_beans_kidney_black,VM02-03-192.168.10.71,https://www.freshdirect.com/pdp.jsp?productId=gro_goya_regular_02&catId=gro_beans_kidney_black,17,2,freshdirect-product,7,2019,200,Test Complete,18.1
24,5662.0,,4217.0,,4217.2000000028,4217.2000000028,4889,2093,6611.0,,0,1,872.0,1,2150727,2137430,83124,81053,0,,11390,5662,5484,5484,2103,14.0,4217.0,4694.0,3584.0,5168.0,5168.0,4217.0,4217.0,11447,11390,2305,2102.0,2102.0,42,15489.0,0.0,1550432679.775392,11390,11391,5662,5485,3445,5485,0,0,160549,229905.0,2,4217.0,4695.0,3585.0,5168.0,4217.2000000028,4217.0,15489,15010,46.542635658900004,53439,1585487,,,,,,15306,339584,5900,0.68,0.64,0.11,95.51125,5668.276,17051.99,8700.921,17051.9899999962,,8215.0,0.23,0.73,11448,11391,11390,0,-1,-1,1,4200,229,175,229,185,0,44,0,1,42,93,-1,96,-1,-1,97,100,-1,100,0,47,0,1,0,22569,0,6044,6044.0,3559,,,,5900,5200,5200,5200,5800,9000,9000,1550432634,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190217_WC_26f3dca685aac899172e03e5a9f46911,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190217_WC_26f3dca685aac899172e03e5a9f46911,,https://www.freshdirect.com/pdp.jsp?productId=gro_goya_regular_02&catId=gro_beans_kidney_black,VM04-04-192.168.10.92,https://www.freshdirect.com/pdp.jsp?productId=gro_goya_regular_02&catId=gro_beans_kidney_black,17,2,freshdirect-product,7,2019,200,Test Complete,18.1
24,5797.0,,4551.0,,4551.1600000027,4551.1550000083,5039,2422,8810.0,,0,1,871.0,1,3133925,3131273,81839,80225,0,,11994,5796,5635,5635,2430,11.0,4551.0,4791.0,3837.0,5295.0,5295.0,4551.0,4551.0,12051,11995,2635,2429.0,2429.0,40,14966.0,0.0,1550476782.434165,11995,11995,5797,5636,3434,5635,0,0,249834,327094.0,2,4551.0,4791.0,3838.0,5296.0,4551.1550000083,4551.0,14966,12999,43.1463657484,53452,1573206,,,,,,838033,1333836,6000,0.68,0.64,0.12,47.2414166667,5584.023,13473.986,8631.128,17907.256,,8239.0,0.23,0.73,12052,11995,11995,0,-1,-1,1,4500,225,176,225,183,0,42,0,1,42,95,-1,38,-1,-1,97,100,-1,100,0,46,0,1,0,21577,0,6103,6103.0,3813,,,,5900,5300,5400,5400,5700,9000,9000,1550476734,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190218_2Q_1fb04fb9769ab2adf3cbd718398d1f79,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190218_2Q_1fb04fb9769ab2adf3cbd718398d1f79,,https://www.freshdirect.com/pdp.jsp?productId=gro_goya_regular_02&catId=gro_beans_kidney_black,VM04-05-192.168.10.93,https://www.freshdirect.com/pdp.jsp?productId=gro_goya_regular_02&catId=gro_beans_kidney_black,18,2,freshdirect-product,8,2019,200,Test Complete,18.1
24,6012.0,,4745.0,,4745.5549999995,4745.5549999995,5288,2340,6941.0,,0,1,874.0,1,2120220,2106922,82172,80103,0,,11655,6012,5872,5872,2369,11.0,4745.0,5078.0,4083.0,5640.0,5640.0,4745.0,4745.0,11712,11655,2551,2369.0,2369.0,42,15614.0,0.0,1550520880.6230981,11655,11655,6012,5873,3432,5873,0,0,159727,226185.0,2,4746.0,5078.0,4084.0,5641.0,4745.5549999995,4746.0,15614,12510,39.1794550579,24007,1556568,,,,,,15306,339090,6400,0.68,0.64,0.12,49.9968,5500.791,12909.612,8571.149,17511.001,,8094.0,0.23,0.73,11713,11655,11655,0,-1,-1,1,4700,227,174,227,184,0,43,0,1,42,93,-1,96,-1,-1,99,100,-1,100,0,46,0,1,0,22582,0,6456,6456.0,4059,,,,6400,5600,5600,5700,6200,9000,9000,1550520831,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190218_6B_a70d72477e6de8a3954480a7f6312ec0,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190218_6B_a70d72477e6de8a3954480a7f6312ec0,,https://www.freshdirect.com/pdp.jsp?productId=gro_goya_regular_02&catId=gro_beans_kidney_black,VM04-06-192.168.10.94,https://www.freshdirect.com/pdp.jsp?productId=gro_goya_regular_02&catId=gro_beans_kidney_black,18,2,freshdirect-product,8,2019,200,Test Complete,18.1
24,5862.0,,4208.0,,4208.8149999981,4208.8100000001,5082,2054,6811.0,,0,1,878.0,1,1940774,1939141,81139,79551,0,,11496,5861,5687,5687,2061,15.0,4208.0,4834.0,3594.0,5418.0,5418.0,4208.0,4208.0,11550,11496,2303,2061.0,2061.0,38,14549.0,0.0,1550698714.4561946,11497,11497,5862,5688,3402,5688,0,0,155324,205352.0,2,4209.0,4835.0,3594.0,5418.0,4208.8100000001,4209.0,14549,14190,48.2161060143,23730,1445356,,,,,,15306,344997,6200,0.68,0.64,0.12,45.3688181818,5913.485,12649.325,8853.496,16582.499,,8430.0,0.23,0.73,11551,11497,11497,0,-1,-1,1,4200,214,168,214,174,0,40,0,1,42,94,-1,96,-1,-1,99,100,-1,100,0,48,0,1,0,21093,0,6256,6256.0,3549,,,,6200,5300,5300,5400,6000,9000,9000,1550698697,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190220_39_7064d6c4df2fb024785235b1b8f88921,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190220_39_7064d6c4df2fb024785235b1b8f88921,,https://www.freshdirect.com/pdp.jsp?productId=gro_goya_regular_02&catId=gro_beans_kidney_black,VM03-05-192.168.10.84,https://www.freshdirect.com/pdp.jsp?productId=gro_goya_regular_02&catId=gro_beans_kidney_black,20,2,freshdirect-product,8,2019,200,Test Complete,18.1
24,6393.0,,4712.0,,4712.3100000026,4712.3000000065,5632,2188,9145.0,,0,1,877.0,1,1973443,1828874,79754,75670,0,,10719,6392,6198,6198,2199,16.0,4712.0,5131.0,3690.0,5800.0,5800.0,4712.0,4712.0,10895,10719,2467,2198.0,2198.0,41,15320.0,3.0,1550830972.336479,10720,10720,6393,6199,3404,6199,0,0,150243,214354.0,2,4712.0,5131.0,3690.0,5800.0,4712.3000000065,4712.0,15323,16380,54.6546546547,53437,1485738,,,,,,15306,335287,6800,0.68,0.64,0.12,73.286375,5629.302,12623.71,8962.894,17639.122,,8544.0,0.23,0.73,10895,10720,10720,0,-1,-1,1,4900,205,153,205,174,0,31,0,1,41,93,-1,96,-1,-1,97,100,-1,100,0,44,0,1,0,24212,0,6731,6731.0,3661,,,,6800,5900,6000,6000,6800,9000,9000,1550830955,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190222_VE_05a0fd01b955c980d95ba109ccdf7ae9,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190222_VE_05a0fd01b955c980d95ba109ccdf7ae9,,https://www.freshdirect.com/pdp.jsp?productId=gro_goya_regular_02&catId=gro_beans_kidney_black,VM03-02-192.168.10.81,https://www.freshdirect.com/pdp.jsp?productId=gro_goya_regular_02&catId=gro_beans_kidney_black,22,2,freshdirect-product,8,2019,200,Test Complete,18.1
24,6636.0,,4705.0,,4705.6699999994,4705.6699999994,5734,2286,9583.0,,0,1,895.0,1,1950843,1937545,79920,77851,0,,11825,6635,6483,6483,2310,14.0,4705.0,5404.0,4014.0,6208.0,6208.0,4705.0,4705.0,11884,11825,2503,2308.0,2308.0,40,15993.0,0.0,1550875169.994081,11826,11825,6636,6484,3427,6483,0,0,142324,203096.0,2,4706.0,5405.0,4015.0,6209.0,4705.6699999994,4706.0,15993,12869,40.0435594275,24008,1458388,,,,,,15306,341071,6900,0.68,0.64,0.12,36.1143846154,5756.8719999999985,11196.716,8894.677,17146.198,,8521.0,0.23,0.73,11885,11826,11826,0,-1,-1,1,4700,219,166,219,176,0,43,0,1,41,93,-1,96,-1,-1,99,100,-1,100,0,47,0,1,0,22849,0,6992,6992.0,3988,,,,6900,6000,6000,6200,6800,9000,9000,1550875151,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190222_4Q_149ae8527b66c4fbc3417b7237f2b47d,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190222_4Q_149ae8527b66c4fbc3417b7237f2b47d,,https://www.freshdirect.com/pdp.jsp?productId=gro_goya_regular_02&catId=gro_beans_kidney_black,VM01-07-192.168.10.65,https://www.freshdirect.com/pdp.jsp?productId=gro_goya_regular_02&catId=gro_beans_kidney_black,22,2,freshdirect-product,8,2019,200,Test Complete,18.1
