data.average.firstView.Colordepth,data.average.firstView.FirstInteractive,data.average.firstView.FirstPaintedHero,data.average.firstView.LastInteractive,data.average.firstView.LastPaintedHero,data.average.firstView.PerformancePaintTiming.first-contentful-paint,data.average.firstView.PerformancePaintTiming.first-paint,data.average.firstView.SpeedIndex,data.average.firstView.TTFB,data.average.firstView.TTIMeasurementEnd,data.average.firstView.TimeToInteractive,data.average.firstView.aft,data.average.firstView.avgRun,data.average.firstView.basePageSSLTime,data.average.firstView.bigImageCount,data.average.firstView.bytesIn,data.average.firstView.bytesInDoc,data.average.firstView.bytesOut,data.average.firstView.bytesOutDoc,data.average.firstView.cached,data.average.firstView.chromeUserTiming.InteractiveTime,data.average.firstView.chromeUserTiming.domComplete,data.average.firstView.chromeUserTiming.domContentLoadedEventEnd,data.average.firstView.chromeUserTiming.domContentLoadedEventStart,data.average.firstView.chromeUserTiming.domInteractive,data.average.firstView.chromeUserTiming.domLoading,data.average.firstView.chromeUserTiming.fetchStart,data.average.firstView.chromeUserTiming.firstContentfulPaint,data.average.firstView.chromeUserTiming.firstImagePaint,data.average.firstView.chromeUserTiming.firstLayout,data.average.firstView.chromeUserTiming.firstMeaningfulPaint,data.average.firstView.chromeUserTiming.firstMeaningfulPaintCandidate,data.average.firstView.chromeUserTiming.firstPaint,data.average.firstView.chromeUserTiming.firstTextPaint,data.average.firstView.chromeUserTiming.loadEventEnd,data.average.firstView.chromeUserTiming.loadEventStart,data.average.firstView.chromeUserTiming.responseEnd,data.average.firstView.chromeUserTiming.unloadEventEnd,data.average.firstView.chromeUserTiming.unloadEventStart,data.average.firstView.connections,data.average.firstView.cpu.Idle,data.average.firstView.cpu.Paint,data.average.firstView.date,data.average.firstView.docTime,data.average.firstView.domComplete,data.average.firstView.domContentLoadedEventEnd,data.average.firstView.domContentLoadedEventStart,data.average.firstView.domElements,data.average.firstView.domInteractive,data.average.firstView.domLoading,data.average.firstView.domTime,data.average.firstView.effectiveBps,data.average.firstView.effectiveBpsDoc,data.average.firstView.final_base_page_request,data.average.firstView.firstContentfulPaint,data.average.firstView.firstImagePaint,data.average.firstView.firstLayout,data.average.firstView.firstMeaningfulPaint,data.average.firstView.firstPaint,data.average.firstView.firstTextPaint,data.average.firstView.fullyLoaded,data.average.firstView.fullyLoadedCPUms,data.average.firstView.fullyLoadedCPUpct,data.average.firstView.gzip_savings,data.average.firstView.gzip_total,data.average.firstView.heroElementTimes.BackgroundImage,data.average.firstView.heroElementTimes.FirstPaintedHero,data.average.firstView.heroElementTimes.Heading,data.average.firstView.heroElementTimes.Image,data.average.firstView.heroElementTimes.LastPaintedHero,data.average.firstView.image_savings,data.average.firstView.image_total,data.average.firstView.lastVisualChange,data.average.firstView.lighthouse.Accessibility,data.average.firstView.lighthouse.BestPractices,data.average.firstView.lighthouse.Performance,data.average.firstView.lighthouse.Performance.estimated-input-latency,data.average.firstView.lighthouse.Performance.first-contentful-paint,data.average.firstView.lighthouse.Performance.first-cpu-idle,data.average.firstView.lighthouse.Performance.first-meaningful-paint,data.average.firstView.lighthouse.Performance.interactive,data.average.firstView.lighthouse.Performance.max-potential-fid,data.average.firstView.lighthouse.Performance.speed-index,data.average.firstView.lighthouse.ProgressiveWebApp,data.average.firstView.lighthouse.SEO,data.average.firstView.loadEventEnd,data.average.firstView.loadEventStart,data.average.firstView.loadTime,data.average.firstView.maybeCaptcha,data.average.firstView.minify_savings,data.average.firstView.minify_total,data.average.firstView.optimization_checked,data.average.firstView.render,data.average.firstView.requests,data.average.firstView.requestsDoc,data.average.firstView.requestsFull,data.average.firstView.responses_200,data.average.firstView.responses_404,data.average.firstView.responses_other,data.average.firstView.result,data.average.firstView.run,data.average.firstView.score_cache,data.average.firstView.score_cdn,data.average.firstView.score_combine,data.average.firstView.score_compress,data.average.firstView.score_cookies,data.average.firstView.score_etags,data.average.firstView.score_gzip,data.average.firstView.score_keep-alive,data.average.firstView.score_minify,data.average.firstView.score_progressive_jpeg,data.average.firstView.server_rtt,data.average.firstView.smallImageCount,data.average.firstView.start_epoch,data.average.firstView.step,data.average.firstView.testStartOffset,data.average.firstView.test_run_time_ms,data.average.firstView.titleTime,data.average.firstView.userTime,data.average.firstView.userTime.addthis.render_toolbox,data.average.firstView.userTime.optimizely_blockBegin,data.average.firstView.userTime.optimizely_blockEnd,data.average.firstView.userTime.optimizely_projectJSBegin,data.average.firstView.userTime.optimizely_projectJSEnd,data.average.firstView.visualComplete,data.average.firstView.visualComplete85,data.average.firstView.visualComplete90,data.average.firstView.visualComplete95,data.average.firstView.visualComplete99,data.bwDown,data.bwUp,data.completed,data.connectivity,data.from,data.fvonly,data.id,data.latency,data.location,data.mobile,data.plr,data.successfulFVRuns,data.summary,data.testRuns,data.testUrl,data.tester,data.url,speedtracker.day,speedtracker.month,speedtracker.slug,speedtracker.week,speedtracker.year,statusCode,statusText,webPagetestVersion
24,5751.0,,4261.0,,4261.770000001,4261.7650000011,4784,558,8685.0,,0,1,,1,1875002,1861500,70409,68054,0,,9898,5751,5614,5614,2291,19.0,4261.0,4565.0,3763.0,5142.0,5142.0,4261.0,,9936,9898,2557,2290.0,2290.0,41,14191.0,0.0,1552771351.174982,9898,9898,5751,5615,3457,5614,0,0,137534,199304.0,0,4262.0,4565.0,3764.0,5143.0,4261.7650000011,,14191,11330,39.2313019391,344693,1484291,,,,,,15306,344565,6100,0.68,0.64,0.16,38.5753,5820.99,12796.868,6908.783,15995.383,,6904.0,0.23,0.67,9937,9898,9898,0,-1,-1,1,4300,205,147,205,162,0,43,0,1,41,91,-1,96,-1,-1,77,100,-1,100,0,44,0,1,0,20379,0,3731,,3731,,,,6100,5200,5200,5200,5600,9000,9000,1552771288,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190316_SC_354e1c609643ebf389e497314eace114,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190316_SC_354e1c609643ebf389e497314eace114,,https://www.freshdirect.com/pdp.jsp?productId=gro_goya_regular_02&catId=gro_beans_kidney_black,VM02-07-192.168.10.75,https://www.freshdirect.com/pdp.jsp?productId=gro_goya_regular_02&catId=gro_beans_kidney_black,16,3,freshdirect-product,11,2019,200,Test Complete,18.1
24,5888.0,,4291.0,,4291.5849999990005,4291.5799999901,4920,2105,8628.0,,0,1,908.0,1,1872005,1858769,70388,68353,0,,9880,5887,5750,5749,2116,30.0,4291.0,4665.0,3817.0,5286.0,5286.0,4291.0,,9935,9880,2344,2115.0,2115.0,41,14111.0,0.0,1552815481.4596686,9881,9881,5888,5751,3451,5750,0,0,155922,239039.0,2,4292.0,4665.0,3817.0,5287.0,4291.5799999901,,14111,13060,44.956970740100004,342191,1482007,,,,,,15306,345801,6200,0.68,0.64,0.17,36.7765555556,5497.139,16185.5,7616.193,16185.5,,6705.0,0.23,0.67,9936,9881,9881,0,-1,-1,1,4300,197,146,197,157,0,40,0,1,41,91,-1,96,-1,-1,77,100,-1,100,0,44,0,1,0,19994,0,3784,,3784,,,,6200,5200,5200,5300,6100,9000,9000,1552815435,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190317_SE_33015844b450af36504b3b5035b9a184,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190317_SE_33015844b450af36504b3b5035b9a184,,https://www.freshdirect.com/pdp.jsp?productId=gro_goya_regular_02&catId=gro_beans_kidney_black,VM03-05-192.168.10.84,https://www.freshdirect.com/pdp.jsp?productId=gro_goya_regular_02&catId=gro_beans_kidney_black,17,3,freshdirect-product,11,2019,200,Test Complete,18.1
24,5512.0,,4128.0,,4128.9450000004,4128.9400000005,4688,1974,8152.0,,0,1,884.0,1,1869016,1855316,70626,68268,0,,9443,5511,5378,5378,1983,5.0,4128.0,4811.0,3566.0,4983.0,4983.0,4128.0,,9493,9443,2207,1982.0,1981.0,41,13714.0,0.0,1552859573.891826,9444,9444,5512,5379,3476,5378,0,0,159200,248368.0,2,4129.0,4812.0,3567.0,4983.0,4128.9400000005,,13714,10570,39.2207792208,342098,1482677,,,,,,15306,342319,5800,0.68,0.64,0.23,62.0797142857,5299.96,8775.833,5759.484,15439.900000001899,,6359.0,0.23,0.67,9494,9444,9444,0,-1,-1,1,4100,199,146,199,159,0,40,0,1,41,91,-1,96,-1,-1,77,100,-1,100,0,44,0,1,0,19268,0,3509,,3509,,,,5800,5000,5000,5000,5700,9000,9000,1552859528,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190317_WZ_e453c2e4e71519b3fadbef2309371d27,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190317_WZ_e453c2e4e71519b3fadbef2309371d27,,https://www.freshdirect.com/pdp.jsp?productId=gro_goya_regular_02&catId=gro_beans_kidney_black,VM01-01-192.168.10.43,https://www.freshdirect.com/pdp.jsp?productId=gro_goya_regular_02&catId=gro_beans_kidney_black,17,3,freshdirect-product,11,2019,200,Test Complete,18.1
24,5959.0,,4391.0,,4391.7899999997,4391.7849999998,5047,2164,8909.0,,0,1,874.0,1,1870686,1856870,70563,68204,0,,10194,5958,5827,5826,2174,7.0,4391.0,4889.0,3745.0,5384.0,5384.0,4391.0,,10255,10194,2398,2174.0,2174.0,41,14527.0,0.0,1552947850.517667,10195,10195,5959,5827,3450,5827,0,0,151313,231212.0,2,4392.0,4889.0,3746.0,5385.0,4391.7849999998,,14527,13980,47.7622138709,342115,1481308,,,,,,15306,344832,6300,0.68,0.64,0.16,55.088125,5674.128000000002,12933.268999999998,7981.795999999998,15903.628999999999,,6975.0,0.23,0.67,10255,10195,10195,0,-1,-1,1,4400,200,145,200,161,0,39,0,1,41,91,-1,96,-1,-1,77,100,-1,100,0,44,0,1,0,21779,0,3690,,3690,,,,6300,5200,5200,5400,6200,9000,9000,1552947766,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190318_56_42bd196df9943bf05c3de8a6acc053f4,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190318_56_42bd196df9943bf05c3de8a6acc053f4,,https://www.freshdirect.com/pdp.jsp?productId=gro_goya_regular_02&catId=gro_beans_kidney_black,VM04-06-192.168.10.94,https://www.freshdirect.com/pdp.jsp?productId=gro_goya_regular_02&catId=gro_beans_kidney_black,18,3,freshdirect-product,12,2019,200,Test Complete,18.1
24,5872.0,,4482.0,,4482.5899999996,4482.5849999979,5002,2634,8868.0,,0,1,874.0,1,2865838,2851812,71303,68290,0,,9993,5871,5739,5738,2645,6.0,4482.0,4904.0,4003.0,5319.0,5319.0,4482.0,,10059,9993,2865,2644.0,2644.0,42,14564.0,0.0,1553036016.490206,9994,9994,5872,5740,3453,5739,0,0,240221,387474.0,2,4483.0,4905.0,4004.0,5320.0,4482.5849999979,,14564,10400,36.6713681241,344692,1483841,,,,,,838033,1336784,6100,0.68,0.64,0.23,34.1971111111,5266.276,8834.164,6786.89,15778.775,,6349.0,0.23,0.67,10060,9994,9994,0,-1,-1,1,4500,202,145,202,165,0,37,0,1,41,91,-1,38,-1,-1,77,100,-1,100,0,45,0,1,0,20639,0,3973,,3973,,,,6100,5300,5400,5400,6000,9000,9000,1553035970,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190319_YC_a6449aa4a725b5daf4da05a3610649ee,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190319_YC_a6449aa4a725b5daf4da05a3610649ee,,https://www.freshdirect.com/pdp.jsp?productId=gro_goya_regular_02&catId=gro_beans_kidney_black,VM01-04-192.168.10.62,https://www.freshdirect.com/pdp.jsp?productId=gro_goya_regular_02&catId=gro_beans_kidney_black,19,3,freshdirect-product,12,2019,200,Test Complete,18.1
24,5456.0,,4170.0,,4170.8249999991995,4170.8249999991995,4665,2191,8267.0,,0,1,872.0,1,1873681,1859987,70570,68211,0,,9520,5455,5338,5338,2200,11.0,4170.0,4434.0,3691.0,4981.0,4981.0,4170.0,,9561,9520,2422,2199.0,2199.0,41,14325.0,0.0,1553080184.750069,9521,9521,5456,5339,3470,5338,0,0,154415,253749.0,2,4171.0,4435.0,3692.0,4981.0,4170.8249999991995,,14325,11059,38.296398892,346338,1485989,,,,,,15306,342059,5700,0.68,0.64,0.19,45.9421111111,5557.523,12644.132,6545.235,15480.6040000019,,6416.0,0.23,0.67,9561,9521,9521,0,-1,-1,1,4200,206,146,206,165,0,41,0,1,41,91,-1,96,-1,-1,77,100,-1,100,0,45,0,1,0,20330,0,3662,,3662,,,,5600,5000,5000,5000,5600,9000,9000,1553080116,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190320_PM_631a80326f6230b08c8bbdebe874ecbb,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190320_PM_631a80326f6230b08c8bbdebe874ecbb,,https://www.freshdirect.com/pdp.jsp?productId=gro_goya_regular_02&catId=gro_beans_kidney_black,VM02-04-192.168.10.72,https://www.freshdirect.com/pdp.jsp?productId=gro_goya_regular_02&catId=gro_beans_kidney_black,20,3,freshdirect-product,12,2019,200,Test Complete,18.1
24,5956.0,,4482.0,,4482.1699999993,4482.1699999993,4915,2669,8732.0,,0,1,882.0,1,1872081,1858207,70572,68212,0,,9865,5956,5823,5822,2677,9.0,4482.0,4727.0,4018.0,5378.0,5378.0,4482.0,,9909,9865,2897,2676.0,2676.0,41,14351.0,0.0,1553168313.092618,9866,9866,5956,5823,3450,5823,0,0,160253,258191.0,2,4482.0,4728.0,4019.0,5379.0,4482.1699999993,,14351,9019,31.8953323904,342198,1483140,,,,,,15306,344328,6200,0.68,0.64,0.2,67.9524285714,5562.3359999999975,9136.363000000001,6171.174,15507.726999999999,,6982.0,0.23,0.67,9910,9866,9866,0,-1,-1,1,4500,203,145,203,163,0,40,0,1,41,91,-1,96,-1,-1,77,100,-1,100,0,44,0,1,0,20466,0,3990,,3990,,,,6200,5400,5400,5400,6100,9000,9000,1553168265,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190321_T2_dbc116e41c26f3137eb8088c81b6c53a,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190321_T2_dbc116e41c26f3137eb8088c81b6c53a,,https://www.freshdirect.com/pdp.jsp?productId=gro_goya_regular_02&catId=gro_beans_kidney_black,VM01-03-192.168.10.61,https://www.freshdirect.com/pdp.jsp?productId=gro_goya_regular_02&catId=gro_beans_kidney_black,21,3,freshdirect-product,12,2019,200,Test Complete,18.1
24,5851.0,,4261.0,,4261.4050000011,4261.3950000014,4815,2308,8851.0,,0,1,910.0,1,1870273,1856789,70564,68207,0,,9885,5851,5697,5697,2317,24.0,4261.0,4573.0,3719.0,5296.0,5296.0,4261.0,,9936,9885,2538,2316.0,2316.0,41,14169.0,0.0,1553212430.3219259,9885,9885,5851,5698,3449,5698,0,0,157682,245055.0,2,4261.0,4574.0,3719.0,5296.0,4261.3950000014,,14169,12989,45.2140619561,342163,1483021,,,,,,15306,343030,6100,0.68,0.64,0.18,41.302,5585.762,13261.156,7147.326,15789.675,,6683.0,0.23,0.67,9937,9885,9885,0,-1,-1,1,4300,199,145,199,161,0,38,0,1,41,91,-1,96,-1,-1,77,100,-1,100,0,44,0,1,0,20852,0,3666,,3666,,,,6100,5300,5300,5300,6000,9000,9000,1553212337,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190321_6Z_35679463d398b2ce486691248cafda82,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190321_6Z_35679463d398b2ce486691248cafda82,,https://www.freshdirect.com/pdp.jsp?productId=gro_goya_regular_02&catId=gro_beans_kidney_black,VM04-05-192.168.10.93,https://www.freshdirect.com/pdp.jsp?productId=gro_goya_regular_02&catId=gro_beans_kidney_black,21,3,freshdirect-product,12,2019,200,Test Complete,18.1
24,6488.0,,4480.0,,4480.3699999993,4480.3699999993,5275,339,9555.0,4480.0,0,1,,1,1900438,1886646,70315,67960,0,,10751,6487,6310,6310,2331,11.0,4480.0,4938.0,3931.0,5734.0,5734.0,4480.0,,10809,10751,2547,2330.0,2330.0,41,15235.0,0.0,1553256491.542432,10751,10752,6488,6311,3442,6311,0,0,127580,181199.0,0,4480.0,4939.0,3931.0,5735.0,4480.3699999993,,15235,14070,47.2147651007,370846,1511867,,,,,,15306,342242,7000,0.68,0.64,0.17,46.5115,5615.704000000002,13246.3,7021.714,16448.834000001898,,6782.0,0.23,0.67,10810,10752,10751,0,-1,-1,1,4600,202,146,202,162,0,40,0,1,41,91,-1,96,-1,-1,76,100,-1,100,0,44,0,1,0,23796,0,3896,,3896,,,,7000,5600,5600,5800,6900,9000,9000,1553256449,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190322_DB_5f47218732362510a2a2c98804428594,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190322_DB_5f47218732362510a2a2c98804428594,,https://www.freshdirect.com/pdp.jsp?productId=gro_goya_regular_02&catId=gro_beans_kidney_black,VM03-01-192.168.10.79,https://www.freshdirect.com/pdp.jsp?productId=gro_goya_regular_02&catId=gro_beans_kidney_black,22,3,freshdirect-product,12,2019,200,Test Complete,18.1
24,5590.0,,4129.0,,4129.0250000020005,4129.0250000020005,4689,920,6469.0,,0,1,,1,2075265,1930522,79301,75728,0,,9752,5589,5416,5416,2211,9.0,4129.0,4508.0,3621.0,5134.0,5134.0,4129.0,,9835,9752,2415,2211.0,2211.0,43,13973.0,0.0,1553301403.863467,9753,9753,5590,5417,3428,5416,0,0,158987,218557.0,0,4129.0,4508.0,3622.0,5135.0,4129.0250000020005,,13973,12090,43.7884824339,39009,1574334,,,,,,15306,343339,5900,0.68,0.64,0.12,47.7619166667,6751.985,12792.303999999998,8263.065999999999,16583.695,,7590.0,0.23,0.67,9836,9753,9753,0,-1,-1,1,4200,216,158,216,175,0,41,0,1,42,93,-1,96,-1,-1,98,100,-1,100,0,45,0,1,0,20194,0,5884,5884.0,3583,,,,5900,5200,5900,5900,5900,9000,9000,1553301353,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190323_F4_e4229ade80ebe0e2743a39d8ee89ffc3,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190323_F4_e4229ade80ebe0e2743a39d8ee89ffc3,,https://www.freshdirect.com/pdp.jsp?productId=gro_goya_regular_02&catId=gro_beans_kidney_black,VM03-01-192.168.10.79,https://www.freshdirect.com/pdp.jsp?productId=gro_goya_regular_02&catId=gro_beans_kidney_black,22,3,freshdirect-product,12,2019,200,Test Complete,18.1
24,5934.0,,4456.0,,4456.7250000036,4456.7250000036,4993,2230,6808.0,,0,1,868.0,1,2071076,1926431,79143,75897,0,,10265,5933,5716,5716,2243,7.0,4456.0,4809.0,3798.0,5377.0,5377.0,4456.0,,10349,10265,2440,2241.0,2241.0,43,14562.0,0.0,1553388848.937808,10266,10266,5934,5716,3418,5716,0,0,167943,239725.0,2,4457.0,4810.0,3798.0,5378.0,4456.7250000036,,14562,11919,41.7952314165,39002,1574912,,,,,,15306,340012,6200,0.68,0.64,0.1,34.3636666667,7217.18,13477.747,9492.014000000001,17233.756999999998,,8284.0,0.23,0.67,10349,10266,10266,0,-1,-1,1,4500,215,158,215,174,0,41,0,1,42,93,-1,96,-1,-1,98,100,-1,100,0,45,0,1,0,20918,0,6302,6302.0,3756,,,,6200,5400,5400,5400,6100,9000,9000,1553388754,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190324_27_82feb5cc2394a0ba65061a42dc1f35b5,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190324_27_82feb5cc2394a0ba65061a42dc1f35b5,,https://www.freshdirect.com/pdp.jsp?productId=gro_goya_regular_02&catId=gro_beans_kidney_black,VM04-02-192.168.10.90,https://www.freshdirect.com/pdp.jsp?productId=gro_goya_regular_02&catId=gro_beans_kidney_black,23,3,freshdirect-product,12,2019,200,Test Complete,18.1
24,5404.0,,4209.0,,4209.2649999995,4209.2649999995,4579,2145,6150.0,,0,1,874.0,1,2070368,1926871,78898,75326,0,,9553,5404,5218,5218,2160,13.0,4209.0,4499.0,3614.0,4942.0,4942.0,4209.0,,9630,9553,2361,2159.0,2159.0,43,11879.0,0.0,1553432931.55324,9554,9554,5404,5218,3409,5218,0,0,212694,260071.0,2,4209.0,4500.0,3615.0,4942.0,4209.2649999995,,11879,12260,43.42897626640001,40646,1574070,,,,,,15306,340493,5600,0.68,0.64,0.13,47.992333333299996,6341.094,12861.235,8309.084,17274.881,,7385.0,0.23,0.67,9630,9554,9554,0,-1,-1,1,4200,164,156,164,153,0,11,0,1,41,93,-1,96,-1,-1,98,100,-1,100,0,43,0,1,0,19947,0,5702,5702.0,3588,,,,5600,4900,4900,4900,5200,9000,9000,1553432835,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190324_JG_5e5b6fd0e4b63db51bf7da5645889dad,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190324_JG_5e5b6fd0e4b63db51bf7da5645889dad,,https://www.freshdirect.com/pdp.jsp?productId=gro_goya_regular_02&catId=gro_beans_kidney_black,VM04-07-192.168.10.95,https://www.freshdirect.com/pdp.jsp?productId=gro_goya_regular_02&catId=gro_beans_kidney_black,24,3,freshdirect-product,12,2019,200,Test Complete,18.1
24,6140.0,,4499.0,,4499.1100000007,4499.1100000007,5077,2391,7047.0,,0,1,906.0,1,2073709,2059999,79469,77109,0,,11752,6140,5987,5987,2398,14.0,4499.0,4822.0,3919.0,5552.0,5552.0,4499.0,,11816,11752,2605,2398.0,2398.0,45,15785.0,0.0,1553477035.998538,11752,11752,6140,5988,3408,5987,0,0,154823,220061.0,2,4499.0,4823.0,3920.0,5552.0,4499.1100000007,,15785,13230,42.0266836086,39002,1579916,,,,,,15306,336965,6500,0.68,0.64,0.14,50.658,6163.581,11875.631000000001,8159.5369999999975,16085.986,,7319.0,0.23,0.67,11816,11752,11752,0,-1,-1,1,4500,221,167,221,181,0,40,0,1,41,93,-1,96,-1,-1,98,100,-1,100,0,46,0,1,0,23191,0,6423,6423.0,3891,,,,6500,5500,5500,5500,6300,9000,9000,1553476961,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190325_JX_f0ac3e22fddfe0129cfa2a621a5623fa,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190325_JX_f0ac3e22fddfe0129cfa2a621a5623fa,,https://www.freshdirect.com/pdp.jsp?productId=gro_goya_regular_02&catId=gro_beans_kidney_black,VM02-07-192.168.10.75,https://www.freshdirect.com/pdp.jsp?productId=gro_goya_regular_02&catId=gro_beans_kidney_black,24,3,freshdirect-product,12,2019,200,Test Complete,18.1
24,9189.0,,7577.0,,7577.335000001801,7577.335000001801,8183,5457,15066.0,9189.0,0,1,874.0,1,2066656,1921927,79184,75936,0,,13926,9189,9005,9005,5468,6.0,7577.0,7867.0,6925.0,8681.0,8681.0,7577.0,,14002,13926,5656,5467.0,5467.0,43,18234.0,0.0,1553521117.573714,13926,13926,9189,9006,3420,9005,0,0,161748,226936.0,2,7577.0,7868.0,6926.0,8681.0,7577.335000001801,,18234,14430,40.5337078652,39008,1575139,,,,,,15306,334952,9700,0.68,0.64,0.1,46.7988888889,7194.85,13246.532,8945.606,17327.79,,8319.0,0.23,0.67,14002,13926,13926,0,-1,-1,1,7700,214,159,214,176,0,38,0,1,41,93,-1,96,-1,-1,98,100,-1,100,0,45,0,1,0,25339,0,9536,9536.0,6889,,,,9700,8700,8700,8700,9600,9000,9000,1553521069,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190325_N4_12a7d5292ab8366cb3d03b8954e82af0,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190325_N4_12a7d5292ab8366cb3d03b8954e82af0,,https://www.freshdirect.com/pdp.jsp?productId=gro_goya_regular_02&catId=gro_beans_kidney_black,VM03-03-192.168.10.82,https://www.freshdirect.com/pdp.jsp?productId=gro_goya_regular_02&catId=gro_beans_kidney_black,25,3,freshdirect-product,13,2019,200,Test Complete,18.1
24,6559.0,,4918.0,,4918.9050000023,4918.9050000023,5499,2693,11939.0,4918.0,0,1,878.0,1,2096977,1951805,79863,76293,0,,10808,6558,6313,6313,2706,16.0,4918.0,5337.0,4251.0,5992.0,5992.0,4918.0,,10899,10808,2904,2705.0,2705.0,43,15203.0,0.0,1553565202.323874,10809,10809,6559,6314,3432,6313,0,0,167624,240488.0,2,4919.0,5337.0,4252.0,5992.0,4918.9050000023,,15203,15629,50.6152849741,39001,1602843,,,,,,15306,338112,6900,0.68,0.64,0.12,62.8998888889,6553.026,17031.992,8308.331,17031.992,,7641.0,0.23,0.67,10900,10809,10809,0,-1,-1,1,4900,219,161,219,183,0,36,0,1,41,93,-1,96,-1,-1,98,100,-1,100,0,45,0,1,0,22094,0,6957,6957.0,4221,,,,6900,5800,5800,6000,6300,9000,9000,1553565135,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190326_RD_41420ae59e500ec94c6690b20ef7f38d,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190326_RD_41420ae59e500ec94c6690b20ef7f38d,,https://www.freshdirect.com/pdp.jsp?productId=gro_goya_regular_02&catId=gro_beans_kidney_black,VM02-01-192.168.10.69,https://www.freshdirect.com/pdp.jsp?productId=gro_goya_regular_02&catId=gro_beans_kidney_black,25,3,freshdirect-product,13,2019,200,Test Complete,18.1
24,5434.0,5600.0,4154.0,5600.0,4154.07,4154.0600000001,4660,2175,6227.0,,0,1,873.0,1,2101211,1955558,79771,76200,0,9781.0,9688,5433,5289,5289,2186,6.0,4154.0,4428.0,3611.0,5045.0,5045.0,4154.0,,9766,9688,2386,2184.0,2184.0,44,15954.0,0.0,1553612784.535675,9689,9689,5434,5290,3424,5290,0,0,152493,260255.0,2,4154.0,4429.0,3611.0,5046.0,4154.0600000001,,15954,13300,39.595117594499996,39002,1602724,5600.0,5600.0,5600.0,5600.0,5600.0,15306,341543,5700,0.68,0.64,0.12,40.3969090909,6517.404,16814.237,7978.656999999997,16814.237,,7338.0,0.23,0.67,9767,9689,9689,0,-1,-1,1,4200,221,160,221,182,0,39,0,1,41,93,-1,96,-1,-1,98,100,-1,100,0,46,0,1,0,25388,0,5762,5762.0,3577,,,,5700,5100,5100,5100,5600,9000,9000,1553612695,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190326_MR_eab9170fcd7b19f722b009d7579693ac,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190326_MR_eab9170fcd7b19f722b009d7579693ac,,https://www.freshdirect.com/pdp.jsp?productId=gro_goya_regular_02&catId=gro_beans_kidney_black,VM04-02-192.168.10.90,https://www.freshdirect.com/pdp.jsp?productId=gro_goya_regular_02&catId=gro_beans_kidney_black,26,3,freshdirect-product,13,2019,200,Test Complete,18.1
