data.average.firstView.Colordepth,data.average.firstView.FirstInteractive,data.average.firstView.LastInteractive,data.average.firstView.PerformancePaintTiming.first-contentful-paint,data.average.firstView.PerformancePaintTiming.first-paint,data.average.firstView.SpeedIndex,data.average.firstView.TTFB,data.average.firstView.TTIMeasurementEnd,data.average.firstView.TimeToInteractive,data.average.firstView.aft,data.average.firstView.avgRun,data.average.firstView.basePageSSLTime,data.average.firstView.bigImageCount,data.average.firstView.bytesIn,data.average.firstView.bytesInDoc,data.average.firstView.bytesOut,data.average.firstView.bytesOutDoc,data.average.firstView.cached,data.average.firstView.chromeUserTiming.InteractiveTime,data.average.firstView.chromeUserTiming.domComplete,data.average.firstView.chromeUserTiming.domContentLoadedEventEnd,data.average.firstView.chromeUserTiming.domContentLoadedEventStart,data.average.firstView.chromeUserTiming.domInteractive,data.average.firstView.chromeUserTiming.domLoading,data.average.firstView.chromeUserTiming.fetchStart,data.average.firstView.chromeUserTiming.firstContentfulPaint,data.average.firstView.chromeUserTiming.firstImagePaint,data.average.firstView.chromeUserTiming.firstLayout,data.average.firstView.chromeUserTiming.firstMeaningfulPaint,data.average.firstView.chromeUserTiming.firstMeaningfulPaintCandidate,data.average.firstView.chromeUserTiming.firstPaint,data.average.firstView.chromeUserTiming.firstTextPaint,data.average.firstView.chromeUserTiming.loadEventEnd,data.average.firstView.chromeUserTiming.loadEventStart,data.average.firstView.chromeUserTiming.responseEnd,data.average.firstView.chromeUserTiming.unloadEventEnd,data.average.firstView.chromeUserTiming.unloadEventStart,data.average.firstView.connections,data.average.firstView.cpu.Idle,data.average.firstView.cpu.Paint,data.average.firstView.date,data.average.firstView.docTime,data.average.firstView.domComplete,data.average.firstView.domContentLoadedEventEnd,data.average.firstView.domContentLoadedEventStart,data.average.firstView.domElements,data.average.firstView.domInteractive,data.average.firstView.domLoading,data.average.firstView.domTime,data.average.firstView.effectiveBps,data.average.firstView.effectiveBpsDoc,data.average.firstView.final_base_page_request,data.average.firstView.firstContentfulPaint,data.average.firstView.firstImagePaint,data.average.firstView.firstLayout,data.average.firstView.firstMeaningfulPaint,data.average.firstView.firstPaint,data.average.firstView.firstTextPaint,data.average.firstView.fullyLoaded,data.average.firstView.fullyLoadedCPUms,data.average.firstView.fullyLoadedCPUpct,data.average.firstView.gzip_savings,data.average.firstView.gzip_total,data.average.firstView.image_savings,data.average.firstView.image_total,data.average.firstView.lastVisualChange,data.average.firstView.lighthouse.Accessibility,data.average.firstView.lighthouse.BestPractices,data.average.firstView.lighthouse.Performance,data.average.firstView.lighthouse.Performance.estimated-input-latency,data.average.firstView.lighthouse.Performance.first-contentful-paint,data.average.firstView.lighthouse.Performance.first-cpu-idle,data.average.firstView.lighthouse.Performance.first-meaningful-paint,data.average.firstView.lighthouse.Performance.interactive,data.average.firstView.lighthouse.Performance.speed-index,data.average.firstView.lighthouse.ProgressiveWebApp,data.average.firstView.lighthouse.SEO,data.average.firstView.loadEventEnd,data.average.firstView.loadEventStart,data.average.firstView.loadTime,data.average.firstView.maybeCaptcha,data.average.firstView.minify_savings,data.average.firstView.minify_total,data.average.firstView.optimization_checked,data.average.firstView.render,data.average.firstView.requests,data.average.firstView.requestsDoc,data.average.firstView.requestsFull,data.average.firstView.responses_200,data.average.firstView.responses_404,data.average.firstView.responses_other,data.average.firstView.result,data.average.firstView.run,data.average.firstView.score_cache,data.average.firstView.score_cdn,data.average.firstView.score_combine,data.average.firstView.score_compress,data.average.firstView.score_cookies,data.average.firstView.score_etags,data.average.firstView.score_gzip,data.average.firstView.score_keep-alive,data.average.firstView.score_minify,data.average.firstView.score_progressive_jpeg,data.average.firstView.server_rtt,data.average.firstView.smallImageCount,data.average.firstView.start_epoch,data.average.firstView.step,data.average.firstView.testStartOffset,data.average.firstView.test_run_time_ms,data.average.firstView.titleTime,data.average.firstView.userTime,data.average.firstView.userTime.core_execution_end,data.average.firstView.userTime.core_execution_start,data.average.firstView.userTime.with_airbnb_interactive_did_mount,data.average.firstView.userTimingMeasure.Google TTI Polyfill,data.average.firstView.userTimingMeasure.Time to AirbnbInteractive,data.average.firstView.visualComplete,data.average.firstView.visualComplete85,data.average.firstView.visualComplete90,data.average.firstView.visualComplete95,data.average.firstView.visualComplete99,data.bwDown,data.bwUp,data.completed,data.connectivity,data.from,data.fvonly,data.id,data.latency,data.location,data.mobile,data.plr,data.successfulFVRuns,data.summary,data.testUrl,data.tester,data.url,speedtracker.day,speedtracker.month,speedtracker.slug,speedtracker.week,speedtracker.year,statusCode,statusText,webPagetestVersion
24,,,2201.9,2201.9,2703,1337,,,0,1,754,1,2705170,2636766,76217,67075,0,,9152,3491,3491,1702,1346,14,2201,2201,2177,5860,5860,2201,2201,9155,9152,1694,1345,1345,22,,,1548308832.171147,9153,9153,3491,3491,1425,1702,0,0,262078,337354,1,2202,2202,2177,5860,2201.9,2202,11659,13029,46.90424766020001,4191,1151286,2922,1461654,5800,0.85,1.0,0.32,17.7346909091,2860.9629999999997,10920.739,10111.746,22858.549,5542,0.38,1.0,9155,9153,9153,0,-1,-1,1,2200,273,228,273,235,0,38,0,1,96,99,-1,100,-1,-1,100,100,-1,35,0,5,0,1,0,20083,0,5000,3593,2904,5000,15542.0,5957,5800,4200,4400,4400,5800,9000,9000,1548308851,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190124_B3_58f3317109ee2f638a8c849de7a8570b,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190124_B3_58f3317109ee2f638a8c849de7a8570b,https://www.airbnb.com/,VM01-07-192.168.10.65,https://www.airbnb.com/,24,1,airbnb-home,4,2019,200,Test Complete,18.1
24,4045.0,2495.0,2495.8999999981,2495.8999999981,2987,1296,11674.0,2495.0,0,1,719,1,3590384,3458856,64199,50623,0,11908.0,10394,4044,4044,2144,1307,7,2495,2495,2450,6047,6047,2495,2495,10402,10394,1920,1306,1306,26,16256.0,0.0,1548348742.245083,10395,10395,4045,4045,1508,2145,0,0,239998,380135,1,2496,2496,2450,6048,2495.8999999981,2496,16256,16210,46.9446857805,4191,1794600,2920,1704917,6100,0.94,1.0,0.4,26.016736842100002,2987.9440000000004,17868.326,17126.916,29896.3889999962,3155,0.38,1.0,10402,10395,10395,0,-1,-1,1,2500,206,151,206,160,0,46,0,1,91,99,-1,100,-1,-1,100,100,-1,0,0,5,0,1,0,27922,0,5231,3284,3106,5231,16909.0,6056,6100,4300,4500,4500,6100,9000,9000,1548348779,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190124_RZ_c1fb7d07f9f37bb48a0ba9cbe6ef7e90,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190124_RZ_c1fb7d07f9f37bb48a0ba9cbe6ef7e90,https://www.airbnb.com/,VM03-01-192.168.10.79,https://www.airbnb.com/,24,1,airbnb-home,4,2019,200,Test Complete,18.1
24,4253.0,2408.0,2408.4999999977,2408.4999999977,2858,1331,10299.0,2408.0,0,1,730,1,3416826,1356800,68173,30814,0,,4933,4252,4252,2125,1340,11,2408,2408,2383,6632,6632,2408,2408,4936,4933,1914,1340,1340,23,10439.0,32.0,1548352842.808449,4934,4934,4253,4253,1519,2125,0,0,373832,376575,1,2408,2408,2384,6633,2408.4999999977,2408,10471,11890,47.2575516693,4190,1834509,2908,1494121,4900,0.94,1.0,0.41,19.5883333333,2872.118,17785.241,17102.221999999998,29556.581000000002,3100,0.38,1.0,4936,4934,4934,0,-1,-1,1,2400,196,47,196,153,0,43,0,1,91,99,-1,100,-1,-1,100,100,-1,0,0,5,0,1,0,19267,0,5867,3379,3171,5867,13656.0,6644,4900,4600,4800,4800,4900,9000,9000,1548352870,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190124_Q1_1dff90f10cd822c342fd266146adc13b,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190124_Q1_1dff90f10cd822c342fd266146adc13b,https://www.airbnb.com/,VM03-04-192.168.10.83,https://www.airbnb.com/,24,1,airbnb-home,4,2019,200,Test Complete,18.1
24,4073.0,2576.0,2577.0000000048003,2577.0000000048003,3004,1371,9007.0,2576.0,0,1,740,1,3383275,1356226,68047,29869,0,,4863,4072,4072,2167,1381,18,2576,2576,2524,7891,7891,2576,2576,4868,4864,1960,1381,1381,24,12013.0,1.0,1548392845.194323,4864,4864,4073,4073,1451,2167,0,0,317887,388269,1,2577,2577,2525,7892,2577.0000000048003,2577,12014,14970,54.239130434799996,4169,1833934,2884,1461618,4800,0.85,1.0,0.32,20.6279375,2981.813,11174.026000000002,10446.051,23399.912999999997,5562,0.38,1.0,4868,4864,4864,0,-1,-1,1,2600,196,47,196,154,0,42,0,1,92,99,-1,100,-1,-1,100,100,-1,35,0,5,0,1,0,22530,0,6901,3244,3032,6901,14085.0,7939,4800,4600,4700,4800,4800,9000,9000,1548392849,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190125_Y7_9a64bcdc8588a37aae9f26025a190e3f,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190125_Y7_9a64bcdc8588a37aae9f26025a190e3f,https://www.airbnb.com/,VM04-08-192.168.10.96,https://www.airbnb.com/,25,1,airbnb-home,4,2019,200,Test Complete,18.1
24,15556.0,2990.0,2990.7999999996,2990.7999999996,5476,1346,27256.0,2990.0,0,1,710,1,3341699,1475413,70472,44817,0,29962.0,25551,15555,15555,2694,1358,8,2990,2990,2959,26404,26404,2990,2990,25560,25551,2241,1357,1356,26,71680.0,0.0,1548396631.800141,25551,25551,15556,15556,1531,2695,0,0,47511,60954,1,2991,2991,2959,26404,2990.7999999996,2991,71680,26860,19.181603942,4173,1833213,2920,1409396,16100,0.85,1.0,0.28,18.9625,3354.2009999999996,11650.492,10845.032,23267.925,5973,0.38,1.0,25560,25551,25551,0,-1,-1,1,3000,242,102,242,183,0,59,0,1,90,99,-1,100,-1,-1,100,100,-1,0,0,5,0,1,0,91647,0,25725,4663,4330,25725,68073.0,26462,16100,16000,16000,16100,16100,9000,9000,1548396718,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190125_ER_a2c18456d7e6bf205beffbfc694158a1,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190125_ER_a2c18456d7e6bf205beffbfc694158a1,https://www.airbnb.com/,VM03-01-192.168.10.79,https://www.airbnb.com/,25,1,airbnb-home,4,2019,200,Test Complete,18.1
24,4080.0,2574.0,2574.9000000001,2574.9000000001,2983,1531,10289.0,2574.0,0,1,750,1,3298597,3160358,63301,50417,0,,9226,4080,4080,2327,1541,5,2574,2574,2551,5958,5958,2574,2574,9235,9226,2114,1541,1541,25,12618.0,0.0,1548440350.90083,9227,9226,4080,4080,1452,2327,0,0,297519,410649,1,2575,2575,2552,5959,2574.9000000001,2575,12618,12909,44.733194733199994,4166,1832044,2912,1376519,4700,0.85,1.0,0.33,19.999037037,2854.167,11197.184,10555.323999999999,22843.740000000496,5452,0.38,1.0,9235,9226,9227,0,-1,-1,1,2600,194,143,194,154,0,40,0,1,90,99,-1,100,-1,-1,100,100,-1,26,0,5,0,1,0,21781,0,5012,3434,3275,5012,15450.0,6028,4700,4400,4500,4600,4700,9000,9000,1548440347,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190125_7Y_180e1bb31288325f03400386fc0129bf,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190125_7Y_180e1bb31288325f03400386fc0129bf,https://www.airbnb.com/,VM04-07-192.168.10.95,https://www.airbnb.com/,25,1,airbnb-home,4,2019,200,Test Complete,18.1
24,4169.0,2545.0,2545.7000000024,2545.7000000024,2993,1531,8082.0,2545.0,0,1,706,1,3295717,1415875,67013,29154,0,,4916,4168,4168,2297,1539,11,2545,2545,2528,6636,6636,2545,2545,4919,4917,2117,1538,1538,24,10497.0,0.0,1548481043.312137,4917,4917,4169,4169,1445,2297,0,0,367579,418155,1,2546,2546,2528,6637,2545.7000000024,2546,10497,11750,46.6454942437,4106,1834876,2918,1373892,4900,0.85,1.0,0.33,18.2635333333,2884.6490000000003,11134.469,10426.541,23132.539,5453,0.38,1.0,4919,4917,4917,0,-1,-1,1,2500,195,48,195,153,0,42,0,1,91,99,-1,100,-1,-1,100,100,-1,0,0,5,0,1,0,19673,0,5898,3090,2925,5898,13199.0,6620,4900,4600,4700,4800,4900,9000,9000,1548481038,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190126_R9_9503a90d1d2f40a49ed583cc59bfdc33,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190126_R9_9503a90d1d2f40a49ed583cc59bfdc33,https://www.airbnb.com/,VM04-07-192.168.10.95,https://www.airbnb.com/,26,1,airbnb-home,4,2019,200,Test Complete,18.1
24,4006.0,2502.0,2502.3999999976,2502.3999999976,2970,1447,8266.0,2502.0,0,1,808,1,3330623,1365770,64378,31793,0,,4669,4005,4005,2236,1461,5,2502,2502,2457,5665,5665,2502,2502,4681,4669,2050,1460,1460,23,9639.0,0.0,1548484430.2262812,4669,4669,4006,4006,1510,2237,0,0,406570,423888,1,2502,2502,2457,5665,2502.3999999976,2502,9639,10840,45.835095137399996,4137,1830567,2900,1408988,5700,0.85,1.0,0.33,18.3784339623,2827.7709999999997,10995.983,10218.055,22709.703999999998,5460,0.38,1.0,4682,4670,4669,0,-1,-1,1,2500,194,48,194,152,0,42,0,1,91,99,-1,100,-1,-1,100,100,-1,0,0,5,0,1,0,17938,0,5039,3329,3188,5039,13323.0,5679,5700,4300,4500,4600,5700,9000,9000,1548484445,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190126_RF_b4ec205a604fe0d9d0c32da62414ba41,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190126_RF_b4ec205a604fe0d9d0c32da62414ba41,https://www.airbnb.com/,VM01-02-192.168.10.60,https://www.airbnb.com/,26,1,airbnb-home,4,2019,200,Test Complete,18.1
24,3870.0,2385.0,2385.3999999992,2385.3999999992,2791,1246,11009.0,2385.0,0,1,708,1,3331508,3203509,67689,55555,0,,9271,3869,3869,2068,1258,13,2385,2385,2348,5615,5615,2385,2385,9280,9271,1858,1257,1257,25,12586.0,0.0,1548525148.413471,9272,9272,3870,3870,1520,2069,0,0,293783,399141,1,2385,2385,2349,5615,2385.3999999992,2385,12586,12570,43.600416233100006,4121,1834564,2920,1409006,4500,0.85,1.0,0.4,18.658464788699998,2342.43,9449.269,8913.987,20216.0610000038,4727,0.38,0.91,9281,9272,9272,0,-1,-1,1,2400,198,149,198,154,0,44,0,1,90,99,-1,100,-1,-1,100,100,-1,0,0,5,0,1,0,22367,0,4906,3106,2942,4906,15612.0,5584,4500,4300,4400,4500,4500,9000,9000,1548525142,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190126_0H_6d22cc5804c79146454fcdb373042fbf,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190126_0H_6d22cc5804c79146454fcdb373042fbf,https://www.airbnb.com/,VM04-08-192.168.10.96,https://www.airbnb.com/,26,1,airbnb-home,4,2019,200,Test Complete,18.1
24,3825.0,2383.0,2383.0999999991,2383.0999999991,2878,1341,7066.0,,0,1,741,1,3292298,1366008,63962,30050,0,,4440,3825,3825,2089,1354,6,2383,2383,2366,5568,5568,2383,2383,4444,4441,1924,1353,1352,24,9524.0,0.0,1548528101.531412,4441,4441,3825,3825,1513,2089,0,0,402333,440647,1,2383,2383,2367,5568,2383.0999999991,2383,9524,10889,47.368421052600006,4106,1792439,2885,1408973,5600,0.85,1.0,0.33,18.062139534900002,2895.5229999999997,10791.243,10037.686,22495.846,5513,0.38,1.0,4444,4441,4441,0,-1,-1,1,2400,197,48,197,155,0,42,0,1,91,99,-1,100,-1,-1,100,100,-1,0,0,5,0,1,0,17542,0,4900,3040,2877,4900,,5570,5600,4200,4400,4500,5600,9000,9000,1548528095,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190126_00_203d878eecd92461434f2839e8f11f80,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190126_00_203d878eecd92461434f2839e8f11f80,https://www.airbnb.com/,VM04-03-192.168.10.91,https://www.airbnb.com/,26,1,airbnb-home,4,2019,200,Test Complete,18.1
24,4113.0,2720.0,2720.7000000053,2720.7000000053,3061,1546,8775.0,2720.0,0,1,728,1,3471237,1366741,67292,33724,0,,4869,4112,4112,2351,1560,16,2720,2720,2699,5982,5982,2720,2720,4875,4869,2146,1557,1557,25,9885.0,0.0,1548569428.499845,4869,4869,4113,4113,1446,2352,0,0,416265,411297,1,2721,2721,2700,5982,2720.7000000053,2721,9885,12349,52.0219039596,4106,1834227,2890,1472849,4700,0.85,1.0,0.4,17.2804810127,2362.098,9430.504,8952.948,20191.5330000153,4776,0.38,0.91,4876,4869,4869,0,-1,-1,1,2700,202,51,202,157,1,44,99999,1,90,99,-1,100,-1,-1,100,100,-1,26,0,5,0,1,0,18227,0,5244,3348,3180,5244,,5968,4700,4400,4600,4700,4700,9000,9000,1548569413,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190127_XA_3b8996605c0f3e1dd196f6bac19283cf,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190127_XA_3b8996605c0f3e1dd196f6bac19283cf,https://www.airbnb.com/,VM04-01-192.168.10.80,https://www.airbnb.com/,27,1,airbnb-home,4,2019,200,Test Complete,18.1
24,3829.0,2504.0,2504.50000001,2504.50000001,2826,1323,10319.0,2504.0,0,1,735,1,3331189,3203227,61628,50075,0,,9369,3828,3828,2134,1335,14,2504,2504,2468,5482,5482,2504,2504,9372,9369,1913,1334,1334,24,11588.0,0.0,1548572200.518989,9370,9370,3829,3828,1519,2135,0,0,324519,398064,1,2504,2504,2469,5482,2504.50000001,2504,11588,11789,43.029197080299994,4102,1831976,2898,1408984,4300,0.85,1.0,0.42,16.326184465999997,2188.8979999999997,10047.423,8131.305,19735.311,4380,0.38,0.91,9373,9370,9370,0,-1,-1,1,2500,194,146,194,152,0,42,0,1,90,99,-1,100,-1,-1,100,100,-1,0,0,5,0,1,0,19666,0,4802,3104,2937,4802,,5544,4300,4100,4200,4300,4300,9000,9000,1548572188,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190127_E6_247eced8b4142a73b14ab5e84f61ba2b,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190127_E6_247eced8b4142a73b14ab5e84f61ba2b,https://www.airbnb.com/,VM04-01-192.168.10.80,https://www.airbnb.com/,27,1,airbnb-home,4,2019,200,Test Complete,18.1
24,4601.0,2685.0,2685.7999999993,2685.7999999993,3171,1270,12277.0,2685.0,0,1,713,1,3331399,3195222,65609,53870,0,,10322,4600,4600,2287,1289,17,2685,2685,2645,7219,7219,2685,2685,10329,10322,1856,1287,1287,24,12881.0,0.0,1548613329.048897,10322,10322,4601,4600,1520,2287,0,0,286917,352985,1,2686,2686,2645,7219,2685.7999999993,2686,12881,15409,52.665755297299995,4103,1834622,2909,1408995,5400,0.85,1.0,0.34,16.0,3683.034,26954.063,26729.267999999996,37532.833,3781,0.38,1.0,10330,10322,10322,0,-1,-1,1,2700,196,147,196,153,0,43,0,1,90,99,-1,100,-1,-1,100,100,-1,0,0,5,0,1,0,23753,0,6207,3268,2959,6207,16516.0,7215,5300,4900,5100,5100,5200,9000,9000,1548613391,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190127_2T_6e7b1af0ead39f95016df82873a99c28,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190127_2T_6e7b1af0ead39f95016df82873a99c28,https://www.airbnb.com/,VM03-07-192.168.10.86,https://www.airbnb.com/,27,1,airbnb-home,4,2019,200,Test Complete,18.1
24,4219.0,2612.0,2612.6999999979002,2612.6999999979002,3101,1437,7688.0,2612.0,0,1,761,1,3292246,1365947,64661,31841,0,,4890,4219,4219,2223,1450,17,2612,2612,2590,5964,5964,2612,2612,4895,4890,2019,1449,1449,24,10055.0,0.0,1548616018.737052,4890,4890,4219,4219,1511,2224,0,0,382019,395582,1,2613,2613,2590,5964,2612.6999999979002,2613,10055,11240,46.0844608446,4116,1792393,2885,1408973,6100,0.85,1.0,0.33,18.0326521739,2858.0690000000004,11040.45,10308.158000000001,22672.551000003798,5389,0.38,1.0,4895,4890,4890,0,-1,-1,1,2600,195,48,195,153,0,42,0,1,91,99,-1,100,-1,-1,100,100,-1,0,0,5,0,1,0,18367,0,5364,3491,3340,5364,,6000,6100,4500,4600,4700,6100,9000,9000,1548616031,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190127_VY_60f4400e8ede9b2d3a164446993a08f3,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190127_VY_60f4400e8ede9b2d3a164446993a08f3,https://www.airbnb.com/,VM01-07-192.168.10.65,https://www.airbnb.com/,27,1,airbnb-home,4,2019,200,Test Complete,18.1
24,,,2363.7000000017,2363.7000000017,2834,1267,,,0,1,716,1,3398089,3185996,71367,58908,0,,8545,3670,3670,2089,1276,4,2363,2363,2343,5523,5523,2363,2363,8549,8545,1884,1275,1275,25,,,1548657437.123275,8546,8546,3671,3671,1438,2090,0,0,359548,437696,1,2364,2364,2343,5524,2363.7000000017,2364,10718,12880,50.430696946000005,4132,1794745,2913,1439628,5500,0.85,1.0,0.32,20.3294285714,2945.2909999999997,11096.086000000001,10349.615,22574.291,5435,0.38,1.0,8550,8546,8546,0,-1,-1,1,2400,204,153,204,157,1,46,99999,1,90,99,-1,100,-1,-1,100,100,-1,26,0,5,0,1,0,19292,0,4603,2811,2655,4603,,5526,5500,4000,4200,4300,5500,9000,9000,1548657441,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190128_HN_036a2d2b3efc161b7c95d3e676d765e0,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190128_HN_036a2d2b3efc161b7c95d3e676d765e0,https://www.airbnb.com/,VM02-05-192.168.10.73,https://www.airbnb.com/,28,1,airbnb-home,5,2019,200,Test Complete,18.1
24,,,2402.9,2402.9,2775,1364,,,0,1,727,1,3501034,1366853,62950,30170,0,,4537,3835,3835,2137,1374,17,2402,2402,2384,5479,5479,2402,2402,4543,4537,1948,1373,1373,25,,,1548660048.492201,4537,4537,3836,3836,1517,2138,0,0,408141,430776,1,2403,2403,2385,5479,2402.9,2403,9942,11129,46.6666666667,4119,1831878,2888,1578198,4500,0.85,1.0,0.33,17.471484848499998,2868.758,11144.023000000001,10331.643,22401.961,5387,0.38,1.0,4544,4538,4537,0,-1,-1,1,2400,199,48,199,157,0,42,0,1,91,99,-1,100,-1,-1,100,100,-1,0,0,5,0,1,0,17370,0,4851,3109,2967,4851,,5526,4500,4300,4400,4500,4500,9000,9000,1548660036,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190128_NY_197abe5f856f7448138b06461e10c193,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190128_NY_197abe5f856f7448138b06461e10c193,https://www.airbnb.com/,VM04-05-192.168.10.93,https://www.airbnb.com/,28,1,airbnb-home,5,2019,200,Test Complete,18.1
24,4023.0,2609.0,2609.1000000015,2609.1000000015,2988,1337,8518.0,2609.0,0,1,702,1,3331712,1366870,63767,31913,0,,4771,4023,4023,2185,1346,14,2609,2609,2580,5983,5983,2609,2609,4777,4771,1917,1345,1345,24,9886.0,0.0,1548701582.415417,4771,4771,4023,4023,1520,2186,0,0,389719,398040,1,2609,2609,2581,5983,2609.1000000015,2609,9886,12309,51.334445371099996,4129,1832040,2920,1409008,4700,0.85,1.0,0.32,24.886523809499998,2930.636,11126.398000000001,10305.393,22710.846,5423,0.38,1.0,4777,4771,4771,0,-1,-1,1,2600,194,48,194,153,0,41,0,1,92,99,-1,100,-1,-1,100,100,-1,0,0,5,0,1,0,18621,0,5215,3299,3118,5215,13319.0,6042,4700,4500,4600,4700,4700,9000,9000,1548701583,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190128_PZ_098cfb2a91d97aeb6ab582e06c628464,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190128_PZ_098cfb2a91d97aeb6ab582e06c628464,https://www.airbnb.com/,VM02-08-192.168.10.76,https://www.airbnb.com/,28,1,airbnb-home,5,2019,200,Test Complete,18.1
24,3908.0,2628.0,2628.4999999989,2628.4999999989,3022,1353,8648.0,2628.0,0,1,803,1,3462682,1387296,65784,34021,0,,4653,3907,3907,2238,1364,13,2628,2628,2603,5988,5988,2628,2628,4659,4653,1985,1363,1363,25,10380.0,0.0,1548704164.208784,4653,4653,3908,3908,1517,2238,0,0,383591,420392,1,2629,2629,2604,5989,2628.4999999989,2629,10380,12970,52.809446254099996,4102,1796369,2882,1578192,4600,0.85,1.0,0.33,21.3574230769,2896.595,10930.848999999998,10181.581,22470.474,5466,0.38,1.0,4659,4653,4653,0,-1,-1,1,2700,201,53,201,157,0,44,0,1,91,99,-1,100,-1,-1,100,100,-1,0,0,5,0,1,0,19164,0,5086,3138,2975,5086,13640.0,6011,4500,4200,4300,4400,4400,9000,9000,1548704176,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190128_Z6_19f30189fe5761e9fc4f2114b90ef6ea,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190128_Z6_19f30189fe5761e9fc4f2114b90ef6ea,https://www.airbnb.com/,VM01-06-192.168.10.64,https://www.airbnb.com/,28,1,airbnb-home,5,2019,200,Test Complete,18.1
24,3571.0,2242.0,2242.5999999978,2242.5999999978,2773,1241,8616.0,2242.0,0,1,709,1,2665483,1130599,81003,44470,0,,4947,3571,3571,1606,1250,7,2242,2242,2220,6705,6705,2242,2242,4950,4947,1598,1249,1249,22,10811.0,0.0,1548745657.4821382,4947,4947,3571,3571,1504,1607,0,0,278524,305072,1,2243,2243,2221,6705,2242.5999999978,2243,10811,13529,53.2258064516,4105,1167724,2910,1408998,6700,0.85,1.0,0.32,19.0860833333,2988.052,11153.152,10451.904,23047.542999999998,5465,0.38,1.0,4951,4947,4947,0,-1,-1,1,2200,277,116,277,238,0,39,0,1,97,99,-1,100,-1,-1,100,100,-1,0,0,5,0,1,0,19618,0,5709,3706,2866,5709,,6827,6700,4400,4500,4600,6700,9000,9000,1548745671,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190129_MY_d003d0e4922a5a4fbb1d1a1991dde06e,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190129_MY_d003d0e4922a5a4fbb1d1a1991dde06e,https://www.airbnb.com/,VM01-08-192.168.10.66,https://www.airbnb.com/,29,1,airbnb-home,5,2019,200,Test Complete,18.1
