data.average.firstView,data.average.firstView.Colordepth,data.average.firstView.FirstInteractive,data.average.firstView.FirstPaintedHero,data.average.firstView.LastInteractive,data.average.firstView.LastPaintedHero,data.average.firstView.PerformancePaintTiming.first-contentful-paint,data.average.firstView.PerformancePaintTiming.first-paint,data.average.firstView.SpeedIndex,data.average.firstView.TTFB,data.average.firstView.TTIMeasurementEnd,data.average.firstView.TimeToInteractive,data.average.firstView.aft,data.average.firstView.avgRun,data.average.firstView.basePageSSLTime,data.average.firstView.bigImageCount,data.average.firstView.bytesIn,data.average.firstView.bytesInDoc,data.average.firstView.bytesOut,data.average.firstView.bytesOutDoc,data.average.firstView.cached,data.average.firstView.chromeUserTiming.InteractiveTime,data.average.firstView.chromeUserTiming.domComplete,data.average.firstView.chromeUserTiming.domContentLoadedEventEnd,data.average.firstView.chromeUserTiming.domContentLoadedEventStart,data.average.firstView.chromeUserTiming.domInteractive,data.average.firstView.chromeUserTiming.domLoading,data.average.firstView.chromeUserTiming.fetchStart,data.average.firstView.chromeUserTiming.firstContentfulPaint,data.average.firstView.chromeUserTiming.firstImagePaint,data.average.firstView.chromeUserTiming.firstLayout,data.average.firstView.chromeUserTiming.firstMeaningfulPaint,data.average.firstView.chromeUserTiming.firstMeaningfulPaintCandidate,data.average.firstView.chromeUserTiming.firstPaint,data.average.firstView.chromeUserTiming.firstTextPaint,data.average.firstView.chromeUserTiming.loadEventEnd,data.average.firstView.chromeUserTiming.loadEventStart,data.average.firstView.chromeUserTiming.responseEnd,data.average.firstView.chromeUserTiming.unloadEventEnd,data.average.firstView.chromeUserTiming.unloadEventStart,data.average.firstView.connections,data.average.firstView.cpu.Idle,data.average.firstView.cpu.Paint,data.average.firstView.date,data.average.firstView.docTime,data.average.firstView.domComplete,data.average.firstView.domContentLoadedEventEnd,data.average.firstView.domContentLoadedEventStart,data.average.firstView.domElements,data.average.firstView.domInteractive,data.average.firstView.domLoading,data.average.firstView.domTime,data.average.firstView.effectiveBps,data.average.firstView.effectiveBpsDoc,data.average.firstView.final_base_page_request,data.average.firstView.firstContentfulPaint,data.average.firstView.firstImagePaint,data.average.firstView.firstLayout,data.average.firstView.firstMeaningfulPaint,data.average.firstView.firstPaint,data.average.firstView.firstTextPaint,data.average.firstView.fullyLoaded,data.average.firstView.fullyLoadedCPUms,data.average.firstView.fullyLoadedCPUpct,data.average.firstView.gzip_savings,data.average.firstView.gzip_total,data.average.firstView.heroElementTimes.FirstPaintedHero,data.average.firstView.heroElementTimes.Heading,data.average.firstView.heroElementTimes.Image,data.average.firstView.heroElementTimes.LastPaintedHero,data.average.firstView.image_savings,data.average.firstView.image_total,data.average.firstView.lastVisualChange,data.average.firstView.lighthouse.Accessibility,data.average.firstView.lighthouse.BestPractices,data.average.firstView.lighthouse.Performance,data.average.firstView.lighthouse.Performance.estimated-input-latency,data.average.firstView.lighthouse.Performance.first-contentful-paint,data.average.firstView.lighthouse.Performance.first-cpu-idle,data.average.firstView.lighthouse.Performance.first-meaningful-paint,data.average.firstView.lighthouse.Performance.interactive,data.average.firstView.lighthouse.Performance.max-potential-fid,data.average.firstView.lighthouse.Performance.speed-index,data.average.firstView.lighthouse.ProgressiveWebApp,data.average.firstView.lighthouse.SEO,data.average.firstView.loadEventEnd,data.average.firstView.loadEventStart,data.average.firstView.loadTime,data.average.firstView.maybeCaptcha,data.average.firstView.minify_savings,data.average.firstView.minify_total,data.average.firstView.optimization_checked,data.average.firstView.render,data.average.firstView.requests,data.average.firstView.requestsDoc,data.average.firstView.requestsFull,data.average.firstView.responses_200,data.average.firstView.responses_404,data.average.firstView.responses_other,data.average.firstView.result,data.average.firstView.run,data.average.firstView.score_cache,data.average.firstView.score_cdn,data.average.firstView.score_combine,data.average.firstView.score_compress,data.average.firstView.score_cookies,data.average.firstView.score_etags,data.average.firstView.score_gzip,data.average.firstView.score_keep-alive,data.average.firstView.score_minify,data.average.firstView.score_progressive_jpeg,data.average.firstView.server_rtt,data.average.firstView.smallImageCount,data.average.firstView.start_epoch,data.average.firstView.step,data.average.firstView.testStartOffset,data.average.firstView.test_run_time_ms,data.average.firstView.titleTime,data.average.firstView.userTime,data.average.firstView.userTime.snaptr,data.average.firstView.visualComplete,data.average.firstView.visualComplete85,data.average.firstView.visualComplete90,data.average.firstView.visualComplete95,data.average.firstView.visualComplete99,data.bwDown,data.bwUp,data.completed,data.connectivity,data.from,data.fvonly,data.id,data.latency,data.location,data.mobile,data.plr,data.successfulFVRuns,data.summary,data.testRuns,data.testUrl,data.tester,data.url,speedtracker.day,speedtracker.month,speedtracker.slug,speedtracker.week,speedtracker.year,statusCode,statusText,webPagetestVersion
,24.0,,,,,3345.2000000034004,3345.2000000034004,4235.0,1726.0,,,0.0,1.0,699.0,1.0,3495429.0,3403486.0,25738.0,17538.0,0.0,,12367.0,3398.0,3390.0,3390.0,1736.0,13.0,3345.0,4142.0,3324.0,6979.0,6979.0,3345.0,3345.0,12485.0,12367.0,2134.0,1735.0,1735.0,19.0,,,1542002610.153757,12367.0,12367.0,3399.0,3391.0,720.0,3391.0,0.0,0.0,219672.0,319846.0,1.0,3345.0,4142.0,3324.0,6980.0,3345.2000000034004,3345.0,17638.0,14350.0,37.1184687015,43343.0,2123606.0,,,,,100904.0,1249663.0,11000.0,0.71,0.87,0.35,680.4630000000002,3903.461,4808.202,4808.202,22859.272999999997,,5989.0,0.31,0.9,12485.0,12367.0,12367.0,0.0,-1.0,-1.0,1.0,3400.0,154.0,134.0,154.0,125.0,2.0,27.0,99999.0,1.0,52.0,93.0,-1.0,92.0,-1.0,-1.0,98.0,100.0,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,27108.0,0.0,8767.0,8767.0,10400.0,4500.0,4500.0,4500.0,4500.0,9000,9000,1542002691,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,181112_C2_dd8bc1a47fb4e742a79f2b7c1c97a7c0,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=181112_C2_dd8bc1a47fb4e742a79f2b7c1c97a7c0,,https://jet.com/c/city-grocery/drugstore/0445055069?experienceId=22,VM1-03-192.168.11.90,https://jet.com/c/city-grocery/drugstore/0445055069?experienceId=22,12,11,browse22,46,2018,200,Test Complete,18.1
,24.0,,,,,3418.5999999990995,3418.5999999990995,4269.0,1747.0,,,0.0,1.0,709.0,1.0,3445949.0,3416724.0,21245.0,17962.0,0.0,,12968.0,3474.0,3464.0,3464.0,1758.0,6.0,3418.0,4157.0,3381.0,7328.0,7328.0,3418.0,3418.0,13034.0,12968.0,2149.0,1757.0,1757.0,20.0,,,1542045907.214955,12968.0,12968.0,3474.0,3465.0,714.0,3464.0,0.0,0.0,259445.0,304493.0,1.0,3419.0,4157.0,3381.0,7328.0,3418.5999999990995,3419.0,15029.0,13760.0,41.0011918951,50997.0,2132134.0,,,,,100904.0,1249533.0,11300.0,0.71,0.87,0.28,1300.0919999999999,4582.968,5531.097,5531.097,24693.553,,6617.0,0.31,0.9,13034.0,12968.0,12968.0,0.0,-1.0,-1.0,1.0,3500.0,146.0,137.0,146.0,113.0,2.0,31.0,99999.0,1.0,53.0,93.0,-1.0,92.0,-1.0,-1.0,98.0,100.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,23644.0,0.0,9083.0,9083.0,10800.0,4500.0,4500.0,4500.0,4500.0,9000,9000,1542045992,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,181112_83_97163edbe47b1b8599597a56edef13b2,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=181112_83_97163edbe47b1b8599597a56edef13b2,,https://jet.com/c/city-grocery/drugstore/0445055069?experienceId=22,VM3-06-192.168.11.113,https://jet.com/c/city-grocery/drugstore/0445055069?experienceId=22,12,11,browse22,46,2018,200,Test Complete,18.1
,24.0,,,,,3921.4999999967,3921.3999999993,4821.0,2197.0,,,0.0,1.0,700.0,1.0,3453788.0,3361846.0,22539.0,18402.0,0.0,,14473.0,3979.0,3968.0,3968.0,2207.0,20.0,3921.0,4878.0,3890.0,8002.0,8002.0,3921.0,3921.0,14521.0,14473.0,2623.0,2206.0,2206.0,22.0,,,1542089731.035738,14474.0,14473.0,3980.0,3968.0,722.0,3968.0,0.0,0.0,204899.0,273832.0,1.0,3922.0,4879.0,3891.0,8002.0,3921.3999999993,3922.0,19053.0,16850.0,41.1678475446,15455.0,2117470.0,,,,,101501.0,1187471.0,12000.0,0.71,0.87,0.36,1573.717,3891.3720000000003,4873.997,4873.997,25300.545000007598,,5793.0,0.31,0.9,14521.0,14473.0,14474.0,0.0,-1.0,-1.0,1.0,4000.0,155.0,142.0,155.0,122.0,3.0,30.0,99999.0,1.0,52.0,92.0,-1.0,92.0,-1.0,-1.0,100.0,100.0,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,28955.0,0.0,9768.0,9768.0,12000.0,5100.0,5100.0,5100.0,5100.0,9000,9000,1542089842,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,181113_P1_cf661626db328fe65d2ec81446a2f820,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=181113_P1_cf661626db328fe65d2ec81446a2f820,,https://jet.com/c/city-grocery/drugstore/0445055069?experienceId=22,VM2-08-192.168.11.105,https://jet.com/c/city-grocery/drugstore/0445055069?experienceId=22,13,11,browse22,46,2018,200,Test Complete,18.1
,24.0,,,,,3892.9999999964,3892.9999999964,4735.0,2061.0,,,0.0,1.0,703.0,1.0,3467532.0,3375589.0,25781.0,18180.0,0.0,,16847.0,3947.0,3938.0,3937.0,2074.0,16.0,3892.0,4704.0,3862.0,7870.0,7870.0,3892.0,3892.0,16982.0,16847.0,2478.0,2073.0,2073.0,21.0,,,1542133459.548117,16847.0,16848.0,3948.0,3938.0,722.0,3938.0,0.0,0.0,199123.0,228296.0,1.0,3893.0,4705.0,3863.0,7871.0,3892.9999999964,3893.0,19475.0,16360.0,39.148121560199996,13915.0,2096197.0,,,,,101102.0,1250093.0,11900.0,0.71,0.87,0.33,1722.533,4076.183,5194.222,5194.222,26207.569999984702,,6113.0,0.31,0.9,16982.0,16848.0,16847.0,0.0,-1.0,-1.0,1.0,3900.0,156.0,137.0,156.0,125.0,2.0,29.0,99999.0,1.0,53.0,94.0,-1.0,92.0,-1.0,-1.0,100.0,100.0,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,29741.0,0.0,9852.0,9852.0,11300.0,5000.0,5000.0,5000.0,5000.0,9000,9000,1542133573,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,181113_6Q_8c5f05cbbc7f2e2c08df4074d9b382d3,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=181113_6Q_8c5f05cbbc7f2e2c08df4074d9b382d3,,https://jet.com/c/city-grocery/drugstore/0445055069?experienceId=22,VM3-02-192.168.11.109,https://jet.com/c/city-grocery/drugstore/0445055069?experienceId=22,13,11,browse22,46,2018,200,Test Complete,18.1
,24.0,,,,,3618.7000000027,3618.7000000027,4477.0,1860.0,,,0.0,1.0,701.0,1.0,3495718.0,3402402.0,23149.0,18988.0,0.0,,13857.0,3675.0,3666.0,3666.0,1871.0,5.0,3618.0,4281.0,3585.0,7218.0,7218.0,3618.0,3618.0,13891.0,13857.0,2275.0,1870.0,1870.0,21.0,,,1542177551.296103,13857.0,13857.0,3675.0,3666.0,722.0,3666.0,0.0,0.0,191798.0,283604.0,1.0,3619.0,4281.0,3585.0,7219.0,3618.7000000027,3619.0,20086.0,14969.0,38.120702826599995,15452.0,2120744.0,,,,,100904.0,1249707.0,11300.0,0.71,0.87,0.33,887.829,4019.92,5712.36,5074.812,26245.968999999997,,6020.0,0.31,0.9,13891.0,13857.0,13857.0,0.0,-1.0,-1.0,1.0,3700.0,205.0,147.0,205.0,146.0,2.0,57.0,99999.0,1.0,52.0,92.0,-1.0,92.0,-1.0,-1.0,100.0,100.0,-1.0,0.0,0.0,3.0,0.0,1.0,0.0,27495.0,0.0,9156.0,9156.0,10800.0,4700.0,4700.0,4700.0,4700.0,9000,9000,1542177637,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,181114_45_26def8be3a5164572f0526e2c60a0041,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=181114_45_26def8be3a5164572f0526e2c60a0041,,https://jet.com/c/city-grocery/drugstore/0445055069?experienceId=22,VM3-02-192.168.11.109,https://jet.com/c/city-grocery/drugstore/0445055069?experienceId=22,14,11,browse22,46,2018,200,Test Complete,18.1
,24.0,,,,,3526.1,3526.1,4290.0,1907.0,,,0.0,1.0,714.0,1.0,3417608.0,3385299.0,22596.0,18505.0,0.0,,12693.0,3337.0,3333.0,3333.0,1918.0,16.0,3526.0,4188.0,3483.0,7110.0,7110.0,3526.0,3526.0,12753.0,12693.0,2304.0,1917.0,1917.0,22.0,,,1542221438.4775321,12693.0,12693.0,3338.0,3333.0,719.0,3333.0,0.0,0.0,245747.0,313860.0,1.0,3526.0,4188.0,3483.0,7110.0,3526.1,3526.0,15814.0,14050.0,44.8165869218,15454.0,2107220.0,,,,,100904.0,1249683.0,11100.0,0.71,0.87,0.31,1375.556,4285.09,5234.405,5234.405,32276.243,,6288.0,0.31,0.9,12753.0,12693.0,12693.0,0.0,-1.0,-1.0,1.0,3600.0,157.0,140.0,157.0,120.0,2.0,35.0,99999.0,1.0,54.0,93.0,-1.0,92.0,-1.0,-1.0,100.0,100.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,22761.0,0.0,8969.0,8969.0,10600.0,4500.0,4500.0,4500.0,4500.0,9000,9000,1542221523,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,181114_7M_f241e65f27d21142cb4433233a314395,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=181114_7M_f241e65f27d21142cb4433233a314395,,https://jet.com/c/city-grocery/drugstore/0445055069?experienceId=22,VM3-01-192.168.11.137,https://jet.com/c/city-grocery/drugstore/0445055069?experienceId=22,14,11,browse22,46,2018,200,Test Complete,18.1
,24.0,3512.0,,3457.0,,3457.9999999987,3457.9999999987,4340.0,1812.0,12825.0,3457.0,0.0,1.0,702.0,1.0,3435890.0,3390318.0,23035.0,18392.0,0.0,,13494.0,3511.0,3502.0,3501.0,1827.0,23.0,3457.0,4145.0,3438.0,7619.0,7619.0,3457.0,3457.0,13544.0,13494.0,2238.0,1826.0,1826.0,22.0,18010.0,37.0,1542264886.730785,13495.0,13495.0,3512.0,3503.0,715.0,3502.0,0.0,0.0,211634.0,290192.0,1.0,3458.0,4145.0,3439.0,7620.0,3457.9999999987,3458.0,18047.0,16119.0,45.6916099773,44882.0,2157122.0,,,,,92871.0,1216167.0,11700.0,0.71,0.87,0.34,1451.609,3914.3579999999997,4847.87,4847.87,26434.718999999997,,6209.0,0.31,0.9,13545.0,13495.0,13495.0,0.0,-1.0,-1.0,1.0,3500.0,164.0,136.0,164.0,127.0,2.0,35.0,99999.0,1.0,51.0,92.0,-1.0,93.0,-1.0,-1.0,98.0,100.0,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,25210.0,0.0,9479.0,9479.0,11200.0,4600.0,4600.0,4600.0,4600.0,9000,9000,1542264973,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,181115_8K_6e874fd5fecfb484cc199ee27dbbdae9,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=181115_8K_6e874fd5fecfb484cc199ee27dbbdae9,,https://jet.com/c/city-grocery/drugstore/0445055069?experienceId=22,VM3-06-192.168.11.113,https://jet.com/c/city-grocery/drugstore/0445055069?experienceId=22,15,11,browse22,46,2018,200,Test Complete,18.1
,24.0,4315.0,,4270.0,,4270.8999999959005,4270.8999999959005,5156.0,2576.0,8251.0,,0.0,1.0,706.0,1.0,3487904.0,3407863.0,24210.0,20091.0,0.0,,17156.0,4314.0,4310.0,4309.0,2589.0,45.0,4270.0,5049.0,4238.0,8257.0,8257.0,4270.0,4271.0,17185.0,17156.0,2968.0,2587.0,2587.0,25.0,20815.0,0.0,1542295772.065125,17156.0,17156.0,4315.0,4310.0,712.0,4310.0,0.0,0.0,191233.0,233735.0,1.0,4271.0,5050.0,4238.0,8258.0,4270.8999999959005,4271.0,20815.0,17109.0,42.0393120393,52537.0,2147355.0,,,,,92871.0,1216159.0,12200.0,0.71,0.86,0.25,1493.3410000000001,4025.276,14470.463,4968.146,31193.256,,6002.0,0.31,0.9,17186.0,17156.0,17156.0,0.0,-1.0,-1.0,1.0,4300.0,199.0,150.0,199.0,140.0,2.0,57.0,99999.0,1.0,52.0,92.0,-1.0,93.0,-1.0,-1.0,98.0,100.0,-1.0,0.0,0.0,2.0,0.0,1.0,0.0,28663.0,0.0,10077.0,10077.0,12200.0,5400.0,5400.0,5400.0,5400.0,9000,9000,1542295856,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,181115_DZ_298e12ba85fab69fa24e4350537b07db,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=181115_DZ_298e12ba85fab69fa24e4350537b07db,,https://jet.com/c/city-grocery/drugstore/0445055069?experienceId=22,VM2-01-192.168.11.98,https://jet.com/c/city-grocery/drugstore/0445055069?experienceId=22,15,11,browse22,46,2018,200,Test Complete,18.1
,24.0,3315.0,,3271.0,,3271.5000000026002,3271.5000000026002,6244.0,1645.0,18203.0,3271.0,0.0,1.0,699.0,2.0,3661428.0,3568018.0,23938.0,19790.0,0.0,,14062.0,3314.0,3306.0,3305.0,1657.0,7.0,3271.0,4417.0,3241.0,7052.0,7052.0,3271.0,3271.0,14098.0,14062.0,2058.0,1656.0,1656.0,23.0,20710.0,38.0,1542308986.999003,14063.0,14063.0,3315.0,3306.0,712.0,3306.0,0.0,0.0,191667.0,287326.0,1.0,3271.0,4418.0,3241.0,7053.0,3271.5000000026002,3271.0,20748.0,16000.0,39.5745733366,44887.0,2156880.0,,,,,233906.0,1379648.0,11100.0,0.71,0.86,0.52,1844.7779999999998,4355.058,5288.514,5288.514,5284.017,,7070.0,0.31,0.9,14099.0,14063.0,14063.0,0.0,-1.0,-1.0,1.0,3300.0,208.0,148.0,208.0,146.0,2.0,60.0,99999.0,1.0,52.0,92.0,-1.0,84.0,-1.0,-1.0,98.0,100.0,-1.0,0.0,0.0,3.0,0.0,1.0,0.0,28790.0,0.0,8876.0,8876.0,10600.0,7400.0,7400.0,7400.0,7400.0,9000,9000,1542309066,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,181115_FH_0e500514cc7253d2303afd934599dcc2,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=181115_FH_0e500514cc7253d2303afd934599dcc2,,https://jet.com/c/city-grocery/drugstore/0445055069?experienceId=22,VM1-02-192.168.11.89,https://jet.com/c/city-grocery/drugstore/0445055069?experienceId=22,15,11,browse22,46,2018,200,Test Complete,18.1
,24.0,3671.0,,3602.0,,3602.5000000009004,3602.5000000009004,5497.0,1943.0,5987.0,,0.0,1.0,702.0,2.0,3601022.0,3555607.0,24756.0,20670.0,0.0,,12801.0,3671.0,3663.0,3662.0,1953.0,11.0,3602.0,4271.0,3573.0,7609.0,7609.0,3602.0,3602.0,12836.0,12801.0,2383.0,1952.0,1952.0,21.0,16862.0,0.0,1542353078.72854,12801.0,12801.0,3671.0,3663.0,730.0,3662.0,0.0,0.0,241371.0,327464.0,1.0,3603.0,4271.0,3574.0,7610.0,3602.5000000009004,3603.0,16862.0,14930.0,44.807923169300004,15452.0,2159720.0,,,,,233519.0,1378857.0,11200.0,0.8,0.86,0.57,1580.6670000000001,3876.926,4937.246,4937.246,4932.674,,6873.0,0.31,0.9,12836.0,12801.0,12801.0,0.0,-1.0,-1.0,1.0,3600.0,165.0,140.0,165.0,127.0,2.0,36.0,99999.0,1.0,51.0,92.0,-1.0,84.0,-1.0,-1.0,100.0,100.0,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,24178.0,0.0,8986.0,8986.0,10800.0,6100.0,6100.0,6100.0,7700.0,9000,9000,1542353154,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,181116_92_02a7072424a82b5ddf2337cc9cad472a,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=181116_92_02a7072424a82b5ddf2337cc9cad472a,,https://jet.com/c/city-grocery/drugstore/0445055069?experienceId=22,VM1-06-192.168.11.93,https://jet.com/c/city-grocery/drugstore/0445055069?experienceId=22,16,11,browse22,46,2018,200,Test Complete,18.1
,24.0,3845.0,,3797.0,,3797.5000000006,3797.5000000006,4859.0,2066.0,12180.0,3797.0,0.0,1.0,710.0,2.0,3579967.0,3554205.0,23600.0,19623.0,0.0,,14289.0,3844.0,3840.0,3839.0,2089.0,12.0,3797.0,4458.0,3744.0,8076.0,8076.0,3797.0,3797.0,14320.0,14289.0,2468.0,2087.0,2087.0,20.0,17078.0,0.0,1542397182.1618981,14290.0,14290.0,3845.0,3841.0,730.0,3840.0,0.0,0.0,238473.0,290756.0,1.0,3798.0,4458.0,3745.0,8077.0,3797.5000000006,3798.0,17078.0,18260.0,54.6379413525,15449.0,2139533.0,,,,,233519.0,1378791.0,13100.0,0.8,0.87,,1780.549,3890.1659999999997,8638.119,4851.32,,,7041.0,0.31,0.9,14321.0,14290.0,14290.0,0.0,-1.0,-1.0,1.0,3800.0,157.0,141.0,157.0,122.0,2.0,33.0,99999.0,1.0,51.0,92.0,-1.0,84.0,-1.0,-1.0,100.0,100.0,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,25717.0,0.0,10121.0,10121.0,12000.0,5100.0,5100.0,5100.0,8300.0,9000,9000,1542397267,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,181116_VX_3aed84d4f6ef131bcc9cd4eb638bc4f5,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=181116_VX_3aed84d4f6ef131bcc9cd4eb638bc4f5,,https://jet.com/c/city-grocery/drugstore/0445055069?experienceId=22,VM2-06-192.168.11.104,https://jet.com/c/city-grocery/drugstore/0445055069?experienceId=22,16,11,browse22,46,2018,200,Test Complete,18.1
,24.0,3357.0,,3310.0,,3310.3999999947996,3310.3999999947996,4508.0,1779.0,9348.0,3310.0,0.0,1.0,699.0,2.0,3600620.0,3555207.0,24886.0,20843.0,0.0,,12355.0,3357.0,3349.0,3349.0,1786.0,17.0,3310.0,4032.0,3289.0,6845.0,6845.0,3310.0,3310.0,12381.0,12355.0,2210.0,1785.0,1785.0,22.0,16323.0,0.0,1542440521.585258,12355.0,12355.0,3357.0,3349.0,731.0,3349.0,0.0,0.0,247567.0,336157.0,1.0,3310.0,4033.0,3289.0,6846.0,3310.3999999947996,3310.0,16323.0,12099.0,36.9465648855,15453.0,2159652.0,,,,,233519.0,1378857.0,10800.0,0.8,0.87,0.49,1238.662,3908.634,6470.772,4767.018,6470.772,,6697.0,0.31,0.9,12381.0,12355.0,12355.0,0.0,-1.0,-1.0,1.0,3400.0,162.0,137.0,162.0,123.0,2.0,37.0,99999.0,1.0,50.0,91.0,-1.0,84.0,-1.0,-1.0,100.0,100.0,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,22624.0,0.0,8779.0,8779.0,10800.0,4800.0,4800.0,4800.0,6900.0,9000,9000,1542440628,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,181117_A4_3404038a519b693cf1d04d7c9b88368c,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=181117_A4_3404038a519b693cf1d04d7c9b88368c,,https://jet.com/c/city-grocery/drugstore/0445055069?experienceId=22,VM4-04-192.168.11.121,https://jet.com/c/city-grocery/drugstore/0445055069?experienceId=22,17,11,browse22,46,2018,200,Test Complete,18.1
,24.0,3421.0,,3371.0,,3371.1000000039007,3371.1000000039007,4451.0,1645.0,7184.0,,0.0,1.0,708.0,2.0,3695690.0,3602716.0,26187.0,22075.0,0.0,,15490.0,3421.0,3412.0,3412.0,1653.0,23.0,3371.0,4047.0,3341.0,7228.0,7228.0,3371.0,3371.0,15524.0,15490.0,2047.0,1652.0,1652.0,24.0,19649.0,0.0,1542484555.166226,15490.0,15490.0,3421.0,3412.0,733.0,3412.0,0.0,0.0,205270.0,260217.0,1.0,3371.0,4048.0,3342.0,7228.0,3371.1000000039007,3371.0,19649.0,15860.0,40.1518987342,44879.0,2189559.0,,,,,233519.0,1378857.0,11100.0,0.8,0.87,0.26,1464.1770000000001,4011.6290000000004,7450.481,4902.502,27277.139,,7153.0,0.31,0.9,15524.0,15490.0,15490.0,0.0,-1.0,-1.0,1.0,3400.0,205.0,151.0,205.0,144.0,2.0,59.0,99999.0,1.0,51.0,93.0,-1.0,84.0,-1.0,-1.0,98.0,100.0,-1.0,0.0,0.0,3.0,0.0,1.0,0.0,28569.0,0.0,9172.0,9172.0,11100.0,4700.0,4700.0,4700.0,7300.0,9000,9000,1542484665,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,181117_16_7708f497c062ca340aca697733b5d804,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=181117_16_7708f497c062ca340aca697733b5d804,,https://jet.com/c/city-grocery/drugstore/0445055069?experienceId=22,VM4-04-192.168.11.121,https://jet.com/c/city-grocery/drugstore/0445055069?experienceId=22,17,11,browse22,46,2018,200,Test Complete,18.1
,24.0,3404.0,,3404.0,,3404.599999998,3404.599999998,5381.0,1656.0,10932.0,3404.0,0.0,1.0,703.0,2.0,3666093.0,3636868.0,25352.0,22115.0,0.0,18586.0,73488.0,3177.0,3168.0,3167.0,1668.0,18.0,3404.0,4167.0,3358.0,7350.0,7350.0,3404.0,3404.0,73562.0,73489.0,2088.0,1667.0,1667.0,21.0,75740.0,0.0,1542528655.575615,73489.0,73489.0,3177.0,3168.0,733.0,3168.0,0.0,0.0,49485.0,50629.0,1.0,3405.0,4168.0,3359.0,7351.0,3404.599999998,3405.0,75740.0,36389.0,24.0055412626,15453.0,2161387.0,,,,,233519.0,1378942.0,73600.0,0.8,0.87,0.3,1434.259,3815.7129999999997,4765.22,4765.22,27004.539999996206,,7566.0,0.31,0.9,73562.0,73489.0,73489.0,0.0,-1.0,-1.0,1.0,3400.0,204.0,195.0,204.0,148.0,2.0,54.0,99999.0,1.0,50.0,92.0,-1.0,84.0,-1.0,-1.0,100.0,100.0,-1.0,0.0,0.0,3.0,0.0,1.0,0.0,91755.0,0.0,9228.0,9228.0,11500.0,5200.0,5200.0,5200.0,7300.0,9000,9000,1542528875,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,181118_SS_2269853a6b60a87539083912adb4dc64,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=181118_SS_2269853a6b60a87539083912adb4dc64,,https://jet.com/c/city-grocery/drugstore/0445055069?experienceId=22,VM2-03-192.168.11.100,https://jet.com/c/city-grocery/drugstore/0445055069?experienceId=22,18,11,browse22,46,2018,200,Test Complete,18.1
[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000,9000,1542572012,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,181118_T7_dcd01117b9db6566300da50654c28350,170,Dulles:Chrome,0,,0,https://www.webpagetest.org/results.php?test=181118_T7_dcd01117b9db6566300da50654c28350,,https://jet.com/c/city-grocery/drugstore/0445055069?experienceId=22,VM1-01-192.168.11.87,https://jet.com/c/city-grocery/drugstore/0445055069?experienceId=22,18,11,browse22,46,2018,200,Test Complete,18.1
