data.average.firstView.Colordepth,data.average.firstView.FirstInteractive,data.average.firstView.LastInteractive,data.average.firstView.PerformancePaintTiming.first-contentful-paint,data.average.firstView.PerformancePaintTiming.first-paint,data.average.firstView.SpeedIndex,data.average.firstView.TTFB,data.average.firstView.TTIMeasurementEnd,data.average.firstView.TimeToInteractive,data.average.firstView.aft,data.average.firstView.avgRun,data.average.firstView.basePageSSLTime,data.average.firstView.bigImageCount,data.average.firstView.bytesIn,data.average.firstView.bytesInDoc,data.average.firstView.bytesOut,data.average.firstView.bytesOutDoc,data.average.firstView.cached,data.average.firstView.chromeUserTiming.domComplete,data.average.firstView.chromeUserTiming.domContentLoadedEventEnd,data.average.firstView.chromeUserTiming.domContentLoadedEventStart,data.average.firstView.chromeUserTiming.domInteractive,data.average.firstView.chromeUserTiming.domLoading,data.average.firstView.chromeUserTiming.fetchStart,data.average.firstView.chromeUserTiming.firstContentfulPaint,data.average.firstView.chromeUserTiming.firstImagePaint,data.average.firstView.chromeUserTiming.firstLayout,data.average.firstView.chromeUserTiming.firstMeaningfulPaint,data.average.firstView.chromeUserTiming.firstMeaningfulPaintCandidate,data.average.firstView.chromeUserTiming.firstPaint,data.average.firstView.chromeUserTiming.firstTextPaint,data.average.firstView.chromeUserTiming.loadEventEnd,data.average.firstView.chromeUserTiming.loadEventStart,data.average.firstView.chromeUserTiming.responseEnd,data.average.firstView.chromeUserTiming.unloadEventEnd,data.average.firstView.chromeUserTiming.unloadEventStart,data.average.firstView.connections,data.average.firstView.cpu.Idle,data.average.firstView.cpu.Paint,data.average.firstView.date,data.average.firstView.docTime,data.average.firstView.domComplete,data.average.firstView.domContentLoadedEventEnd,data.average.firstView.domContentLoadedEventStart,data.average.firstView.domElements,data.average.firstView.domInteractive,data.average.firstView.domLoading,data.average.firstView.domTime,data.average.firstView.effectiveBps,data.average.firstView.effectiveBpsDoc,data.average.firstView.final_base_page_request,data.average.firstView.firstContentfulPaint,data.average.firstView.firstImagePaint,data.average.firstView.firstLayout,data.average.firstView.firstMeaningfulPaint,data.average.firstView.firstPaint,data.average.firstView.firstTextPaint,data.average.firstView.fullyLoaded,data.average.firstView.fullyLoadedCPUms,data.average.firstView.fullyLoadedCPUpct,data.average.firstView.gzip_savings,data.average.firstView.gzip_total,data.average.firstView.image_savings,data.average.firstView.image_total,data.average.firstView.lastVisualChange,data.average.firstView.lighthouse.Accessibility,data.average.firstView.lighthouse.BestPractices,data.average.firstView.lighthouse.Performance,data.average.firstView.lighthouse.Performance.estimated-input-latency,data.average.firstView.lighthouse.Performance.first-contentful-paint,data.average.firstView.lighthouse.Performance.first-cpu-idle,data.average.firstView.lighthouse.Performance.first-meaningful-paint,data.average.firstView.lighthouse.Performance.interactive,data.average.firstView.lighthouse.Performance.speed-index,data.average.firstView.lighthouse.ProgressiveWebApp,data.average.firstView.lighthouse.SEO,data.average.firstView.loadEventEnd,data.average.firstView.loadEventStart,data.average.firstView.loadTime,data.average.firstView.maybeCaptcha,data.average.firstView.minify_savings,data.average.firstView.minify_total,data.average.firstView.optimization_checked,data.average.firstView.render,data.average.firstView.requests,data.average.firstView.requestsDoc,data.average.firstView.requestsFull,data.average.firstView.responses_200,data.average.firstView.responses_404,data.average.firstView.responses_other,data.average.firstView.result,data.average.firstView.run,data.average.firstView.score_cache,data.average.firstView.score_cdn,data.average.firstView.score_combine,data.average.firstView.score_compress,data.average.firstView.score_cookies,data.average.firstView.score_etags,data.average.firstView.score_gzip,data.average.firstView.score_keep-alive,data.average.firstView.score_minify,data.average.firstView.score_progressive_jpeg,data.average.firstView.server_rtt,data.average.firstView.smallImageCount,data.average.firstView.start_epoch,data.average.firstView.step,data.average.firstView.testStartOffset,data.average.firstView.test_run_time_ms,data.average.firstView.titleTime,data.average.firstView.visualComplete,data.average.firstView.visualComplete85,data.average.firstView.visualComplete90,data.average.firstView.visualComplete95,data.average.firstView.visualComplete99,data.bwDown,data.bwUp,data.completed,data.connectivity,data.from,data.fvonly,data.id,data.latency,data.location,data.mobile,data.plr,data.successfulFVRuns,data.summary,data.testUrl,data.tester,data.url,speedtracker.day,speedtracker.month,speedtracker.slug,speedtracker.week,speedtracker.year,statusCode,statusText,webPagetestVersion
24,4009,2327,2327.61,2327.6000000001,2841,1350,10794,2327,0,1,363,0,1124636,591329,144434,81189,0,4638,4008,3571,3560,1366,12,2327,2535,2311,2327,2327,2327,2327,4682,4638,1719,1365,1365,37,12519,0,1551291707.81281,4638,4639,4009,3572,1964,3561,0,0,100692,179844,0,2328,2535,2311,2328,2327.6000000001,2328,12519,12830,45.0966608084,15547,982836,15017,149017,14300,0.45,0.5,0.59,235.6762,2462.028,8084.581999999998,2462.03,11750.284,3134,0.23,0.73,4683,4639,4638,0,-1,-1,1,2300,147,48,147,127,1,19,99999,1,75,92,-1,90,-1,-1,99,100,-1,3,0,33,0,1,0,21311,0,6400,3200,3200,4100,5900,9000,9000,1551291675,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190227_15_52d6ff649e2548f9ee26e1c48579a3f5,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190227_15_52d6ff649e2548f9ee26e1c48579a3f5,https://www.bhphotovideo.com/c/product/1341799-REG/nest_nc3100us_cam_iq_security_camera.html,VM03-07-192.168.10.86,https://www.bhphotovideo.com/c/product/1341799-REG/nest_nc3100us_cam_iq_security_camera.html,27,2,bhphoto-product,9,2019,200,Test Complete,18.1
24,2985,1969,1969.720000001,1969.7149999992998,2298,1146,10251,1969,0,1,348,0,1125028,590983,148598,83191,0,3501,2985,2781,2774,1156,26,1969,2093,1789,1969,1969,1969,1969,3530,3501,1521,1155,1155,38,11092,0,1551335780.546314,3502,3501,2985,2781,1972,2774,0,0,113113,250841,0,1970,2094,1790,1970,1969.7149999992998,1970,11092,9699,37.1647509578,15547,980790,15017,149880,13200,0.42,0.5,0.54,170.9158,2759.96,11249.815,2759.962,11249.815,3229,0.23,0.73,3530,3501,3502,0,-1,-1,1,2000,144,49,144,129,1,14,99999,1,74,92,-1,90,-1,-1,99,100,-1,3,0,33,0,1,0,18378,0,4700,2400,2400,3000,4400,9000,9000,1551335742,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190228_GN_63d071012f013553745ea616721528fb,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190228_GN_63d071012f013553745ea616721528fb,https://www.bhphotovideo.com/c/product/1341799-REG/nest_nc3100us_cam_iq_security_camera.html,VM03-05-192.168.10.84,https://www.bhphotovideo.com/c/product/1341799-REG/nest_nc3100us_cam_iq_security_camera.html,28,2,bhphoto-product,9,2019,200,Test Complete,18.1
24,3048,1954,1954.5699999999,1954.565,2275,1125,9186,1954,0,1,378,0,1126383,588317,143517,80587,0,3735,3048,2807,2802,1137,24,1954,2101,1943,1954,1954,1954,1954,3760,3735,1495,1136,1136,39,11355,0,1551380044.7428188,3735,3735,3048,2807,1974,2802,0,0,110105,225408,0,1955,2102,1943,1955,1954.565,1955,11355,10709,39.5494830133,15547,982894,15017,150719,13100,0.42,0.5,0.62,182.429,2653.793,7291.196999999999,2653.795,9693.261,3091,0.23,0.73,3761,3735,3735,0,-1,-1,1,1900,147,49,147,127,1,19,99999,1,75,92,-1,91,-1,-1,99,100,-1,3,0,33,0,1,0,18837,0,4900,2400,2400,3100,4900,9000,9000,1551379972,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190228_P8_5a1da4f953edc1f87a0a0511bd85e73f,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190228_P8_5a1da4f953edc1f87a0a0511bd85e73f,https://www.bhphotovideo.com/c/product/1341799-REG/nest_nc3100us_cam_iq_security_camera.html,VM04-01-192.168.10.80,https://www.bhphotovideo.com/c/product/1341799-REG/nest_nc3100us_cam_iq_security_camera.html,28,2,bhphoto-product,9,2019,200,Test Complete,18.1
24,3284,2032,2032.2499999966,2032.2499999966,2423,1116,8484,2032,0,1,355,0,1120176,584705,143036,79986,0,4051,3284,3063,3054,1133,27,2032,2173,1808,2032,2032,2032,2032,4076,4051,1489,1132,1132,37,11737,0,1551424128.9310234,4052,4051,3284,3063,1972,3055,0,0,105468,199150,0,2032,2173,1809,2032,2032.2499999966,2032,11737,10959,40.2054292003,15547,976643,15017,151582,13300,0.42,0.5,0.61,172.275,2235.395,7159.106,2665.58,11717.571000000002,2963,0.23,0.73,4077,4051,4052,0,-1,-1,1,2000,137,48,137,121,1,15,99999,1,75,92,-1,91,-1,-1,99,100,-1,3,0,33,0,1,0,19161,0,5400,2700,2700,3300,5100,9000,9000,1551424091,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190301_ZD_32d8f5805a0784a99cfed6a9ba93b249,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190301_ZD_32d8f5805a0784a99cfed6a9ba93b249,https://www.bhphotovideo.com/c/product/1341799-REG/nest_nc3100us_cam_iq_security_camera.html,VM01-04-192.168.10.62,https://www.bhphotovideo.com/c/product/1341799-REG/nest_nc3100us_cam_iq_security_camera.html,1,3,bhphoto-product,9,2019,200,Test Complete,18.1
24,3199,2177,2177.2849999998,2177.2799999998997,2623,1246,9712,2177,0,1,350,0,1128534,593971,148125,83421,0,3752,3199,2985,2980,1258,5,2177,2684,1902,2684,2684,2177,2177,3772,3752,1618,1257,1257,40,11415,0,1551468103.08631,3753,3752,3199,2985,1979,2980,0,0,110977,236925,0,2177,2684,1902,2684,2177.2799999998997,2177,11415,11340,42.109171927199995,15547,979086,15017,150719,13300,0.42,0.5,0.63,179.33700000000005,2253.0860000000002,7261.781999999997,2253.087,10376.197,2941,0.23,0.73,3772,3752,3753,0,-1,-1,1,2200,144,50,144,127,1,16,99999,1,74,92,-1,91,-1,-1,99,100,-1,3,0,33,0,1,0,19063,0,5100,2700,2900,3300,4700,9000,9000,1551468045,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190301_9N_cc26450549435ac8aade2f3d5258c214,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190301_9N_cc26450549435ac8aade2f3d5258c214,https://www.bhphotovideo.com/c/product/1341799-REG/nest_nc3100us_cam_iq_security_camera.html,VM02-07-192.168.10.75,https://www.bhphotovideo.com/c/product/1341799-REG/nest_nc3100us_cam_iq_security_camera.html,1,3,bhphoto-product,9,2019,200,Test Complete,18.1
24,3067,2059,2059.3050000025,2059.3050000025,2658,1237,9484,2059,0,1,379,0,1120945,586108,143065,80335,0,3642,3066,2882,2840,1248,4,2059,2193,2042,2059,2059,2059,2059,3664,3643,1610,1247,1247,37,11290,0,1551512201.206677,3643,3643,3067,2882,1996,2841,0,0,111503,243602,0,2059,2194,2042,2059,2059.3050000025,2059,11290,9149,34.3984962406,15547,979038,15017,150719,13200,0.42,0.5,0.65,151.523,2227.984,6255.334,2227.985,9854.493,3286,0.23,0.73,3664,3643,3643,0,-1,-1,1,2100,141,48,141,124,1,16,99999,1,75,92,-1,91,-1,-1,99,100,-1,3,0,33,0,1,0,18425,0,5000,3500,3500,3500,4100,9000,9000,1551512140,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190302_QE_03633fc4ce0b02c7aec1cacfb718cc86,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190302_QE_03633fc4ce0b02c7aec1cacfb718cc86,https://www.bhphotovideo.com/c/product/1341799-REG/nest_nc3100us_cam_iq_security_camera.html,VM02-06-192.168.10.74,https://www.bhphotovideo.com/c/product/1341799-REG/nest_nc3100us_cam_iq_security_camera.html,2,3,bhphoto-product,9,2019,200,Test Complete,18.1
24,3261,2134,2134.0250000012,2134.0200000013,2816,1089,8367,2134,0,1,355,0,1120062,584279,143110,80365,0,3946,3260,3020,3014,1101,19,2134,2625,2117,2625,2625,2134,2134,3969,3947,1633,1100,1100,37,11705,0,1551556284.663897,3947,3947,3261,3020,1999,3015,0,0,105506,204436,0,2134,2626,2118,2626,2134.0200000013,2134,11705,10069,36.845956824,15547,978518,15017,151582,13300,0.42,0.5,0.6,196.4756666667,2199.599,7413.876,2199.6,11432.193000000001,3322,0.23,0.73,3969,3947,3947,0,-1,-1,1,2100,141,48,141,124,1,16,99999,1,75,92,-1,91,-1,-1,99,100,-1,3,0,33,0,1,0,18791,0,5200,3700,3700,3700,4900,9000,9000,1551556244,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190302_71_d0832ff89c4c54e44237399322b5f3a9,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190302_71_d0832ff89c4c54e44237399322b5f3a9,https://www.bhphotovideo.com/c/product/1341799-REG/nest_nc3100us_cam_iq_security_camera.html,VM01-05-192.168.10.63,https://www.bhphotovideo.com/c/product/1341799-REG/nest_nc3100us_cam_iq_security_camera.html,2,3,bhphoto-product,9,2019,200,Test Complete,18.1
24,3121,1958,1958.1299999991,1958.1299999991,2355,1074,9548,1958,0,1,353,0,1117977,582526,144192,80319,0,3608,3120,2868,2861,1088,21,1958,2085,1714,1958,1958,1958,1958,3632,3609,1494,1087,1087,38,11281,0,1551600421.2529,3609,3609,3121,2869,1975,2862,0,0,109530,229793,0,1958,2085,1715,1958,1958.1299999991,1958,11281,10289,38.7133182844,15547,976680,15017,151582,13300,0.42,0.5,0.59,190.2727142857,2159.216,11134.532,2159.218,11134.5320000076,2826,0.23,0.73,3633,3610,3609,0,-1,-1,1,2000,141,48,141,124,1,16,99999,1,75,92,-1,91,-1,-1,99,100,-1,3,0,33,0,1,0,18634,0,5000,2600,2600,2600,4200,9000,9000,1551600346,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190303_1S_e6b962656ca46f9b020fbdc1e8f9ee7c,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190303_1S_e6b962656ca46f9b020fbdc1e8f9ee7c,https://www.bhphotovideo.com/c/product/1341799-REG/nest_nc3100us_cam_iq_security_camera.html,VM04-05-192.168.10.93,https://www.bhphotovideo.com/c/product/1341799-REG/nest_nc3100us_cam_iq_security_camera.html,3,3,bhphoto-product,9,2019,200,Test Complete,18.1
24,3255,2003,2003.9300000061999,2003.9250000045001,2437,1161,13284,2003,0,1,364,0,1120048,585796,135600,80450,0,3836,3254,3040,2977,1174,13,2003,2149,1982,2003,2003,2003,2003,3870,3836,1537,1173,1173,39,11464,103,1551688605.639276,3837,3837,3255,3041,1960,2978,0,0,107634,218907,0,2004,2149,1983,2004,2003.9250000045001,2004,11567,10949,40.8277404922,15547,969697,15017,150743,13400,0.42,0.5,0.6,185.4186,2246.8,7690.14,2246.801,11873.033000000001,3001,0.23,0.73,3871,3837,3837,0,-1,-1,1,2000,139,48,139,124,1,14,99999,1,73,92,-1,91,-1,-1,99,100,-1,3,0,33,0,1,0,18522,0,5200,2600,2900,3400,4800,9000,9000,1551688543,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190304_K8_0018304cb83bb55848b83ecc86ecac9e,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190304_K8_0018304cb83bb55848b83ecc86ecac9e,https://www.bhphotovideo.com/c/product/1341799-REG/nest_nc3100us_cam_iq_security_camera.html,VM02-08-192.168.10.76,https://www.bhphotovideo.com/c/product/1341799-REG/nest_nc3100us_cam_iq_security_camera.html,4,3,bhphoto-product,10,2019,200,Test Complete,18.1
24,3560,2117,2117.0200000014997,2117.0200000014997,2516,1284,10446,2117,0,1,354,0,1122607,598240,137818,88175,0,4369,3559,3353,3280,1301,21,2117,2256,1902,2117,2117,2117,2117,4389,4369,1666,1301,1301,38,12146,0,1551732687.004193,4369,4369,3560,3354,1965,3281,0,0,103351,193918,0,2117,2257,1902,2117,2117.0200000014997,2117,12146,12360,44.3328550933,15547,976770,15017,148957,13600,0.42,0.57,0.58,320.51375,2306.549,10703.222,2861.7990000000004,10703.2219999981,3178,0.23,0.73,4390,4370,4369,0,-1,-1,1,2100,160,51,160,135,0,25,0,1,75,92,-1,90,-1,-1,99,100,-1,3,0,33,0,1,0,20847,0,5700,2700,2700,3600,5300,9000,9000,1551732650,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190304_HR_0aae4a5dd78c087c422b9db0fa66665b,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190304_HR_0aae4a5dd78c087c422b9db0fa66665b,https://www.bhphotovideo.com/c/product/1341799-REG/nest_nc3100us_cam_iq_security_camera.html,VM03-03-192.168.10.82,https://www.bhphotovideo.com/c/product/1341799-REG/nest_nc3100us_cam_iq_security_camera.html,4,3,bhphoto-product,10,2019,200,Test Complete,18.1
24,3276,2019,2019.3149999977,2019.3149999977,2371,1147,9687,2019,0,1,356,0,1117691,582557,133108,78148,0,3842,3275,3004,2997,1163,27,2019,2153,2002,2019,2019,2019,2019,3878,3842,1516,1162,1162,37,11682,0,1551864994.269201,3843,3843,3276,3005,1933,2998,0,0,106093,216081,0,2019,2153,2003,2019,2019.3149999977,2019,11682,10959,40.5475397706,15547,973559,15017,148571,13400,0.42,0.57,0.57,163.9206,2737.2709999999997,7746.9980000000005,2737.272,11893.9439999924,3208,0.23,0.73,3879,3843,3843,0,-1,-1,1,2000,137,47,137,123,0,14,0,1,75,92,-1,90,-1,-1,99,100,-1,3,0,32,0,1,0,19025,0,5200,2600,2600,3400,4800,9000,9000,1551864950,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190306_J6_846532785e6a16e27826698a3f15648b,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190306_J6_846532785e6a16e27826698a3f15648b,https://www.bhphotovideo.com/c/product/1341799-REG/nest_nc3100us_cam_iq_security_camera.html,VM03-03-192.168.10.82,https://www.bhphotovideo.com/c/product/1341799-REG/nest_nc3100us_cam_iq_security_camera.html,6,3,bhphoto-product,10,2019,200,Test Complete,18.1
24,3023,1938,1938.0849999998002,1938.0799999998999,2407,1135,10120,1938,0,1,346,0,1115659,576999,132662,77831,0,3562,3022,2799,2792,1146,5,1938,2089,1924,1938,1938,1938,1938,3582,3563,1506,1145,1145,36,11240,0,1551909089.56621,3563,3563,3023,2800,1924,2792,0,0,110406,237643,0,1938,2089,1925,1938,1938.0799999998999,1938,11240,10270,38.8426626324,15547,970869,15017,148606,13100,0.42,0.57,0.63,155.937,2081.276,7974.2390000000005,2488.633,10183.777,2839,0.23,0.73,3583,3563,3563,0,-1,-1,1,2000,138,46,138,124,0,14,0,1,76,92,-1,90,-1,-1,99,100,-1,3,0,32,0,1,0,19098,0,13100,2500,2500,3100,4600,9000,9000,1551909045,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190306_GK_9d8ee01880b50f2ec86462e61058ab6f,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190306_GK_9d8ee01880b50f2ec86462e61058ab6f,https://www.bhphotovideo.com/c/product/1341799-REG/nest_nc3100us_cam_iq_security_camera.html,VM01-07-192.168.10.65,https://www.bhphotovideo.com/c/product/1341799-REG/nest_nc3100us_cam_iq_security_camera.html,6,3,bhphoto-product,10,2019,200,Test Complete,18.1
24,3522,2158,2158.7700000018,2158.7650000001,2619,1271,8836,2158,0,1,352,0,1122377,584911,136758,81403,0,4019,3521,3231,3190,1284,30,2158,2325,2136,2158,2158,2158,2158,4049,4020,1635,1283,1283,36,11989,0,1551953284.218625,4020,4020,3522,3232,1943,3191,0,0,104718,212772,0,2159,2326,2137,2159,2158.7650000001,2159,11989,12850,46.5411082941,15547,978500,15017,147708,13500,0.42,0.57,0.54,242.6805,2376.873,11697.215,3100.61,11697.2150000076,3302,0.23,0.73,4049,4020,4020,0,-1,-1,1,2100,139,47,139,125,0,14,0,1,77,92,-1,90,-1,-1,99,100,-1,3,0,32,0,1,0,20729,0,5800,2900,2900,3600,5200,9000,9000,1551953242,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190307_7R_24b35857077ed2d987a7832352d38979,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190307_7R_24b35857077ed2d987a7832352d38979,https://www.bhphotovideo.com/c/product/1341799-REG/nest_nc3100us_cam_iq_security_camera.html,VM01-05-192.168.10.63,https://www.bhphotovideo.com/c/product/1341799-REG/nest_nc3100us_cam_iq_security_camera.html,07,03,bhphoto-product,10,2019,200,Test Complete,18.10
24,3217,1998,1998.4299999996,1998.4299999996,2675,1121,8051,1998,0,1,347,0,1120160,583431,134986,79462,0,3735,3216,2987,2982,1137,18,1998,2145,1979,1998,1998,1998,1998,3764,3735,1483,1136,1136,37,11898,0,1552129595.340002,3735,3735,3217,2988,1957,2983,0,0,103939,223194,0,1998,2146,1980,1998,1998.4299999996,1998,11898,10309,37.3550724638,16007,977787,15017,146457,13400,0.42,0.64,0.63,225.5013333333,2133.94,6713.044,2133.941,10611.357,3285,0.23,0.67,3765,3736,3735,0,-1,-1,1,2000,137,47,137,122,0,15,0,1,76,92,-1,90,-1,-1,99,100,-1,3,0,32,0,1,0,19496,0,5200,3700,3700,3700,4200,9000,9000,1552129560,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190309_EY_9d64256bc5bcf8ac4a7a1117dc8cedd5,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190309_EY_9d64256bc5bcf8ac4a7a1117dc8cedd5,https://www.bhphotovideo.com/c/product/1341799-REG/nest_nc3100us_cam_iq_security_camera.html,VM01-05-192.168.10.63,https://www.bhphotovideo.com/c/product/1341799-REG/nest_nc3100us_cam_iq_security_camera.html,09,03,bhphoto-product,10,2019,200,Test Complete,18.10
24,3078,2058,2058.8099999986,2058.8099999986,2428,1165,9810,2058,0,1,352,0,1109398,583200,135379,87236,0,3922,3078,2874,2829,1181,29,2058,2175,2049,2058,2058,2058,2058,3960,3923,1529,1180,1180,37,11926,0,1552261895.718637,3923,3922,3078,2874,1928,2829,0,0,103094,211457,0,2059,2175,2049,2059,2058.8099999986,2059,11926,10530,37.9733141003,16007,965858,15017,143743,13100,0.42,0.57,0.6,206.6816,2266.933,8324.375,2865.737,10677.233,3099,0.23,0.67,3960,3923,3923,0,-1,-1,1,2100,138,49,138,123,0,15,0,1,77,92,-1,90,-1,-1,99,100,-1,3,0,32,0,1,0,20003,0,5200,2600,2600,2600,4900,9000,9000,1552261854,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190310_ZX_b0ce5d31b0781545b434caa83bf3837d,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190310_ZX_b0ce5d31b0781545b434caa83bf3837d,https://www.bhphotovideo.com/c/product/1341799-REG/nest_nc3100us_cam_iq_security_camera.html,VM03-02-192.168.10.81,https://www.bhphotovideo.com/c/product/1341799-REG/nest_nc3100us_cam_iq_security_camera.html,10,03,bhphoto-product,10,2019,200,Test Complete,18.10
24,3553,2184,2184.8850000024,2184.8800000007,2702,1297,12115,2184,0,1,354,0,1113030,579350,135428,79653,0,4183,3553,3237,3231,1308,31,2184,2365,2162,2935,2935,2184,2184,4212,4184,1671,1307,1307,38,12397,0,1552306092.604152,4184,4184,3553,3237,1934,3231,0,0,100272,200675,0,2185,2365,2163,2936,2184.8800000007,2185,12397,13509,47.4367977528,16007,973711,15017,143448,13700,0.42,0.57,0.59,247.1335,2164.059,7833.252,2778.43,12196.414,3052,0.23,0.67,4213,4184,4184,0,-1,-1,1,2200,138,47,138,122,0,16,0,1,77,92,-1,90,-1,-1,99,100,-1,3,0,32,0,1,0,21508,0,6100,3000,3000,3700,6100,9000,9000,1552306052,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190311_S5_eb1604e4a53da080f1b5dba0eb97ad57,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190311_S5_eb1604e4a53da080f1b5dba0eb97ad57,https://www.bhphotovideo.com/c/product/1341799-REG/nest_nc3100us_cam_iq_security_camera.html,VM03-06-192.168.10.85,https://www.bhphotovideo.com/c/product/1341799-REG/nest_nc3100us_cam_iq_security_camera.html,11,03,bhphoto-product,11,2019,200,Test Complete,18.10
