data.average.firstView.Colordepth,data.average.firstView.FirstInteractive,data.average.firstView.LastInteractive,data.average.firstView.PerformancePaintTiming.first-contentful-paint,data.average.firstView.PerformancePaintTiming.first-paint,data.average.firstView.SpeedIndex,data.average.firstView.TTFB,data.average.firstView.TTIMeasurementEnd,data.average.firstView.TimeToInteractive,data.average.firstView.aft,data.average.firstView.avgRun,data.average.firstView.basePageSSLTime,data.average.firstView.bigImageCount,data.average.firstView.bytesIn,data.average.firstView.bytesInDoc,data.average.firstView.bytesOut,data.average.firstView.bytesOutDoc,data.average.firstView.cached,data.average.firstView.chromeUserTiming.InteractiveTime,data.average.firstView.chromeUserTiming.domComplete,data.average.firstView.chromeUserTiming.domContentLoadedEventEnd,data.average.firstView.chromeUserTiming.domContentLoadedEventStart,data.average.firstView.chromeUserTiming.domInteractive,data.average.firstView.chromeUserTiming.domLoading,data.average.firstView.chromeUserTiming.fetchStart,data.average.firstView.chromeUserTiming.firstContentfulPaint,data.average.firstView.chromeUserTiming.firstImagePaint,data.average.firstView.chromeUserTiming.firstLayout,data.average.firstView.chromeUserTiming.firstMeaningfulPaint,data.average.firstView.chromeUserTiming.firstMeaningfulPaintCandidate,data.average.firstView.chromeUserTiming.firstPaint,data.average.firstView.chromeUserTiming.firstTextPaint,data.average.firstView.chromeUserTiming.loadEventEnd,data.average.firstView.chromeUserTiming.loadEventStart,data.average.firstView.chromeUserTiming.responseEnd,data.average.firstView.chromeUserTiming.unloadEventEnd,data.average.firstView.chromeUserTiming.unloadEventStart,data.average.firstView.connections,data.average.firstView.cpu.Idle,data.average.firstView.cpu.Paint,data.average.firstView.date,data.average.firstView.docTime,data.average.firstView.domComplete,data.average.firstView.domContentLoadedEventEnd,data.average.firstView.domContentLoadedEventStart,data.average.firstView.domElements,data.average.firstView.domInteractive,data.average.firstView.domLoading,data.average.firstView.domTime,data.average.firstView.effectiveBps,data.average.firstView.effectiveBpsDoc,data.average.firstView.final_base_page_request,data.average.firstView.firstContentfulPaint,data.average.firstView.firstImagePaint,data.average.firstView.firstLayout,data.average.firstView.firstMeaningfulPaint,data.average.firstView.firstPaint,data.average.firstView.firstTextPaint,data.average.firstView.fullyLoaded,data.average.firstView.fullyLoadedCPUms,data.average.firstView.fullyLoadedCPUpct,data.average.firstView.gzip_savings,data.average.firstView.gzip_total,data.average.firstView.image_savings,data.average.firstView.image_total,data.average.firstView.lastVisualChange,data.average.firstView.lighthouse.Accessibility,data.average.firstView.lighthouse.BestPractices,data.average.firstView.lighthouse.Performance,data.average.firstView.lighthouse.Performance.estimated-input-latency,data.average.firstView.lighthouse.Performance.first-contentful-paint,data.average.firstView.lighthouse.Performance.first-cpu-idle,data.average.firstView.lighthouse.Performance.first-meaningful-paint,data.average.firstView.lighthouse.Performance.interactive,data.average.firstView.lighthouse.Performance.speed-index,data.average.firstView.lighthouse.ProgressiveWebApp,data.average.firstView.lighthouse.SEO,data.average.firstView.loadEventEnd,data.average.firstView.loadEventStart,data.average.firstView.loadTime,data.average.firstView.maybeCaptcha,data.average.firstView.minify_savings,data.average.firstView.minify_total,data.average.firstView.optimization_checked,data.average.firstView.render,data.average.firstView.requests,data.average.firstView.requestsDoc,data.average.firstView.requestsFull,data.average.firstView.responses_200,data.average.firstView.responses_404,data.average.firstView.responses_other,data.average.firstView.result,data.average.firstView.run,data.average.firstView.score_cache,data.average.firstView.score_cdn,data.average.firstView.score_combine,data.average.firstView.score_compress,data.average.firstView.score_cookies,data.average.firstView.score_etags,data.average.firstView.score_gzip,data.average.firstView.score_keep-alive,data.average.firstView.score_minify,data.average.firstView.score_progressive_jpeg,data.average.firstView.server_rtt,data.average.firstView.smallImageCount,data.average.firstView.start_epoch,data.average.firstView.step,data.average.firstView.testStartOffset,data.average.firstView.test_run_time_ms,data.average.firstView.titleTime,data.average.firstView.userTime,data.average.firstView.userTime.component_render_end,data.average.firstView.userTime.component_render_start,data.average.firstView.userTime.core_execution_end,data.average.firstView.userTime.core_execution_start,data.average.firstView.userTime.with_airbnb_interactive_did_mount,data.average.firstView.userTimingMeasure.Component execution,data.average.firstView.userTimingMeasure.Google TTI Polyfill,data.average.firstView.userTimingMeasure.Time to AirbnbInteractive,data.average.firstView.visualComplete,data.average.firstView.visualComplete85,data.average.firstView.visualComplete90,data.average.firstView.visualComplete95,data.average.firstView.visualComplete99,data.bwDown,data.bwUp,data.completed,data.connectivity,data.from,data.fvonly,data.id,data.latency,data.location,data.mobile,data.plr,data.successfulFVRuns,data.summary,data.testUrl,data.tester,data.url,speedtracker.day,speedtracker.month,speedtracker.slug,speedtracker.week,speedtracker.year,statusCode,statusText,webPagetestVersion
24,,,2840.2000000059998,2840.2000000059998,7467,1840,,,0,1,717.0,6,3795251,3690029,84011,70751,0,,11126,4338,4338,2671,1850,14,2840,7457.0,2635,7457,7457,2840,2840.0,11138,11126,2427,1849,1849,31,,,1549886034.981351,11127,11127,4339,4339,2200,2672,0,0,263102,397332,1,2840,7457.0,2635,7457,2840.2000000059998,2840.0,16265,14879,44.036697247700005,4140,1936048,180514,1792832,8100,0.95,0.93,0.16,17.3553191489,3300.9709999999995,11146.515,10906.146999999999,27339.307999984703,12255.0,0.38,1.0,11138,11127,11127,0,-1,-1,1,2800,273,232,273,201,0,72,0,1,88,99,-1,90,-1,-1,100,100,-1,0,0,2,0,1,0,25857,0,6797,,,3597,3460,6797.0,,17894.0,7620.0,8100,8100,8100,8100,8100,9000,9000,1549886049,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190211_3V_cb3c8b91982e864b8cb460336d622d1b,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190211_3V_cb3c8b91982e864b8cb460336d622d1b,https://www.airbnb.com/s/homes,VM03-06-192.168.10.85,https://www.airbnb.com/s/homes,11,2,airbnb-homes,7,2019,200,Test Complete,18.1
24,,,2239.435,2239.4300000001,6138,1242,,,0,1,706.0,6,3796158,3606776,83413,70134,0,,10274,3677,3677,2064,1257,6,2239,5788.0,2032,5788,5788,2239,2239.0,10288,10274,1827,1254,1254,32,,,1549890891.148693,10274,10274,3678,3678,2198,2064,0,0,268545,399333,1,2239,5789.0,2033,5789,2239.4300000001,2239.0,15378,13559,40.441395765,4137,1936467,180512,1792828,6700,0.95,0.93,0.2,16.4784102564,2767.19,10333.833,10169.709,25575.4109999995,11510.0,0.38,1.0,10289,10274,10274,0,-1,-1,1,2200,273,229,273,200,0,73,0,1,86,99,-1,90,-1,-1,100,100,-1,0,0,2,0,1,0,23661,0,5216,,,2913,2774,5216.0,,17249.0,5768.0,6700,6700,6700,6700,6700,9000,9000,1549890903,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190211_7M_ba41fc73874935d2a93472a0125826a6,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190211_7M_ba41fc73874935d2a93472a0125826a6,https://www.airbnb.com/s/homes,VM01-05-192.168.10.63,https://www.airbnb.com/s/homes,11,2,airbnb-homes,7,2019,200,Test Complete,18.1
24,3890.0,2268.0,2268.075,2268.0649999966,6052,1319,12697.0,2268.0,0,1,710.0,6,4016320,3826970,84552,70287,0,,10787,3890,3890,2130,1336,10,2268,5819.0,2085,5819,5819,2268,2268.0,10817,10788,1901,1332,1332,32,15721.0,0.0,1549930458.300738,10788,10788,3890,3890,2200,2130,0,0,278872,404157,1,2268,5820.0,2086,5820,2268.0649999966,2268.0,15721,13720,41.337752335,4141,1977245,220178,1972278,6300,0.95,0.93,0.16,18.4843928571,3322.472,10677.423,10677.423,27906.93,12079.0,0.38,1.0,10817,10788,10788,0,-1,-1,1,2300,276,230,276,202,0,74,0,1,85,99,-1,89,-1,-1,100,100,-1,0,0,2,0,1,0,24400,0,5342,,,3187,3054,5342.0,,17885.0,5963.0,6300,6300,6300,6300,6300,9000,9000,1549930457,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190212_AE_6766496b9c5fb486e51f30eba546b1d4,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190212_AE_6766496b9c5fb486e51f30eba546b1d4,https://www.airbnb.com/s/homes,VM02-06-192.168.10.74,https://www.airbnb.com/s/homes,11,2,airbnb-homes,7,2019,200,Test Complete,18.1
24,3804.0,2304.0,2304.2599999972,2304.2599999972,5882,1374,15466.0,2304.0,0,1,730.0,6,4018182,3828823,78038,65319,0,,10132,3803,3803,2131,1391,12,2304,5506.0,2291,5506,5506,2304,2304.0,10136,10132,1949,1389,1388,32,15429.0,0.0,1549934968.266186,10133,10133,3804,3804,2198,2132,0,0,285889,437130,1,2304,5507.0,2291,5507,2304.2599999972,2304.0,15429,13749,41.5533393774,4154,1977853,220180,1972282,6500,0.95,0.93,0.2,17.3547435897,2699.5209999999997,10249.889000000001,10249.889000000001,27247.65700000001,11705.0,0.38,1.0,10137,10133,10133,0,-1,-1,1,2300,268,225,268,198,0,70,0,1,86,99,-1,89,-1,-1,100,100,-1,0,0,2,0,1,0,24164,0,5056,,,3036,2910,5056.0,,17032.0,5589.0,6500,6500,6500,6500,6500,9000,9000,1549934956,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190212_8B_106750e301d45b49ba71c48d3ca65646,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190212_8B_106750e301d45b49ba71c48d3ca65646,https://www.airbnb.com/s/homes,VM04-06-192.168.10.94,https://www.airbnb.com/s/homes,11,2,airbnb-homes,7,2019,200,Test Complete,18.1
24,3954.0,2379.0,2379.0899999876,2379.0849999932,6046,1417,12952.0,2379.0,0,1,710.0,6,3889943,3784566,84135,70896,0,,11085,3953,3953,2221,1426,24,2379,5850.0,2189,5850,5850,2379,2379.0,11102,11085,2002,1426,1426,31,15486.0,0.0,1549973613.3666,11086,11085,3954,3954,2200,2222,0,0,276490,391412,1,2379,5850.0,2189,5850,2379.0849999932,2379.0,15486,13710,41.3200723327,4155,1941716,198749,1882169,6400,0.95,0.93,0.25,19.0195769231,3330.708,10464.676,10464.676,10412.0770000153,11944.0,0.38,1.0,11103,11086,11086,0,-1,-1,1,2400,274,233,274,202,0,72,0,1,86,99,-1,90,-1,-1,100,100,-1,0,0,2,0,1,0,23785,0,5344,,,3130,2957,5344.0,,18157.0,5875.0,6400,6400,6400,6400,6400,9000,9000,1549973651,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190212_SR_5a08b318bfe766a32a962f3cd1f3ec83,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190212_SR_5a08b318bfe766a32a962f3cd1f3ec83,https://www.airbnb.com/s/homes,VM01-04-192.168.10.62,https://www.airbnb.com/s/homes,12,2,airbnb-homes,7,2019,200,Test Complete,18.1
24,4579.0,2924.0,2924.7400000022,2924.7350000078004,6798,1976,16416.0,2924.0,0,1,710.0,6,3838478,3648982,82894,70125,0,,11455,4579,4579,2758,1985,16,2924,6518.0,2716,6518,6518,2924,2924.0,11459,11455,2572,1984,1984,32,16395.0,0.0,1549979044.189354,11456,11455,4579,4579,2198,2758,0,0,266209,384913,1,2925,6518.0,2717,6518,2924.7350000078004,2925.0,16395,14700,42.22924447,4148,1927288,189132,1844795,7300,0.95,0.93,0.15,22.0163333333,3524.407,11324.155,11324.155,27094.58,13147.0,0.38,1.0,11459,11456,11456,0,-1,-1,1,2900,272,229,272,199,0,73,0,1,86,99,-1,90,-1,-1,100,100,-1,0,0,2,0,1,0,26156,0,5980,,,3826,3692,5980.0,,19091.0,6690.0,7300,7300,7300,7300,7300,9000,9000,1549979055,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190212_DV_64e76c81b0b59db116c38ec854a96f4d,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190212_DV_64e76c81b0b59db116c38ec854a96f4d,https://www.airbnb.com/s/homes,VM01-01-192.168.10.43,https://www.airbnb.com/s/homes,12,2,airbnb-homes,7,2019,200,Test Complete,18.1
24,3697.0,2280.0,2280.1800000016,2280.1800000016,5590,1305,9864.0,2280.0,0,1,710.0,6,3921652,3571483,75623,63724,0,,8933,3696,3696,2126,1316,13,2280,5403.0,2075,5403,5403,2280,2280.0,8945,8933,1890,1315,1315,32,12069.0,0.0,1550017720.79987,8933,8933,3697,3697,2198,2126,0,0,364330,468207,1,2280,5403.0,2075,5403,2280.1800000016,2280.0,12069,11470,40.9058487875,4150,1965034,196602,1889079,5900,0.95,0.93,0.21,19.2999565217,3542.0029999999997,11297.344,11297.344,11247.42,13182.0,0.38,1.0,8945,8933,8933,0,-1,-1,1,2300,262,223,262,195,0,67,0,1,86,99,-1,90,-1,-1,100,100,-1,0,0,2,0,1,0,20574,0,4934,,,3032,2912,4934.0,,15978.0,5487.0,5900,5900,5900,5900,5900,9000,9000,1550017743,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190213_05_100a6f7fed2fe303ff8d8d8e107a158d,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190213_05_100a6f7fed2fe303ff8d8d8e107a158d,https://www.airbnb.com/s/homes,VM03-05-192.168.10.84,https://www.airbnb.com/s/homes,12,2,airbnb-homes,7,2019,200,Test Complete,18.1
24,3743.0,2274.0,2274.0699999995,2274.0650000051,5932,1367,12268.0,2274.0,0,1,728.0,6,3928077,3738665,83164,69792,0,,10380,3743,3743,2138,1377,22,2274,5627.0,2111,5627,5627,2274,2274.0,10392,10380,1949,1375,1375,33,15485.0,0.0,1550061654.3406699,10381,10380,3743,3743,2197,2139,0,0,278231,414762,1,2274,5627.0,2112,5627,2274.0650000051,2274.0,15485,12969,39.1961317619,4156,1944019,201853,1918647,6400,0.95,0.93,0.12,16.641769230799998,4024.965,10793.677,10793.677,25718.83,14541.0,0.38,1.0,10392,10380,10381,0,-1,-1,1,2300,272,228,272,200,0,72,0,1,86,99,-1,90,-1,-1,100,100,-1,0,0,2,0,1,0,25034,0,5061,,,3012,2886,5061.0,,17464.0,5753.0,6400,6400,6400,6400,6400,9000,9000,1550061662,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190213_GW_95f1210882676608a71b315a5b672900,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190213_GW_95f1210882676608a71b315a5b672900,https://www.airbnb.com/s/homes,VM03-02-192.168.10.81,https://www.airbnb.com/s/homes,13,2,airbnb-homes,7,2019,200,Test Complete,18.1
24,,,2304.6150000009,2304.6099999992,5825,1338,,,0,1,731.0,6,3666843,3483732,82922,69545,0,,10187,3766,3766,2107,1352,16,2304,5532.0,2294,5532,5532,2304,2304.0,10195,10187,1923,1350,1350,32,,,1550105771.265675,10188,10188,3767,3767,2141,2108,0,0,257901,393642,1,2305,5532.0,2294,5532,2304.6099999992,2305.0,15556,11820,35.3046594982,4140,1959168,148740,1640933,6200,0.95,0.93,0.16,17.2970566038,3375.844,11243.751,11035.776000000002,25695.499,12277.0,0.38,1.0,10196,10188,10188,0,-1,-1,1,2300,272,228,272,200,0,72,0,1,85,99,-1,91,-1,-1,100,100,-1,0,0,2,0,1,0,23732,0,5058,,,3079,2948,5058.0,,17355.0,5607.0,6200,6200,6200,6200,6200,9000,9000,1550105762,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190214_CZ_558bda99aa4092db5f0a7a6794af295a,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190214_CZ_558bda99aa4092db5f0a7a6794af295a,https://www.airbnb.com/s/homes,VM02-02-192.168.10.70,https://www.airbnb.com/s/homes,13,2,airbnb-homes,7,2019,200,Test Complete,18.1
24,3693.0,2257.0,2257.5049999941,2257.5049999941,6058,1266,8164.0,2257.0,0,1,710.0,6,3642626,3296522,74823,63554,0,,9016,3693,3693,2093,1275,22,2257,5771.0,2060,5771,5771,2257,2257.0,9021,9017,1881,1274,1274,30,11968.0,0.0,1550111379.161113,9017,9017,3693,3693,2196,2094,0,0,340368,425302,1,2258,5771.0,2061,5771,2257.5049999941,2258.0,11968,13549,48.899314327,4140,1934082,148741,1640934,6600,0.95,0.93,0.17,16.9359605263,3215.336,11005.681999999999,10559.868999999999,26793.405,12352.0,0.38,1.0,9021,9017,9017,0,-1,-1,1,2300,259,222,259,193,0,66,0,1,85,99,-1,91,-1,-1,100,100,-1,0,0,2,0,1,0,20684,0,5041,,,3030,2907,5041.0,,15851.0,5961.0,6600,6600,6600,6600,6600,9000,9000,1550111352,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190214_0X_4dc022f14b1ec8ab74c48184cb73e1ed,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190214_0X_4dc022f14b1ec8ab74c48184cb73e1ed,https://www.airbnb.com/s/homes,VM04-01-192.168.10.80,https://www.airbnb.com/s/homes,13,2,airbnb-homes,7,2019,200,Test Complete,18.1
24,3807.0,2419.0,2419.4299999945,2419.4299999945,6769,1452,15623.0,2419.0,0,1,804.0,6,3649553,3544156,78068,64745,0,,10580,3807,3807,2243,1464,18,2419,6689.0,2202,6689,6689,2419,2419.0,10593,10580,2034,1463,1463,31,15599.0,1.0,1550149724.616104,10581,10581,3807,3807,2140,2243,0,0,257955,388230,1,2419,6690.0,2202,6690,2419.4299999945,2419.0,15600,12020,36.4905889496,4143,1960659,148745,1620444,7200,0.95,0.93,0.1,17.6489245283,4544.496,11951.837,11951.837,26503.178,13456.0,0.38,1.0,10593,10581,10581,0,-1,-1,1,2400,267,226,267,199,0,68,0,1,87,99,-1,91,-1,-1,100,100,-1,0,0,2,0,1,0,24566,0,6131,,,3118,2988,6131.0,,18721.0,6788.0,7200,7200,7200,7200,7200,9000,9000,1550149733,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190214_KK_92b64047690bd0a9e03efb85ff886379,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190214_KK_92b64047690bd0a9e03efb85ff886379,https://www.airbnb.com/s/homes,VM01-08-192.168.10.66,https://www.airbnb.com/s/homes,14,2,airbnb-homes,7,2019,200,Test Complete,18.1
24,4485.0,3018.0,3018.0650000038,3018.0600000021996,6530,2028,16121.0,3018.0,0,1,871.0,6,3674853,3491802,79697,65842,0,,10828,4485,4485,2837,2037,11,3018,6192.0,2793,6192,6192,3018,3018.0,10838,10828,2621,2037,2037,32,16097.0,0.0,1550193839.903457,10828,10828,4485,4485,2196,2837,0,0,261202,396795,1,3018,6192.0,2793,6192,3018.0600000021996,3018.0,16097,12000,34.6520358071,4169,1935026,154582,1654107,6900,0.95,0.93,0.21,16.0,3818.88,10889.101,10889.101,10779.3149999924,12277.0,0.35,1.0,10839,10828,10828,0,-1,-1,1,3000,269,225,269,199,0,70,0,1,85,99,-1,91,-1,-1,100,100,-1,0,0,2,0,1,0,24421,0,5694,,,3775,3643,5694.0,,17922.0,6259.0,6900,6900,6900,6900,6900,9000,9000,1550193873,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190215_ZZ_0662f1a567f3656c9ea619ac0953d026,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190215_ZZ_0662f1a567f3656c9ea619ac0953d026,https://www.airbnb.com/s/homes,VM02-06-192.168.10.74,https://www.airbnb.com/s/homes,14,2,airbnb-homes,7,2019,200,Test Complete,18.1
24,,,2272.2800000047,2272.2800000047,5810,1325,,,0,1,713.0,6,3800644,3617625,83330,70053,0,,10350,3912,3912,2104,1335,4,2272,5623.0,2074,5623,5623,2272,2272.0,10357,10350,1910,1335,1335,32,,,1550199547.549358,10351,10350,3912,3912,2199,2105,0,0,270952,400800,1,2272,5623.0,2074,5623,2272.2800000047,2272.0,15352,11870,35.8827085852,4164,1976604,172737,1757716,6200,0.95,0.93,0.29,16.0,2811.539,10043.796999999999,10016.173,10043.796999999999,11623.0,0.35,1.0,10358,10350,10351,0,-1,-1,1,2300,271,228,271,199,0,72,0,1,85,99,-1,91,-1,-1,100,100,-1,0,0,2,0,1,0,23410,0,5136,,,3069,2944,5136.0,,17138.0,5713.0,6200,6200,6200,6200,6200,9000,9000,1550199597,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190215_TS_c1abb0313290386fa77adbf02ac91eb7,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190215_TS_c1abb0313290386fa77adbf02ac91eb7,https://www.airbnb.com/s/homes,VM01-04-192.168.10.62,https://www.airbnb.com/s/homes,14,2,airbnb-homes,7,2019,200,Test Complete,18.1
24,4701.0,3088.0,3088.2750000001,3088.2650000003005,7026,2028,16326.0,3088.0,0,1,704.0,6,3669916,3486709,85157,71395,0,,11557,4700,4700,2859,2040,6,3088,6825.0,3067,6825,6825,3088,3088.0,11570,11557,2639,2039,2039,30,16296.0,0.0,1550237909.049425,11558,11558,4701,4701,2141,2860,0,0,257213,365866,1,3088,6826.0,3068,6826,3088.2650000003005,3088.0,16296,14220,41.566793335300005,4162,1937902,155378,1665110,7500,0.95,0.93,0.13,16.6217962963,3941.788,11144.687,10901.486,25740.004,13348.0,0.38,1.0,11571,11558,11558,0,-1,-1,1,3100,266,222,266,200,0,66,0,1,85,99,-1,91,-1,-1,100,100,-1,0,0,2,0,1,0,25182,0,6131,,,3894,3737,6131.0,,19714.0,6886.0,7500,7500,7500,7500,7500,9000,9000,1550237896,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190215_R7_dffc7dc7c0554dbc3a6b294f86c8f5b4,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190215_R7_dffc7dc7c0554dbc3a6b294f86c8f5b4,https://www.airbnb.com/s/homes,VM02-01-192.168.10.69,https://www.airbnb.com/s/homes,15,2,airbnb-homes,7,2019,200,Test Complete,18.1
24,3720.0,2252.0,2252.1399999969,2252.1399999969,5663,1252,10699.0,2252.0,0,1,705.0,6,3751617,3405470,77427,64546,0,,8689,3719,3719,2086,1265,12,2252,5511.0,2044,5511,5511,2252,2252.0,8716,8689,1831,1264,1264,30,11494.0,0.0,1550243697.365918,8690,8689,3720,3720,2141,2086,0,0,366297,457847,1,2252,5511.0,2045,5511,2252.1399999969,2252.0,11494,11699,43.1734317343,4163,1960283,173464,1724016,6000,0.95,0.93,0.2,17.3661041667,2800.73,10059.444,10059.444,27317.007,11637.0,0.38,1.0,8716,8689,8690,0,-1,-1,1,2200,256,216,256,196,0,60,0,1,85,99,-1,90,-1,-1,100,100,-1,0,0,2,0,1,0,19932,0,4980,,,3026,2897,4980.0,,15890.0,5589.0,6000,6000,6000,6000,6000,9000,9000,1550243683,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190215_JV_088a3a0b81a69df1cdacc6b2aa3703ec,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190215_JV_088a3a0b81a69df1cdacc6b2aa3703ec,https://www.airbnb.com/s/homes,VM02-06-192.168.10.74,https://www.airbnb.com/s/homes,15,2,airbnb-homes,7,2019,200,Test Complete,18.1
24,4278.0,2835.0,2835.3149999966,2835.3099999949,6754,1778,9048.0,2835.0,0,1,718.0,6,3696408,3350292,77890,66402,0,,9661,4278,4278,2595,1789,6,2835,6471.0,2821,6471,6471,2835,2835.0,9664,9661,2361,1788,1788,31,12083.0,0.0,1550282023.045808,9662,9661,4278,4278,2195,2596,0,0,358700,424948,1,2835,6471.0,2822,6471,2835.3099999949,2835.0,12083,13299,47.0629865534,4163,1961460,157887,1667362,7100,0.95,0.93,0.2,17.014090909100002,2762.579,10301.774,10301.774,25349.920999992402,12173.0,0.38,1.0,9665,9662,9662,0,-1,-1,1,3000,261,224,261,193,0,68,0,1,85,99,-1,91,-1,-1,100,100,-1,0,0,2,0,1,0,20577,0,5836,,,3511,3385,5836.0,,16706.0,6402.0,7100,7100,7100,7100,7100,9000,9000,1550281995,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190216_BP_786a45c86a46fa10fcdd5bf8f985fb67,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190216_BP_786a45c86a46fa10fcdd5bf8f985fb67,https://www.airbnb.com/s/homes,VM04-01-192.168.10.80,https://www.airbnb.com/s/homes,15,2,airbnb-homes,7,2019,200,Test Complete,18.1
24,3855.0,2359.0,2359.9099999992,2359.9099999992,5985,1392,11224.0,2359.0,0,1,837.0,6,3498445,3317315,78797,66530,0,,9294,3854,3854,2176,1406,4,2359,5974.0,2140,5974,5974,2359,2359.0,9303,9294,1988,1405,1405,31,11795.0,0.0,1550287745.274808,9295,9295,3855,3855,1499,2176,0,0,336291,419753,1,2360,5974.0,2140,5974,2359.9099999992,2360.0,11795,12459,45.2761627907,4170,1962393,158943,1468363,6400,0.95,0.93,0.19,17.6128974359,2817.13,10105.206,10105.206,28087.315,11945.0,0.38,1.0,9304,9295,9295,0,-1,-1,1,2300,258,220,258,189,0,69,0,1,84,99,-1,90,-1,-1,100,100,-1,0,0,2,0,1,0,20458,0,5376,,,3130,2997,5376.0,,,5972.0,6400,6400,6400,6400,6400,9000,9000,1550287747,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190216_KJ_f9b1551b9037398ad295803a2a3b1d02,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190216_KJ_f9b1551b9037398ad295803a2a3b1d02,https://www.airbnb.com/s/homes,VM01-01-192.168.10.43,https://www.airbnb.com/s/homes,15,2,airbnb-homes,7,2019,200,Test Complete,18.1
24,4170.0,2762.0,2762.2949999932002,2762.2899999988,6217,1825,11233.0,2762.0,0,1,712.0,6,3772071,3426052,78771,66289,0,,9377,4169,4169,2578,1835,15,2762,6106.0,2747,6106,6106,2762,2762.0,9385,9377,2412,1834,1834,30,12220.0,0.0,1550325963.30029,9377,9378,4170,4170,2124,2579,0,0,362873,453661,1,2762,6106.0,2747,6106,2762.2899999988,2762.0,12220,11099,38.4882108183,4176,1974100,171260,1713350,6600,0.95,0.93,0.2,16.0,2744.893,10120.818000000001,10039.248,27633.155,11663.0,0.38,1.0,9386,9378,9377,0,-1,-1,1,2800,263,224,263,195,0,68,0,1,87,99,-1,91,-1,-1,100,100,-1,0,0,2,0,1,0,20152,0,5563,,,3529,3424,5563.0,,,6135.0,6600,6600,6600,6600,6600,9000,9000,1550325948,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190216_27_5c4e923914c878928b72e8b811b35fa3,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190216_27_5c4e923914c878928b72e8b811b35fa3,https://www.airbnb.com/s/homes,VM02-05-192.168.10.73,https://www.airbnb.com/s/homes,16,2,airbnb-homes,7,2019,200,Test Complete,18.1
24,,,4059.1699999986,4059.1649999988,5878,1312,,,0,1,718.0,6,3497743,3392274,85011,71644,0,,10587,2992,2992,2081,1320,13,4059,5725.0,2046,5725,5725,4059,4059.0,10595,10587,1888,1319,1319,32,,,1550331865.530745,10588,10587,2992,2992,1498,2081,0,0,242209,365704,1,4059,5726.0,2047,5726,4059.1649999988,4059.0,15753,12739,37.8041543027,4237,1959538,161567,1472188,6200,0.95,0.93,0.28,16.0,2809.2540000000013,10323.369,10168.591,10323.3690000019,11702.0,0.38,1.0,10596,10587,10588,0,-1,-1,1,4100,267,226,267,194,0,73,0,1,84,99,-1,90,-1,-1,100,100,-1,0,0,2,0,1,0,23572,0,5326,,,2827,2698,5326.0,,17617.0,5752.0,6200,6200,6200,6200,6200,9000,9000,1550331878,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190216_DK_8b59f7f2d2534b3b776f3edcf60c630f,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190216_DK_8b59f7f2d2534b3b776f3edcf60c630f,https://www.airbnb.com/s/homes,VM02-07-192.168.10.75,https://www.airbnb.com/s/homes,16,2,airbnb-homes,7,2019,200,Test Complete,18.1
