data.average.firstView.Colordepth,data.average.firstView.FirstInteractive,data.average.firstView.LastInteractive,data.average.firstView.PerformancePaintTiming.first-contentful-paint,data.average.firstView.PerformancePaintTiming.first-paint,data.average.firstView.SpeedIndex,data.average.firstView.TTFB,data.average.firstView.TTIMeasurementEnd,data.average.firstView.TimeToInteractive,data.average.firstView.aft,data.average.firstView.avgRun,data.average.firstView.basePageSSLTime,data.average.firstView.bigImageCount,data.average.firstView.bytesIn,data.average.firstView.bytesInDoc,data.average.firstView.bytesOut,data.average.firstView.bytesOutDoc,data.average.firstView.cached,data.average.firstView.chromeUserTiming.InteractiveTime,data.average.firstView.chromeUserTiming.domComplete,data.average.firstView.chromeUserTiming.domContentLoadedEventEnd,data.average.firstView.chromeUserTiming.domContentLoadedEventStart,data.average.firstView.chromeUserTiming.domInteractive,data.average.firstView.chromeUserTiming.domLoading,data.average.firstView.chromeUserTiming.fetchStart,data.average.firstView.chromeUserTiming.firstContentfulPaint,data.average.firstView.chromeUserTiming.firstImagePaint,data.average.firstView.chromeUserTiming.firstLayout,data.average.firstView.chromeUserTiming.firstMeaningfulPaint,data.average.firstView.chromeUserTiming.firstMeaningfulPaintCandidate,data.average.firstView.chromeUserTiming.firstPaint,data.average.firstView.chromeUserTiming.firstTextPaint,data.average.firstView.chromeUserTiming.loadEventEnd,data.average.firstView.chromeUserTiming.loadEventStart,data.average.firstView.chromeUserTiming.responseEnd,data.average.firstView.chromeUserTiming.unloadEventEnd,data.average.firstView.chromeUserTiming.unloadEventStart,data.average.firstView.connections,data.average.firstView.cpu.Idle,data.average.firstView.cpu.Paint,data.average.firstView.date,data.average.firstView.docTime,data.average.firstView.domComplete,data.average.firstView.domContentLoadedEventEnd,data.average.firstView.domContentLoadedEventStart,data.average.firstView.domElements,data.average.firstView.domInteractive,data.average.firstView.domLoading,data.average.firstView.domTime,data.average.firstView.effectiveBps,data.average.firstView.effectiveBpsDoc,data.average.firstView.final_base_page_request,data.average.firstView.firstContentfulPaint,data.average.firstView.firstImagePaint,data.average.firstView.firstLayout,data.average.firstView.firstMeaningfulPaint,data.average.firstView.firstPaint,data.average.firstView.firstTextPaint,data.average.firstView.fullyLoaded,data.average.firstView.fullyLoadedCPUms,data.average.firstView.fullyLoadedCPUpct,data.average.firstView.gzip_savings,data.average.firstView.gzip_total,data.average.firstView.image_savings,data.average.firstView.image_total,data.average.firstView.lastVisualChange,data.average.firstView.lighthouse.Accessibility,data.average.firstView.lighthouse.BestPractices,data.average.firstView.lighthouse.Performance,data.average.firstView.lighthouse.Performance.estimated-input-latency,data.average.firstView.lighthouse.Performance.first-contentful-paint,data.average.firstView.lighthouse.Performance.first-cpu-idle,data.average.firstView.lighthouse.Performance.first-meaningful-paint,data.average.firstView.lighthouse.Performance.interactive,data.average.firstView.lighthouse.Performance.speed-index,data.average.firstView.lighthouse.ProgressiveWebApp,data.average.firstView.lighthouse.SEO,data.average.firstView.loadEventEnd,data.average.firstView.loadEventStart,data.average.firstView.loadTime,data.average.firstView.maybeCaptcha,data.average.firstView.minify_savings,data.average.firstView.minify_total,data.average.firstView.optimization_checked,data.average.firstView.render,data.average.firstView.requests,data.average.firstView.requestsDoc,data.average.firstView.requestsFull,data.average.firstView.responses_200,data.average.firstView.responses_404,data.average.firstView.responses_other,data.average.firstView.result,data.average.firstView.run,data.average.firstView.score_cache,data.average.firstView.score_cdn,data.average.firstView.score_combine,data.average.firstView.score_compress,data.average.firstView.score_cookies,data.average.firstView.score_etags,data.average.firstView.score_gzip,data.average.firstView.score_keep-alive,data.average.firstView.score_minify,data.average.firstView.score_progressive_jpeg,data.average.firstView.server_rtt,data.average.firstView.smallImageCount,data.average.firstView.start_epoch,data.average.firstView.step,data.average.firstView.testStartOffset,data.average.firstView.test_run_time_ms,data.average.firstView.titleTime,data.average.firstView.userTime,data.average.firstView.userTime.component_render_end,data.average.firstView.userTime.component_render_start,data.average.firstView.userTime.core_execution_end,data.average.firstView.userTime.core_execution_start,data.average.firstView.userTime.with_airbnb_interactive_did_mount,data.average.firstView.userTimingMeasure.Component execution,data.average.firstView.userTimingMeasure.Google TTI Polyfill,data.average.firstView.userTimingMeasure.Time to AirbnbInteractive,data.average.firstView.visualComplete,data.average.firstView.visualComplete85,data.average.firstView.visualComplete90,data.average.firstView.visualComplete95,data.average.firstView.visualComplete99,data.bwDown,data.bwUp,data.completed,data.connectivity,data.from,data.fvonly,data.id,data.latency,data.location,data.mobile,data.plr,data.successfulFVRuns,data.summary,data.testUrl,data.tester,data.url,speedtracker.day,speedtracker.month,speedtracker.slug,speedtracker.week,speedtracker.year,statusCode,statusText,webPagetestVersion
24,,,2417.6999999981,2417.6999999981,6498,1432,,,0,1,796.0,6,3997896,3886894,80668,69578,0,,11991,3916,3916,2248,1442,15,2417,6049.0,2398,6049,6049,2417,2417.0,11995,11991,2056,1441,1441,31,,,1548701428.95065,11992,11991,3916,3916,2197,2249,0,0,281324,368077,1,2418,6049.0,2398,6049,2417.6999999981,2418.0,15643,14110,41.5733647613,4101,1964470,218016,1966744,6900,0.95,1.0,0.3,16.0,2717.364,9832.218,9832.218,9757.078000000001,11703.0,0.35,1.0,11995,11992,11992,0,-1,-1,1,2400,271,232,271,199,0,72,0,1,86,99,-1,89,-1,-1,100,100,-1,0,0,3,0,1,0,24578,0,5445,,,3157,3015,5445.0,,18557.0,6165.0,6900,6900,6900,6900,6900,9000,9000,1548701497,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190128_WP_b5d260a52e0a658b67464f4cb2daa2da,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190128_WP_b5d260a52e0a658b67464f4cb2daa2da,https://www.airbnb.com/s/homes,VM01-07-192.168.10.65,https://www.airbnb.com/s/homes,28,1,airbnb-homes,5,2019,200,Test Complete,18.1
24,,,2247.9000000021,2247.9000000021,6622,1304,,,0,1,757.0,6,3926848,3815845,74944,63852,0,11800.0,10461,3844,3844,2094,1314,20,2248,6437.0,2239,6437,6437,2248,2248.0,10465,10462,1887,1313,1313,30,,,1548701598.163643,10462,10462,3845,3845,2197,2094,0,0,277006,416667,1,2248,6438.0,2239,6438,2247.9000000021,2248.0,15480,13109,39.9451553931,4103,1960701,203416,1897375,7000,0.95,1.0,0.2,23.75235,2769.5570000000002,10402.421,10402.421,27295.658,12571.0,0.38,1.0,10465,10462,10462,0,-1,-1,1,2200,267,228,267,198,0,69,0,1,86,99,-1,90,-1,-1,100,100,-1,0,0,3,0,1,0,24014,0,5856,,,2982,2835,5856.0,,17935.0,6528.0,7000,7000,7000,7000,7000,9000,9000,1548701626,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190128_2K_d9b6092503e63588465b15985c843de3,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190128_2K_d9b6092503e63588465b15985c843de3,https://www.airbnb.com/s/homes,VM03-01-192.168.10.79,https://www.airbnb.com/s/homes,28,1,airbnb-homes,5,2019,200,Test Complete,18.1
24,3655.0,2192.0,2192.9000000091,2192.8000000044,5673,1314,10670.0,2192.0,0,1,730.0,5,3893397,3533433,75542,64247,0,,8866,3655,3654,2060,1322,11,2192,5430.0,2184,5430,5430,2192,2192.0,8876,8866,1900,1321,1321,32,11732.0,0.0,1548745091.270711,8867,8866,3655,3655,2199,2060,0,0,373718,467818,1,2193,5431.0,2185,5431,2192.8000000044,2193.0,11732,10979,39.8403483309,4102,1922786,206549,1902741,6000,0.95,1.0,0.2,17.8432972973,2687.406,10180.669,9861.125,25741.423,11901.0,0.38,1.0,8876,8867,8867,0,-1,-1,1,2200,263,223,263,196,0,67,0,1,86,99,-1,90,-1,-1,100,100,-1,0,0,3,0,1,0,19756,0,4974,,,3008,2883,4974.0,,,5539.0,6000,6000,6000,6000,6000,9000,9000,1548745123,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190129_NC_f106c70cdd82f7e42919e45b856dff16,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190129_NC_f106c70cdd82f7e42919e45b856dff16,https://www.airbnb.com/s/homes,VM03-08-192.168.10.87,https://www.airbnb.com/s/homes,29,1,airbnb-homes,5,2019,200,Test Complete,18.1
24,3991.0,2675.0,2675.0000000029,2675.0000000029,5830,1728,12027.0,2675.0,0,1,706.0,6,4251630,4057654,78814,67540,0,,10349,3990,3990,2501,1736,17,2675,5702.0,2663,5702,5702,2675,2675.0,10360,10349,2365,1735,1735,33,14540.0,0.0,1548745676.65943,10349,10349,3991,3991,2215,2502,0,0,331847,470670,1,2675,5703.0,2663,5703,2675.0000000029,2675.0,14540,11979,41.9174247726,4104,1967712,258911,2116719,6200,0.95,1.0,0.21,21.2262631579,2666.357,9846.015,9279.53,24509.561,12031.0,0.38,0.91,10361,10349,10349,0,-1,-1,1,2700,272,232,272,201,0,71,0,1,87,99,-1,88,-1,-1,100,100,-1,0,0,3,0,1,0,21443,0,5196,,,3077,2937,5196.0,,,5759.0,6200,6200,6200,6200,6200,9000,9000,1548745675,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190129_83_c678165be67bad7c331955c0c4216999,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190129_83_c678165be67bad7c331955c0c4216999,https://www.airbnb.com/s/homes,VM04-07-192.168.10.95,https://www.airbnb.com/s/homes,29,1,airbnb-homes,5,2019,200,Test Complete,18.1
24,3765.0,2317.0,2317.1000000002,2317.1000000002,6012,1364,8686.0,2317.0,0,1,712.0,5,4009464,3815502,73310,62974,0,,9952,3764,3764,2153,1374,25,2317,5831.0,2301,5831,5831,2317,2317.0,9955,9952,1951,1373,1373,30,11819.0,0.0,1548789190.816325,9952,9953,3765,3765,2196,2154,0,0,383497,444282,1,2317,5832.0,2302,5832,2317.1000000002,2317.0,11819,11619,41.873873873899996,4109,1960843,231233,1979978,6400,0.95,0.93,0.24,20.6283333333,2130.342,9417.287,8916.42,25016.603,10867.0,0.38,0.91,9956,9953,9952,0,-1,-1,1,2300,261,223,261,195,0,66,0,1,87,99,-1,89,-1,-1,100,100,-1,0,0,3,0,1,0,20124,0,5288,,,3049,2889,5288.0,,,5806.0,6400,6400,6400,6400,6400,9000,9000,1548789206,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190129_XV_eb53c26e9ca76d9d19f05bd77d1a5948,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190129_XV_eb53c26e9ca76d9d19f05bd77d1a5948,https://www.airbnb.com/s/homes,VM01-08-192.168.10.66,https://www.airbnb.com/s/homes,29,1,airbnb-homes,5,2019,200,Test Complete,18.1
24,3839.0,2369.0,2369.5000000007,2369.5000000007,5840,1375,8630.0,2369.0,0,1,734.0,5,3971008,3777062,74543,64337,0,,9854,3838,3838,2201,1390,6,2369,5595.0,2357,5594,5594,2369,2369.0,9856,9854,1996,1386,1386,30,11732.0,0.0,1548789879.6675339,9854,9854,3839,3839,2196,2201,0,0,383412,445460,1,2369,5595.0,2358,5595,2369.5000000007,2369.0,11732,12030,43.3201296363,4120,1923246,231258,1979966,6300,0.95,0.93,0.21,18.5446333333,2714.886,9904.148000000001,9904.148000000001,25472.31600000001,11389.0,0.38,1.0,9857,9854,9854,0,-1,-1,1,2400,261,224,261,194,0,67,0,1,86,99,-1,89,-1,-1,100,100,-1,0,0,3,0,1,0,19958,0,5108,,,3169,3031,5108.0,,,5704.0,6300,6300,6300,6300,6300,9000,9000,1548789877,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190129_KK_438d6c5a06b9bf51412307b4c7adb110,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190129_KK_438d6c5a06b9bf51412307b4c7adb110,https://www.airbnb.com/s/homes,VM04-06-192.168.10.94,https://www.airbnb.com/s/homes,29,1,airbnb-homes,5,2019,200,Test Complete,18.1
24,4124.0,2578.0,2578.2999999938,2578.2999999938,6024,1589,12108.0,2578.0,0,1,800.0,6,3754764,3560724,80220,69556,0,,10271,4124,4124,2411,1599,14,2578,5775.0,2558,5775,5775,2578,2578.0,10286,10271,2179,1598,1598,32,14639.0,44.0,1548833197.342173,10272,10271,4124,4124,2198,2411,0,0,286754,410079,1,2578,5776.0,2558,5776,2578.2999999938,2578.0,14683,12620,43.071672354899995,4112,1949081,171759,1740785,6400,0.95,0.93,0.16,18.1537647059,3434.172,11165.163999999999,11165.163999999999,26989.705,12942.0,0.38,1.0,10286,10272,10272,0,-1,-1,1,2600,267,228,267,196,0,71,0,1,86,99,-1,91,-1,-1,100,100,-1,0,0,3,0,1,0,21956,0,5333,,,3377,3214,5333.0,,,5843.0,6400,6400,6400,6400,6400,9000,9000,1548833219,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190130_D7_a5823d6a88f6b335384984b7c079ecd9,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190130_D7_a5823d6a88f6b335384984b7c079ecd9,https://www.airbnb.com/s/homes,VM01-04-192.168.10.62,https://www.airbnb.com/s/homes,30,1,airbnb-homes,5,2019,200,Test Complete,18.1
24,3628.0,2210.0,2210.2149999992002,2210.2099999975,5916,1291,8450.0,2210.0,0,1,708.0,6,3858599,3756118,75588,64908,0,,10193,3627,3627,2051,1311,7,2210,5832.0,2013,5832,5832,2210,2210.0,10202,10193,1848,1310,1310,31,12100.0,0.0,1548872267.039355,10194,10194,3628,3628,2196,2052,0,0,356980,421893,1,2210,5833.0,2013,5833,2210.2099999975,2210.0,12100,13669,48.3209614705,4123,1940285,192603,1849823,6300,0.95,0.93,0.11,23.4127222222,8049.5,10831.078000000001,10831.078000000001,10721.0949999962,13388.0,0.38,1.0,10203,10194,10194,0,-1,-1,1,2200,260,228,260,193,0,67,0,1,85,99,-1,90,-1,-1,100,100,-1,0,0,2,0,1,0,20939,0,5174,,,3014,2849,5174.0,,,5841.0,6300,6200,6300,6300,6300,9000,9000,1548872298,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190130_SG_ca4751d817d3b5ba28f925583a2b60ef,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190130_SG_ca4751d817d3b5ba28f925583a2b60ef,https://www.airbnb.com/s/homes,VM01-08-192.168.10.66,https://www.airbnb.com/s/homes,30,1,airbnb-homes,5,2019,200,Test Complete,18.1
24,3867.0,2680.0,2680.5700000004,2680.5650000023998,6368,1295,11488.0,2680.0,0,1,724.0,6,3800625,3614000,76161,64320,0,,9770,3867,3867,2545,1304,5,2680,6108.0,2673,6108,6108,2680,2680.0,9774,9770,1895,1303,1303,34,11680.0,44.0,1548877298.747712,9770,9770,3867,3867,2198,2545,0,0,364428,426430,1,2681,6109.0,2673,6109,2680.5650000023998,2681.0,11724,12429,45.43128654970001,4118,1981472,174630,1750618,6700,0.95,0.93,0.2,17.157142857100002,2718.7129999999997,10043.7,10043.7,28736.16,12140.0,0.38,1.0,9774,9770,9770,0,-1,-1,1,2700,262,224,262,195,0,67,0,1,85,99,-1,91,-1,-1,100,100,-1,0,0,2,0,1,0,20207,0,5504,,,3006,2874,5504.0,,,6064.0,6700,6700,6700,6700,6700,9000,9000,1548877319,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190130_2Q_d23d0b51ba8f5152493f6a9bb068c6ec,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190130_2Q_d23d0b51ba8f5152493f6a9bb068c6ec,https://www.airbnb.com/s/homes,VM03-03-192.168.10.82,https://www.airbnb.com/s/homes,30,1,airbnb-homes,5,2019,200,Test Complete,18.1
24,3735.0,2246.0,2246.5149999989003,2246.5149999989003,5652,1267,11224.0,2246.0,0,1,720.0,6,3802614,3616016,76247,64511,0,,9502,3735,3735,2090,1279,11,2246,5522.0,2043,5522,5522,2246,2246.0,9506,9502,1853,1278,1278,31,11478.0,0.0,1548877991.205209,9503,9503,3735,3735,2198,2090,0,0,372403,439050,1,2247,5523.0,2043,5523,2246.5149999989003,2247.0,11478,12559,46.5012958164,4117,1984525,174634,1750587,6000,0.95,0.93,0.41,16.0,2849.784,24344.793999999998,24344.793999999998,67122.2820000038,2979.0,0.38,1.0,9506,9503,9503,0,-1,-1,1,2200,261,224,261,194,0,67,0,1,85,99,-1,91,-1,-1,100,100,-1,0,0,2,0,1,0,20231,0,4964,,,3021,2878,4964.0,,,5631.0,6000,6000,6000,6000,6000,9000,9000,1548878054,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190130_5M_dfe33caace9d3ef6fdc159ff8b8b8eb6,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190130_5M_dfe33caace9d3ef6fdc159ff8b8b8eb6,https://www.airbnb.com/s/homes,VM02-03-192.168.10.71,https://www.airbnb.com/s/homes,30,1,airbnb-homes,5,2019,200,Test Complete,18.1
24,4129.0,2709.0,2709.605,2709.605,6169,1867,11474.0,2709.0,0,1,697.0,6,4044669,3694213,77634,65295,0,,9784,4129,4129,2566,1880,7,2709,5874.0,2699,5874,5874,2709,2709.0,9798,9784,2441,1879,1879,33,12267.0,0.0,1548920601.7350788,9784,9784,4129,4129,2199,2566,0,0,388910,466617,1,2710,5874.0,2700,5874,2709.605,2710.0,12267,12129,42.7112676056,2976,1963060,227207,1998199,6800,0.95,0.93,0.13,17.1921578947,3742.243,11701.877,11701.877,25961.429,14018.0,0.38,1.0,9799,9784,9784,0,-1,-1,1,2700,261,222,261,195,0,66,0,1,66,99,-1,89,-1,-1,100,100,-1,13,0,2,0,1,0,21255,0,5445,,,3230,3096,5445.0,,16666.0,5895.0,6800,6800,6800,6800,6800,9000,9000,1548920615,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190131_ED_d73a04a7e3f8e9e5a1cf3aa85e4986e5,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190131_ED_d73a04a7e3f8e9e5a1cf3aa85e4986e5,https://www.airbnb.com/s/homes,VM01-03-192.168.10.61,https://www.airbnb.com/s/homes,31,1,airbnb-homes,5,2019,200,Test Complete,18.1
24,5254.0,3412.0,3412.6250000045,3412.6200000028,7820,2429,17393.0,3412.0,0,1,706.0,6,3981604,3873975,82123,69969,0,,12045,5254,5254,3145,2445,20,3412,7821.0,3110,7821,7821,3412,3412.0,12049,12045,2965,2444,2444,33,17373.0,0.0,1548922053.911435,12045,12045,5254,5254,2197,3146,0,0,266434,402867,1,3413,7821.0,3110,7821,3412.6200000028,3413.0,17373,17379,48.0110497238,2976,1963702,198651,1933184,8600,0.95,0.93,0.16,21.32464,3348.256,10920.354,10920.354,25260.092,14010.0,0.38,1.0,12050,12046,12045,0,-1,-1,1,3400,268,230,268,198,0,70,0,1,66,99,-1,90,-1,-1,100,100,-1,14,0,2,0,1,0,28199,0,7070,,,4002,3786,7070.0,,18807.0,7812.0,8400,8300,8300,8300,8300,9000,9000,1548922054,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190131_XA_a978efbb1216ac8508340677af9e37f3,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190131_XA_a978efbb1216ac8508340677af9e37f3,https://www.airbnb.com/s/homes,VM04-07-192.168.10.95,https://www.airbnb.com/s/homes,31,1,airbnb-homes,5,2019,200,Test Complete,18.1
24,3910.0,2281.0,2281.9399999971,2281.9399999971,6092,1421,11888.0,2281.0,0,1,714.0,6,3938301,3751670,77598,64977,0,,10010,3909,3909,2173,1431,10,2281,5752.0,2144,5752,5752,2281,2281.0,10033,10010,2001,1430,1430,31,12365.0,0.0,1548964718.0866199,10010,10010,3910,3910,2199,2174,0,0,359859,436799,1,2282,5753.0,2145,5753,2281.9399999971,2282.0,12365,12550,44.096978215,4148,1959375,216699,1911520,6500,0.95,0.93,0.26,18.692999999999998,2761.4109999999996,10905.036,10417.408000000001,10905.0359999962,12303.0,0.38,1.0,10034,10011,10010,0,-1,-1,1,2300,264,225,264,196,0,68,0,1,85,99,-1,89,-1,-1,100,100,-1,0,0,2,0,1,0,21242,0,5278,,,3277,3160,5278.0,,,5845.0,6500,6500,6500,6500,6500,9000,9000,1548964751,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190131_W6_c5b609f857141fd2ae04cdcf11bbcf6a,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190131_W6_c5b609f857141fd2ae04cdcf11bbcf6a,https://www.airbnb.com/s/homes,VM02-03-192.168.10.71,https://www.airbnb.com/s/homes,31,1,airbnb-homes,5,2019,200,Test Complete,18.1
24,,,2263.4150000013,2263.4099999996,6617,1309,,,0,1,734.0,6,4040572,3932940,79616,65980,0,,10779,3501,3501,2099,1318,23,2263,6397.0,2061,6397,6397,2263,2263.0,10797,10780,1896,1318,1318,34,,,1548966144.108566,10780,10779,3501,3501,2199,2099,0,0,283250,415261,1,2263,6398.0,2061,6398,2263.4099999996,2263.0,15574,16720,50.225292880699996,2976,1903604,216368,2047068,7200,0.95,0.93,0.15,21.2418,3575.2070000000012,11339.92,11339.92,25669.449,13949.0,0.38,1.0,10797,10780,10780,0,-1,-1,1,2300,274,233,274,201,0,73,0,1,64,99,-1,90,-1,-1,100,100,-1,13,0,2,0,1,0,25594,0,5691,,,2759,2623,5691.0,,19057.0,6418.0,7200,7200,7200,7200,7200,9000,9000,1548966153,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190131_TB_0548235015885fc8e7d53d7e8732222b,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190131_TB_0548235015885fc8e7d53d7e8732222b,https://www.airbnb.com/s/homes,VM02-05-192.168.10.73,https://www.airbnb.com/s/homes,31,1,airbnb-homes,5,2019,200,Test Complete,18.1
24,3585.0,2188.0,2188.2800000020998,2188.2599999954,5484,1280,11887.0,2188.0,0,1,706.0,6,4018469,3829752,79513,65377,0,,10182,3585,3585,2075,1309,10,2188,5265.0,2043,5265,5265,2188,2188.0,10201,10182,1857,1308,1308,31,15359.0,0.0,1549007960.297335,10182,10182,3585,3585,2199,2075,0,0,285422,430212,1,2188,5265.0,2043,5265,2188.2599999954,2188.0,15359,12640,37.8443113772,4141,1962243,230018,1987903,5800,0.95,0.86,0.19,17.3132142857,2722.4109999999996,11030.23,11030.23,26671.767000015298,12836.0,0.38,1.0,10201,10182,10182,0,-1,-1,1,2200,270,225,270,200,0,70,0,1,85,99,-1,89,-1,-1,100,100,-1,0,0,2,0,1,0,23852,0,4843,,,2962,2844,4843.0,,18075.0,5340.0,5800,5800,5800,5800,5800,9000,9000,1549007980,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190201_FB_dea967475bf2de3faf49d92e1aaefcbc,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190201_FB_dea967475bf2de3faf49d92e1aaefcbc,https://www.airbnb.com/s/homes,VM03-04-192.168.10.83,https://www.airbnb.com/s/homes,1,2,airbnb-homes,5,2019,200,Test Complete,18.1
24,3769.0,2329.0,2329.1099999988,2329.1049999989,5757,1406,12383.0,2329.0,0,1,869.0,6,3979336,3790676,82913,70262,0,,10736,3769,3769,2192,1416,8,2329,5590.0,2159,5590,5590,2329,2329.0,10739,10736,2014,1414,1414,31,15506.0,0.0,1549010255.89578,10736,10736,3769,3769,2197,2193,0,0,282222,406288,1,2329,5590.0,2159,5590,2329.1049999989,2329.0,15506,13629,41.4285714286,4150,1925498,230026,1987911,6200,0.95,0.93,0.21,20.07735,2735.305,9960.478000000001,9934.444,26470.795,11384.0,0.38,1.0,10740,10737,10736,0,-1,-1,1,2300,271,229,271,198,0,73,0,1,85,99,-1,89,-1,-1,100,100,-1,0,0,2,0,1,0,24620,0,5037,,,3122,2999,5037.0,,17034.0,5666.0,6200,6200,6200,6200,6200,9000,9000,1549010253,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190201_3W_b1eea6912b41409bf19ad20397285b3d,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190201_3W_b1eea6912b41409bf19ad20397285b3d,https://www.airbnb.com/s/homes,VM04-05-192.168.10.93,https://www.airbnb.com/s/homes,1,2,airbnb-homes,5,2019,200,Test Complete,18.1
24,3813.0,2340.0,2340.110000001,2340.1049999992997,7393,1402,12035.0,2340.0,0,1,732.0,6,3939511,3834948,83593,70488,0,,10389,3812,3812,2220,1413,21,2340,7356.0,2175,7356,7356,2340,2340.0,10406,10389,1988,1412,1412,31,15512.0,0.0,1549052064.4395962,10389,10390,3813,3813,2195,2221,0,0,279199,426721,1,2340,7357.0,2175,7357,2340.1049999992997,2340.0,15512,14000,42.5790754258,4136,1922877,223427,1950782,7700,0.95,0.93,0.14,19.572913043499998,3603.555,11338.86,10971.136999999999,28599.8060000038,13151.0,0.38,1.0,10407,10390,10389,0,-1,-1,1,2300,272,232,272,201,0,71,0,1,87,99,-1,89,-1,-1,100,100,-1,0,0,3,0,1,0,23988,0,6683,,,3156,2993,6683.0,,17265.0,7311.0,7700,7700,7700,7700,7700,9000,9000,1549052088,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190201_DV_cdc9ca8454db924e93d6387a81dca474,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190201_DV_cdc9ca8454db924e93d6387a81dca474,https://www.airbnb.com/s/homes,VM03-06-192.168.10.85,https://www.airbnb.com/s/homes,1,2,airbnb-homes,5,2019,200,Test Complete,18.1
24,,,2270.0100000002,2270.0049999985,6213,1325,,,0,1,710.0,6,4000892,3812293,83920,70268,0,,10750,3716,3716,2115,1336,14,2270,5790.0,2251,5790,5790,2270,2270.0,10762,10750,1908,1334,1334,32,,,1549054345.0703,10751,10751,3717,3717,2198,2115,0,0,279763,404444,1,2270,5791.0,2252,5791,2270.0049999985,2270.0,15626,14610,44.192377495500004,4140,1964129,223413,1971020,6600,0.95,0.93,0.19,20.3103333333,2793.888,11105.409,10699.846000000001,27398.53,12576.0,0.38,1.0,10762,10751,10751,0,-1,-1,1,2300,273,229,273,200,0,73,0,1,86,99,-1,89,-1,-1,100,100,-1,0,0,2,0,1,0,24800,0,5145,,,3030,2907,5145.0,,17739.0,5891.0,6600,6600,6600,6600,6600,9000,9000,1549054358,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190201_RN_e75d0e3dc294b7d7b2b0765632031b15,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190201_RN_e75d0e3dc294b7d7b2b0765632031b15,https://www.airbnb.com/s/homes,VM02-02-192.168.10.70,https://www.airbnb.com/s/homes,1,2,airbnb-homes,5,2019,200,Test Complete,18.1
