data.average.firstView,data.average.firstView.Colordepth,data.average.firstView.FirstInteractive,data.average.firstView.FirstPaintedHero,data.average.firstView.LastInteractive,data.average.firstView.LastPaintedHero,data.average.firstView.PerformancePaintTiming.first-contentful-paint,data.average.firstView.PerformancePaintTiming.first-paint,data.average.firstView.SpeedIndex,data.average.firstView.TTFB,data.average.firstView.TTIMeasurementEnd,data.average.firstView.TimeToInteractive,data.average.firstView.aft,data.average.firstView.avgRun,data.average.firstView.basePageSSLTime,data.average.firstView.bigImageCount,data.average.firstView.bytesIn,data.average.firstView.bytesInDoc,data.average.firstView.bytesOut,data.average.firstView.bytesOutDoc,data.average.firstView.cached,data.average.firstView.chromeUserTiming.InteractiveTime,data.average.firstView.chromeUserTiming.domComplete,data.average.firstView.chromeUserTiming.domContentLoadedEventEnd,data.average.firstView.chromeUserTiming.domContentLoadedEventStart,data.average.firstView.chromeUserTiming.domInteractive,data.average.firstView.chromeUserTiming.domLoading,data.average.firstView.chromeUserTiming.fetchStart,data.average.firstView.chromeUserTiming.firstContentfulPaint,data.average.firstView.chromeUserTiming.firstImagePaint,data.average.firstView.chromeUserTiming.firstLayout,data.average.firstView.chromeUserTiming.firstMeaningfulPaint,data.average.firstView.chromeUserTiming.firstMeaningfulPaintCandidate,data.average.firstView.chromeUserTiming.firstPaint,data.average.firstView.chromeUserTiming.firstTextPaint,data.average.firstView.chromeUserTiming.loadEventEnd,data.average.firstView.chromeUserTiming.loadEventStart,data.average.firstView.chromeUserTiming.responseEnd,data.average.firstView.chromeUserTiming.unloadEventEnd,data.average.firstView.chromeUserTiming.unloadEventStart,data.average.firstView.connections,data.average.firstView.cpu.Idle,data.average.firstView.cpu.Paint,data.average.firstView.date,data.average.firstView.docTime,data.average.firstView.domComplete,data.average.firstView.domContentLoadedEventEnd,data.average.firstView.domContentLoadedEventStart,data.average.firstView.domElements,data.average.firstView.domInteractive,data.average.firstView.domLoading,data.average.firstView.domTime,data.average.firstView.effectiveBps,data.average.firstView.effectiveBpsDoc,data.average.firstView.final_base_page_request,data.average.firstView.firstContentfulPaint,data.average.firstView.firstImagePaint,data.average.firstView.firstLayout,data.average.firstView.firstMeaningfulPaint,data.average.firstView.firstPaint,data.average.firstView.firstTextPaint,data.average.firstView.fullyLoaded,data.average.firstView.fullyLoadedCPUms,data.average.firstView.fullyLoadedCPUpct,data.average.firstView.gzip_savings,data.average.firstView.gzip_total,data.average.firstView.heroElementTimes.BackgroundImage,data.average.firstView.heroElementTimes.FirstPaintedHero,data.average.firstView.heroElementTimes.Heading,data.average.firstView.heroElementTimes.Image,data.average.firstView.heroElementTimes.LastPaintedHero,data.average.firstView.image_savings,data.average.firstView.image_total,data.average.firstView.lastVisualChange,data.average.firstView.lighthouse.Accessibility,data.average.firstView.lighthouse.BestPractices,data.average.firstView.lighthouse.Performance,data.average.firstView.lighthouse.Performance.estimated-input-latency,data.average.firstView.lighthouse.Performance.first-contentful-paint,data.average.firstView.lighthouse.Performance.first-cpu-idle,data.average.firstView.lighthouse.Performance.first-meaningful-paint,data.average.firstView.lighthouse.Performance.interactive,data.average.firstView.lighthouse.Performance.max-potential-fid,data.average.firstView.lighthouse.Performance.speed-index,data.average.firstView.lighthouse.ProgressiveWebApp,data.average.firstView.lighthouse.SEO,data.average.firstView.loadEventEnd,data.average.firstView.loadEventStart,data.average.firstView.loadTime,data.average.firstView.maybeCaptcha,data.average.firstView.minify_savings,data.average.firstView.minify_total,data.average.firstView.optimization_checked,data.average.firstView.render,data.average.firstView.requests,data.average.firstView.requestsDoc,data.average.firstView.requestsFull,data.average.firstView.responses_200,data.average.firstView.responses_404,data.average.firstView.responses_other,data.average.firstView.result,data.average.firstView.run,data.average.firstView.score_cache,data.average.firstView.score_cdn,data.average.firstView.score_combine,data.average.firstView.score_compress,data.average.firstView.score_cookies,data.average.firstView.score_etags,data.average.firstView.score_gzip,data.average.firstView.score_keep-alive,data.average.firstView.score_minify,data.average.firstView.score_progressive_jpeg,data.average.firstView.server_rtt,data.average.firstView.smallImageCount,data.average.firstView.start_epoch,data.average.firstView.step,data.average.firstView.testStartOffset,data.average.firstView.test_run_time_ms,data.average.firstView.titleTime,data.average.firstView.userTime,data.average.firstView.userTime.optimizely_blockBegin,data.average.firstView.userTime.optimizely_blockEnd,data.average.firstView.userTime.optimizely_projectJSBegin,data.average.firstView.userTime.optimizely_projectJSEnd,data.average.firstView.visualComplete,data.average.firstView.visualComplete85,data.average.firstView.visualComplete90,data.average.firstView.visualComplete95,data.average.firstView.visualComplete99,data.bwDown,data.bwUp,data.completed,data.connectivity,data.from,data.fvonly,data.id,data.latency,data.location,data.mobile,data.plr,data.successfulFVRuns,data.summary,data.testRuns,data.testUrl,data.tester,data.url,speedtracker.day,speedtracker.month,speedtracker.slug,speedtracker.week,speedtracker.year,statusCode,statusText,webPagetestVersion
,24.0,5410.0,,4225.0,,4225.0050000002,4225.0050000002,5230.0,2058.0,7951.0,,0.0,1.0,897.0,1.0,1986685.0,1973325.0,79846.0,76479.0,0.0,,9706.0,5409.0,5295.0,5295.0,2065.0,7.0,4225.0,4568.0,3581.0,5008.0,5008.0,4225.0,,9752.0,9707.0,2244.0,2064.0,2064.0,42.0,13958.0,0.0,1553124196.268193,9707.0,9707.0,5410.0,5295.0,3393.0,5295.0,0.0,0.0,166948.0,257984.0,2.0,4225.0,4569.0,3581.0,5008.0,4225.0050000002,,13958.0,13390.0,46.428571428599994,320788.0,1615105.0,,,,,,15306.0,347017.0,8500.0,0.76,0.64,0.18,61.2211428571,5052.359,15794.063,6010.623000000001,15794.0630000076,,7049.0,0.23,0.73,9752.0,9707.0,9707.0,0.0,-1.0,-1.0,1.0,4200.0,215.0,158.0,215.0,174.0,0.0,41.0,0.0,1.0,45.0,94.0,-1.0,96.0,-1.0,-1.0,81.0,100.0,-1.0,79.0,0.0,47.0,0.0,1.0,0.0,20264.0,0.0,3554.0,3554.0,,,,8500.0,5000.0,5500.0,8500.0,8500.0,9000,9000,1553124147,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190320_E7_b3dfadf0941e35e4351f9adcaac7a35b,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190320_E7_b3dfadf0941e35e4351f9adcaac7a35b,,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,VM01-03-192.168.10.61,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,20,3,freshdirect-search,12,2019,200,Test Complete,18.1
,24.0,5830.0,,4509.0,,4509.865,4509.8600000019,5328.0,734.0,12206.0,4509.0,0.0,1.0,,0.0,1899162.0,1885377.0,79648.0,76272.0,0.0,,9911.0,5830.0,5696.0,5696.0,2277.0,12.0,4509.0,4849.0,3910.0,5525.0,5525.0,4509.0,,9960.0,9911.0,2444.0,2275.0,2275.0,40.0,14095.0,107.0,1553168336.319159,9911.0,9911.0,5830.0,5696.0,3465.0,5696.0,0.0,0.0,141012.0,205445.0,0.0,4510.0,4849.0,3910.0,5526.0,4509.8600000019,,14202.0,14119.0,49.8235709245,324206.0,1612248.0,,,,,,15306.0,261418.0,14200.0,0.76,0.64,0.19,44.1263571429,5202.85,10970.077,6390.839,15756.698,,7079.0,0.23,0.73,9961.0,9911.0,9911.0,0.0,-1.0,-1.0,1.0,4500.0,208.0,155.0,208.0,171.0,0.0,37.0,0.0,1.0,45.0,94.0,-1.0,95.0,-1.0,-1.0,80.0,100.0,-1.0,80.0,0.0,48.0,0.0,1.0,0.0,22131.0,0.0,3879.0,3879.0,,,,8700.0,5300.0,5900.0,6800.0,8600.0,9000,9000,1553168264,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190321_1N_39a8c1e9e21e936d7bc2df87a5598e5c,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190321_1N_39a8c1e9e21e936d7bc2df87a5598e5c,,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,VM02-08-192.168.10.76,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,21,3,freshdirect-search,12,2019,200,Test Complete,18.1
,24.0,5167.0,,4134.0,,4134.2399999994,4134.2349999977005,5153.0,827.0,7984.0,,0.0,1.0,,0.0,1925471.0,1912176.0,78909.0,76253.0,0.0,,9303.0,5167.0,5064.0,5064.0,2271.0,8.0,4134.0,4416.0,3681.0,4831.0,4831.0,4134.0,,9345.0,9303.0,2498.0,2270.0,2270.0,40.0,13637.0,0.0,1553212385.044903,9304.0,9303.0,5167.0,5064.0,3425.0,5064.0,0.0,0.0,150309.0,225572.0,0.0,4134.0,4416.0,3681.0,4832.0,4134.2349999977005,,13637.0,11210.0,41.2283927915,320664.0,1608563.0,,,,,,15306.0,291277.0,13700.0,0.76,0.64,0.17,43.0802307692,5203.068,10885.594,6639.584,17016.235,,7446.0,0.23,0.73,9345.0,9303.0,9304.0,0.0,-1.0,-1.0,1.0,4200.0,212.0,157.0,212.0,174.0,0.0,38.0,0.0,1.0,45.0,94.0,-1.0,95.0,-1.0,-1.0,81.0,100.0,-1.0,100.0,0.0,47.0,0.0,1.0,0.0,20093.0,0.0,3652.0,3652.0,,,,8300.0,5300.0,8000.0,8000.0,8000.0,9000,9000,1553212333,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190321_3M_ba41e7cbee69e81127113d421a1bd38b,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190321_3M_ba41e7cbee69e81127113d421a1bd38b,,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,VM01-04-192.168.10.62,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,21,3,freshdirect-search,12,2019,200,Test Complete,18.1
,24.0,6739.0,,5597.0,,5597.35,5597.3450000001,6961.0,761.0,9698.0,6739.0,0.0,1.0,,0.0,1829868.0,1817505.0,84237.0,80545.0,0.0,10384.0,17264.0,6739.0,6641.0,6641.0,3431.0,17.0,5597.0,5887.0,5037.0,6270.0,6270.0,5597.0,,17331.0,17264.0,3608.0,3430.0,3430.0,42.0,19817.0,0.0,1553344719.527952,17265.0,17264.0,6739.0,6641.0,3367.0,6641.0,0.0,0.0,96025.0,110125.0,0.0,5597.0,5887.0,5037.0,6270.0,5597.3450000001,,19817.0,16719.0,38.1822333866,94704.0,1518390.0,,,,,,15306.0,285733.0,21900.0,0.76,0.64,0.15,33.5213125,5770.476,10309.232,6665.939,16364.239,,7655.0,0.23,0.73,17331.0,17264.0,17265.0,0.0,-1.0,-1.0,1.0,5600.0,227.0,218.0,227.0,183.0,0.0,44.0,0.0,1.0,45.0,94.0,-1.0,95.0,-1.0,-1.0,94.0,100.0,-1.0,100.0,0.0,48.0,0.0,1.0,0.0,29526.0,0.0,5006.0,5006.0,,,,9800.0,8600.0,9800.0,9800.0,9800.0,9000,9000,1553344651,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190323_4P_72d7583a5e96daaa678443bdfeb94a99,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190323_4P_72d7583a5e96daaa678443bdfeb94a99,,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,VM02-03-192.168.10.71,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,23,3,freshdirect-search,12,2019,200,Test Complete,18.1
[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000,9000,1553388689,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190324_WJ_e0ee8415706206c07463c8c0a4a56399,170,Dulles:Chrome,0,,0,https://www.webpagetest.org/results.php?test=190324_WJ_e0ee8415706206c07463c8c0a4a56399,,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,VM01-02-192.168.10.60,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,23,3,freshdirect-search,12,2019,200,Test Complete,18.1
,24.0,5844.0,,4460.0,,4460.6800000038,4460.6750000094,5636.0,2260.0,9040.0,,0.0,1.0,883.0,0.0,1827383.0,1813249.0,82531.0,79832.0,0.0,,10236.0,5844.0,5746.0,5746.0,2272.0,16.0,4460.0,4889.0,3759.0,5481.0,5481.0,4460.0,,10298.0,10236.0,2448.0,2271.0,2271.0,40.0,14619.0,0.0,1553432875.037366,10237.0,10236.0,5844.0,5746.0,3382.0,5746.0,0.0,0.0,147858.0,227309.0,2.0,4461.0,4889.0,3760.0,5481.0,4460.6750000094,,14619.0,14140.0,48.8091128754,96617.0,1518688.0,,,,,,15306.0,283656.0,14600.0,0.76,0.64,0.03,72.7511428571,9146.618,14738.495,10570.268,19948.898,,11284.0,0.23,0.73,10298.0,10237.0,10237.0,0.0,-1.0,-1.0,1.0,4500.0,212.0,156.0,212.0,174.0,0.0,38.0,0.0,1.0,45.0,94.0,-1.0,95.0,-1.0,-1.0,94.0,100.0,-1.0,100.0,0.0,47.0,0.0,1.0,0.0,21565.0,0.0,3711.0,3711.0,,,,9000.0,5400.0,7900.0,8900.0,8900.0,9000,9000,1553432783,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190324_PS_3cb4640437605680b5f6ff4d39751742,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190324_PS_3cb4640437605680b5f6ff4d39751742,,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,VM04-05-192.168.10.93,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,24,3,freshdirect-search,12,2019,200,Test Complete,18.1
,24.0,5683.0,,4571.0,,4571.235000000301,4571.2300000005,5819.0,1340.0,8693.0,,0.0,1.0,,0.0,1841112.0,1827233.0,83284.0,80902.0,0.0,,11164.0,5683.0,5573.0,5573.0,2186.0,8.0,4571.0,4875.0,3793.0,5291.0,5291.0,4571.0,,11229.0,11164.0,2362.0,2185.0,2185.0,40.0,15465.0,0.0,1553476961.873829,11165.0,11164.0,5683.0,5573.0,3435.0,5573.0,0.0,0.0,130344.0,185977.0,0.0,4571.0,4875.0,3794.0,5292.0,4571.2300000005,,15465.0,14119.0,46.432094705699996,98341.0,1521966.0,,,,,,15306.0,293258.0,15600.0,0.76,0.64,0.14,30.238875,5714.251,10804.817,6929.115,15964.711000001002,,8059.0,0.23,0.73,11229.0,11164.0,11165.0,0.0,-1.0,-1.0,1.0,4600.0,217.0,163.0,217.0,178.0,0.0,39.0,0.0,1.0,45.0,94.0,-1.0,95.0,-1.0,-1.0,94.0,100.0,-1.0,100.0,0.0,49.0,0.0,1.0,0.0,22212.0,0.0,3764.0,3764.0,,,,8700.0,7600.0,8600.0,8700.0,8700.0,9000,9000,1553476907,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190325_ST_aa2cfd26953bf0074dc31279867f8297,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190325_ST_aa2cfd26953bf0074dc31279867f8297,,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,VM03-07-192.168.10.86,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,24,3,freshdirect-search,12,2019,200,Test Complete,18.1
,24.0,5041.0,,4207.0,,4207.234999998,4207.23,5198.0,2031.0,7983.0,,0.0,1.0,887.0,0.0,1877548.0,1863882.0,83754.0,81369.0,0.0,,10339.0,5040.0,4955.0,4955.0,2040.0,10.0,4207.0,4327.0,3541.0,4675.0,4675.0,4207.0,,10384.0,10339.0,2236.0,2039.0,2039.0,40.0,14258.0,0.0,1553565269.913372,10339.0,10340.0,5041.0,4956.0,3447.0,4956.0,0.0,0.0,153557.0,224347.0,2.0,4207.0,4327.0,3542.0,4676.0,4207.23,,14258.0,10550.0,36.9139258223,98163.0,1548884.0,,,,,,70256.0,303946.0,8100.0,0.76,0.64,0.15,29.9593157895,5599.668000000002,14054.396,6809.587,15609.841,,7738.0,0.23,0.73,10385.0,10340.0,10339.0,0.0,-1.0,-1.0,1.0,4200.0,219.0,165.0,219.0,178.0,0.0,41.0,0.0,1.0,45.0,94.0,-1.0,77.0,-1.0,-1.0,94.0,100.0,-1.0,58.0,0.0,48.0,0.0,1.0,0.0,20453.0,0.0,3515.0,3515.0,,,,8100.0,7000.0,8100.0,8100.0,8100.0,9000,9000,1553565167,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190326_VQ_d2a6483860e967b76c2d43a07b668e52,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190326_VQ_d2a6483860e967b76c2d43a07b668e52,,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,VM04-06-192.168.10.94,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,25,3,freshdirect-search,13,2019,200,Test Complete,18.1
,24.0,5231.0,5300.0,4159.0,5300.0,4159.7650000003005,4159.7650000003005,5248.0,1995.0,8020.0,,0.0,1.0,874.0,0.0,1876359.0,1862649.0,84083.0,81383.0,0.0,,9485.0,5230.0,5137.0,5137.0,2004.0,7.0,4159.0,4465.0,3503.0,4862.0,4862.0,4159.0,,9525.0,9485.0,2180.0,2004.0,2004.0,39.0,13808.0,0.0,1553612497.62055,9486.0,9486.0,5231.0,5138.0,3444.0,5138.0,0.0,0.0,158838.0,248651.0,2.0,4160.0,4466.0,3504.0,4862.0,4159.7650000003005,,13808.0,11629.0,41.4026343895,98046.0,1548457.0,5300.0,5300.0,,5300.0,5300.0,62747.0,303184.0,8200.0,0.76,0.57,0.14,41.377636363600004,5762.177,11321.58,7142.969,15136.443,,8191.0,0.23,0.73,9526.0,9486.0,9486.0,0.0,-1.0,-1.0,1.0,4200.0,212.0,160.0,212.0,174.0,0.0,38.0,0.0,1.0,45.0,95.0,-1.0,80.0,-1.0,-1.0,94.0,100.0,-1.0,100.0,0.0,48.0,0.0,1.0,0.0,21580.0,0.0,3472.0,3472.0,,,,8200.0,7200.0,7800.0,7800.0,8200.0,9000,9000,1553612444,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190326_99_23fc2f314ce5e4447d96006d6f826f26,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190326_99_23fc2f314ce5e4447d96006d6f826f26,,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,VM03-05-192.168.10.84,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,26,3,freshdirect-search,13,2019,200,Test Complete,18.1
,24.0,5664.0,,4453.0,,4453.7600000003,4453.7600000003,5818.0,2165.0,8415.0,,0.0,1.0,888.0,0.0,1858596.0,1844465.0,83486.0,80787.0,0.0,,9943.0,5663.0,5540.0,5540.0,2174.0,11.0,4453.0,4842.0,3666.0,5298.0,5298.0,4453.0,,9999.0,9943.0,2352.0,2173.0,2173.0,40.0,14181.0,0.0,1553653482.9632778,9944.0,9944.0,5664.0,5541.0,3447.0,5541.0,0.0,0.0,154676.0,237108.0,2.0,4454.0,4843.0,3667.0,5298.0,4453.7600000003,,14181.0,12390.0,43.75,98316.0,1540251.0,,,,,,53455.0,293736.0,8800.0,0.76,0.64,0.13,40.9141538462,5833.111,15682.507,6644.4,15682.506999996202,,8067.0,0.23,0.73,10000.0,9944.0,9944.0,0.0,-1.0,-1.0,1.0,4600.0,214.0,159.0,214.0,177.0,0.0,37.0,0.0,1.0,45.0,94.0,-1.0,82.0,-1.0,-1.0,94.0,100.0,-1.0,61.0,0.0,47.0,0.0,1.0,0.0,20975.0,0.0,3636.0,3636.0,,,,8800.0,7700.0,8800.0,8800.0,8800.0,9000,9000,1553653381,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190327_D5_41579c14a820d4c2784a7e067a158054,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190327_D5_41579c14a820d4c2784a7e067a158054,,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,VM04-05-192.168.10.93,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,26,3,freshdirect-search,13,2019,200,Test Complete,18.1
,24.0,6335.0,,4727.0,,4727.7000000031,4727.6950000087,6324.0,2264.0,9368.0,,0.0,1.0,879.0,0.0,1861286.0,1847182.0,85157.0,81144.0,0.0,,10411.0,6335.0,6225.0,6225.0,2276.0,12.0,4727.0,5157.0,4016.0,5830.0,5830.0,4727.0,,10506.0,10411.0,2452.0,2276.0,2276.0,41.0,15148.0,0.0,1553697550.734808,10411.0,10411.0,6335.0,6225.0,3439.0,6225.0,0.0,0.0,144464.0,226731.0,2.0,4728.0,5157.0,4016.0,5830.0,4727.6950000087,,15148.0,16079.0,53.3333333333,98500.0,1542945.0,,,,,,15306.0,293847.0,15301.0,0.76,0.64,0.13,29.1063571429,5934.703,13773.4,7114.285,15465.463,,8188.0,0.23,0.73,10506.0,10411.0,10411.0,0.0,-1.0,-1.0,1.0,4800.0,214.0,158.0,214.0,177.0,0.0,37.0,0.0,1.0,45.0,94.0,-1.0,95.0,-1.0,-1.0,94.0,100.0,-1.0,100.0,0.0,48.0,0.0,1.0,0.0,22555.0,0.0,3965.0,3965.0,,,,13500.0,8400.0,9400.0,9400.0,9400.0,9000,9000,1553697472,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190327_T0_a91299398e06b58d5a02a51aca5d13b1,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190327_T0_a91299398e06b58d5a02a51aca5d13b1,,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,VM02-04-192.168.10.72,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,27,3,freshdirect-search,13,2019,200,Test Complete,18.1
,24.0,5332.0,,4379.0,,4379.869999997,4379.864999999,5269.0,2038.0,8802.0,,0.0,1.0,875.0,0.0,1950584.0,1936747.0,97273.0,93591.0,0.0,,11208.0,5331.0,5234.0,5233.0,2046.0,9.0,4379.0,4488.0,3588.0,4911.0,4911.0,4379.0,,11249.0,11208.0,2226.0,2045.0,2045.0,42.0,15451.0,0.0,1553741680.8821108,11209.0,11209.0,5332.0,5234.0,3533.0,5234.0,0.0,0.0,145424.0,211181.0,2.0,4380.0,4488.0,3589.0,4912.0,4379.864999999,,15451.0,12179.0,39.2396907216,94918.0,1576927.0,,,,,,77917.0,343712.0,8200.0,0.73,0.57,0.13,1082.075,5759.161,14247.578000000001,7023.865,16335.021999999999,,8134.0,0.23,0.73,11250.0,11209.0,11209.0,0.0,-1.0,-1.0,1.0,4600.0,242.0,185.0,242.0,194.0,0.0,48.0,0.0,1.0,45.0,94.0,-1.0,78.0,-1.0,-1.0,94.0,100.0,-1.0,100.0,0.0,51.0,0.0,1.0,0.0,22186.0,0.0,3542.0,3542.0,,,,8200.0,5000.0,8000.0,8000.0,8100.0,9000,9000,1553741602,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190328_5N_ca853ea01587a3da8016b7b69a64ab91,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190328_5N_ca853ea01587a3da8016b7b69a64ab91,,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,VM02-01-192.168.10.69,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,27,3,freshdirect-search,13,2019,200,Test Complete,18.1
,24.0,5613.0,,4511.0,,4511.6500000004,4511.6500000004,5651.0,2455.0,9674.0,4511.0,0.0,1.0,894.0,0.0,1914889.0,1900985.0,94651.0,91856.0,0.0,,11493.0,5613.0,5513.0,5512.0,2466.0,10.0,4511.0,4772.0,3998.0,5242.0,5242.0,4511.0,,11540.0,11493.0,2644.0,2465.0,2465.0,40.0,15883.0,0.0,1553785890.461444,11493.0,11493.0,5613.0,5513.0,3581.0,5513.0,0.0,0.0,142604.0,210332.0,2.0,4512.0,4772.0,3999.0,5242.0,4511.6500000004,,15883.0,14200.0,45.2085323146,98069.0,1564778.0,,,,,,36805.0,319906.0,8900.0,0.76,0.64,0.12,59.7104,6250.303000000001,11703.896999999999,6585.328,16483.323,,8230.0,0.23,0.73,11541.0,11493.0,11493.0,0.0,-1.0,-1.0,1.0,4500.0,234.0,177.0,234.0,194.0,0.0,40.0,0.0,1.0,45.0,94.0,-1.0,89.0,-1.0,-1.0,94.0,100.0,-1.0,75.0,0.0,53.0,0.0,1.0,0.0,23729.0,0.0,3966.0,3966.0,,,,8900.0,8100.0,8900.0,8900.0,8900.0,9000,9000,1553785810,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190328_6D_bc43056b3a4dade9e64df095651e966e,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190328_6D_bc43056b3a4dade9e64df095651e966e,,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,VM02-08-192.168.10.76,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,28,3,freshdirect-search,13,2019,200,Test Complete,18.1
,24.0,5998.0,,4614.0,,4614.2650000038,4614.2650000038,5816.0,2302.0,10011.0,4614.0,0.0,1.0,879.0,0.0,1903119.0,1889197.0,95809.0,92309.0,0.0,,12257.0,5997.0,5890.0,5890.0,2313.0,17.0,4614.0,5004.0,3860.0,5496.0,5496.0,4614.0,,12333.0,12257.0,2519.0,2312.0,2312.0,42.0,16746.0,0.0,1553829776.282424,12257.0,12257.0,5998.0,5891.0,3556.0,5891.0,0.0,0.0,131758.0,189773.0,2.0,4614.0,5005.0,3861.0,5497.0,4614.2650000038,,16746.0,20510.0,59.953230049700004,94853.0,1563124.0,,,,,,36805.0,310000.0,9100.0,0.73,0.57,0.12,1445.68,5932.897,16691.59,6776.304,16691.59,,8013.0,0.23,0.73,12333.0,12257.0,12257.0,0.0,-1.0,-1.0,1.0,4700.0,237.0,179.0,237.0,196.0,0.0,41.0,0.0,1.0,45.0,94.0,-1.0,89.0,-1.0,-1.0,94.0,100.0,-1.0,73.0,0.0,52.0,0.0,1.0,0.0,27097.0,0.0,3805.0,3805.0,,,,9100.0,5600.0,9000.0,9000.0,9000.0,9000,9000,1553829687,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190329_M3_25eaff1ec7b87dccafebd415325eb543,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190329_M3_25eaff1ec7b87dccafebd415325eb543,,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,VM04-01-192.168.10.80,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,28,3,freshdirect-search,13,2019,200,Test Complete,18.1
