data.average.firstView,data.average.firstView.Colordepth,data.average.firstView.FirstInteractive,data.average.firstView.FirstPaintedHero,data.average.firstView.LastInteractive,data.average.firstView.LastPaintedHero,data.average.firstView.PerformancePaintTiming.first-contentful-paint,data.average.firstView.PerformancePaintTiming.first-paint,data.average.firstView.SpeedIndex,data.average.firstView.TTFB,data.average.firstView.TTIMeasurementEnd,data.average.firstView.TimeToInteractive,data.average.firstView.aft,data.average.firstView.avgRun,data.average.firstView.basePageSSLTime,data.average.firstView.bigImageCount,data.average.firstView.bytesIn,data.average.firstView.bytesInDoc,data.average.firstView.bytesOut,data.average.firstView.bytesOutDoc,data.average.firstView.cached,data.average.firstView.chromeUserTiming.InteractiveTime,data.average.firstView.chromeUserTiming.domComplete,data.average.firstView.chromeUserTiming.domContentLoadedEventEnd,data.average.firstView.chromeUserTiming.domContentLoadedEventStart,data.average.firstView.chromeUserTiming.domInteractive,data.average.firstView.chromeUserTiming.domLoading,data.average.firstView.chromeUserTiming.fetchStart,data.average.firstView.chromeUserTiming.firstContentfulPaint,data.average.firstView.chromeUserTiming.firstImagePaint,data.average.firstView.chromeUserTiming.firstLayout,data.average.firstView.chromeUserTiming.firstMeaningfulPaint,data.average.firstView.chromeUserTiming.firstMeaningfulPaintCandidate,data.average.firstView.chromeUserTiming.firstPaint,data.average.firstView.chromeUserTiming.firstTextPaint,data.average.firstView.chromeUserTiming.loadEventEnd,data.average.firstView.chromeUserTiming.loadEventStart,data.average.firstView.chromeUserTiming.responseEnd,data.average.firstView.chromeUserTiming.unloadEventEnd,data.average.firstView.chromeUserTiming.unloadEventStart,data.average.firstView.connections,data.average.firstView.cpu.Idle,data.average.firstView.cpu.Paint,data.average.firstView.date,data.average.firstView.docTime,data.average.firstView.domComplete,data.average.firstView.domContentLoadedEventEnd,data.average.firstView.domContentLoadedEventStart,data.average.firstView.domElements,data.average.firstView.domInteractive,data.average.firstView.domLoading,data.average.firstView.domTime,data.average.firstView.effectiveBps,data.average.firstView.effectiveBpsDoc,data.average.firstView.final_base_page_request,data.average.firstView.firstContentfulPaint,data.average.firstView.firstImagePaint,data.average.firstView.firstLayout,data.average.firstView.firstMeaningfulPaint,data.average.firstView.firstPaint,data.average.firstView.firstTextPaint,data.average.firstView.fullyLoaded,data.average.firstView.fullyLoadedCPUms,data.average.firstView.fullyLoadedCPUpct,data.average.firstView.gzip_savings,data.average.firstView.gzip_total,data.average.firstView.heroElementTimes.BackgroundImage,data.average.firstView.heroElementTimes.FirstPaintedHero,data.average.firstView.heroElementTimes.Heading,data.average.firstView.heroElementTimes.Image,data.average.firstView.heroElementTimes.LastPaintedHero,data.average.firstView.image_savings,data.average.firstView.image_total,data.average.firstView.lastVisualChange,data.average.firstView.lighthouse.Accessibility,data.average.firstView.lighthouse.BestPractices,data.average.firstView.lighthouse.Performance,data.average.firstView.lighthouse.Performance.estimated-input-latency,data.average.firstView.lighthouse.Performance.first-contentful-paint,data.average.firstView.lighthouse.Performance.first-cpu-idle,data.average.firstView.lighthouse.Performance.first-meaningful-paint,data.average.firstView.lighthouse.Performance.interactive,data.average.firstView.lighthouse.Performance.max-potential-fid,data.average.firstView.lighthouse.Performance.speed-index,data.average.firstView.lighthouse.ProgressiveWebApp,data.average.firstView.lighthouse.SEO,data.average.firstView.loadEventEnd,data.average.firstView.loadEventStart,data.average.firstView.loadTime,data.average.firstView.maybeCaptcha,data.average.firstView.minify_savings,data.average.firstView.minify_total,data.average.firstView.optimization_checked,data.average.firstView.render,data.average.firstView.requests,data.average.firstView.requestsDoc,data.average.firstView.requestsFull,data.average.firstView.responses_200,data.average.firstView.responses_404,data.average.firstView.responses_other,data.average.firstView.result,data.average.firstView.run,data.average.firstView.score_cache,data.average.firstView.score_cdn,data.average.firstView.score_combine,data.average.firstView.score_compress,data.average.firstView.score_cookies,data.average.firstView.score_etags,data.average.firstView.score_gzip,data.average.firstView.score_keep-alive,data.average.firstView.score_minify,data.average.firstView.score_progressive_jpeg,data.average.firstView.server_rtt,data.average.firstView.smallImageCount,data.average.firstView.start_epoch,data.average.firstView.step,data.average.firstView.testStartOffset,data.average.firstView.test_run_time_ms,data.average.firstView.titleTime,data.average.firstView.userTime,data.average.firstView.userTime.optimizely_blockBegin,data.average.firstView.userTime.optimizely_blockEnd,data.average.firstView.userTime.optimizely_projectJSBegin,data.average.firstView.userTime.optimizely_projectJSEnd,data.average.firstView.visualComplete,data.average.firstView.visualComplete85,data.average.firstView.visualComplete90,data.average.firstView.visualComplete95,data.average.firstView.visualComplete99,data.bwDown,data.bwUp,data.completed,data.connectivity,data.from,data.fvonly,data.id,data.latency,data.location,data.mobile,data.plr,data.successfulFVRuns,data.summary,data.testRuns,data.testUrl,data.tester,data.url,speedtracker.day,speedtracker.month,speedtracker.slug,speedtracker.week,speedtracker.year,statusCode,statusText,webPagetestVersion
,24.0,5629.0,,4287.0,,4287.3350000009,4287.3350000009,5133.0,2105.0,8196.0,,0.0,1.0,877.0,0.0,1486127.0,1116703.0,81156.0,62510.0,0.0,,6438.0,5628.0,5540.0,5540.0,2113.0,20.0,4287.0,4781.0,3690.0,5339.0,5339.0,4287.0,4287.0,6439.0,6438.0,2293.0,2112.0,2112.0,34.0,11897.0,0.0,1550344445.194348,6439.0,6439.0,5629.0,5541.0,3498.0,5541.0,0.0,0.0,151769.0,257661.0,2.0,4287.0,4781.0,3690.0,5340.0,4287.3350000009,4287.0,11897.0,9649.0,39.744645799000004,116096.0,1247982.0,,,,,,15306.0,219253.0,11900.0,0.75,0.64,0.21,32.7381875,5164.768,8860.337,7333.427,13838.412,,7170.0,0.23,0.8,6439.0,6439.0,6439.0,0.0,-1.0,-1.0,1.0,4300.0,167.0,91.0,167.0,140.0,0.0,27.0,0.0,1.0,43.0,95.0,-1.0,94.0,-1.0,-1.0,91.0,100.0,-1.0,100.0,0.0,50.0,0.0,1.0,0.0,18142.0,0.0,3664.0,3664.0,,,,6800.0,5200.0,5500.0,5500.0,5500.0,9000,9000,1550344421,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190216_CT_452899f5508d5ca3c8e699499f42db8b,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190216_CT_452899f5508d5ca3c8e699499f42db8b,,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,VM01-03-192.168.10.61,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,16,2,freshdirect-search,7,2019,200,Test Complete,18.1
,24.0,5364.0,,4011.0,,4011.7250000039003,4011.7250000039003,4851.0,2033.0,8006.0,,0.0,1.0,898.0,0.0,1489874.0,1488243.0,81329.0,79294.0,0.0,,11102.0,5363.0,5269.0,5269.0,2039.0,6.0,4011.0,4635.0,3348.0,5003.0,5003.0,4011.0,4011.0,11130.0,11102.0,2220.0,2038.0,2038.0,35.0,14215.0,0.0,1550388564.493167,11103.0,11102.0,5364.0,5270.0,3450.0,5269.0,0.0,0.0,122301.0,164084.0,2.0,4012.0,4635.0,3348.0,5003.0,4011.7250000039003,4012.0,14215.0,11089.0,38.254570541599996,112711.0,1249535.0,,,,,,15306.0,219791.0,14200.0,0.84,0.64,0.24,22.1232432432,5444.705,10104.205,7674.437,10104.205,,7088.0,0.23,0.8,11131.0,11102.0,11103.0,0.0,-1.0,-1.0,1.0,4000.0,203.0,154.0,203.0,159.0,0.0,44.0,0.0,1.0,43.0,95.0,-1.0,94.0,-1.0,-1.0,91.0,100.0,-1.0,100.0,0.0,49.0,0.0,1.0,0.0,20348.0,0.0,3319.0,3319.0,,,,5200.0,4900.0,5100.0,5200.0,5200.0,9000,9000,1550388522,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190217_YP_3b362d36ada870005700101c373b5a98,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190217_YP_3b362d36ada870005700101c373b5a98,,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,VM02-01-192.168.10.69,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,17,2,freshdirect-search,7,2019,200,Test Complete,18.1
,24.0,5233.0,,3967.0,,3967.9900000009998,3967.9900000009998,4639.0,1816.0,7910.0,,0.0,1.0,878.0,0.0,1490753.0,1477454.0,80841.0,78488.0,0.0,,10581.0,5232.0,5128.0,5128.0,1825.0,12.0,3967.0,4416.0,3261.0,4807.0,4807.0,3967.0,3967.0,10611.0,10581.0,2013.0,1824.0,1824.0,35.0,14717.0,0.0,1550432678.773203,10582.0,10581.0,5233.0,5128.0,3407.0,5128.0,0.0,0.0,115553.0,168543.0,2.0,3968.0,4417.0,3261.0,4807.0,3967.9900000009998,3968.0,14717.0,11660.0,39.8632478632,109272.0,1252244.0,,,,,,15306.0,217533.0,14900.0,0.84,0.64,0.22,30.8929444444,5199.227,8220.904,7361.429,13848.828000000001,,7179.0,0.23,0.8,10612.0,10582.0,10582.0,0.0,-1.0,-1.0,1.0,4000.0,206.0,152.0,206.0,161.0,0.0,45.0,0.0,1.0,42.0,93.0,-1.0,93.0,-1.0,-1.0,92.0,100.0,-1.0,100.0,0.0,49.0,0.0,1.0,0.0,22107.0,0.0,3227.0,3227.0,,,,6200.0,4700.0,4900.0,4900.0,4900.0,9000,9000,1550432626,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190217_J9_292fac1df1ed092052e3a71d42cbf1c4,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190217_J9_292fac1df1ed092052e3a71d42cbf1c4,,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,VM04-08-192.168.10.96,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,17,2,freshdirect-search,7,2019,200,Test Complete,18.1
,24.0,5593.0,,4291.0,,4291.3899999985,4291.3849999968,4971.0,2207.0,10862.0,4291.0,0.0,1.0,878.0,0.0,1496834.0,1124556.0,83120.0,63784.0,0.0,,6592.0,5593.0,5477.0,5477.0,2217.0,19.0,4291.0,4688.0,3695.0,5209.0,5209.0,4291.0,4291.0,6596.0,6592.0,2396.0,2216.0,2216.0,36.0,12871.0,0.0,1550698615.922735,6592.0,6592.0,5593.0,5478.0,3504.0,5478.0,0.0,0.0,140363.0,256455.0,2.0,4291.0,4689.0,3695.0,5210.0,4291.3849999968,4291.0,12871.0,11379.0,44.575009792399996,86934.0,1251576.0,,,,,,15306.0,225436.0,12700.0,0.75,0.64,0.15,32.8151,6980.4209999999985,10831.497,9235.937,10831.497,,9044.0,0.23,0.8,6596.0,6592.0,6592.0,0.0,-1.0,-1.0,1.0,4300.0,179.0,93.0,179.0,152.0,0.0,27.0,0.0,1.0,43.0,93.0,-1.0,94.0,-1.0,-1.0,94.0,100.0,-1.0,100.0,0.0,51.0,0.0,1.0,0.0,19531.0,0.0,3670.0,3670.0,,,,5300.0,5100.0,5300.0,5300.0,5300.0,9000,9000,1550698556,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190220_XV_2da833e12aa2d0a11a5a6b5da851dd92,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190220_XV_2da833e12aa2d0a11a5a6b5da851dd92,,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,VM04-03-192.168.10.91,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,20,2,freshdirect-search,8,2019,200,Test Complete,18.1
,24.0,5276.0,,3932.0,,3932.9549999966,3932.9450000005,4649.0,1858.0,7915.0,,0.0,1.0,872.0,0.0,1466765.0,1453700.0,80886.0,78534.0,0.0,,10786.0,5275.0,5175.0,5174.0,1868.0,4.0,3932.0,4290.0,3264.0,4876.0,4876.0,3932.0,3932.0,10817.0,10786.0,2044.0,1867.0,1867.0,36.0,15347.0,0.0,1550742787.433317,10787.0,10787.0,5276.0,5175.0,3435.0,5175.0,0.0,0.0,108737.0,162806.0,2.0,3933.0,4291.0,3265.0,4876.0,3932.9450000005,3933.0,15347.0,11159.0,37.0517928287,85011.0,1228354.0,,,,,,15306.0,218645.0,15301.0,0.84,0.64,0.23,28.4946818182,5338.535,10526.007,7578.855,10526.007,,7352.0,0.23,0.8,10818.0,10787.0,10787.0,0.0,-1.0,-1.0,1.0,3900.0,204.0,153.0,204.0,160.0,0.0,44.0,0.0,1.0,43.0,93.0,-1.0,93.0,-1.0,-1.0,94.0,100.0,-1.0,100.0,0.0,50.0,0.0,1.0,0.0,22607.0,0.0,3234.0,3234.0,,,,4900.0,4700.0,4900.0,4900.0,4900.0,9000,9000,1550742761,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190221_V8_bd05aebed25998934f34689984f87193,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190221_V8_bd05aebed25998934f34689984f87193,,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,VM01-06-192.168.10.64,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,21,2,freshdirect-search,8,2019,200,Test Complete,18.1
,24.0,11388.0,,9781.0,,9781.319999998199,9781.3150000002,10623.0,7596.0,14279.0,11388.0,0.0,1.0,888.0,0.0,1475090.0,1461060.0,81926.0,78529.0,0.0,,15186.0,11388.0,11250.0,11250.0,7607.0,9.0,9781.0,10253.0,9129.0,10823.0,10823.0,9781.0,9781.0,15256.0,15186.0,7784.0,7606.0,7606.0,36.0,19536.0,0.0,1550786907.167742,15187.0,15186.0,11388.0,11250.0,3479.0,11250.0,0.0,0.0,123541.0,192472.0,2.0,9781.0,10253.0,9129.0,10823.0,9781.3150000002,9781.0,19536.0,14990.0,38.783958602800006,86683.0,1231810.0,,,,,,15306.0,222348.0,19600.0,0.75,0.64,0.22,43.5181428571,5411.719,10891.221000000001,7576.235,10891.2210000038,,7436.0,0.23,0.8,15256.0,15187.0,15187.0,0.0,-1.0,-1.0,1.0,9800.0,200.0,141.0,200.0,159.0,0.0,41.0,0.0,1.0,43.0,93.0,-1.0,94.0,-1.0,-1.0,93.0,100.0,-1.0,100.0,0.0,50.0,0.0,1.0,0.0,27787.0,0.0,9104.0,9104.0,,,,10900.0,10700.0,10900.0,10900.0,10900.0,9000,9000,1550786856,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190221_FV_3c3da30e4c7985c9bab47968430bea64,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190221_FV_3c3da30e4c7985c9bab47968430bea64,,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,VM04-08-192.168.10.96,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,21,2,freshdirect-search,8,2019,200,Test Complete,18.1
,24.0,5367.0,,4226.0,,4226.0449999958,4226.040000001401,4770.0,2016.0,13247.0,4226.0,0.0,1.0,873.0,0.0,1487610.0,1474482.0,80154.0,77801.0,0.0,,10625.0,5367.0,5276.0,5276.0,2024.0,22.0,4226.0,4511.0,3509.0,4933.0,4933.0,4226.0,4226.0,10657.0,10626.0,2201.0,2023.0,2023.0,36.0,15166.0,41.0,1550830994.48066,10626.0,10626.0,5367.0,5277.0,3492.0,5276.0,0.0,0.0,112774.0,171252.0,2.0,4226.0,4512.0,3510.0,4934.0,4226.040000001401,4226.0,15207.0,11030.0,37.1380471381,116069.0,1260133.0,,,,,,15306.0,206619.0,15300.0,0.75,0.64,0.15,30.441136363600002,5676.015,10789.498,7819.371,15500.158000000001,,7680.0,0.23,0.8,10658.0,10626.0,10626.0,0.0,-1.0,-1.0,1.0,4200.0,206.0,150.0,206.0,160.0,0.0,46.0,0.0,1.0,43.0,93.0,-1.0,93.0,-1.0,-1.0,91.0,100.0,-1.0,100.0,0.0,49.0,0.0,1.0,0.0,22347.0,0.0,3486.0,3486.0,,,,7800.0,5000.0,5000.0,5000.0,5000.0,9000,9000,1550830937,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190222_RZ_32e6266fb8e990d48b32ab7accf7d1f9,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190222_RZ_32e6266fb8e990d48b32ab7accf7d1f9,,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,VM04-03-192.168.10.91,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,22,2,freshdirect-search,8,2019,200,Test Complete,18.1
,24.0,6106.0,,4874.0,,4874.4999999981,4874.4999999981,5563.0,2352.0,8728.0,,0.0,1.0,918.0,0.0,1458846.0,1106387.0,79203.0,59920.0,0.0,,6927.0,6105.0,6006.0,6006.0,2381.0,21.0,4874.0,5052.0,4109.0,5720.0,5720.0,4874.0,4874.0,6929.0,6927.0,2540.0,2380.0,2380.0,35.0,12330.0,0.0,1550875125.400515,6928.0,6928.0,6106.0,6007.0,3445.0,6007.0,0.0,0.0,146206.0,241780.0,2.0,4875.0,5052.0,4110.0,5721.0,4874.4999999981,4875.0,12330.0,9789.0,38.3170254403,83284.0,1229490.0,,,,,,15306.0,210814.0,12300.0,0.75,0.64,0.18,28.6499047619,5501.936,8664.292,7783.9980000000005,14512.1819999924,,7553.0,0.23,0.8,6930.0,6928.0,6928.0,0.0,-1.0,-1.0,1.0,4900.0,161.0,88.0,161.0,138.0,0.0,23.0,0.0,1.0,42.0,93.0,-1.0,93.0,-1.0,-1.0,94.0,100.0,-1.0,100.0,0.0,47.0,0.0,1.0,0.0,18858.0,0.0,4086.0,4086.0,,,,7300.0,5600.0,5800.0,5800.0,5800.0,9000,9000,1550875095,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190222_W9_62090d6e7d30df6321a8e500f4847114,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190222_W9_62090d6e7d30df6321a8e500f4847114,,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,VM03-01-192.168.10.79,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,22,2,freshdirect-search,8,2019,200,Test Complete,18.1
,24.0,5519.0,,4053.0,,4053.4099999932,4053.4049999987,5125.0,1879.0,8300.0,,0.0,1.0,873.0,0.0,1473838.0,1121571.0,80971.0,62297.0,0.0,,6373.0,5519.0,5409.0,5409.0,1889.0,5.0,4053.0,4489.0,3218.0,5134.0,5134.0,4053.0,4053.0,6376.0,6373.0,2072.0,1888.0,1888.0,35.0,11865.0,0.0,1550919209.663564,6373.0,6373.0,5519.0,5409.0,3499.0,5409.0,0.0,0.0,147590.0,249570.0,2.0,4053.0,4490.0,3218.0,5134.0,4053.4049999987,4053.0,11865.0,9910.0,42.789291882600004,86929.0,1233121.0,,,,,,15306.0,222330.0,12000.0,0.75,0.64,0.2,33.3240666667,5388.366999999998,8614.899,7564.429,13422.303999999998,,7420.0,0.23,0.8,6377.0,6373.0,6373.0,0.0,-1.0,-1.0,1.0,4100.0,161.0,91.0,161.0,140.0,0.0,21.0,0.0,1.0,42.0,93.0,-1.0,94.0,-1.0,-1.0,93.0,100.0,-1.0,100.0,0.0,50.0,0.0,1.0,0.0,18599.0,0.0,3189.0,3189.0,,,,7200.0,5200.0,5400.0,5400.0,5400.0,9000,9000,1550919178,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190223_VY_dcc97257eb71c6a71b5bc576bdce8693,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190223_VY_dcc97257eb71c6a71b5bc576bdce8693,,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,VM03-03-192.168.10.82,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,23,2,freshdirect-search,8,2019,200,Test Complete,18.1
,24.0,6368.0,,4781.0,,4781.025000000201,4781.025000000201,5770.0,2312.0,9252.0,,0.0,1.0,974.0,0.0,1493298.0,1480000.0,80474.0,77805.0,0.0,,12241.0,6368.0,6259.0,6259.0,2320.0,12.0,4781.0,5364.0,4130.0,5891.0,5891.0,4781.0,4781.0,12296.0,12241.0,2545.0,2319.0,2319.0,37.0,16476.0,0.0,1550963259.572151,12241.0,12241.0,6368.0,6259.0,3411.0,6259.0,0.0,0.0,105429.0,149058.0,2.0,4781.0,5365.0,4130.0,5891.0,4781.025000000201,4781.0,16476.0,13760.0,42.053789731100004,109167.0,1259961.0,,,,,,15306.0,212348.0,16600.0,0.75,0.64,0.23,32.933952381,5406.898,10510.794,7622.495,10510.794,,7452.0,0.23,0.8,12296.0,12241.0,12241.0,0.0,-1.0,-1.0,1.0,4800.0,206.0,150.0,206.0,160.0,0.0,46.0,0.0,1.0,43.0,93.0,-1.0,93.0,-1.0,-1.0,92.0,100.0,-1.0,100.0,0.0,49.0,0.0,1.0,0.0,24037.0,0.0,4105.0,4105.0,,,,6200.0,5800.0,6200.0,6200.0,6200.0,9000,9000,1550963213,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190223_7J_6654e45dbfed2ed585f7f4a7ff25227f,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190223_7J_6654e45dbfed2ed585f7f4a7ff25227f,,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,VM02-02-192.168.10.70,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,23,2,freshdirect-search,8,2019,200,Test Complete,18.1
,24.0,5371.0,,4054.0,,4054.7999999981,4054.7999999981,4931.0,1945.0,8713.0,,0.0,1.0,878.0,0.0,1496285.0,1113980.0,79951.0,61244.0,0.0,,6136.0,5371.0,5270.0,5270.0,1954.0,8.0,4054.0,4440.0,3409.0,4987.0,4987.0,4054.0,4054.0,6139.0,6136.0,2132.0,1953.0,1953.0,34.0,11599.0,46.0,1551007345.391887,6136.0,6136.0,5371.0,5271.0,3445.0,5271.0,0.0,0.0,154256.0,265802.0,2.0,4055.0,4441.0,3410.0,4988.0,4054.7999999981,4055.0,11645.0,10709.0,44.5878434638,112589.0,1258068.0,,,,,,15306.0,218742.0,11800.0,0.75,0.64,0.18,38.2501428571,5529.714,8765.829,7740.069,14341.1729999847,,7563.0,0.23,0.8,6140.0,6136.0,6136.0,0.0,-1.0,-1.0,1.0,4100.0,162.0,90.0,162.0,139.0,0.0,23.0,0.0,1.0,43.0,93.0,-1.0,94.0,-1.0,-1.0,92.0,100.0,-1.0,100.0,0.0,49.0,0.0,1.0,0.0,17545.0,0.0,3370.0,3370.0,,,,6700.0,5000.0,5100.0,5200.0,5200.0,9000,9000,1551007311,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190224_ZZ_ae5774d472983a5c817d187712e1b389,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190224_ZZ_ae5774d472983a5c817d187712e1b389,,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,VM01-05-192.168.10.63,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,24,2,freshdirect-search,8,2019,200,Test Complete,18.1
,24.0,6130.0,,4684.0,,4684.7600000001,4684.7549999984,5635.0,2441.0,8849.0,,0.0,1.0,878.0,0.0,1476245.0,1123381.0,81868.0,62471.0,0.0,,6973.0,6129.0,6031.0,6031.0,2468.0,19.0,4684.0,5052.0,4049.0,5714.0,5714.0,4684.0,4684.0,6979.0,6974.0,2629.0,2467.0,2467.0,37.0,12721.0,0.0,1551051405.201275,6974.0,6974.0,6130.0,6032.0,3518.0,6032.0,0.0,0.0,143603.0,247822.0,2.0,4685.0,5053.0,4049.0,5714.0,4684.7549999984,4685.0,12721.0,11550.0,44.8892343568,86788.0,1238764.0,,,,,,15306.0,218870.0,12700.0,0.75,0.64,0.16,40.8573333333,5504.493,10953.843,7696.092,14467.918,,7551.0,0.23,0.8,6980.0,6974.0,6974.0,0.0,-1.0,-1.0,1.0,4800.0,171.0,92.0,171.0,143.0,0.0,28.0,0.0,1.0,43.0,93.0,-1.0,94.0,-1.0,-1.0,93.0,100.0,-1.0,100.0,0.0,50.0,0.0,1.0,0.0,19385.0,0.0,4022.0,4022.0,,,,7700.0,5700.0,5900.0,5900.0,5900.0,9000,9000,1551051372,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190224_P3_94f8e8124974ddf213b3ba50afa1a811,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190224_P3_94f8e8124974ddf213b3ba50afa1a811,,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,VM03-08-192.168.10.87,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,24,2,freshdirect-search,8,2019,200,Test Complete,18.1
,24.0,5350.0,,4065.0,,4065.7550000033,4065.7499999942997,4807.0,2034.0,7970.0,,0.0,1.0,873.0,0.0,1465952.0,1452652.0,80794.0,78444.0,0.0,,10270.0,5349.0,5255.0,5255.0,2041.0,14.0,4065.0,4528.0,3501.0,5773.0,5773.0,4065.0,4065.0,10309.0,10271.0,2222.0,2040.0,2040.0,36.0,14367.0,0.0,1551095565.915995,10271.0,10271.0,5350.0,5256.0,3455.0,5255.0,0.0,0.0,118864.0,176356.0,2.0,4066.0,4528.0,3502.0,5774.0,4065.7499999942997,4066.0,14367.0,11819.0,39.4789579158,83244.0,1229604.0,,,,,,15306.0,216422.0,14500.0,0.75,0.64,0.17,27.170181818200003,5676.432,8770.831,7838.531,14296.5979999924,,7707.0,0.23,0.8,10310.0,10271.0,10271.0,0.0,-1.0,-1.0,1.0,4100.0,206.0,151.0,206.0,161.0,0.0,45.0,0.0,1.0,42.0,93.0,-1.0,93.0,-1.0,-1.0,94.0,100.0,-1.0,100.0,0.0,50.0,0.0,1.0,0.0,21381.0,0.0,3475.0,3475.0,,,,5100.0,4900.0,5000.0,5100.0,5100.0,9000,9000,1551095535,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190225_WW_3dc74abc031c2adcbe0225dfba425579,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190225_WW_3dc74abc031c2adcbe0225dfba425579,,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,VM01-01-192.168.10.43,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,25,2,freshdirect-search,9,2019,200,Test Complete,18.1
,24.0,6044.0,,4331.0,,4331.084999998,4331.0799999999,5179.0,2074.0,8765.0,,0.0,1.0,882.0,0.0,1467646.0,1454348.0,81490.0,79136.0,0.0,,11035.0,6043.0,5885.0,5885.0,2082.0,18.0,4331.0,4828.0,3736.0,5399.0,5399.0,4331.0,4331.0,11068.0,11035.0,2261.0,2081.0,2081.0,36.0,15277.0,0.0,1551140165.93524,11035.0,11036.0,6044.0,5886.0,3448.0,5886.0,0.0,0.0,111160.0,162297.0,2.0,4331.0,4828.0,3737.0,5399.0,4331.0799999999,4331.0,15277.0,12319.0,41.259209645,83212.0,1229374.0,,,,,,15306.0,218338.0,15200.0,0.75,0.64,0.21,34.7263333333,5523.276999999999,10751.524,7752.469,10751.524,,7600.0,0.23,0.8,11068.0,11036.0,11035.0,0.0,-1.0,-1.0,1.0,4300.0,204.0,152.0,204.0,162.0,0.0,42.0,0.0,1.0,42.0,93.0,-1.0,93.0,-1.0,-1.0,94.0,100.0,-1.0,100.0,0.0,50.0,0.0,1.0,0.0,21952.0,0.0,3705.0,3705.0,,,,13600.0,5200.0,5500.0,5500.0,5500.0,9000,9000,1551140114,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190226_K0_ef4ba97c25f41ec869198b6969a59466,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190226_K0_ef4ba97c25f41ec869198b6969a59466,,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,VM02-07-192.168.10.75,https://www.freshdirect.com/srch.jsp?searchParams=Goya+Black+Beans,25,2,freshdirect-search,9,2019,200,Test Complete,18.1
