data.average.firstView,data.average.firstView.Colordepth,data.average.firstView.FirstInteractive,data.average.firstView.FirstPaintedHero,data.average.firstView.LastInteractive,data.average.firstView.LastPaintedHero,data.average.firstView.PerformancePaintTiming.first-contentful-paint,data.average.firstView.PerformancePaintTiming.first-paint,data.average.firstView.SpeedIndex,data.average.firstView.TTFB,data.average.firstView.TTIMeasurementEnd,data.average.firstView.TimeToInteractive,data.average.firstView.aft,data.average.firstView.avgRun,data.average.firstView.basePageSSLTime,data.average.firstView.bigImageCount,data.average.firstView.bytesIn,data.average.firstView.bytesInDoc,data.average.firstView.bytesOut,data.average.firstView.bytesOutDoc,data.average.firstView.cached,data.average.firstView.chromeUserTiming.InteractiveTime,data.average.firstView.chromeUserTiming.domComplete,data.average.firstView.chromeUserTiming.domContentLoadedEventEnd,data.average.firstView.chromeUserTiming.domContentLoadedEventStart,data.average.firstView.chromeUserTiming.domInteractive,data.average.firstView.chromeUserTiming.domLoading,data.average.firstView.chromeUserTiming.fetchStart,data.average.firstView.chromeUserTiming.firstContentfulPaint,data.average.firstView.chromeUserTiming.firstImagePaint,data.average.firstView.chromeUserTiming.firstLayout,data.average.firstView.chromeUserTiming.firstMeaningfulPaint,data.average.firstView.chromeUserTiming.firstMeaningfulPaintCandidate,data.average.firstView.chromeUserTiming.firstPaint,data.average.firstView.chromeUserTiming.firstTextPaint,data.average.firstView.chromeUserTiming.loadEventEnd,data.average.firstView.chromeUserTiming.loadEventStart,data.average.firstView.chromeUserTiming.redirectEnd,data.average.firstView.chromeUserTiming.redirectStart,data.average.firstView.chromeUserTiming.responseEnd,data.average.firstView.chromeUserTiming.unloadEventEnd,data.average.firstView.chromeUserTiming.unloadEventStart,data.average.firstView.connections,data.average.firstView.cpu.Idle,data.average.firstView.cpu.Paint,data.average.firstView.date,data.average.firstView.docTime,data.average.firstView.domComplete,data.average.firstView.domContentLoadedEventEnd,data.average.firstView.domContentLoadedEventStart,data.average.firstView.domElements,data.average.firstView.domInteractive,data.average.firstView.domLoading,data.average.firstView.domTime,data.average.firstView.effectiveBps,data.average.firstView.effectiveBpsDoc,data.average.firstView.final_base_page_request,data.average.firstView.firstContentfulPaint,data.average.firstView.firstImagePaint,data.average.firstView.firstLayout,data.average.firstView.firstMeaningfulPaint,data.average.firstView.firstPaint,data.average.firstView.firstTextPaint,data.average.firstView.fullyLoaded,data.average.firstView.fullyLoadedCPUms,data.average.firstView.fullyLoadedCPUpct,data.average.firstView.gzip_savings,data.average.firstView.gzip_total,data.average.firstView.heroElementTimes.BackgroundImage,data.average.firstView.heroElementTimes.FirstPaintedHero,data.average.firstView.heroElementTimes.Image,data.average.firstView.heroElementTimes.LastPaintedHero,data.average.firstView.image_savings,data.average.firstView.image_total,data.average.firstView.lastVisualChange,data.average.firstView.lighthouse.Accessibility,data.average.firstView.lighthouse.BestPractices,data.average.firstView.lighthouse.Performance,data.average.firstView.lighthouse.Performance.estimated-input-latency,data.average.firstView.lighthouse.Performance.first-contentful-paint,data.average.firstView.lighthouse.Performance.first-cpu-idle,data.average.firstView.lighthouse.Performance.first-meaningful-paint,data.average.firstView.lighthouse.Performance.interactive,data.average.firstView.lighthouse.Performance.max-potential-fid,data.average.firstView.lighthouse.Performance.speed-index,data.average.firstView.lighthouse.ProgressiveWebApp,data.average.firstView.lighthouse.SEO,data.average.firstView.loadEventEnd,data.average.firstView.loadEventStart,data.average.firstView.loadTime,data.average.firstView.maybeCaptcha,data.average.firstView.minify_savings,data.average.firstView.minify_total,data.average.firstView.optimization_checked,data.average.firstView.render,data.average.firstView.requests,data.average.firstView.requestsDoc,data.average.firstView.requestsFull,data.average.firstView.responses_200,data.average.firstView.responses_404,data.average.firstView.responses_other,data.average.firstView.result,data.average.firstView.run,data.average.firstView.score_cache,data.average.firstView.score_cdn,data.average.firstView.score_combine,data.average.firstView.score_compress,data.average.firstView.score_cookies,data.average.firstView.score_etags,data.average.firstView.score_gzip,data.average.firstView.score_keep-alive,data.average.firstView.score_minify,data.average.firstView.score_progressive_jpeg,data.average.firstView.server_rtt,data.average.firstView.smallImageCount,data.average.firstView.start_epoch,data.average.firstView.step,data.average.firstView.testStartOffset,data.average.firstView.test_run_time_ms,data.average.firstView.titleTime,data.average.firstView.userTime,data.average.firstView.userTime.optimizely_blockBegin,data.average.firstView.visualComplete,data.average.firstView.visualComplete85,data.average.firstView.visualComplete90,data.average.firstView.visualComplete95,data.average.firstView.visualComplete99,data.bwDown,data.bwUp,data.completed,data.connectivity,data.from,data.fvonly,data.id,data.latency,data.location,data.mobile,data.plr,data.successfulFVRuns,data.summary,data.testRuns,data.testUrl,data.tester,data.url,speedtracker.day,speedtracker.month,speedtracker.slug,speedtracker.week,speedtracker.year,statusCode,statusText,webPagetestVersion
,24.0,6049.0,,4498.0,,4498.270000011,4498.270000011,5396.0,2455.0,9008.0,,0.0,1.0,,0.0,1325072.0,976789.0,61463.0,48694.0,0.0,,7100.0,6048.0,6045.0,6044.0,2470.0,1445.0,4498.0,4697.0,3936.0,5691.0,5691.0,4498.0,4498.0,7104.0,7100.0,1445.0,21.0,2673.0,2469.0,2469.0,37.0,12825.0,0.0,1549683536.747818,7101.0,7101.0,6049.0,6046.0,6085.0,6045.0,0.0,0.0,127779.0,210243.0,3.0,4498.0,4697.0,3936.0,5692.0,4498.270000011,4498.0,12825.0,10630.0,41.217526173,23016.0,993866.0,,,,,15306.0,225205.0,6600.0,0.76,0.64,0.25,40.91165,5541.059,10373.0,6927.343000000003,10373.0,,6867.0,0.23,0.73,7105.0,7101.0,7101.0,0.0,-1.0,-1.0,1.0,4500.0,162.0,78.0,162.0,132.0,0.0,30.0,0.0,1.0,41.0,94.0,-1.0,94.0,-1.0,-1.0,98.0,100.0,-1.0,100.0,0.0,40.0,0.0,1.0,0.0,18819.0,0.0,3904.0,3904.0,6600.0,5800.0,5800.0,6500.0,6500.0,9000,9000,1549683539,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190209_XC_f35a6e483b1fa0eb71ee6afa0110e8e9,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190209_XC_f35a6e483b1fa0eb71ee6afa0110e8e9,,https://www.freshdirect.com/,VM03-04-192.168.10.83,https://www.freshdirect.com/,8,2,freshdirect-home,6,2019,200,Test Complete,18.1
,24.0,6715.0,,5139.0,,5139.3050000006,5139.3050000006,5975.0,3225.0,9546.0,,0.0,1.0,,0.0,1320278.0,1318801.0,63921.0,62312.0,0.0,,13365.0,6714.0,6711.0,6710.0,3234.0,1430.0,5139.0,5296.0,4606.0,6375.0,6375.0,5139.0,5139.0,13401.0,13365.0,1430.0,10.0,3450.0,3234.0,3234.0,39.0,16133.0,0.0,1549727634.885989,13366.0,13366.0,6715.0,6711.0,6134.0,6711.0,0.0,0.0,102283.0,130046.0,3.0,5139.0,5296.0,4606.0,6375.0,5139.3050000006,5139.0,16133.0,9620.0,30.404551201,23017.0,988313.0,,,,,15306.0,225412.0,7200.0,0.76,0.64,0.23,34.0080588235,5082.107,9700.249,6820.958000000001,13373.071000000002,,6705.0,0.23,0.73,13401.0,13366.0,13366.0,0.0,-1.0,-1.0,1.0,5100.0,209.0,168.0,209.0,156.0,0.0,53.0,0.0,1.0,40.0,92.0,-1.0,94.0,-1.0,-1.0,98.0,100.0,-1.0,100.0,0.0,41.0,0.0,1.0,0.0,22773.0,0.0,4582.0,4582.0,6600.0,6400.0,6400.0,6600.0,6600.0,9000,9000,1549727636,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190209_GD_dde1e8d429521a0df57b5a918e811c57,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190209_GD_dde1e8d429521a0df57b5a918e811c57,,https://www.freshdirect.com/,VM03-01-192.168.10.79,https://www.freshdirect.com/,9,2,freshdirect-home,6,2019,200,Test Complete,18.1
,24.0,5746.0,,4036.0,,4036.8600000002,4036.8600000002,4996.0,2175.0,8619.0,,0.0,1.0,,0.0,1320937.0,1319305.0,63910.0,62295.0,0.0,,11334.0,5745.0,5742.0,5742.0,2187.0,1449.0,4036.0,4268.0,3609.0,5358.0,5358.0,4036.0,4036.0,11363.0,11334.0,1449.0,13.0,2401.0,2185.0,2185.0,37.0,14258.0,0.0,1549755637.723883,11335.0,11335.0,5746.0,5743.0,6099.0,5743.0,0.0,0.0,109321.0,144028.0,3.0,4037.0,4268.0,3609.0,5358.0,4036.8600000002,4037.0,14258.0,11120.0,39.3767705382,23020.0,985124.0,,,,,15306.0,229027.0,6100.0,0.76,0.64,0.18,35.1730952381,5626.755,10427.373,7398.094,13999.243,,7153.0,0.23,0.73,11364.0,11335.0,11335.0,0.0,-1.0,-1.0,1.0,4000.0,196.0,151.0,196.0,153.0,0.0,43.0,0.0,1.0,41.0,94.0,-1.0,94.0,-1.0,-1.0,98.0,100.0,-1.0,100.0,0.0,41.0,0.0,1.0,0.0,21141.0,0.0,3583.0,3583.0,6100.0,5400.0,5600.0,6100.0,6100.0,9000,9000,1549755635,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190209_13_0b453a2016965300b9f3686b40bc4179,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190209_13_0b453a2016965300b9f3686b40bc4179,,https://www.freshdirect.com/,VM02-04-192.168.10.72,https://www.freshdirect.com/,9,2,freshdirect-home,6,2019,200,Test Complete,18.1
,24.0,5777.0,,4244.0,,4244.1550000003,4244.1499999986,5323.0,2282.0,8680.0,,0.0,1.0,,0.0,1312758.0,975838.0,61180.0,48776.0,0.0,,6826.0,5777.0,5774.0,5774.0,2294.0,1497.0,4244.0,4353.0,3711.0,5422.0,5422.0,4244.0,4244.0,6828.0,6827.0,1497.0,8.0,2498.0,2293.0,2293.0,34.0,12711.0,0.0,1549771137.88221,6827.0,6827.0,5777.0,5774.0,6033.0,5774.0,0.0,0.0,125875.0,214705.0,3.0,4244.0,4354.0,3712.0,5423.0,4244.1499999986,4244.0,12711.0,10369.0,39.8386477142,23014.0,981811.0,,,,,15306.0,225205.0,6300.0,0.67,0.64,0.27,35.0487368421,5150.224,10015.591,6782.309,10015.591,,6855.0,0.23,0.73,6828.0,6827.0,6827.0,0.0,-1.0,-1.0,1.0,4300.0,159.0,78.0,159.0,132.0,0.0,27.0,0.0,1.0,42.0,95.0,-1.0,94.0,-1.0,-1.0,98.0,100.0,-1.0,100.0,0.0,40.0,0.0,1.0,0.0,18028.0,0.0,3688.0,3688.0,6300.0,5800.0,5800.0,6300.0,6300.0,9000,9000,1549771133,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190210_YX_cea3086b7fb1cd2afcf16d89fc10712e,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190210_YX_cea3086b7fb1cd2afcf16d89fc10712e,,https://www.freshdirect.com/,VM03-03-192.168.10.82,https://www.freshdirect.com/,9,2,freshdirect-home,6,2019,200,Test Complete,18.1
,24.0,6278.0,,4281.0,,4281.8299999999,4281.825,5527.0,2498.0,9097.0,,0.0,1.0,,0.0,1320738.0,1319150.0,63975.0,62362.0,0.0,,12212.0,6277.0,6273.0,6273.0,2509.0,1658.0,4281.0,5138.0,3878.0,5896.0,5896.0,4281.0,4281.0,12260.0,12212.0,1658.0,8.0,2715.0,2508.0,2508.0,37.0,15211.0,0.0,1549815242.207275,12213.0,12213.0,6278.0,6274.0,6097.0,6274.0,0.0,0.0,103888.0,135784.0,3.0,4282.0,5138.0,3879.0,5897.0,4281.825,4282.0,15211.0,10799.0,34.526854219899995,23016.0,985328.0,,,,,15306.0,229027.0,6700.0,0.76,0.64,0.22,30.674,5201.287,9874.709,6719.815,13682.748999999,,6784.0,0.23,0.73,12261.0,12213.0,12213.0,0.0,-1.0,-1.0,1.0,4300.0,203.0,153.0,203.0,152.0,0.0,51.0,0.0,1.0,41.0,94.0,-1.0,94.0,-1.0,-1.0,98.0,100.0,-1.0,100.0,0.0,42.0,0.0,1.0,0.0,21253.0,0.0,3841.0,3841.0,6200.0,6000.0,6200.0,6200.0,6200.0,9000,9000,1549815244,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190210_79_41eb53ad4cd3276c4cf985da3931a809,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190210_79_41eb53ad4cd3276c4cf985da3931a809,,https://www.freshdirect.com/,VM03-05-192.168.10.84,https://www.freshdirect.com/,10,2,freshdirect-home,6,2019,200,Test Complete,18.1
,24.0,6233.0,,4471.0,,4471.3850000007,4471.3850000007,5510.0,2513.0,9110.0,,0.0,1.0,,0.0,1354592.0,1352917.0,64738.0,63127.0,0.0,,11949.0,6232.0,6229.0,6228.0,2526.0,1436.0,4471.0,4788.0,3882.0,5847.0,5847.0,4471.0,4471.0,11986.0,11950.0,1436.0,19.0,2741.0,2525.0,2525.0,38.0,14917.0,0.0,1549904121.684905,11950.0,11950.0,6233.0,6229.0,6174.0,6229.0,0.0,0.0,109206.0,143363.0,3.0,4471.0,4789.0,3883.0,5848.0,4471.3850000007,4471.0,14917.0,12029.0,39.9137358991,52441.0,1017540.0,,,,,15306.0,229113.0,6800.0,0.76,0.64,0.19,39.3953333333,5256.726,13824.489,6950.728,13824.489,,6875.0,0.23,0.73,11987.0,11950.0,11950.0,0.0,-1.0,-1.0,1.0,4500.0,203.0,156.0,203.0,156.0,0.0,47.0,0.0,1.0,40.0,92.0,-1.0,94.0,-1.0,-1.0,95.0,100.0,-1.0,100.0,0.0,41.0,0.0,1.0,0.0,21117.0,0.0,3860.0,3860.0,6200.0,5900.0,5900.0,6200.0,6200.0,9000,9000,1549904128,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190211_Q9_58a356b3d1122387b1112e3e47133712,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190211_Q9_58a356b3d1122387b1112e3e47133712,,https://www.freshdirect.com/,VM01-05-192.168.10.63,https://www.freshdirect.com/,11,2,freshdirect-home,7,2019,200,Test Complete,18.1
,24.0,6341.0,,4755.0,,4755.5649999995,4755.5649999995,5684.0,2748.0,9118.0,,0.0,1.0,,0.0,1316737.0,979947.0,61138.0,48701.0,0.0,,7310.0,6340.0,6337.0,6337.0,2759.0,1808.0,4755.0,4940.0,4156.0,5980.0,5980.0,4755.0,4755.0,7311.0,7310.0,1808.0,19.0,2964.0,2758.0,2758.0,34.0,12855.0,0.0,1549947568.257535,7311.0,7310.0,6341.0,6337.0,6072.0,6337.0,0.0,0.0,130279.0,214759.0,3.0,4756.0,4940.0,4156.0,5981.0,4755.5649999995,4756.0,12855.0,11030.0,41.3573303337,23015.0,982799.0,,,,,15306.0,228307.0,6800.0,0.67,0.64,0.27,33.1776666667,5269.736999999999,9939.693000000001,6836.4919999999975,9939.693000000001,,6843.0,0.23,0.73,7312.0,7311.0,7311.0,0.0,-1.0,-1.0,1.0,4800.0,160.0,78.0,160.0,130.0,0.0,30.0,0.0,1.0,41.0,95.0,-1.0,94.0,-1.0,-1.0,98.0,100.0,-1.0,100.0,0.0,39.0,0.0,1.0,0.0,18998.0,0.0,4128.0,4128.0,6300.0,6100.0,6100.0,6300.0,6300.0,9000,9000,1549947536,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190212_T1_66a94a5e9a6f26723196f40532216876,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190212_T1_66a94a5e9a6f26723196f40532216876,,https://www.freshdirect.com/,VM04-03-192.168.10.91,https://www.freshdirect.com/,11,2,freshdirect-home,7,2019,200,Test Complete,18.1
,24.0,6457.0,,4803.0,,4803.1200000005,4803.1150000024,5729.0,2636.0,9481.0,,0.0,1.0,,0.0,1366030.0,1352774.0,66085.0,64107.0,0.0,,12888.0,6456.0,6453.0,6452.0,2646.0,1472.0,4803.0,4961.0,4201.0,6048.0,6048.0,4803.0,4803.0,12923.0,12888.0,1472.0,33.0,2853.0,2645.0,2645.0,41.0,17140.0,0.0,1549991649.530285,12888.0,12888.0,6457.0,6453.0,6166.0,6453.0,0.0,0.0,94182.0,131952.0,3.0,4803.0,4961.0,4202.0,6048.0,4803.1150000024,4803.0,17140.0,13300.0,40.0120336943,52444.0,1030543.0,,,,,15306.0,227026.0,7100.0,0.76,0.64,0.22,38.5686875,5111.564,9785.206,6918.92,13760.565000003799,,6917.0,0.23,0.73,12923.0,12889.0,12888.0,0.0,-1.0,-1.0,1.0,4800.0,215.0,161.0,215.0,161.0,0.0,54.0,0.0,1.0,40.0,91.0,-1.0,94.0,-1.0,-1.0,95.0,100.0,-1.0,100.0,0.0,43.0,0.0,1.0,0.0,24091.0,0.0,4175.0,4175.0,6400.0,6200.0,6200.0,6400.0,6400.0,9000,9000,1549991659,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190212_D1_5ad804812c5e0a4c0aacbe59d8637357,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190212_D1_5ad804812c5e0a4c0aacbe59d8637357,,https://www.freshdirect.com/,VM01-05-192.168.10.63,https://www.freshdirect.com/,12,2,freshdirect-home,7,2019,200,Test Complete,18.1
,24.0,5870.0,,4282.0,,4282.0199999987,4282.0199999987,5196.0,2314.0,12632.0,4282.0,0.0,1.0,,0.0,1364037.0,1362286.0,66033.0,63877.0,0.0,,11804.0,5869.0,5866.0,5866.0,2321.0,1575.0,4282.0,4483.0,3731.0,5508.0,5508.0,4282.0,4282.0,11876.0,11804.0,1575.0,13.0,2542.0,2321.0,2321.0,40.0,14987.0,0.0,1550035742.175488,11804.0,11804.0,5870.0,5867.0,6113.0,5866.0,0.0,0.0,107633.0,143549.0,3.0,4282.0,4484.0,3731.0,5509.0,4282.0199999987,4282.0,14987.0,11779.0,37.9877458884,52457.0,1018711.0,,,,,15306.0,237712.0,14500.0,0.67,0.64,0.21,37.7474736842,5363.911999999998,9814.99,6879.44,13803.783000000001,,6874.0,0.23,0.73,11877.0,11804.0,11804.0,0.0,-1.0,-1.0,1.0,4300.0,209.0,159.0,209.0,159.0,0.0,50.0,0.0,1.0,40.0,92.0,-1.0,94.0,-1.0,-1.0,95.0,100.0,-1.0,100.0,0.0,42.0,0.0,1.0,0.0,21668.0,0.0,3704.0,3704.0,5800.0,5500.0,5500.0,5800.0,5800.0,9000,9000,1550035741,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190213_P6_f3a2f8e72c2b27b04cecd828fce4b391,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190213_P6_f3a2f8e72c2b27b04cecd828fce4b391,,https://www.freshdirect.com/,VM03-06-192.168.10.85,https://www.freshdirect.com/,13,2,freshdirect-home,7,2019,200,Test Complete,18.1
,24.0,5913.0,,4257.0,,4257.1599999991995,4257.1599999991995,5203.0,2208.0,8839.0,,0.0,1.0,,0.0,1324558.0,986957.0,61166.0,48729.0,0.0,,6956.0,5912.0,5909.0,5908.0,2218.0,1417.0,4257.0,4529.0,3703.0,5534.0,5534.0,4257.0,4257.0,6957.0,6957.0,1417.0,4.0,2427.0,2217.0,2217.0,34.0,12407.0,0.0,1550079878.471391,6957.0,6956.0,5913.0,5909.0,5976.0,5909.0,0.0,0.0,129871.0,207824.0,3.0,4257.0,4530.0,3704.0,5534.0,4257.1599999991995,4257.0,12407.0,9610.0,38.954195379,23014.0,983096.0,,,,,15306.0,235891.0,11700.0,0.76,0.64,0.26,41.5571111111,5150.496,10326.725,6707.357,10326.725,,6770.0,0.23,0.73,6958.0,6957.0,6957.0,0.0,-1.0,-1.0,1.0,4200.0,154.0,78.0,154.0,129.0,0.0,25.0,0.0,1.0,42.0,95.0,-1.0,94.0,-1.0,-1.0,98.0,100.0,-1.0,100.0,0.0,39.0,0.0,1.0,0.0,18386.0,0.0,3673.0,3673.0,5800.0,5600.0,5600.0,5800.0,5800.0,9000,9000,1550079848,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190213_3J_38bb9101eaaf804744e00c60e7e91193,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190213_3J_38bb9101eaaf804744e00c60e7e91193,,https://www.freshdirect.com/,VM04-08-192.168.10.96,https://www.freshdirect.com/,13,2,freshdirect-home,7,2019,200,Test Complete,18.1
,24.0,5789.0,,4382.0,,4382.7000000001,4382.7000000001,5241.0,2351.0,8612.0,,0.0,1.0,,0.0,1295713.0,963304.0,58032.0,46858.0,0.0,,6786.0,5788.0,5785.0,5785.0,2362.0,1464.0,4382.0,4471.0,3794.0,5489.0,5489.0,4382.0,4382.0,6787.0,6786.0,1464.0,19.0,2556.0,2361.0,2361.0,34.0,10263.0,0.0,1550168043.5134199,6787.0,6787.0,5789.0,5786.0,4853.0,5786.0,0.0,0.0,163765.0,217155.0,3.0,4383.0,4472.0,3795.0,5490.0,4382.7000000001,4383.0,10263.0,8620.0,34.7440548166,21320.0,965499.0,,,,,15306.0,225424.0,6200.0,0.76,0.64,0.21,58.019,5250.821999999999,12386.53,6598.276999999999,12386.53,,6793.0,0.23,0.73,6788.0,6787.0,6787.0,0.0,-1.0,-1.0,1.0,4400.0,129.0,75.0,129.0,117.0,0.0,12.0,0.0,1.0,42.0,95.0,-1.0,94.0,-1.0,-1.0,98.0,100.0,-1.0,100.0,0.0,35.0,0.0,1.0,0.0,17475.0,0.0,3766.0,3766.0,6200.0,5500.0,5500.0,5700.0,6200.0,9000,9000,1550168027,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190214_PY_a17e711a1fee111015841ddf6c15611e,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190214_PY_a17e711a1fee111015841ddf6c15611e,,https://www.freshdirect.com/,VM01-08-192.168.10.66,https://www.freshdirect.com/,14,2,freshdirect-home,7,2019,200,Test Complete,18.1
,24.0,5908.0,,4376.0,,4376.880000003401,4376.8750000017,5437.0,2555.0,8784.0,,0.0,1.0,,0.0,1351375.0,971395.0,61714.0,49070.0,0.0,,6912.0,5907.0,5905.0,5904.0,2564.0,1714.0,4376.0,4715.0,3940.0,5616.0,5616.0,4376.0,4376.0,6916.0,6912.0,1714.0,12.0,2754.0,2563.0,2563.0,36.0,12460.0,0.0,1550212174.136699,6913.0,6913.0,5908.0,5906.0,4852.0,5905.0,0.0,0.0,136433.0,222899.0,3.0,4377.0,4715.0,3941.0,5617.0,4376.8750000017,4377.0,12460.0,10019.0,38.8071262587,53150.0,1012483.0,,,,,15306.0,231981.0,11800.0,0.76,0.64,0.28,26.9023548387,5214.604,9736.949,6538.156,9736.9490000038,,6772.0,0.23,0.73,6917.0,6913.0,6913.0,0.0,-1.0,-1.0,1.0,4400.0,156.0,78.0,156.0,130.0,0.0,26.0,0.0,1.0,41.0,94.0,-1.0,94.0,-1.0,-1.0,95.0,100.0,-1.0,100.0,0.0,40.0,0.0,1.0,0.0,18056.0,0.0,3919.0,3919.0,5700.0,5700.0,5700.0,5700.0,5700.0,9000,9000,1550212124,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190215_V3_587148734c3ecef7e59c4c291d7aec71,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190215_V3_587148734c3ecef7e59c4c291d7aec71,,https://www.freshdirect.com/,VM04-07-192.168.10.95,https://www.freshdirect.com/,15,2,freshdirect-home,7,2019,200,Test Complete,18.1
,24.0,5839.0,,4310.0,,4310.7650000002,4310.7600000003,5294.0,2116.0,8695.0,,0.0,1.0,,0.0,1303712.0,964280.0,58633.0,46725.0,0.0,,6838.0,5838.0,5835.0,5835.0,2127.0,1441.0,4310.0,4406.0,3614.0,5513.0,5513.0,4310.0,4310.0,6839.0,6838.0,1441.0,13.0,2322.0,2127.0,2127.0,34.0,12511.0,0.0,1550256245.7907689,6839.0,6839.0,5839.0,5836.0,4842.0,5835.0,0.0,0.0,125417.0,204166.0,3.0,4311.0,4406.0,3615.0,5514.0,4310.7600000003,4311.0,12511.0,11079.0,44.4979919679,23722.0,971717.0,,,,,15306.0,226335.0,12600.0,0.76,0.64,0.22,35.2100952381,5959.302,10133.832,7103.2159999999985,10133.832,,7365.0,0.23,0.73,6840.0,6839.0,6839.0,0.0,-1.0,-1.0,1.0,4300.0,154.0,75.0,154.0,126.0,0.0,28.0,0.0,1.0,41.0,95.0,-1.0,94.0,-1.0,-1.0,98.0,100.0,-1.0,100.0,0.0,37.0,0.0,1.0,0.0,18986.0,0.0,3580.0,3580.0,7200.0,5600.0,5700.0,5700.0,6400.0,9000,9000,1550256229,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190215_0Q_f3dfd32d4d5b64c583410931489ff88c,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190215_0Q_f3dfd32d4d5b64c583410931489ff88c,,https://www.freshdirect.com/,VM03-08-192.168.10.87,https://www.freshdirect.com/,15,2,freshdirect-home,7,2019,200,Test Complete,18.1
,24.0,5591.0,,4131.0,,4131.2100000068,4131.2050000051,5049.0,2194.0,8460.0,,0.0,1.0,,0.0,1312298.0,961191.0,59304.0,46883.0,0.0,,6628.0,5590.0,5587.0,5586.0,2204.0,1425.0,4131.0,4239.0,3562.0,5253.0,5253.0,4131.0,4131.0,6630.0,6629.0,1425.0,9.0,2392.0,2203.0,2203.0,36.0,12253.0,0.0,1550300361.566442,6629.0,6629.0,5591.0,5588.0,4844.0,5587.0,0.0,0.0,130460.0,216728.0,3.0,4131.0,4240.0,3562.0,5254.0,4131.2050000051,4131.0,12253.0,9870.0,40.3351042093,24008.0,983820.0,,,,,15306.0,222653.0,6100.0,0.76,0.64,0.29,49.6842,5008.621,9769.323,6502.75,9769.323,,6613.0,0.23,0.73,6631.0,6629.0,6629.0,0.0,-1.0,-1.0,1.0,4100.0,157.0,76.0,157.0,127.0,0.0,30.0,0.0,1.0,41.0,93.0,-1.0,94.0,-1.0,-1.0,98.0,100.0,-1.0,100.0,0.0,38.0,0.0,1.0,0.0,17989.0,0.0,3533.0,3533.0,6100.0,5600.0,5600.0,6100.0,6100.0,9000,9000,1550300326,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190216_6D_3684a57bb7e4039193dff6510c52d0dc,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190216_6D_3684a57bb7e4039193dff6510c52d0dc,,https://www.freshdirect.com/,VM02-07-192.168.10.75,https://www.freshdirect.com/,16,2,freshdirect-home,7,2019,200,Test Complete,18.1
