data.average.firstView,data.average.firstView.Colordepth,data.average.firstView.FirstInteractive,data.average.firstView.FirstPaintedHero,data.average.firstView.LastInteractive,data.average.firstView.LastPaintedHero,data.average.firstView.PerformancePaintTiming.first-contentful-paint,data.average.firstView.PerformancePaintTiming.first-paint,data.average.firstView.SpeedIndex,data.average.firstView.TTFB,data.average.firstView.TTIMeasurementEnd,data.average.firstView.TimeToInteractive,data.average.firstView.aft,data.average.firstView.avgRun,data.average.firstView.basePageSSLTime,data.average.firstView.bigImageCount,data.average.firstView.bytesIn,data.average.firstView.bytesInDoc,data.average.firstView.bytesOut,data.average.firstView.bytesOutDoc,data.average.firstView.cached,data.average.firstView.chromeUserTiming.InteractiveTime,data.average.firstView.chromeUserTiming.domComplete,data.average.firstView.chromeUserTiming.domContentLoadedEventEnd,data.average.firstView.chromeUserTiming.domContentLoadedEventStart,data.average.firstView.chromeUserTiming.domInteractive,data.average.firstView.chromeUserTiming.domLoading,data.average.firstView.chromeUserTiming.fetchStart,data.average.firstView.chromeUserTiming.firstContentfulPaint,data.average.firstView.chromeUserTiming.firstImagePaint,data.average.firstView.chromeUserTiming.firstLayout,data.average.firstView.chromeUserTiming.firstMeaningfulPaint,data.average.firstView.chromeUserTiming.firstMeaningfulPaintCandidate,data.average.firstView.chromeUserTiming.firstPaint,data.average.firstView.chromeUserTiming.firstTextPaint,data.average.firstView.chromeUserTiming.loadEventEnd,data.average.firstView.chromeUserTiming.loadEventStart,data.average.firstView.chromeUserTiming.redirectEnd,data.average.firstView.chromeUserTiming.redirectStart,data.average.firstView.chromeUserTiming.responseEnd,data.average.firstView.chromeUserTiming.unloadEventEnd,data.average.firstView.chromeUserTiming.unloadEventStart,data.average.firstView.connections,data.average.firstView.cpu.Idle,data.average.firstView.cpu.Paint,data.average.firstView.date,data.average.firstView.docTime,data.average.firstView.domComplete,data.average.firstView.domContentLoadedEventEnd,data.average.firstView.domContentLoadedEventStart,data.average.firstView.domElements,data.average.firstView.domInteractive,data.average.firstView.domLoading,data.average.firstView.domTime,data.average.firstView.effectiveBps,data.average.firstView.effectiveBpsDoc,data.average.firstView.final_base_page_request,data.average.firstView.firstContentfulPaint,data.average.firstView.firstImagePaint,data.average.firstView.firstLayout,data.average.firstView.firstMeaningfulPaint,data.average.firstView.firstPaint,data.average.firstView.firstTextPaint,data.average.firstView.fullyLoaded,data.average.firstView.fullyLoadedCPUms,data.average.firstView.fullyLoadedCPUpct,data.average.firstView.gzip_savings,data.average.firstView.gzip_total,data.average.firstView.heroElementTimes.BackgroundImage,data.average.firstView.heroElementTimes.FirstPaintedHero,data.average.firstView.heroElementTimes.Image,data.average.firstView.heroElementTimes.LastPaintedHero,data.average.firstView.image_savings,data.average.firstView.image_total,data.average.firstView.lastVisualChange,data.average.firstView.lighthouse.Accessibility,data.average.firstView.lighthouse.BestPractices,data.average.firstView.lighthouse.Performance,data.average.firstView.lighthouse.Performance.estimated-input-latency,data.average.firstView.lighthouse.Performance.first-contentful-paint,data.average.firstView.lighthouse.Performance.first-cpu-idle,data.average.firstView.lighthouse.Performance.first-meaningful-paint,data.average.firstView.lighthouse.Performance.interactive,data.average.firstView.lighthouse.Performance.max-potential-fid,data.average.firstView.lighthouse.Performance.speed-index,data.average.firstView.lighthouse.ProgressiveWebApp,data.average.firstView.lighthouse.SEO,data.average.firstView.loadEventEnd,data.average.firstView.loadEventStart,data.average.firstView.loadTime,data.average.firstView.maybeCaptcha,data.average.firstView.minify_savings,data.average.firstView.minify_total,data.average.firstView.optimization_checked,data.average.firstView.render,data.average.firstView.requests,data.average.firstView.requestsDoc,data.average.firstView.requestsFull,data.average.firstView.responses_200,data.average.firstView.responses_404,data.average.firstView.responses_other,data.average.firstView.result,data.average.firstView.run,data.average.firstView.score_cache,data.average.firstView.score_cdn,data.average.firstView.score_combine,data.average.firstView.score_compress,data.average.firstView.score_cookies,data.average.firstView.score_etags,data.average.firstView.score_gzip,data.average.firstView.score_keep-alive,data.average.firstView.score_minify,data.average.firstView.score_progressive_jpeg,data.average.firstView.server_rtt,data.average.firstView.smallImageCount,data.average.firstView.start_epoch,data.average.firstView.step,data.average.firstView.testStartOffset,data.average.firstView.test_run_time_ms,data.average.firstView.titleTime,data.average.firstView.userTime,data.average.firstView.userTime.optimizely_blockBegin,data.average.firstView.visualComplete,data.average.firstView.visualComplete85,data.average.firstView.visualComplete90,data.average.firstView.visualComplete95,data.average.firstView.visualComplete99,data.bwDown,data.bwUp,data.completed,data.connectivity,data.from,data.fvonly,data.id,data.latency,data.location,data.mobile,data.plr,data.successfulFVRuns,data.summary,data.testRuns,data.testUrl,data.tester,data.url,speedtracker.day,speedtracker.month,speedtracker.slug,speedtracker.week,speedtracker.year,statusCode,statusText,webPagetestVersion
,24.0,6259.0,,4224.0,,4224.8350000009,4224.8300000065,7166.0,2173.0,11371.0,4224.0,0.0,1.0,907.0,1.0,2149105.0,2135187.0,62809.0,59826.0,0.0,,12635.0,6259.0,6094.0,6094.0,2190.0,23.0,4224.0,4615.0,3672.0,5712.0,5712.0,4224.0,,12683.0,12635.0,,,2553.0,2187.0,2187.0,49.0,17062.0,0.0,1552639126.40237,12636.0,12635.0,6259.0,6095.0,5948.0,6094.0,0.0,0.0,144341.0,204070.0,2.0,4225.0,4615.0,3673.0,5712.0,4224.8300000065,,17062.0,19709.0,58.888556916599995,217251.0,1564133.0,,,,,15306.0,223031.0,17300.0,0.69,0.57,0.07,272.85200000000003,6033.7159999999985,19676.795,7891.391,19676.795,,10788.0,0.23,0.73,12684.0,12636.0,12636.0,0.0,-1.0,-1.0,1.0,4300.0,248.0,188.0,248.0,195.0,0.0,53.0,0.0,1.0,42.0,88.0,-1.0,94.0,-1.0,-1.0,87.0,100.0,-1.0,24.0,0.0,39.0,0.0,1.0,0.0,26140.0,0.0,3641.0,3641.0,11000.0,11000.0,11000.0,11000.0,11000.0,9000,9000,1552639101,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190315_MP_584387033c07df3641d548573c9dcc39,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190315_MP_584387033c07df3641d548573c9dcc39,,https://www.freshdirect.com/,VM02-05-192.168.10.73,https://www.freshdirect.com/,15,3,freshdirect-home,11,2019,200,Test Complete,18.1
,24.0,6517.0,,4853.0,,4853.0600000013,4853.0499999979,7383.0,2495.0,10645.0,4853.0,0.0,1.0,875.0,1.0,2177699.0,2163916.0,62785.0,60051.0,0.0,,12063.0,6516.0,6347.0,6346.0,2508.0,13.0,4853.0,4982.0,4160.0,5995.0,5995.0,4853.0,,12139.0,12063.0,,,2864.0,2507.0,2507.0,50.0,16555.0,1.0,1552683164.752299,12064.0,12064.0,6517.0,6347.0,5940.0,6347.0,0.0,0.0,154875.0,226138.0,2.0,4853.0,4982.0,4161.0,5996.0,4853.0499999979,,16556.0,17079.0,53.1094527363,249287.0,1595019.0,,,,,15306.0,219330.0,16800.0,0.69,0.57,0.09,235.51466666669998,5835.46,12873.164,7146.98,18181.452,,10413.0,0.23,0.73,12139.0,12064.0,12064.0,0.0,-1.0,-1.0,1.0,4900.0,249.0,193.0,249.0,191.0,0.0,58.0,0.0,1.0,42.0,88.0,-1.0,94.0,-1.0,-1.0,85.0,100.0,-1.0,24.0,0.0,38.0,0.0,1.0,0.0,24267.0,0.0,4127.0,4127.0,16800.0,10500.0,11000.0,11000.0,11000.0,9000,9000,1552683132,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190315_4N_46f11fe8dfd74343ed8d061652bdb3d3,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190315_4N_46f11fe8dfd74343ed8d061652bdb3d3,,https://www.freshdirect.com/,VM02-08-192.168.10.76,https://www.freshdirect.com/,15,3,freshdirect-home,11,2019,200,Test Complete,18.1
,24.0,6445.0,,4484.0,,4484.9849999999,4484.98,7246.0,2307.0,10652.0,4484.0,0.0,1.0,874.0,1.0,2149769.0,2136155.0,62503.0,60064.0,0.0,,12736.0,6444.0,6254.0,6254.0,2321.0,7.0,4484.0,4768.0,3790.0,5844.0,5844.0,4484.0,,12810.0,12736.0,,,2687.0,2320.0,2320.0,48.0,16521.0,0.0,1552771309.609034,12737.0,12737.0,6445.0,6255.0,5877.0,6255.0,0.0,0.0,151243.0,204808.0,2.0,4485.0,4769.0,3790.0,5845.0,4484.98,,16521.0,17940.0,53.408752604899995,219752.0,1564195.0,,,,,15306.0,222945.0,17100.0,0.69,0.57,0.05,247.3223333333,7007.128000000002,13089.648,8205.47,22920.889,,10688.0,0.23,0.73,12811.0,12737.0,12737.0,0.0,-1.0,-1.0,1.0,4500.0,250.0,193.0,250.0,196.0,0.0,54.0,0.0,1.0,42.0,89.0,-1.0,94.0,-1.0,-1.0,86.0,100.0,-1.0,24.0,0.0,40.0,0.0,1.0,0.0,24964.0,0.0,3751.0,3751.0,16500.0,10500.0,11000.0,11000.0,11000.0,9000,9000,1552771299,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190316_9Y_d5cde9d38f0ab5fca324e0fb0c4f021f,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190316_9Y_d5cde9d38f0ab5fca324e0fb0c4f021f,,https://www.freshdirect.com/,VM03-08-192.168.10.87,https://www.freshdirect.com/,16,3,freshdirect-home,11,2019,200,Test Complete,18.1
,24.0,6054.0,,3945.0,,3945.925,3945.9200000056,6820.0,2018.0,10250.0,3945.0,0.0,1.0,880.0,1.0,2147365.0,2132790.0,62100.0,59116.0,0.0,,11835.0,6053.0,5833.0,5832.0,2028.0,12.0,3945.0,4309.0,3463.0,5340.0,5340.0,3945.0,,11890.0,11835.0,,,2388.0,2027.0,2027.0,51.0,16229.0,1.0,1552815452.192499,11836.0,11836.0,6054.0,5834.0,5904.0,5833.0,0.0,0.0,151095.0,217232.0,2.0,3946.0,4309.0,3464.0,5341.0,3945.9200000056,,16230.0,16939.0,52.2355843355,217251.0,1566737.0,,,,,15306.0,221614.0,16900.0,0.69,0.57,0.08,231.78266666669998,5977.938,12786.499,7248.35,19043.778,,10267.0,0.23,0.73,11891.0,11836.0,11836.0,0.0,-1.0,-1.0,1.0,4000.0,251.0,189.0,251.0,198.0,0.0,53.0,0.0,1.0,42.0,89.0,-1.0,94.0,-1.0,-1.0,87.0,100.0,-1.0,24.0,0.0,39.0,0.0,1.0,0.0,23899.0,0.0,3413.0,3413.0,10500.0,10500.0,10500.0,10500.0,10500.0,9000,9000,1552815396,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190317_YW_c4917f08e91dcee37bcf8d2b92eec8b4,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190317_YW_c4917f08e91dcee37bcf8d2b92eec8b4,,https://www.freshdirect.com/,VM04-06-192.168.10.94,https://www.freshdirect.com/,17,3,freshdirect-home,11,2019,200,Test Complete,18.1
,24.0,5964.0,,4171.0,,4171.3500000041995,4171.3500000041995,12401.0,396.0,10188.0,4171.0,0.0,1.0,,1.0,2157168.0,2143870.0,63284.0,61450.0,0.0,,12778.0,5963.0,5815.0,5815.0,2230.0,22.0,4171.0,4532.0,3691.0,5507.0,5507.0,4171.0,,12835.0,12779.0,,,2611.0,2229.0,2229.0,49.0,16618.0,0.0,1552859601.15978,12779.0,12779.0,5964.0,5816.0,5916.0,5816.0,0.0,0.0,132977.0,173130.0,0.0,4171.0,4532.0,3692.0,5508.0,4171.3500000041995,,16618.0,18759.0,56.050194203800004,217174.0,1567506.0,,,,,15306.0,226455.0,17400.0,0.69,0.5,0.08,232.0123333333,5971.788000000001,12801.796,7316.391,18750.3079999924,,10278.0,0.23,0.73,12835.0,12779.0,12779.0,0.0,-1.0,-1.0,1.0,4200.0,259.0,204.0,259.0,204.0,0.0,55.0,0.0,1.0,44.0,90.0,-1.0,94.0,-1.0,-1.0,87.0,100.0,-1.0,24.0,0.0,41.0,0.0,1.0,0.0,25266.0,0.0,3655.0,3655.0,13500.0,13000.0,13000.0,13000.0,13000.0,9000,9000,1552859563,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190317_09_8237f6051dd7a48f2af72a7960a07b86,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190317_09_8237f6051dd7a48f2af72a7960a07b86,,https://www.freshdirect.com/,VM02-03-192.168.10.71,https://www.freshdirect.com/,17,3,freshdirect-home,11,2019,200,Test Complete,18.1
,24.0,6227.0,,4529.0,,4529.0800000002,4529.0750000004,7090.0,2500.0,10477.0,4529.0,0.0,1.0,874.0,0.0,2037717.0,2024397.0,64957.0,61529.0,0.0,,12462.0,6227.0,6084.0,6084.0,2510.0,21.0,4529.0,4788.0,4082.0,5799.0,5799.0,4529.0,,12561.0,12462.0,,,2869.0,2509.0,2509.0,52.0,16394.0,0.0,1552903859.483752,12462.0,12462.0,6227.0,6085.0,5901.0,6084.0,0.0,0.0,146661.0,203211.0,2.0,4529.0,4788.0,4083.0,5800.0,4529.0750000004,,16394.0,16209.0,47.4531615925,217174.0,1605232.0,,,,,19416.0,249513.0,10500.0,0.69,0.5,0.06,191.238,6010.775,12565.44,7329.078,21980.453,,16777.0,0.23,0.73,12561.0,12462.0,12462.0,0.0,-1.0,-1.0,1.0,4500.0,259.0,200.0,259.0,203.0,0.0,56.0,0.0,1.0,43.0,89.0,-1.0,93.0,-1.0,-1.0,87.0,100.0,-1.0,34.0,0.0,39.0,0.0,1.0,0.0,24484.0,0.0,4053.0,4053.0,10500.0,10400.0,10400.0,10400.0,10500.0,9000,9000,1552903844,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190318_FH_8e3984b930bad07a4cf0be89c96dcf55,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190318_FH_8e3984b930bad07a4cf0be89c96dcf55,,https://www.freshdirect.com/,VM03-04-192.168.10.83,https://www.freshdirect.com/,18,3,freshdirect-home,12,2019,200,Test Complete,18.1
,24.0,6598.0,,4886.0,,4886.4100000001,4886.4100000001,7520.0,2579.0,10667.0,4886.0,0.0,1.0,878.0,1.0,2152799.0,2139018.0,62603.0,59872.0,0.0,,12941.0,6597.0,6420.0,6420.0,2589.0,8.0,4886.0,5184.0,4390.0,6120.0,6120.0,4886.0,,12995.0,12941.0,,,2951.0,2588.0,2588.0,52.0,17291.0,0.0,1552947781.7489786,12942.0,12942.0,6598.0,6420.0,5903.0,6420.0,0.0,0.0,146329.0,206409.0,2.0,4886.0,5184.0,4391.0,6121.0,4886.4100000001,,17291.0,18519.0,53.2949640288,217186.0,1570251.0,,,,,15306.0,224337.0,17500.0,0.69,0.57,0.06,238.5615,6311.188,17987.738,7446.245,22623.776999999503,,10545.0,0.23,0.73,12995.0,12942.0,12942.0,0.0,-1.0,-1.0,1.0,4900.0,253.0,194.0,253.0,198.0,0.0,55.0,0.0,1.0,43.0,89.0,-1.0,94.0,-1.0,-1.0,87.0,100.0,-1.0,23.0,0.0,39.0,0.0,1.0,0.0,24892.0,0.0,4362.0,4362.0,13500.0,10600.0,11000.0,11000.0,11000.0,9000,9000,1552947771,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190318_05_84208ce211f196be8d22791b349f9912,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190318_05_84208ce211f196be8d22791b349f9912,,https://www.freshdirect.com/,VM03-08-192.168.10.87,https://www.freshdirect.com/,18,3,freshdirect-home,12,2019,200,Test Complete,18.1
,24.0,5918.0,,4177.0,,4177.4100000002,4177.4100000002,6703.0,2264.0,10341.0,4177.0,0.0,1.0,878.0,1.0,2158137.0,2143581.0,64077.0,61169.0,0.0,,11642.0,5917.0,5775.0,5775.0,2274.0,12.0,4177.0,4430.0,3725.0,5462.0,5462.0,4177.0,,11720.0,11642.0,,,2633.0,2274.0,2274.0,51.0,16005.0,0.0,1552991920.537407,11643.0,11643.0,5918.0,5776.0,5913.0,5776.0,0.0,0.0,157058.0,228551.0,2.0,4177.0,4431.0,3726.0,5462.0,4177.4100000002,,16005.0,16029.0,50.969793322700006,219681.0,1603351.0,,,,,15306.0,224466.0,16000.0,0.69,0.57,0.09,189.44033333330003,5866.873000000001,12294.872,7124.375,18435.964,,10114.0,0.23,0.73,11721.0,11643.0,11643.0,0.0,-1.0,-1.0,1.0,4200.0,262.0,200.0,262.0,199.0,0.0,63.0,0.0,1.0,42.0,88.0,-1.0,94.0,-1.0,-1.0,87.0,100.0,-1.0,23.0,0.0,38.0,0.0,1.0,0.0,23175.0,0.0,3696.0,3696.0,10000.0,10000.0,10000.0,10000.0,10000.0,9000,9000,1552991900,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190319_WE_785ed66dab34ac403b9aa5306cc9a38a,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190319_WE_785ed66dab34ac403b9aa5306cc9a38a,,https://www.freshdirect.com/,VM01-04-192.168.10.62,https://www.freshdirect.com/,19,3,freshdirect-home,12,2019,200,Test Complete,18.1
,24.0,5913.0,,4214.0,,4214.2800000001,4214.2750000057,6802.0,880.0,10400.0,4214.0,0.0,1.0,,1.0,2159092.0,2145794.0,64326.0,62318.0,0.0,,13087.0,5913.0,5773.0,5772.0,2170.0,25.0,4214.0,4529.0,3663.0,5425.0,5425.0,4214.0,,13134.0,13088.0,,,2542.0,2170.0,2170.0,53.0,17075.0,0.0,1553124201.544917,13088.0,13088.0,5913.0,5773.0,6006.0,5773.0,0.0,0.0,133318.0,175769.0,0.0,4214.0,4529.0,3663.0,5426.0,4214.2750000057,,17075.0,17669.0,51.5611321856,217281.0,1574395.0,,,,,15306.0,225754.0,17700.0,0.69,0.57,0.09,231.92866666669997,5888.773,12513.913,7248.805,18307.332,,10144.0,0.23,0.73,13134.0,13088.0,13088.0,0.0,-1.0,-1.0,1.0,4300.0,261.0,206.0,261.0,201.0,0.0,60.0,0.0,1.0,42.0,89.0,-1.0,94.0,-1.0,-1.0,87.0,100.0,-1.0,23.0,0.0,40.0,0.0,1.0,0.0,25394.0,0.0,3566.0,3566.0,17700.0,10000.0,10000.0,10000.0,10000.0,9000,9000,1553124185,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190320_J5_97f608f30fcb49dca535a1e8a394133d,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190320_J5_97f608f30fcb49dca535a1e8a394133d,,https://www.freshdirect.com/,VM01-05-192.168.10.63,https://www.freshdirect.com/,20,3,freshdirect-home,12,2019,200,Test Complete,18.1
,24.0,5517.0,,3944.0,,3944.2249999993,3944.2249999993,6595.0,815.0,12086.0,3944.0,0.0,1.0,,1.0,2154633.0,2140895.0,64053.0,60533.0,0.0,,11264.0,5516.0,5381.0,5380.0,2131.0,7.0,3944.0,4221.0,3512.0,5082.0,5082.0,3944.0,,11346.0,11264.0,,,2497.0,2129.0,2129.0,52.0,15697.0,0.0,1553168358.035738,11264.0,11265.0,5517.0,5382.0,6007.0,5381.0,0.0,0.0,144781.0,204889.0,0.0,3944.0,4221.0,3513.0,5083.0,3944.2249999993,,15697.0,16870.0,52.65293383270001,217281.0,1569950.0,,,,,15306.0,225797.0,16000.0,0.69,0.57,0.08,152.204,6088.132,12832.841999999999,7295.268,18545.293,,10792.0,0.23,0.73,11347.0,11265.0,11264.0,0.0,-1.0,-1.0,1.0,4000.0,257.0,196.0,257.0,199.0,0.0,58.0,0.0,1.0,42.0,88.0,-1.0,94.0,-1.0,-1.0,87.0,100.0,-1.0,23.0,0.0,40.0,0.0,1.0,0.0,23445.0,0.0,3489.0,3489.0,10000.0,10000.0,10000.0,10000.0,10000.0,9000,9000,1553168297,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190321_H7_2d32d8be3c5707585cc60c048e6993d3,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190321_H7_2d32d8be3c5707585cc60c048e6993d3,,https://www.freshdirect.com/,VM04-03-192.168.10.91,https://www.freshdirect.com/,21,3,freshdirect-home,12,2019,200,Test Complete,18.1
,24.0,7513.0,,5139.0,,5139.8849999969,5139.8849999969,8118.0,3096.0,12056.0,7513.0,0.0,1.0,895.0,1.0,2148012.0,2134544.0,62860.0,60142.0,0.0,,14089.0,7512.0,7299.0,7299.0,3107.0,8.0,5139.0,5568.0,4617.0,6805.0,6805.0,5139.0,,14223.0,14089.0,,,3539.0,3106.0,3106.0,49.0,18642.0,0.0,1553212336.79479,14089.0,14089.0,7513.0,7300.0,6095.0,7299.0,0.0,0.0,138171.0,194173.0,2.0,5140.0,5568.0,4618.0,6805.0,5139.8849999969,,18642.0,21060.0,56.400642742399995,217248.0,1565579.0,,,,,15306.0,220733.0,19100.0,0.69,0.57,0.06,277.43425,6526.606,14743.411,7589.6230000000005,19696.858,,11141.0,0.23,0.73,14224.0,14089.0,14089.0,0.0,-1.0,-1.0,1.0,5100.0,250.0,194.0,250.0,195.0,0.0,55.0,0.0,1.0,42.0,89.0,-1.0,94.0,-1.0,-1.0,87.0,100.0,-1.0,24.0,0.0,39.0,0.0,1.0,0.0,28491.0,0.0,4577.0,4577.0,19100.0,12000.0,12000.0,12000.0,12000.0,9000,9000,1553212300,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190321_G3_5730792415ad6a96b33a1e4dd1273462,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190321_G3_5730792415ad6a96b33a1e4dd1273462,,https://www.freshdirect.com/,VM02-08-192.168.10.76,https://www.freshdirect.com/,21,3,freshdirect-home,12,2019,200,Test Complete,18.1
,24.0,5972.0,,4101.0,,4101.2050000008,4101.200000000999,6753.0,2183.0,10386.0,4101.0,0.0,1.0,897.0,1.0,2180579.0,2167010.0,62690.0,60250.0,0.0,,12640.0,5972.0,5784.0,5784.0,2192.0,11.0,4101.0,4419.0,3642.0,5394.0,5394.0,4101.0,,12716.0,12640.0,,,2555.0,2191.0,2191.0,49.0,16976.0,0.0,1553256660.682569,12640.0,12640.0,5972.0,5785.0,6079.0,5785.0,0.0,0.0,147406.0,207230.0,2.0,4101.0,4419.0,3642.0,5394.0,4101.200000000999,,16976.0,18620.0,53.9866628008,245923.0,1600298.0,,,,,15306.0,222107.0,17300.0,0.69,0.57,0.07,349.7646666667,6024.397,13171.535,7328.99,23062.271999998105,,10455.0,0.23,0.73,12716.0,12641.0,12640.0,0.0,-1.0,-1.0,1.0,4100.0,252.0,195.0,252.0,196.0,0.0,56.0,0.0,1.0,43.0,89.0,-1.0,94.0,-1.0,-1.0,85.0,100.0,-1.0,24.0,0.0,40.0,0.0,1.0,0.0,25975.0,0.0,3608.0,3608.0,13500.0,10500.0,10500.0,10500.0,10500.0,9000,9000,1553256602,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190322_0P_639cc1651345d59f66b8d16b946e8e08,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190322_0P_639cc1651345d59f66b8d16b946e8e08,,https://www.freshdirect.com/,VM04-03-192.168.10.91,https://www.freshdirect.com/,22,3,freshdirect-home,12,2019,200,Test Complete,18.1
,24.0,6732.0,,5177.0,,5177.1200000003,5177.115,7045.0,3314.0,10621.0,6732.0,0.0,1.0,,1.0,1930278.0,1916809.0,63662.0,61281.0,0.0,,13193.0,6731.0,6728.0,6727.0,3324.0,1473.0,5177.0,5436.0,4742.0,6366.0,6366.0,5177.0,,13268.0,13193.0,1473.0,19.0,3519.0,3323.0,3323.0,44.0,17327.0,0.0,1553301449.615108,13194.0,13194.0,6732.0,6728.0,5303.0,6728.0,0.0,0.0,137749.0,194009.0,3.0,5177.0,5437.0,4742.0,6366.0,5177.115,,17327.0,17930.0,51.3900831184,39002.0,1341924.0,,,,,15306.0,224604.0,17600.0,0.69,0.64,0.03,92.28399999999999,8260.224,13575.273000000001,9361.957,20622.043999999998,,12511.0,0.23,0.67,13269.0,13194.0,13194.0,0.0,-1.0,-1.0,1.0,4600.0,238.0,181.0,238.0,192.0,0.0,46.0,0.0,1.0,48.0,95.0,-1.0,94.0,-1.0,-1.0,98.0,100.0,-1.0,24.0,0.0,38.0,0.0,1.0,0.0,24820.0,0.0,4699.0,4699.0,10500.0,10000.0,10000.0,10000.0,10000.0,9000,9000,1553301422,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190323_D2_033e3108f8ef257038cbf5ac8191f5bc,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190323_D2_033e3108f8ef257038cbf5ac8191f5bc,,https://www.freshdirect.com/,VM04-05-192.168.10.93,https://www.freshdirect.com/,22,3,freshdirect-home,12,2019,200,Test Complete,18.1
,24.0,5790.0,,4321.0,,4321.3799999994,4321.3749999995,6654.0,2373.0,9849.0,4321.0,0.0,1.0,,1.0,1915083.0,1901129.0,61213.0,58169.0,0.0,,11355.0,5789.0,5785.0,5785.0,2382.0,1461.0,4321.0,4517.0,3712.0,5475.0,5475.0,4321.0,,11412.0,11356.0,1461.0,5.0,2581.0,2381.0,2381.0,42.0,15651.0,0.0,1553344662.876179,11356.0,11356.0,5790.0,5786.0,5187.0,5786.0,0.0,0.0,144229.0,211636.0,3.0,4321.0,4518.0,3712.0,5476.0,4321.3749999995,,15651.0,16040.0,51.0665393187,39002.0,1336960.0,,,,,15306.0,216019.0,15800.0,0.69,0.64,0.1,84.8945,5771.8269999999975,14330.676000000001,6908.553000000001,16776.458,,9401.0,0.23,0.67,11412.0,11356.0,11356.0,0.0,-1.0,-1.0,1.0,4300.0,225.0,166.0,225.0,182.0,0.0,43.0,0.0,1.0,46.0,95.0,-1.0,93.0,-1.0,-1.0,98.0,100.0,-1.0,24.0,0.0,36.0,0.0,1.0,0.0,22968.0,0.0,3680.0,3680.0,15800.0,9300.0,10000.0,10000.0,10000.0,9000,9000,1553344606,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190323_WJ_4733590b7276cf2d484b4ba6fbc45f5a,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190323_WJ_4733590b7276cf2d484b4ba6fbc45f5a,,https://www.freshdirect.com/,VM02-04-192.168.10.72,https://www.freshdirect.com/,23,3,freshdirect-home,12,2019,200,Test Complete,18.1
,24.0,7691.0,,5834.0,,5834.764999999599,5834.7599999979,8756.0,4061.0,12414.0,7691.0,0.0,1.0,,1.0,1921268.0,1906870.0,61878.0,58829.0,0.0,,13733.0,7690.0,7686.0,7685.0,4076.0,1440.0,5834.0,6299.0,5434.0,7322.0,7322.0,5834.0,,13790.0,13734.0,1440.0,21.0,4270.0,4075.0,4075.0,42.0,18010.0,0.0,1553432855.193347,13734.0,13733.0,7691.0,7686.0,5142.0,7685.0,0.0,0.0,137735.0,197133.0,3.0,5835.0,6300.0,5435.0,7322.0,5834.7599999979,,18010.0,18479.0,51.9831223629,40654.0,1338157.0,,,,,15306.0,219720.0,18200.0,0.69,0.64,0.09,143.501,5831.5859999999975,12109.396,7028.476,20993.6909999981,,9646.0,0.23,0.67,13791.0,13734.0,13734.0,0.0,-1.0,-1.0,1.0,5900.0,223.0,164.0,223.0,183.0,0.0,40.0,0.0,1.0,46.0,95.0,-1.0,94.0,-1.0,-1.0,97.0,100.0,-1.0,24.0,0.0,37.0,0.0,1.0,0.0,26586.0,0.0,5400.0,5400.0,15000.0,12500.0,12500.0,12500.0,12500.0,9000,9000,1553432807,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190324_W8_f88b8d36575419995f62da5f79dda0db,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190324_W8_f88b8d36575419995f62da5f79dda0db,,https://www.freshdirect.com/,VM02-04-192.168.10.72,https://www.freshdirect.com/,24,3,freshdirect-home,12,2019,200,Test Complete,18.1
