data.average.firstView.Colordepth,data.average.firstView.FirstInteractive,data.average.firstView.FirstPaintedHero,data.average.firstView.LastInteractive,data.average.firstView.LastPaintedHero,data.average.firstView.PerformancePaintTiming.first-contentful-paint,data.average.firstView.PerformancePaintTiming.first-paint,data.average.firstView.SpeedIndex,data.average.firstView.TTFB,data.average.firstView.TTIMeasurementEnd,data.average.firstView.TimeToInteractive,data.average.firstView.aft,data.average.firstView.avgRun,data.average.firstView.basePageSSLTime,data.average.firstView.bigImageCount,data.average.firstView.bytesIn,data.average.firstView.bytesInDoc,data.average.firstView.bytesOut,data.average.firstView.bytesOutDoc,data.average.firstView.cached,data.average.firstView.chromeUserTiming.InteractiveTime,data.average.firstView.chromeUserTiming.domComplete,data.average.firstView.chromeUserTiming.domContentLoadedEventEnd,data.average.firstView.chromeUserTiming.domContentLoadedEventStart,data.average.firstView.chromeUserTiming.domInteractive,data.average.firstView.chromeUserTiming.domLoading,data.average.firstView.chromeUserTiming.fetchStart,data.average.firstView.chromeUserTiming.firstContentfulPaint,data.average.firstView.chromeUserTiming.firstImagePaint,data.average.firstView.chromeUserTiming.firstLayout,data.average.firstView.chromeUserTiming.firstMeaningfulPaint,data.average.firstView.chromeUserTiming.firstMeaningfulPaintCandidate,data.average.firstView.chromeUserTiming.firstPaint,data.average.firstView.chromeUserTiming.firstTextPaint,data.average.firstView.chromeUserTiming.loadEventEnd,data.average.firstView.chromeUserTiming.loadEventStart,data.average.firstView.chromeUserTiming.responseEnd,data.average.firstView.chromeUserTiming.unloadEventEnd,data.average.firstView.chromeUserTiming.unloadEventStart,data.average.firstView.connections,data.average.firstView.cpu.Idle,data.average.firstView.cpu.Paint,data.average.firstView.date,data.average.firstView.docTime,data.average.firstView.domComplete,data.average.firstView.domContentLoadedEventEnd,data.average.firstView.domContentLoadedEventStart,data.average.firstView.domElements,data.average.firstView.domInteractive,data.average.firstView.domLoading,data.average.firstView.domTime,data.average.firstView.effectiveBps,data.average.firstView.effectiveBpsDoc,data.average.firstView.final_base_page_request,data.average.firstView.firstContentfulPaint,data.average.firstView.firstImagePaint,data.average.firstView.firstLayout,data.average.firstView.firstMeaningfulPaint,data.average.firstView.firstPaint,data.average.firstView.firstTextPaint,data.average.firstView.fullyLoaded,data.average.firstView.fullyLoadedCPUms,data.average.firstView.fullyLoadedCPUpct,data.average.firstView.gzip_savings,data.average.firstView.gzip_total,data.average.firstView.heroElementTimes.BackgroundImage,data.average.firstView.heroElementTimes.FirstPaintedHero,data.average.firstView.heroElementTimes.Heading,data.average.firstView.heroElementTimes.Image,data.average.firstView.heroElementTimes.LastPaintedHero,data.average.firstView.image_savings,data.average.firstView.image_total,data.average.firstView.lastVisualChange,data.average.firstView.lighthouse.Accessibility,data.average.firstView.lighthouse.BestPractices,data.average.firstView.lighthouse.Performance,data.average.firstView.lighthouse.Performance.estimated-input-latency,data.average.firstView.lighthouse.Performance.first-contentful-paint,data.average.firstView.lighthouse.Performance.first-cpu-idle,data.average.firstView.lighthouse.Performance.first-meaningful-paint,data.average.firstView.lighthouse.Performance.interactive,data.average.firstView.lighthouse.Performance.max-potential-fid,data.average.firstView.lighthouse.Performance.speed-index,data.average.firstView.lighthouse.ProgressiveWebApp,data.average.firstView.lighthouse.SEO,data.average.firstView.loadEventEnd,data.average.firstView.loadEventStart,data.average.firstView.loadTime,data.average.firstView.maybeCaptcha,data.average.firstView.minify_savings,data.average.firstView.minify_total,data.average.firstView.optimization_checked,data.average.firstView.render,data.average.firstView.requests,data.average.firstView.requestsDoc,data.average.firstView.requestsFull,data.average.firstView.responses_200,data.average.firstView.responses_404,data.average.firstView.responses_other,data.average.firstView.result,data.average.firstView.run,data.average.firstView.score_cache,data.average.firstView.score_cdn,data.average.firstView.score_combine,data.average.firstView.score_compress,data.average.firstView.score_cookies,data.average.firstView.score_etags,data.average.firstView.score_gzip,data.average.firstView.score_keep-alive,data.average.firstView.score_minify,data.average.firstView.score_progressive_jpeg,data.average.firstView.server_rtt,data.average.firstView.smallImageCount,data.average.firstView.start_epoch,data.average.firstView.step,data.average.firstView.testStartOffset,data.average.firstView.test_run_time_ms,data.average.firstView.titleTime,data.average.firstView.userTime,data.average.firstView.userTime.first_paint,data.average.firstView.visualComplete,data.average.firstView.visualComplete85,data.average.firstView.visualComplete90,data.average.firstView.visualComplete95,data.average.firstView.visualComplete99,data.bwDown,data.bwUp,data.completed,data.connectivity,data.from,data.fvonly,data.id,data.latency,data.location,data.mobile,data.plr,data.successfulFVRuns,data.summary,data.testRuns,data.testUrl,data.tester,data.url,speedtracker.day,speedtracker.month,speedtracker.slug,speedtracker.week,speedtracker.year,statusCode,statusText,webPagetestVersion
24,4850,,3396,,3396.7750000010997,3396.7699999994,8126,2283,13184,3396,0,1,858.0,0,1387490,1305141,22748,22232,0,,9267,4849,4849,3821,2290,27.0,3396,3396,3311,3396,3396,3396,3396.0,9268,9267,3551,2289,2289,23,11679,176,1550963224.682268,9268,9268,4850,4850,3510,3822,0,0,144952,186849.0,0,3397.0,3397.0,3311.0,3397.0,3396.7699999994,3397.0,11855,10269,37.1832005793,0,1344717,,,,,,0,502214,12300,0.56,0.86,0.14,52.7341666667,4313.209,9342.575,4313.210999999998,61490.4979999962,,17888.0,0.23,0.82,9269,9268,9268,0,-1,-1,1,3400,102,98,102,96,1,5,99999,1,96,96,-1,100,-1,-1,100,100,-1,0,0,52,0,1,0,19817,0,3166,3166,12300,9800,11600,11600,12300,9000,9000,1550963243,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190223_FR_db8ca879104571a788d5f413d31fd113,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190223_FR_db8ca879104571a788d5f413d31fd113,,https://www.flipkart.com/,VM01-05-192.168.10.63,https://www.flipkart.com/,23,2,flipkart-home,8,2019,200,Test Complete,18.1
24,5888,,3825,,3825.965,3825.965,9086,2196,14573,3825,0,1,844.0,0,1316151,1233802,22060,21544,0,,10496,5888,5888,3876,2625,27.0,3825,3825,3755,3825,3825,3825,3825.0,10496,10496,3468,2625,2625,23,12729,192,1551007347.692128,10496,10496,5888,5888,3533,3877,0,0,122718,148650.0,0,3826.0,3826.0,3755.0,3826.0,3825.965,3826.0,12921,11129,37.6267748479,0,1273340,,,,,,0,429853,13600,0.56,0.86,0.26,39.2618571429,3392.249000000001,8649.556999999999,3392.2509999999997,14560.418,,11247.0,0.23,0.82,10497,10496,10496,0,-1,-1,1,3800,98,94,98,92,1,5,99999,1,97,97,-1,100,-1,-1,100,100,-1,0,0,55,0,1,0,20670,0,3585,3585,13600,11100,12600,12700,13600,9000,9000,1551007315,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190224_HS_bbb9aafaf4d16eb20a4d2f3254e3d13d,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190224_HS_bbb9aafaf4d16eb20a4d2f3254e3d13d,,https://www.flipkart.com/,VM03-01-192.168.10.79,https://www.flipkart.com/,24,2,flipkart-home,8,2019,200,Test Complete,18.1
24,4983,,3473,,3473.6599999996997,3473.6549999979998,8151,2317,13137,3473,0,1,877.0,0,1293736,1214894,22561,22045,0,5335.0,9323,4983,4983,3890,2328,11.0,3473,3473,3420,3473,3473,3473,3473.0,9323,9323,3639,2327,2327,23,11742,140,1551051445.3939302,9323,9323,4983,4983,3518,3891,0,0,135257,173407.0,0,3474.0,3474.0,3421.0,3474.0,3473.6549999979998,3474.0,11882,9939,35.2982954545,0,1250728,,,,,,0,402384,12400,0.56,0.86,0.28,34.9415,4173.443,8980.785,4173.444,8980.785,,11818.0,0.23,0.82,9323,9323,9323,0,-1,-1,1,3500,101,97,101,95,1,5,99999,1,97,97,-1,100,-1,-1,100,100,-1,0,0,54,0,1,0,19265,0,3277,3277,12400,8700,11600,11700,11700,9000,9000,1551051416,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190224_PS_c924b3a57a8e926697855ac9db852a7e,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190224_PS_c924b3a57a8e926697855ac9db852a7e,,https://www.flipkart.com/,VM01-06-192.168.10.64,https://www.flipkart.com/,24,2,flipkart-home,8,2019,200,Test Complete,18.1
24,5573,,4054,,4054.1149999916997,4054.1099999973,8479,2316,14210,4054,0,1,881.0,0,1313382,1226047,23074,22558,0,,9889,5572,5572,4098,2757,7.0,4054,4054,3991,4054,4054,4054,4054.0,9890,9889,3626,2756,2756,23,12207,160,1551095575.091942,9890,9890,5573,5573,3558,4099,0,0,130671,161875.0,0,4054.0,4054.0,3992.0,4054.0,4054.1099999973,4054.0,12367,10189,35.5176019519,0,1270355,,,,,,0,420230,12700,0.56,0.86,0.18,64.9068,3776.5759999999996,8814.341,3776.577,73718.24900000001,,17302.0,0.23,0.82,9890,9890,9890,0,-1,-1,1,4000,105,101,105,99,1,5,99999,1,96,96,-1,100,-1,-1,100,100,-1,0,0,59,0,1,0,20589,0,3842,3842,12700,9000,12000,12100,12400,9000,9000,1551095605,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190225_P8_7539a6b7fd5f3543bb419c45c2df2e0a,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190225_P8_7539a6b7fd5f3543bb419c45c2df2e0a,,https://www.flipkart.com/,VM01-07-192.168.10.65,https://www.flipkart.com/,25,2,flipkart-home,9,2019,200,Test Complete,18.1
24,5077,,3527,,3527.8099999996,3527.8099999996,8127,2244,11670,3527,0,1,829.0,0,1293271,1290479,21868,21696,0,,9601,5076,5076,3826,2256,13.0,3527,3527,3423,3527,3527,3527,3527.0,9601,9601,3512,2255,2255,23,9953,103,1551140123.719266,9601,9601,5077,5077,3556,3826,0,0,165549,175408.0,0,3528.0,3528.0,3423.0,3528.0,3527.8099999996,3528.0,10056,8789,37.2615515049,0,1250230,,,,,,0,407057,10000,0.56,0.86,0.17,47.923,3897.7990000000004,9267.827,3897.8,28269.071,,13242.0,0.23,0.82,9601,9601,9601,0,-1,-1,1,3600,97,95,97,91,1,5,99999,1,97,97,-1,100,-1,-1,100,100,-1,0,0,52,0,1,0,17491,0,3221,3221,10000,9000,9100,9700,10000,9000,9000,1551140101,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190226_KD_cf315301cd4b310ce9e4911f69829ce9,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190226_KD_cf315301cd4b310ce9e4911f69829ce9,,https://www.flipkart.com/,VM03-01-192.168.10.79,https://www.flipkart.com/,25,2,flipkart-home,9,2019,200,Test Complete,18.1
24,5455,,3778,,3778.3049999997997,3778.3000000054,8816,2244,15416,5455,0,1,829.0,0,1402665,1324113,22576,22060,0,,10078,5454,5454,3902,2659,5.0,3778,3778,3719,3778,3778,3778,3778.0,10078,10078,3484,2659,2659,23,13257,149,1551183853.02141,10079,10078,5455,5455,3547,3903,0,0,125664,168999.0,0,3778.0,3778.0,3719.0,3778.0,3778.3000000054,3778.0,13406,9950,32.6336503772,0,1359800,,,,,,0,514795,15401,0.56,0.86,0.18,51.1048571429,3872.974,9321.396999999999,3872.9759999999997,25763.076,,13430.0,0.23,0.82,10079,10078,10079,0,-1,-1,1,3800,101,97,101,95,1,5,99999,1,96,96,-1,100,-1,-1,100,100,-1,0,0,55,0,1,0,21838,0,3594,3594,15401,9200,12100,14000,15401,9000,9000,1551183814,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190226_AD_28a6d1752bb313d0a4cba71df55394dd,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190226_AD_28a6d1752bb313d0a4cba71df55394dd,,https://www.flipkart.com/,VM02-02-192.168.10.70,https://www.flipkart.com/,26,2,flipkart-home,9,2019,200,Test Complete,18.1
24,5319,,3797,,3797.7099999989,3797.7099999989,8143,2181,13003,3797,0,1,829.0,0,1297146,1212180,20108,19592,0,,9686,5319,5318,3807,2595,13.0,3797,3797,3708,3797,3797,3797,3797.0,9686,9686,3417,2594,2594,23,11714,182,1551227954.163528,9686,9686,5319,5319,3544,3808,0,0,133519,161516.0,0,3798.0,3798.0,3708.0,3798.0,3797.7099999989,3798.0,11896,10459,38.230994152,0,1254093,,,,,,0,382662,12500,0.56,0.86,,51.4404,3498.176,8995.456,3498.177,,,19107.0,0.23,0.82,9687,9686,9686,0,-1,-1,1,3800,87,83,87,83,1,3,99999,1,96,97,-1,100,-1,-1,100,100,-1,0,0,42,0,1,0,20124,0,3548,3548,12500,8700,11600,11700,12500,9000,9000,1551227966,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190227_4S_c4620cf6d81f3cd30cdd0a241d572a8c,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190227_4S_c4620cf6d81f3cd30cdd0a241d572a8c,,https://www.flipkart.com/,VM02-01-192.168.10.69,https://www.flipkart.com/,26,2,flipkart-home,9,2019,200,Test Complete,18.1
24,5065,,3563,,3563.2699999996003,3563.2699999996003,8040,2480,13198,3563,0,1,835.0,0,1295872,1211075,20108,18355,0,8434.0,9374,5064,5064,4008,2487,16.0,3563,3563,3524,3563,3563,3563,3563.0,9375,9374,3723,2486,2486,23,11720,147,1551272025.517657,9375,9375,5065,5065,3547,4008,0,0,138049,175645.0,0,3563.0,3563.0,3524.0,3563.0,3563.2699999996003,3563.0,11867,8930,32.3316437364,0,1252821,,,,,,0,377783,12300,0.56,0.86,0.2,43.614625,3843.817,9247.465,3843.8190000000004,18450.48,,12255.0,0.23,0.82,9375,9375,9375,0,-1,-1,1,3600,87,82,87,83,1,3,99999,1,95,95,-1,100,-1,-1,100,100,-1,0,0,42,0,1,0,19004,0,3400,3400,12300,8500,11500,11600,12300,9000,9000,1551271960,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190227_58_167091e6cba3382c6355e75ed9e06259,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190227_58_167091e6cba3382c6355e75ed9e06259,,https://www.flipkart.com/,VM04-05-192.168.10.93,https://www.flipkart.com/,27,2,flipkart-home,9,2019,200,Test Complete,18.1
24,5468,,3991,,3991.2699999986,3991.2699999986,8427,2442,11494,3991,0,1,874.0,0,1294506,1291714,19420,19248,0,,9843,5467,5467,4050,2879,11.0,3991,3991,3933,3991,3991,3991,3991.0,9843,9843,3749,2879,2879,23,10216,93,1551316188.499734,9843,9843,5468,5468,3539,4050,0,0,164548,174532.0,0,3991.0,3991.0,3934.0,3991.0,3991.2699999986,3991.0,10309,8880,36.618556700999996,0,1251419,,,,,,0,381833,9500,0.56,0.86,0.17,61.805,3900.8059999999996,9373.377,3900.808,41666.141,,14908.0,0.23,0.82,9844,9843,9843,0,-1,-1,1,4000,83,81,83,79,1,3,99999,1,96,96,-1,100,-1,-1,100,100,-1,0,0,38,0,1,0,17306,0,3804,3804,9500,9400,9400,9400,9500,9000,9000,1551316161,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190228_XP_6e0632582fabe70e7e2f74ecf4d25162,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190228_XP_6e0632582fabe70e7e2f74ecf4d25162,,https://www.flipkart.com/,VM02-01-192.168.10.69,https://www.flipkart.com/,27,2,flipkart-home,9,2019,200,Test Complete,18.1
24,9221,,3490,,3490.1100000006,3490.105000000801,10542,2259,19075,9221,0,1,859.0,0,1296475,1184043,17763,15833,0,10380.0,13614,9220,9220,8711,2272,17.0,3490,3490,3379,3490,3490,3490,3490.0,13614,13614,8439,2271,2271,22,17671,145,1551360163.428296,13614,13614,9221,9221,2083,8711,0,0,83337,104275.0,0,3490.0,3490.0,3380.0,3490.0,3490.105000000801,3490.0,17816,11310,29.3995321029,0,1268864,,,,,,0,473264,17700,0.56,0.86,0.31,58.3846,3705.7859999999996,8813.905999999999,3705.7870000000003,9867.752,,9960.0,0.23,0.82,13614,13614,13614,0,-1,-1,1,3500,72,66,72,68,1,3,99999,1,96,96,-1,100,-1,-1,100,100,-1,0,0,27,0,1,0,26833,0,3205,3205,17700,11300,14500,17600,17700,9000,9000,1551360128,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190228_XK_1b65f585e816741f5967e9d76c59aaf9,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190228_XK_1b65f585e816741f5967e9d76c59aaf9,,https://www.flipkart.com/,VM03-01-192.168.10.79,https://www.flipkart.com/,28,2,flipkart-home,9,2019,200,Test Complete,18.1
24,5171,,3736,,3736.7250000025,3736.7149999990997,8221,2305,13202,3736,0,1,848.0,0,1348504,1289002,20108,19592,0,,9719,5170,5170,4004,2314,13.0,3736,3736,3645,3736,3736,3736,3736.0,9719,9719,3563,2313,2313,23,11743,197,1551404278.838727,9719,9719,5171,5171,3558,4004,0,0,139958,173860.0,0,3737.0,3737.0,3645.0,3737.0,3736.7149999990997,3737.0,11940,11149,39.7221232633,0,1305479,,,,,,0,420680,12300,0.56,0.86,0.2,58.1016666667,3627.26,9541.177,3627.262,21950.888,,12878.0,0.23,0.82,9720,9719,9719,0,-1,-1,1,3700,87,83,87,83,1,3,99999,1,96,97,-1,100,-1,-1,100,100,-1,0,0,42,0,1,0,19521,0,3427,3427,12300,11400,11400,11600,11600,9000,9000,1551404247,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190301_BR_73e6be6374e899d522f7d087970a929a,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190301_BR_73e6be6374e899d522f7d087970a929a,,https://www.flipkart.com/,VM03-01-192.168.10.79,https://www.flipkart.com/,28,2,flipkart-home,9,2019,200,Test Complete,18.1
24,5477,,3804,,3804.4099999970003,3804.4099999970003,8501,2207,13580,3804,0,1,818.0,0,1340552,1278872,19936,19420,0,,10015,5477,5477,3865,2617,15.0,3804,3804,3738,3804,3804,3804,3804.0,10016,10015,3424,2616,2616,23,12089,180,1551448392.481286,10016,10015,5477,5477,3548,3865,0,0,133229,163768.0,0,3804.0,3804.0,3739.0,3804.0,3804.4099999970003,3804.0,12269,10469,37.035726919,0,1297479,,,,,,0,424002,12800,0.56,0.86,0.17,71.955,4042.15,9521.652,4042.152,21903.674,,12758.0,0.23,0.82,10016,10015,10016,0,-1,-1,1,3800,86,82,86,82,1,3,99999,1,96,97,-1,100,-1,-1,100,100,-1,0,0,41,0,1,0,21119,0,3584,3584,12800,11900,11900,12000,12100,9000,9000,1551448329,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190301_1M_d0bc30a8a8d1a9827e647d4d18ab141c,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190301_1M_d0bc30a8a8d1a9827e647d4d18ab141c,,https://www.flipkart.com/,VM04-01-192.168.10.80,https://www.flipkart.com/,1,3,flipkart-home,9,2019,200,Test Complete,18.1
24,6025,,4274,,4274.9049999984,4274.9000000040005,8892,2656,14464,4274,0,1,1002.0,0,1359619,1273198,18704,18188,0,,10437,6025,6025,4405,3077,6.0,4274,4274,4194,4274,4274,4274,4274.0,10438,10437,3542,3076,3076,22,12499,163,1551492447.614573,10438,10437,6025,6025,3511,4405,0,0,135880,163608.0,0,4275.0,4275.0,4194.0,4275.0,4274.9000000040005,4275.0,12662,9980,33.8764426341,0,1316473,,,,,,0,454605,13000,0.56,0.86,0.19,42.2291666667,3747.028,9233.624,3747.031,28048.48,,14089.0,0.23,0.82,10438,10438,10438,0,-1,-1,1,4300,85,81,85,81,1,3,99999,1,96,97,-1,100,-1,-1,100,100,-1,0,0,39,0,1,0,20476,0,4043,4043,13000,9300,12700,12800,12800,9000,9000,1551492423,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190302_DD_eaf04032b5aba8f30810ff8526e51501,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190302_DD_eaf04032b5aba8f30810ff8526e51501,,https://www.flipkart.com/,VM01-02-192.168.10.60,https://www.flipkart.com/,1,3,flipkart-home,9,2019,200,Test Complete,18.1
24,5411,,3878,,3878.1049999960997,3878.1000000016998,8624,2262,14007,3878,0,1,849.0,0,1358886,1272465,19764,18011,0,8800.0,9752,5411,5410,3910,2683,22.0,3878,3878,3816,3878,3878,3878,3878.0,9752,9752,3526,2683,2683,23,12115,147,1551536553.004149,9752,9752,5411,5411,3539,3910,0,0,135888,169888.0,0,3878.0,3878.0,3816.0,3878.0,3878.1000000016998,3878.0,12262,9680,34.180790960500005,0,1315832,,,,,,0,438897,12600,0.56,0.86,0.23,43.7351666667,3302.555,8811.935,3302.5559999999996,20973.757,,11989.0,0.23,0.82,9752,9752,9752,0,-1,-1,1,3900,85,80,85,81,1,3,99999,1,95,95,-1,100,-1,-1,100,100,-1,0,0,39,0,1,0,20059,0,3680,3680,12600,8900,12300,12300,12600,9000,9000,1551536532,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190302_MM_34854f5d7ecf50942b96e2906de7414b,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190302_MM_34854f5d7ecf50942b96e2906de7414b,,https://www.flipkart.com/,VM01-08-192.168.10.66,https://www.flipkart.com/,2,3,flipkart-home,9,2019,200,Test Complete,18.1
24,5039,,3498,,3498.5149999993,3498.5149999993,8091,2360,13688,3498,0,1,919.0,0,1376765,1268316,19592,17839,0,,9514,5039,5038,3906,2377,14.0,3498,3498,3405,3498,3498,3498,3498.0,9514,9514,3663,2375,2375,23,11763,186,1551580721.540584,9514,9514,5039,5039,3523,3906,0,0,143577,177287.0,0,3499.0,3499.0,3406.0,3499.0,3498.5149999993,3499.0,11949,10600,37.3502466526,0,1333709,,,,,,0,453861,12300,0.56,0.86,0.23,51.2875,3535.893,9083.687,3535.8940000000002,15403.919,,11847.0,0.23,0.82,9515,9514,9514,0,-1,-1,1,3500,84,79,84,80,1,3,99999,1,96,97,-1,100,-1,-1,100,100,-1,0,0,40,0,1,0,20012,0,3252,3252,12300,8600,8600,12100,12100,9000,9000,1551580661,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190303_GV_94e4924e15be24033106646e1507b42f,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190303_GV_94e4924e15be24033106646e1507b42f,,https://www.flipkart.com/,VM02-05-192.168.10.73,https://www.flipkart.com/,2,3,flipkart-home,9,2019,200,Test Complete,18.1
24,5528,,4003,,4003.0100000004,4003.0049999914,8568,2435,13801,4003,0,1,870.0,0,1376914,1268465,19425,18909,0,5953.0,9874,5527,5527,4057,2870,23.0,4003,4003,3954,4003,4003,4003,4003.0,9874,9874,3728,2869,2869,23,12372,150,1551624759.606878,9874,9875,5528,5527,3537,4058,0,0,136503,170515.0,0,4003.0,4003.0,3954.0,4003.0,4003.0049999914,4003.0,12522,9440,32.7209705373,0,1333817,,,,,,0,467380,12800,0.56,0.86,0.21,50.9635,3796.022,9390.131,3796.0240000000003,15373.521999999999,,11961.0,0.23,0.82,9875,9875,9874,0,-1,-1,1,4000,83,79,83,79,1,3,99999,1,96,96,-1,100,-1,-1,100,100,-1,0,0,37,0,1,0,20447,0,3820,3820,12800,9000,12100,12500,12500,9000,9000,1551624717,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190303_G0_f04c0ef9aafd21dba71d8f9a23ed75cc,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190303_G0_f04c0ef9aafd21dba71d8f9a23ed75cc,,https://www.flipkart.com/,VM03-05-192.168.10.84,https://www.flipkart.com/,3,3,flipkart-home,9,2019,200,Test Complete,18.1
24,4973,,3454,,3454.7200000015005,3454.7149999999,8521,2240,13321,3454,0,1,839.0,0,1345016,1279842,19839,18081,0,,9343,4973,4973,3940,2254,14.0,3454,3454,3366,3454,3454,3454,3454.0,9343,9343,3498,2252,2252,24,11811,193,1551668969.805251,9343,9343,4973,4973,3529,3940,0,0,137752,180183.0,0,3455.0,3455.0,3366.0,3455.0,3454.7149999999,3455.0,12004,10760,38.6216798277,0,1302205,,,,,,0,425514,12400,0.56,0.86,0.17,56.035,3827.2259999999997,9464.599,3827.228,68217.3150000038,,20030.0,0.23,0.82,9343,9343,9343,0,-1,-1,1,3500,85,80,85,81,1,3,99999,1,96,97,-1,100,-1,-1,100,100,-1,0,0,41,0,1,0,20176,0,3165,3165,12300,11800,11900,12300,12300,9000,9000,1551668971,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190304_D1_93fab320c793d4f69a93a5cc4409d044,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190304_D1_93fab320c793d4f69a93a5cc4409d044,,https://www.flipkart.com/,VM02-03-192.168.10.71,https://www.flipkart.com/,3,3,flipkart-home,9,2019,200,Test Complete,18.1
24,5422,,3912,,3912.8250000001003,3912.8250000001003,8577,2285,14134,3912,0,1,847.0,0,1359549,1274980,19764,19248,0,,9852,5421,5421,3984,2708,8.0,3912,3912,3846,3912,3912,3912,3912.0,9853,9852,3549,2707,2707,23,12129,163,1551712891.975821,9853,9853,5422,5422,3558,3985,0,0,135859,168469.0,0,3913.0,3913.0,3847.0,3913.0,3912.8250000001003,3913.0,12292,10839,37.888850052399995,0,1316409,,,,,,0,445609,12600,0.56,0.86,0.22,59.4038,3342.986,8999.615,3342.988,34855.6470000002,,13776.0,0.23,0.82,9853,9853,9853,0,-1,-1,1,3900,85,81,85,81,1,3,99999,1,96,97,-1,100,-1,-1,100,100,-1,0,0,39,0,1,0,19730,0,3699,3699,12500,11900,11900,12400,12500,9000,9000,1551712871,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190304_67_e43d4ebab2596ce88794e62b42b837a0,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190304_67_e43d4ebab2596ce88794e62b42b837a0,,https://www.flipkart.com/,VM01-01-192.168.10.43,https://www.flipkart.com/,4,3,flipkart-home,10,2019,200,Test Complete,18.1
24,5446,,3884,,3884.2499999955,3884.2499999955,8013,2178,13546,3884,0,1,830.0,0,1357807,1277321,19956,19440,0,,9725,5445,5445,3877,2659,5.0,3884,3884,3828,3884,3884,3884,3884.0,9726,9725,3493,2658,2658,23,11561,166,1551757059.637856,9726,9726,5446,5446,3547,3878,0,0,142193,169226.0,0,3884.0,3884.0,3829.0,3884.0,3884.2499999955,3884.0,11727,9969,35.889128869699995,0,1314978,,,,,,0,432571,12300,0.56,0.86,,58.331,3849.022,9461.534,3849.023,,,18993.0,0.23,0.82,9727,9726,9726,0,-1,-1,1,3900,86,82,86,82,1,3,99999,1,95,95,-1,100,-1,-1,100,100,-1,0,0,42,0,1,0,19292,0,3691,3691,12300,8400,11400,11500,12300,9000,9000,1551757080,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190305_DK_e09e0be1883300f8abfd861e56ed6fd0,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190305_DK_e09e0be1883300f8abfd861e56ed6fd0,,https://www.flipkart.com/,VM01-05-192.168.10.63,https://www.flipkart.com/,4,3,flipkart-home,10,2019,200,Test Complete,18.1
