data.average.firstView.Colordepth,data.average.firstView.FirstInteractive,data.average.firstView.FirstPaintedHero,data.average.firstView.LastInteractive,data.average.firstView.LastPaintedHero,data.average.firstView.PerformancePaintTiming.first-contentful-paint,data.average.firstView.PerformancePaintTiming.first-paint,data.average.firstView.SpeedIndex,data.average.firstView.TTFB,data.average.firstView.TTIMeasurementEnd,data.average.firstView.TimeToInteractive,data.average.firstView.aft,data.average.firstView.avgRun,data.average.firstView.basePageSSLTime,data.average.firstView.bigImageCount,data.average.firstView.bytesIn,data.average.firstView.bytesInDoc,data.average.firstView.bytesOut,data.average.firstView.bytesOutDoc,data.average.firstView.cached,data.average.firstView.chromeUserTiming.InteractiveTime,data.average.firstView.chromeUserTiming.domComplete,data.average.firstView.chromeUserTiming.domContentLoadedEventEnd,data.average.firstView.chromeUserTiming.domContentLoadedEventStart,data.average.firstView.chromeUserTiming.domInteractive,data.average.firstView.chromeUserTiming.domLoading,data.average.firstView.chromeUserTiming.fetchStart,data.average.firstView.chromeUserTiming.firstContentfulPaint,data.average.firstView.chromeUserTiming.firstImagePaint,data.average.firstView.chromeUserTiming.firstLayout,data.average.firstView.chromeUserTiming.firstMeaningfulPaint,data.average.firstView.chromeUserTiming.firstMeaningfulPaintCandidate,data.average.firstView.chromeUserTiming.firstPaint,data.average.firstView.chromeUserTiming.firstTextPaint,data.average.firstView.chromeUserTiming.loadEventEnd,data.average.firstView.chromeUserTiming.loadEventStart,data.average.firstView.chromeUserTiming.responseEnd,data.average.firstView.chromeUserTiming.unloadEventEnd,data.average.firstView.chromeUserTiming.unloadEventStart,data.average.firstView.connections,data.average.firstView.cpu.Idle,data.average.firstView.cpu.Paint,data.average.firstView.date,data.average.firstView.docTime,data.average.firstView.domComplete,data.average.firstView.domContentLoadedEventEnd,data.average.firstView.domContentLoadedEventStart,data.average.firstView.domElements,data.average.firstView.domInteractive,data.average.firstView.domLoading,data.average.firstView.domTime,data.average.firstView.effectiveBps,data.average.firstView.effectiveBpsDoc,data.average.firstView.final_base_page_request,data.average.firstView.firstContentfulPaint,data.average.firstView.firstImagePaint,data.average.firstView.firstLayout,data.average.firstView.firstMeaningfulPaint,data.average.firstView.firstPaint,data.average.firstView.firstTextPaint,data.average.firstView.fullyLoaded,data.average.firstView.fullyLoadedCPUms,data.average.firstView.fullyLoadedCPUpct,data.average.firstView.gzip_savings,data.average.firstView.gzip_total,data.average.firstView.heroElementTimes.BackgroundImage,data.average.firstView.heroElementTimes.FirstPaintedHero,data.average.firstView.heroElementTimes.Image,data.average.firstView.heroElementTimes.LastPaintedHero,data.average.firstView.image_savings,data.average.firstView.image_total,data.average.firstView.lastVisualChange,data.average.firstView.lighthouse.Accessibility,data.average.firstView.lighthouse.BestPractices,data.average.firstView.lighthouse.Performance,data.average.firstView.lighthouse.Performance.estimated-input-latency,data.average.firstView.lighthouse.Performance.first-contentful-paint,data.average.firstView.lighthouse.Performance.first-cpu-idle,data.average.firstView.lighthouse.Performance.first-meaningful-paint,data.average.firstView.lighthouse.Performance.interactive,data.average.firstView.lighthouse.Performance.max-potential-fid,data.average.firstView.lighthouse.Performance.speed-index,data.average.firstView.lighthouse.ProgressiveWebApp,data.average.firstView.lighthouse.SEO,data.average.firstView.loadEventEnd,data.average.firstView.loadEventStart,data.average.firstView.loadTime,data.average.firstView.maybeCaptcha,data.average.firstView.minify_savings,data.average.firstView.minify_total,data.average.firstView.optimization_checked,data.average.firstView.render,data.average.firstView.requests,data.average.firstView.requestsDoc,data.average.firstView.requestsFull,data.average.firstView.responses_200,data.average.firstView.responses_404,data.average.firstView.responses_other,data.average.firstView.result,data.average.firstView.run,data.average.firstView.score_cache,data.average.firstView.score_cdn,data.average.firstView.score_combine,data.average.firstView.score_compress,data.average.firstView.score_cookies,data.average.firstView.score_etags,data.average.firstView.score_gzip,data.average.firstView.score_keep-alive,data.average.firstView.score_minify,data.average.firstView.score_progressive_jpeg,data.average.firstView.server_rtt,data.average.firstView.smallImageCount,data.average.firstView.start_epoch,data.average.firstView.step,data.average.firstView.testStartOffset,data.average.firstView.test_run_time_ms,data.average.firstView.titleTime,data.average.firstView.visualComplete,data.average.firstView.visualComplete85,data.average.firstView.visualComplete90,data.average.firstView.visualComplete95,data.average.firstView.visualComplete99,data.bwDown,data.bwUp,data.completed,data.connectivity,data.from,data.fvonly,data.id,data.latency,data.location,data.mobile,data.plr,data.successfulFVRuns,data.summary,data.testRuns,data.testUrl,data.tester,data.url,speedtracker.day,speedtracker.month,speedtracker.slug,speedtracker.week,speedtracker.year,statusCode,statusText,webPagetestVersion
24,2123.0,,1884.0,,1884.3100000013,1884.3100000013,6301,1076,8461.0,1884.0,0,1,350.0,1,1547870,430789,132330,20405,0,,2354,2123,2123,2111,1086,13.0,1884,2139,1866,1884,1884,1884,1884.0,2366,2354,1360,1085,1085,38,10066.0,0.0,1551335798.677871,2355,2354,2123,2123,1805,2112,0,0,172176,336817.0,0,1884.0,2140.0,1867,1884.0,1884.3100000013,1884.0,10066,11520,48.2210129762,15547,808035,,,,,33349,741911,12100,0.36,0.64,0.47,182.867,2062.447,6384.741,2062.448,10700.222,,7363.0,0.23,0.73,2366,2354,2355,0,-1,-1,1,1900,139,11,139,115,1,23,99999,1,68,91,-1,96,-1,-1,99,100,-1,0,0,15,0,1,0,19564,0,12100,9500,9500,9500,9500,9000,9000,1551335745,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190228_TR_2c051f93859fd3305b339e6b86eaa0d9,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190228_TR_2c051f93859fd3305b339e6b86eaa0d9,,https://www.bhphotovideo.com/,VM02-02-192.168.10.70,https://www.bhphotovideo.com/,28,2,bhphoto-home,9,2019,200,Test Complete,18.1
24,2560.0,,1990.0,,1990.3700000068,1990.3650000051,8824,1143,10654.0,1990.0,0,1,348.0,1,1546405,430787,136660,20401,0,9603.0,2564,2560,2560,2542,1164,24.0,1990,2171,1968,2585,2585,1990,1990.0,2586,2564,1464,1162,1162,39,13577.0,0.0,1551380019.641889,2564,2564,2560,2560,1795,2542,0,0,124369,303157.0,0,1990.0,2171.0,1969,2586.0,1990.3650000051,1990.0,13577,16120,52.6625285854,15547,808226,,,,,33349,740694,15500,0.36,0.64,0.41,226.3825,1983.67,6583.526,1983.671,11556.273,,9485.0,0.23,0.73,2586,2564,2564,0,-1,-1,1,2000,133,11,133,113,1,19,99999,1,69,91,-1,96,-1,-1,99,100,-1,0,0,15,0,1,0,24940,0,15500,15500,15500,15500,15500,9000,9000,1551379973,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190228_CA_4c6dfeb43dd6d4d25894bd83d122cde1,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190228_CA_4c6dfeb43dd6d4d25894bd83d122cde1,,https://www.bhphotovideo.com/,VM02-04-192.168.10.72,https://www.bhphotovideo.com/,28,2,bhphoto-home,9,2019,200,Test Complete,18.1
24,2638.0,,1933.0,,1933.3699999988,1933.3699999988,6900,1125,8781.0,1933.0,0,1,350.0,1,1532864,436061,132642,20593,0,,2660,2638,2638,2347,1140,12.0,1933,2097,1911,1933,1933,1933,1933.0,2673,2660,1403,1139,1139,39,10519.0,0.0,1551424128.48721,2661,2661,2638,2638,1803,2347,0,0,163174,283893.0,0,1933.0,2097.0,1911,1933.0,1933.3699999988,1933.0,10519,11589,46.6962127317,15547,812304,,,,,33349,722663,12600,0.36,0.64,0.48,168.176,1935.261,6162.722,1935.262,10917.106000000002,,7306.0,0.23,0.73,2674,2661,2661,0,-1,-1,1,2000,140,12,140,115,1,24,99999,1,67,91,-1,96,-1,-1,99,100,-1,0,0,16,0,1,0,19743,0,12600,10500,10500,10500,10500,9000,9000,1551424097,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190301_W6_8e19746b6064abf39f7054b4465f63a3,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190301_W6_8e19746b6064abf39f7054b4465f63a3,,https://www.bhphotovideo.com/,VM01-03-192.168.10.61,https://www.bhphotovideo.com/,1,3,bhphoto-home,9,2019,200,Test Complete,18.1
24,2409.0,,1895.0,,1895.4750000048002,1895.4700000031,5692,1084,9460.0,1895.0,0,1,350.0,1,1529303,436005,133515,20567,0,,2453,2409,2409,2329,1096,6.0,1895,2028,1861,2328,2328,1895,1895.0,2465,2453,1368,1095,1095,39,10140.0,0.0,1551512183.028801,2453,2453,2409,2409,1808,2330,0,0,168871,318484.0,0,1895.0,2028.0,1862,2329.0,1895.4700000031,1895.0,10140,11340,45.46912590220001,15547,815340,,,,,33349,717150,12100,0.36,0.64,0.52,117.6143333333,1955.2020000000002,6502.811,2367.085,9446.383,,6765.0,0.23,0.73,2465,2453,2453,0,-1,-1,1,1900,139,12,139,115,1,23,99999,1,67,91,-1,96,-1,-1,99,100,-1,0,0,15,0,1,0,19039,0,10000,10000,10000,10000,10000,9000,9000,1551512143,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190302_AD_b426a205b23e3e7f8ccd5a1b134dddbc,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190302_AD_b426a205b23e3e7f8ccd5a1b134dddbc,,https://www.bhphotovideo.com/,VM03-07-192.168.10.86,https://www.bhphotovideo.com/,2,3,bhphoto-home,9,2019,200,Test Complete,18.1
24,2245.0,,1859.0,,1859.7449999942999,1859.7399999999,5822,1077,8715.0,1859.0,0,1,353.0,1,1523847,430756,134048,20385,0,,2466,2245,2245,2234,1101,19.0,1859,2002,1846,1859,1859,1859,1859.0,2478,2466,1348,1098,1098,39,10224.0,0.0,1551556319.869785,2467,2466,2245,2245,1806,2235,0,0,166595,309896.0,0,1860.0,2003.0,1846,1860.0,1859.7399999999,1860.0,10224,12979,53.5037098104,15547,808907,,,,,33349,717150,12200,0.36,0.64,0.49,219.01266666669997,1971.582,6511.437,1971.582,10846.766000000001,,6757.0,0.23,0.73,2478,2466,2467,0,-1,-1,1,1900,143,11,143,119,1,23,99999,1,68,91,-1,96,-1,-1,99,100,-1,0,0,15,0,1,0,19528,0,10000,10000,10000,10000,10000,9000,9000,1551556248,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190302_SB_060d467fe542ef9e2d6c2e40609568ec,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190302_SB_060d467fe542ef9e2d6c2e40609568ec,,https://www.bhphotovideo.com/,VM04-07-192.168.10.95,https://www.bhphotovideo.com/,2,3,bhphoto-home,9,2019,200,Test Complete,18.1
24,1875.0,,1727.0,,1727.6699999993,1727.6649999994,6206,1024,11700.0,1727.0,0,1,350.0,1,1522899,428390,137767,20219,0,,2145,1875,1875,1867,1033,6.0,1727,1824,1708,2147,2147,1727,1727.0,2154,2145,1294,1033,1033,39,9554.0,93.0,1551644485.892514,2146,2145,1875,1875,1795,1867,0,0,176608,381809.0,0,1728.0,1825.0,1709,2148.0,1727.6649999994,1728.0,9647,9949,42.503203759099996,15547,805920,,,,,33349,719194,11800,0.36,0.64,0.41,147.1271666667,2108.453,11260.333,2108.454,11260.332999998998,,7397.0,0.23,0.73,2155,2146,2146,0,-1,-1,1,1700,143,10,143,120,1,22,99999,1,69,91,-1,96,-1,-1,99,100,-1,0,0,17,0,1,0,18013,0,9500,9500,9500,9500,9500,9000,9000,1551644449,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190303_4E_d25a337fbefd276248c0e6a8258c3d6d,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190303_4E_d25a337fbefd276248c0e6a8258c3d6d,,https://www.bhphotovideo.com/,VM03-06-192.168.10.85,https://www.bhphotovideo.com/,3,3,bhphoto-home,9,2019,200,Test Complete,18.1
24,2367.0,,1836.0,,1836.350000005,1836.350000005,6765,1085,8862.0,1836.0,0,1,351.0,1,1542905,440082,133508,26377,0,,2521,2366,2366,2351,1100,32.0,1836,2026,1823,2361,2361,1836,1836.0,2534,2521,1369,1099,1099,38,11010.0,0.0,1551732688.309254,2521,2521,2367,2366,1804,2351,0,0,155456,306463.0,0,1836.0,2026.0,1823,2362.0,1836.350000005,1836.0,11010,13229,50.670241286899994,15547,815998,,,,,33349,727245,13100,0.36,0.79,0.41,164.0156,2136.093,10778.268999999998,2136.094,10778.2690000076,,7405.0,0.23,0.73,2534,2521,2521,0,-1,-1,1,1900,131,12,131,115,0,16,0,1,68,91,-1,96,-1,-1,99,100,-1,0,0,17,0,1,0,20841,0,10500,10500,10500,10500,10500,9000,9000,1551732654,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190304_FF_67eaa2cbad790a8333283a6676229e7c,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190304_FF_67eaa2cbad790a8333283a6676229e7c,,https://www.bhphotovideo.com/,VM01-03-192.168.10.61,https://www.bhphotovideo.com/,4,3,bhphoto-home,10,2019,200,Test Complete,18.1
24,2034.0,,1937.0,,1937.9399999998002,1937.9399999998002,4989,1117,11680.0,1937.0,0,1,357.0,0,1379374,393015,122461,23539,0,,2094,2033,2033,2004,1127,12.0,1937,1937,1912,1937,1937,1937,1937.0,2100,2094,1401,1127,1127,36,11679.0,0.0,1551820928.292295,2094,2095,2034,2034,1793,2005,0,0,130597,402267.0,0,1938.0,1938.0,1913,1938.0,1937.9399999998002,1938.0,11679,11669,45.1800232288,15547,803236,,,,,27596,576202,12900,0.36,0.79,0.5,155.637,1966.609,10161.616,1966.611,10161.616,,5667.0,0.23,0.73,2100,2095,2094,0,-1,-1,1,1900,136,10,136,114,0,22,0,1,69,91,-1,96,-1,-1,99,100,-1,0,0,15,0,1,0,20008,0,12500,10500,10500,10500,10500,9000,9000,1551820849,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190305_J1_5da7e945dde25017d59b68f209e7f0df,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190305_J1_5da7e945dde25017d59b68f209e7f0df,,https://www.bhphotovideo.com/,VM04-08-192.168.10.96,https://www.bhphotovideo.com/,5,3,bhphoto-home,10,2019,200,Test Complete,18.1
24,2147.0,,2144.0,,2144.3949999957,2144.3949999957,5000,1102,9413.0,2144.0,0,1,358.0,0,1392948,393114,122972,23601,0,,2191,2146,2146,2117,1116,28.0,2144,2144,1930,2144,2144,2144,2144.0,2195,2191,1367,1114,1114,38,10802.0,0.0,1551909127.33643,2192,2192,2147,2147,1788,2118,0,0,143602,360655.0,0,2144.0,2144.0,1930,2144.0,2144.3949999957,2144.0,10802,13860,54.7177260166,15547,807364,,,,,27596,585593,13000,0.36,0.79,0.42,178.9094,1936.7,11150.996,1936.701,12316.119,,6619.0,0.23,0.73,2196,2192,2192,0,-1,-1,1,2100,136,10,136,114,0,22,0,1,70,91,-1,96,-1,-1,99,100,-1,0,0,15,0,1,0,20057,0,10500,10000,10000,10000,10000,9000,9000,1551909049,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190306_ES_50e104fa98e8c472cb40fbd49f4311fe,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190306_ES_50e104fa98e8c472cb40fbd49f4311fe,,https://www.bhphotovideo.com/,VM04-02-192.168.10.90,https://www.bhphotovideo.com/,6,3,bhphoto-home,10,2019,200,Test Complete,18.1
24,2122.0,,1974.0,,1974.0449999954,1974.0449999954,4987,1051,9422.0,1974.0,0,1,353.0,0,1375953,393078,123052,23609,0,,2161,2121,2121,2106,1071,14.0,1974,1974,1960,1975,1975,1974,1974.0,2169,2161,1327,1069,1069,37,11150.0,0.0,1551953306.237418,2161,2162,2122,2122,1795,2107,0,0,136246,354124.0,0,1974.0,1974.0,1960,1975.0,1974.0449999954,1974.0,11150,13359,51.4241724403,15547,807551,,,,,27596,568822,13200,0.36,0.79,0.38,208.39025,1968.092,11070.101,1968.092,11070.101,,8978.0,0.23,0.73,2170,2162,2161,0,-1,-1,1,2000,134,10,134,113,0,21,0,1,71,91,-1,96,-1,-1,99,100,-1,0,0,15,0,1,0,20858,0,10500,10500,10500,10500,10500,9000,9000,1551953247,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190307_RJ_ca5f8bec130c4038e09d8add0ed1fc2e,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190307_RJ_ca5f8bec130c4038e09d8add0ed1fc2e,,https://www.bhphotovideo.com/,VM02-02-192.168.10.70,https://www.bhphotovideo.com/,7,3,bhphoto-home,10,2019,200,Test Complete,18.1
24,2220.0,,2087.0,,2087.7150000015,2087.7100000034,4981,1242,8866.0,2087.0,0,1,350.0,0,1393623,393030,122401,23991,0,,2276,2220,2220,2194,1258,21.0,2087,2087,2067,2087,2087,2087,2087.0,2282,2276,1535,1257,1257,37,10818.0,0.0,1551997340.364651,2276,2276,2220,2220,1806,2194,0,0,145532,380106.0,0,2088.0,2088.0,2067,2088.0,2087.7100000034,2088.0,10818,12579,49.044834308,15547,812129,,,,,27596,581403,12800,0.36,0.79,0.38,214.4806,2221.862,11202.896,2221.864,11202.896,,8473.0,0.23,0.73,2282,2276,2276,0,-1,-1,1,2100,137,10,137,114,0,23,0,1,70,90,-1,96,-1,-1,99,100,-1,0,0,15,0,1,0,20145,0,10500,10000,10000,10000,10000,9000,9000,1551997282,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190307_81_29a46a9929ec27042646492c063e2136,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190307_81_29a46a9929ec27042646492c063e2136,,https://www.bhphotovideo.com/,VM02-04-192.168.10.72,https://www.bhphotovideo.com/,7,3,bhphoto-home,10,2019,200,Test Complete,18.1
24,2464.0,,1953.0,,1953.4099999982998,1953.4099999982998,4537,1228,9390.0,1953.0,0,1,412.0,0,1388362,397931,122529,24200,0,,2514,2464,2464,2196,1241,10.0,1953,2088,1936,2481,2481,1953,1953.0,2519,2514,1516,1240,1240,38,11122.0,0.0,1552085490.718776,2515,2514,2464,2464,1796,2196,0,0,140323,309192.0,0,1953.0,2089.0,1937,2481.0,1953.4099999982998,1953.0,11122,12910,50.077579519,16007,814397,,,,,27596,573873,13100,0.36,0.79,0.59,162.0078,1936.9360000000001,5819.626,1936.9379999999999,9662.204,,5335.0,0.23,0.67,2519,2514,2515,0,-1,-1,1,2000,137,11,137,114,0,23,0,1,68,91,-1,96,-1,-1,99,100,-1,0,0,13,0,1,0,20524,0,10000,10000,10000,10000,10000,9000,9000,1552085455,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190308_64_5ffb00a806dc68c360202b557a87ecaa,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190308_64_5ffb00a806dc68c360202b557a87ecaa,,https://www.bhphotovideo.com/,VM01-02-192.168.10.60,https://www.bhphotovideo.com/,8,3,bhphoto-home,10,2019,200,Test Complete,18.1
24,2289.0,,1999.0,,1999.5749999979998,1999.5749999979998,4569,1182,9053.0,1999.0,0,1,350.0,0,1389554,397908,124863,24209,0,,2518,2288,2288,2274,1196,22.0,1999,2121,1972,1999,1999,1999,1999.0,2522,2518,1499,1195,1195,38,10767.0,0.0,1552173694.890638,2519,2519,2289,2289,1800,2275,0,0,144971,297612.0,0,2000.0,2121.0,1973,2000.0,1999.5749999979998,2000.0,10767,11430,45.12435846819999,16007,819676,,,,,27596,573617,12800,0.36,0.79,0.51,124.3374,1807.8870000000002,9519.659,2243.312,10594.948,,5318.0,0.23,0.67,2523,2519,2519,0,-1,-1,1,2000,141,11,141,117,0,24,0,1,68,91,-1,96,-1,-1,99,100,-1,0,0,14,0,1,0,19544,0,10000,10000,10000,10000,10000,9000,9000,1552173652,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190309_7N_1d193a95f3110e4306e7206d9d48a24e,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190309_7N_1d193a95f3110e4306e7206d9d48a24e,,https://www.bhphotovideo.com/,VM03-01-192.168.10.79,https://www.bhphotovideo.com/,9,3,bhphoto-home,10,2019,200,Test Complete,18.1
24,1997.0,,1758.0,,1758.504999998,1758.504999998,4653,1086,8049.0,1758.0,0,1,348.0,0,1379949,398903,125804,26850,0,,2247,1996,1996,1984,1099,20.0,1758,1849,1748,1758,1758,1758,1758.0,2260,2247,1363,1098,1098,37,10740.0,0.0,1552217803.969919,2248,2248,1997,1997,1794,1985,0,0,142940,343290.0,0,1759.0,1849.0,1749,1759.0,1758.504999998,1759.0,10740,10230,40.101920815300005,16007,818714,,,,,27596,561106,12700,0.36,0.79,0.57,109.78542857139999,1838.954,6280.217,1838.955,9479.614,,5708.0,0.23,0.67,2260,2248,2248,0,-1,-1,1,1800,136,11,136,113,0,23,0,1,69,91,-1,96,-1,-1,99,100,-1,0,0,16,0,1,0,19148,0,10000,9500,9500,9500,9500,9000,9000,1552217758,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190310_9J_ca03b490e6984354f512219c180a1811,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190310_9J_ca03b490e6984354f512219c180a1811,,https://www.bhphotovideo.com/,VM03-08-192.168.10.87,https://www.bhphotovideo.com/,10,3,bhphoto-home,10,2019,200,Test Complete,18.1
24,2706.0,,2344.0,,2344.3199999892,2344.3149999948,5384,1530,9689.0,2344.0,0,1,351.0,0,1359282,398358,122518,24183,0,,2922,2705,2705,2696,1540,17.0,2344,2541,2327,2344,2344,2344,2344.0,2932,2922,1824,1540,1539,39,11696.0,0.0,1552261894.169728,2922,2922,2706,2706,1802,2697,0,0,133708,286176.0,0,2344.0,2541.0,2328,2344.0,2344.3149999948,2344.0,11696,12890,46.4504504505,16007,806272,,,,,27596,553065,13600,0.36,0.79,0.54,165.78975,1920.6860000000001,6256.871,1920.6870000000001,10807.208,,5713.0,0.23,0.67,2933,2923,2922,0,-1,-1,1,2300,137,11,137,113,0,24,0,1,69,91,-1,96,-1,-1,99,100,-1,0,0,16,0,1,0,21678,0,10500,10500,10500,10500,10500,9000,9000,1552261858,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190310_6W_ab1eb550e91b1b2a67585ea83081271e,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190310_6W_ab1eb550e91b1b2a67585ea83081271e,,https://www.bhphotovideo.com/,VM01-04-192.168.10.62,https://www.bhphotovideo.com/,10,3,bhphoto-home,10,2019,200,Test Complete,18.1
24,2655.0,,2343.0,,2343.3349999978,2343.3249999944,5644,1257,10204.0,2343.0,0,1,352.0,0,1369600,398442,123112,24226,0,,2953,2655,2655,2646,1296,15.0,2343,2693,2225,2343,2343,2343,2343.0,2972,2953,1545,1295,1295,38,11842.0,0.0,1552306111.683465,2953,2953,2655,2655,1808,2647,0,0,129390,234930.0,0,2343.0,2693.0,2226,2343.0,2343.3249999944,2343.0,11842,14360,52.73595299300001,16007,808189,,,,,27596,561916,13900,0.36,0.79,0.55,178.7982,1979.878,6071.771,1979.88,10071.765,,5740.0,0.23,0.67,2973,2953,2953,0,-1,-1,1,2500,129,11,129,111,0,18,0,1,69,91,-1,96,-1,-1,99,100,-1,0,0,14,0,1,0,22459,0,12500,11000,11000,11000,11000,9000,9000,1552306052,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190311_QB_3d036d55ed5d78893f4f66f139b37329,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190311_QB_3d036d55ed5d78893f4f66f139b37329,,https://www.bhphotovideo.com/,VM02-02-192.168.10.70,https://www.bhphotovideo.com/,11,3,bhphoto-home,11,2019,200,Test Complete,18.1
24,2723.0,,2458.0,,2458.4649999888,2458.4649999888,5587,1206,7271.0,,0,1,355.0,0,1361784,390707,121977,24022,0,,2739,2722,2722,2713,1225,45.0,2458,2458,2440,2458,2458,2458,2458.0,2744,2739,1499,1223,1223,37,11374.0,0.0,1552394211.337539,2740,2740,2723,2723,1786,2713,0,0,133928,254698.0,0,2458.0,2458.0,2440,2458.0,2458.4649999888,2458.0,11374,12009,45.509662751,16007,795115,,,,,27596,567724,13600,0.36,0.79,0.53,205.3338,1899.922,6378.243,1899.923,11204.473,,5655.0,0.23,0.67,2745,2740,2740,0,-1,-1,1,2500,118,10,118,105,0,13,0,1,68,91,-1,96,-1,-1,98,100,-1,0,0,14,0,1,0,20774,0,11000,11000,11000,11000,11000,9000,9000,1552394170,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190312_KN_f56c54791326e431dd8802b562e3d9f1,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190312_KN_f56c54791326e431dd8802b562e3d9f1,,https://www.bhphotovideo.com/,VM03-01-192.168.10.79,https://www.bhphotovideo.com/,12,3,bhphoto-home,11,2019,200,Test Complete,18.1
24,2285.0,,2102.0,,2102.7150000009,2102.7100000064997,4601,1127,8839.0,2102.0,0,1,352.0,1,1515454,378799,129469,23994,0,,2301,2285,2285,2268,1139,23.0,2102,2102,2050,2102,2102,2102,2102.0,2306,2301,1352,1139,1139,37,10956.0,0.0,1552490374.724978,2302,2302,2285,2285,1853,2268,0,0,154181,322382.0,0,2103.0,2103.0,2050,2103.0,2102.7100000064997,2103.0,10956,13200,51.482059282399995,16007,802996,,,,,29421,712295,12900,0.36,0.79,0.5,167.7353333333,2285.032,10074.919,2285.034,10074.919,,5530.0,0.23,0.67,2306,2302,2302,0,-1,-1,1,2100,142,10,142,118,0,24,0,1,71,91,-1,96,-1,-1,99,100,-1,1,0,18,0,1,0,22140,0,10000,10000,10000,10000,10000,9000,9000,1552490334,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190313_6F_565db1d4086a1ddc456787b5bc532893,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190313_6F_565db1d4086a1ddc456787b5bc532893,,https://www.bhphotovideo.com/,VM03-03-192.168.10.82,https://www.bhphotovideo.com/,13,3,bhphoto-home,11,2019,200,Test Complete,18.1
24,2150.0,,2037.0,,2037.4349999984,2037.4300000003,5952,1647,7432.0,2037.0,0,1,,0,1380712,354600,128550,23987,0,,2471,2150,2150,2134,1127,25.0,2037,2037,2021,2037,2037,2037,,2475,2471,1406,1126,1126,37,11212.0,0.0,1552570625.544521,2472,2471,2150,2150,1801,2134,0,0,144350,429818.0,0,2037.0,2037.0,2021,2037.0,2037.4300000003,,11212,13430,51.436231328999995,16007,798189,,,,,32795,582229,13200,0.36,0.79,0.51,200.3596,1988.428,5979.4919999999975,1988.429,10432.072,,6535.0,0.23,0.67,2475,2471,2472,0,-1,-1,1,2100,121,11,121,109,0,12,0,1,68,90,-1,95,-1,-1,98,100,-1,23,0,13,0,1,0,21240,0,10500,10500,10500,10500,10500,9000,9000,1552570559,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190314_QV_2d18aebba604621f4273a3e232b696f8,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190314_QV_2d18aebba604621f4273a3e232b696f8,,https://www.bhphotovideo.com/,VM02-03-192.168.10.71,https://www.bhphotovideo.com/,14,3,bhphoto-home,11,2019,200,Test Complete,18.1
