data.average.firstView.Colordepth,data.average.firstView.FirstInteractive,data.average.firstView.FirstPaintedHero,data.average.firstView.LastInteractive,data.average.firstView.LastPaintedHero,data.average.firstView.PerformancePaintTiming.first-contentful-paint,data.average.firstView.PerformancePaintTiming.first-paint,data.average.firstView.SpeedIndex,data.average.firstView.TTFB,data.average.firstView.TTIMeasurementEnd,data.average.firstView.TimeToInteractive,data.average.firstView.aft,data.average.firstView.avgRun,data.average.firstView.basePageSSLTime,data.average.firstView.bigImageCount,data.average.firstView.bytesIn,data.average.firstView.bytesInDoc,data.average.firstView.bytesOut,data.average.firstView.bytesOutDoc,data.average.firstView.cached,data.average.firstView.chromeUserTiming.InteractiveTime,data.average.firstView.chromeUserTiming.domComplete,data.average.firstView.chromeUserTiming.domContentLoadedEventEnd,data.average.firstView.chromeUserTiming.domContentLoadedEventStart,data.average.firstView.chromeUserTiming.domInteractive,data.average.firstView.chromeUserTiming.domLoading,data.average.firstView.chromeUserTiming.fetchStart,data.average.firstView.chromeUserTiming.firstContentfulPaint,data.average.firstView.chromeUserTiming.firstImagePaint,data.average.firstView.chromeUserTiming.firstLayout,data.average.firstView.chromeUserTiming.firstMeaningfulPaint,data.average.firstView.chromeUserTiming.firstMeaningfulPaintCandidate,data.average.firstView.chromeUserTiming.firstPaint,data.average.firstView.chromeUserTiming.firstTextPaint,data.average.firstView.chromeUserTiming.loadEventEnd,data.average.firstView.chromeUserTiming.loadEventStart,data.average.firstView.chromeUserTiming.responseEnd,data.average.firstView.chromeUserTiming.unloadEventEnd,data.average.firstView.chromeUserTiming.unloadEventStart,data.average.firstView.connections,data.average.firstView.cpu.Idle,data.average.firstView.cpu.Paint,data.average.firstView.date,data.average.firstView.docTime,data.average.firstView.domComplete,data.average.firstView.domContentLoadedEventEnd,data.average.firstView.domContentLoadedEventStart,data.average.firstView.domElements,data.average.firstView.domInteractive,data.average.firstView.domLoading,data.average.firstView.domTime,data.average.firstView.effectiveBps,data.average.firstView.effectiveBpsDoc,data.average.firstView.final_base_page_request,data.average.firstView.firstContentfulPaint,data.average.firstView.firstImagePaint,data.average.firstView.firstLayout,data.average.firstView.firstMeaningfulPaint,data.average.firstView.firstPaint,data.average.firstView.firstTextPaint,data.average.firstView.fullyLoaded,data.average.firstView.fullyLoadedCPUms,data.average.firstView.fullyLoadedCPUpct,data.average.firstView.gzip_savings,data.average.firstView.gzip_total,data.average.firstView.heroElementTimes.BackgroundImage,data.average.firstView.heroElementTimes.FirstPaintedHero,data.average.firstView.heroElementTimes.Heading,data.average.firstView.heroElementTimes.LastPaintedHero,data.average.firstView.image_savings,data.average.firstView.image_total,data.average.firstView.lastVisualChange,data.average.firstView.lighthouse.Accessibility,data.average.firstView.lighthouse.BestPractices,data.average.firstView.lighthouse.Performance,data.average.firstView.lighthouse.Performance.estimated-input-latency,data.average.firstView.lighthouse.Performance.first-contentful-paint,data.average.firstView.lighthouse.Performance.first-cpu-idle,data.average.firstView.lighthouse.Performance.first-meaningful-paint,data.average.firstView.lighthouse.Performance.interactive,data.average.firstView.lighthouse.Performance.max-potential-fid,data.average.firstView.lighthouse.Performance.speed-index,data.average.firstView.lighthouse.ProgressiveWebApp,data.average.firstView.lighthouse.SEO,data.average.firstView.loadEventEnd,data.average.firstView.loadEventStart,data.average.firstView.loadTime,data.average.firstView.maybeCaptcha,data.average.firstView.minify_savings,data.average.firstView.minify_total,data.average.firstView.optimization_checked,data.average.firstView.render,data.average.firstView.requests,data.average.firstView.requestsDoc,data.average.firstView.requestsFull,data.average.firstView.responses_200,data.average.firstView.responses_404,data.average.firstView.responses_other,data.average.firstView.result,data.average.firstView.run,data.average.firstView.score_cache,data.average.firstView.score_cdn,data.average.firstView.score_combine,data.average.firstView.score_compress,data.average.firstView.score_cookies,data.average.firstView.score_etags,data.average.firstView.score_gzip,data.average.firstView.score_keep-alive,data.average.firstView.score_minify,data.average.firstView.score_progressive_jpeg,data.average.firstView.server_rtt,data.average.firstView.smallImageCount,data.average.firstView.start_epoch,data.average.firstView.step,data.average.firstView.testStartOffset,data.average.firstView.test_run_time_ms,data.average.firstView.titleTime,data.average.firstView.userTime,data.average.firstView.userTime.snaptr,data.average.firstView.visualComplete,data.average.firstView.visualComplete85,data.average.firstView.visualComplete90,data.average.firstView.visualComplete95,data.average.firstView.visualComplete99,data.bwDown,data.bwUp,data.completed,data.connectivity,data.from,data.fvonly,data.id,data.latency,data.location,data.mobile,data.plr,data.successfulFVRuns,data.summary,data.testRuns,data.testUrl,data.tester,data.url,speedtracker.day,speedtracker.month,speedtracker.slug,speedtracker.week,speedtracker.year,statusCode,statusText,webPagetestVersion
24,4371.0,,4285.0,,4285.3000000032,4285.3000000032,7943,2437,9570.0,4285.0,0,1,702.0,5,4098204,3963541,54054,45476,0,,17316,4371,4351,4350,2445,9,4285,4285,4208,4285.0,4285,4285,4285.0,17377,17316,2866,2444,2444,27,23464.0,0.0,1543756212.4537401,17317,17317,4371,4351,1587,4351,0,0,194901,266367,1,4285,4285,4208,4285.0,4285.3000000032,4285.0,23464,21470,39.6052388858,44880,2187806,,,,,626578,1707474,12100,0.74,0.87,0.24,2255.076,5357.571999999999,8242.169,5357.584,8242.169,,15422,0.31,0.9,17378,17317,17317,0,-1,-1,1,4300,245,180,245,190,1,54,99999,1,43,94,-1,64,-1,-1,98,100,-1,0,0,23,0,1,0,33717,0,12915.0,12915.0,12100,12100,12100,12100,12100,9000,9000,1543756316,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,181202_7H_424973e6254832f29fcf97b90d0a2d24,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=181202_7H_424973e6254832f29fcf97b90d0a2d24,,https://jet.com/search?term=headphones&experienceId=26,VM2-08-192.168.10.76,https://jet.com/search?term=headphones&experienceId=26,2,12,search26,48,2018,200,Test Complete,18.1
24,4842.0,,4766.0,,4766.2,4766.2,9551,2457,13305.0,4766.0,0,1,696.0,5,4111164,3976545,56271,45449,0,,16965,4841,4823,4822,2469,8,4766,4766,4723,4766.0,4766,4766,4766.0,17052,16965,3005,2469,2469,25,23338.0,0.0,1543799621.7849839,16966,16966,4842,4824,1591,4823,0,0,196885,274074,1,4766,4766,4723,4766.0,4766.2,4766.0,23338,21039,39.312406577,15450,2157109,,,,,622707,1752263,12000,0.74,0.87,0.17,1515.46,4745.794,5707.335,4745.805,36964.667,,14551,0.31,0.9,17052,16966,16966,0,-1,-1,1,5000,243,174,243,187,1,55,99999,1,43,94,-1,65,-1,-1,100,100,-1,0,0,22,0,1,0,32531,0,12526.0,12526.0,12000,12000,12000,12000,12000,9000,9000,1543799724,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,181203_GS_0a9b26e61168153439dce6d1a41178c5,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=181203_GS_0a9b26e61168153439dce6d1a41178c5,,https://jet.com/search?term=headphones&experienceId=26,VM3-05-192.168.10.84,https://jet.com/search?term=headphones&experienceId=26,2,12,search26,48,2018,200,Test Complete,18.1
24,4340.0,,4274.0,,4274.6999999945,4274.6999999945,7802,2356,9285.0,4274.0,0,1,701.0,5,4067584,3933675,55082,45372,0,,17089,4340,4319,4319,2368,16,4274,4274,4199,4274.0,4274,4274,4274.0,17183,17090,2791,2366,2366,26,22644.0,0.0,1543843725.748655,17090,17090,4340,4319,1614,4319,0,0,200492,266979,1,4275,4275,4199,4275.0,4274.6999999945,4275.0,22644,22289,39.7538790797,44875,2188462,,,,,622943,1676563,12000,0.74,0.87,0.13,2610.208,5012.67,7852.235,5012.682,35891.516999992404,,14415,0.31,0.9,17183,17090,17090,0,-1,-1,1,4300,213,178,213,176,1,36,99999,1,43,94,-1,63,-1,-1,98,100,-1,0,0,20,0,1,0,35912,0,12733.0,12733.0,12000,12000,12000,12000,12000,9000,9000,1543843831,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,181203_K0_e3f42dec6984b16db3444b958f368d98,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=181203_K0_e3f42dec6984b16db3444b958f368d98,,https://jet.com/search?term=headphones&experienceId=26,VM4-05-192.168.10.93,https://jet.com/search?term=headphones&experienceId=26,3,12,search26,49,2018,200,Test Complete,18.1
24,4610.0,,4547.0,,4547.4000000004,4547.4000000004,8448,2585,9990.0,4547.0,0,1,703.0,5,4074946,3950828,55739,45485,0,,21565,4610,4594,4593,2592,13,4547,4547,4506,4547.0,4547,4547,4547.0,21668,21565,3109,2591,2591,27,24199.0,0.0,1543887253.222723,21566,21565,4610,4594,1556,4594,0,0,188532,208146,1,4547,4547,4507,4547.0,4547.4000000004,4547.0,24199,22600,38.8449639051,15450,2170575,,,,,616064,1701624,13000,0.74,0.87,0.12,2119.66,5046.573,8312.706,5046.5909999999985,37161.305,,14194,0.31,0.9,21668,21566,21566,0,-1,-1,1,4600,241,194,241,184,1,56,99999,1,43,94,-1,64,-1,-1,100,100,-1,0,0,18,0,1,0,37746,0,13845.0,13845.0,13000,12900,13000,13000,13000,9000,9000,1543887360,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,181204_2B_b8df0cd8d5f0b905efabf021f3e3c691,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=181204_2B_b8df0cd8d5f0b905efabf021f3e3c691,,https://jet.com/search?term=headphones&experienceId=26,VM3-04-192.168.10.83,https://jet.com/search?term=headphones&experienceId=26,3,12,search26,49,2018,200,Test Complete,18.1
24,4845.0,,4776.0,,4776.4000000025,4776.4000000025,8470,2837,6886.0,4845.0,0,1,703.0,5,4172178,4030689,57035,46610,0,,17007,4844,4824,4824,2847,21,4776,4776,4739,4776.0,4776,4776,4776.0,17079,17007,3273,2845,2845,28,23729.0,0.0,1543931232.5284839,17008,17008,4845,4825,1582,4824,0,0,199702,284432,1,4776,4776,4739,4776.0,4776.4000000025,4776.0,23729,22360,39.9143163156,44878,2199860,,,,,642528,1768205,12600,0.74,0.87,0.11,2426.909,5417.835,7629.469,5417.85,36485.255999992405,,14650,0.31,0.9,17080,17008,17008,0,-1,-1,1,4800,242,170,242,187,1,54,99999,1,43,94,-1,64,-1,-1,98,100,-1,0,0,19,0,1,0,34261,0,13343.0,13343.0,12600,12600,12600,12600,12600,9000,9000,1543931336,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,181204_20_b53f1e3443a23c6666d19dad85890c4e,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=181204_20_b53f1e3443a23c6666d19dad85890c4e,,https://jet.com/search?term=headphones&experienceId=26,VM1-03-192.168.10.61,https://jet.com/search?term=headphones&experienceId=26,4,12,search26,49,2018,200,Test Complete,18.1
24,4198.0,,4198.0,,4198.3,4198.2000000007,7529,2142,9157.0,,0,1,699.0,5,4099601,3974771,53349,46457,0,,17674,4146,4129,4127,2157,15,4198,4198,4041,4198.0,4198,4198,4198.0,17694,17674,2617,2156,2156,27,22776.0,0.0,1543974857.36485,17674,17674,4147,4129,1589,4128,0,0,198681,255908,1,4198,4198,4041,4198.0,4198.2000000007,4198.0,22776,19360,36.7571672679,15450,2170609,,,,,634014,1726250,11300,0.74,0.87,0.09,1845.794,5705.769,8846.041,5705.781999999997,37019.041,,14651,0.31,0.9,17695,17674,17674,0,-1,-1,1,4200,239,181,239,181,1,57,99999,1,43,94,-1,64,-1,-1,100,100,-1,0,0,21,0,1,0,32300,0,12207.0,12207.0,11300,11300,11300,11300,11300,9000,9000,1543974958,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,181205_S9_68e6a08ad9d50d0b6e431003119fcfec,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=181205_S9_68e6a08ad9d50d0b6e431003119fcfec,,https://jet.com/search?term=headphones&experienceId=26,VM2-04-192.168.10.72,https://jet.com/search?term=headphones&experienceId=26,4,12,search26,49,2018,200,Test Complete,18.1
24,4057.0,,4020.0,,4019.9999999968,4019.9999999968,7557,2247,13874.0,4020.0,0,1,696.0,5,3925482,3895104,50344,44762,0,,19104,4056,4038,4038,2259,10,4020,4020,3940,4020.0,4020,4020,4020.0,19127,19105,2775,2258,2258,30,23508.0,0.0,1544018960.029066,19105,19105,4057,4039,1494,4038,0,0,184632,231053,1,4020,4020,3940,4020.0,4019.9999999968,4020.0,23508,20789,37.889557135,44877,2183140,,,,,602530,1634975,11600,0.74,0.87,0.13,2344.574,4947.995,8185.596,4948.0059999999985,36691.25,,13972,0.31,0.9,19128,19105,19105,0,-1,-1,1,4000,239,184,239,175,1,63,99999,1,42,94,-1,64,-1,-1,98,100,-1,0,0,17,0,1,0,34393,0,12365.0,12365.0,11600,11600,11600,11600,11600,9000,9000,1544019063,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,181205_0G_3e16c6ca49fbe3cd19b754b8cd79ddda,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=181205_0G_3e16c6ca49fbe3cd19b754b8cd79ddda,,https://jet.com/search?term=headphones&experienceId=26,VM1-01-192.168.10.43,https://jet.com/search?term=headphones&experienceId=26,5,12,search26,49,2018,200,Test Complete,18.1
24,5164.0,,5098.0,,5098.5000000001,5098.5000000001,8667,2717,10453.0,5098.0,0,1,932.0,5,4002441,3877430,55282,45594,0,,18114,5164,5149,5149,2724,13,5098,5098,5054,5098.0,5098,5098,5098.0,18211,18114,3552,2724,2724,28,24272.0,0.0,1544062409.265531,18114,18114,5164,5150,1562,5149,0,0,185685,251830,1,5099,5099,5055,5099.0,5098.5000000001,5099.0,24272,20600,36.3059569968,15450,2171797,,,,,615444,1629271,12800,0.74,0.87,0.14,2192.084,4891.545,7838.807,4891.557,35437.655,,13603,0.31,0.9,18211,18114,18114,0,-1,-1,1,5100,240,174,240,182,1,57,99999,1,43,94,-1,63,-1,-1,100,100,-1,0,0,17,0,1,0,35154,0,13524.0,13524.0,12800,12800,12800,12800,12800,9000,9000,1544062511,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,181206_FX_da9350da3b63d987f9f6f844ed30d891,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=181206_FX_da9350da3b63d987f9f6f844ed30d891,,https://jet.com/search?term=headphones&experienceId=26,VM3-05-192.168.10.84,https://jet.com/search?term=headphones&experienceId=26,5,12,search26,49,2018,200,Test Complete,18.1
24,,,,,4273.0000000009995,4272.900000003599,7963,2187,,,0,1,700.0,5,3983931,3849243,49861,43012,0,,17502,4318,4246,4245,2236,14,4272,4273,4097,4273.0,4273,4272,4272.0,17530,17503,2677,2233,2233,27,,,1544106505.961756,17503,17503,4319,4247,1543,4246,0,0,182757,251321,1,4273,4273,4097,4273.0,4272.900000003599,4273.0,23986,24269,43.919652551599995,15453,2171986,,,,,600693,1611728,12700,0.74,0.87,0.13,1704.5479999999998,4911.14,7870.773,4911.153,35270.409,,13492,0.31,0.9,17531,17503,17503,0,-1,-1,1,4400,228,166,228,172,1,55,99999,1,43,94,-1,63,-1,-1,100,100,-1,0,0,15,0,1,0,35994,0,13417.0,13417.0,12700,12600,12700,12700,12700,9000,9000,1544106610,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,181206_GB_d6e4eeb5bf9a9fc3e0ef8cfd9406c6e0,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=181206_GB_d6e4eeb5bf9a9fc3e0ef8cfd9406c6e0,,https://jet.com/search?term=headphones&experienceId=26,VM4-06-192.168.10.94,https://jet.com/search?term=headphones&experienceId=26,6,12,search26,49,2018,200,Test Complete,18.1
24,4163.0,,4085.0,,4085.9000000055,4085.9000000055,7508,2235,14156.0,4085.0,0,1,701.0,5,4036659,3901936,51207,44351,0,,16320,4162,4138,4137,2246,14,4085,4085,4019,4085.0,4085,4085,4085.0,16343,16320,2691,2245,2245,26,22934.0,0.0,1544194277.674832,16320,16320,4163,4139,1558,4138,0,0,195017,277027,1,4086,4086,4020,4086.0,4085.9000000055,4086.0,22934,21160,39.6106327218,44878,2206041,,,,,613716,1628680,11500,0.74,0.87,0.12,2413.295,5063.427,8144.329000000002,5063.439,36304.195,,14208,0.31,0.9,16344,16321,16320,0,-1,-1,1,4100,231,169,231,176,1,54,99999,1,40,94,-1,63,-1,-1,98,100,-1,0,0,17,0,1,0,32780,0,12256.0,12256.0,11500,11500,11500,11500,11500,9000,9000,1544194378,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,181207_46_1b30dc37d0d5270434a4a7ec4dc3ea1a,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=181207_46_1b30dc37d0d5270434a4a7ec4dc3ea1a,,https://jet.com/search?term=headphones&experienceId=26,VM2-08-192.168.10.76,https://jet.com/search?term=headphones&experienceId=26,7,12,search26,49,2018,200,Test Complete,18.1
24,4364.0,,4305.0,,4305.3,4305.3,7352,2419,8600.0,,0,1,709.0,5,3940191,3805572,55208,45008,0,,16096,4363,4345,4345,2430,4,4305,4305,4243,4305.0,4305,4305,4305.0,16153,16096,2948,2430,2430,28,22011.0,0.0,1544238477.687769,16097,16097,4364,4346,1537,4345,0,0,201112,278225,1,4305,4305,4243,4305.0,4305.3,4305.0,22011,20019,37.4555659495,44876,2096182,,,,,616508,1641830,10900,0.74,0.87,0.13,2289.943,4853.594,8307.16,4853.611,36130.8910000019,,13618,0.31,0.9,16154,16097,16097,0,-1,-1,1,4300,237,169,237,179,1,57,99999,1,43,94,-1,63,-1,-1,98,100,-1,0,0,14,0,1,0,31865,0,11738.0,11738.0,10900,10900,10900,10900,10900,9000,9000,1544238578,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,181208_EE_d0cb60036fcadd150298fa0cf54438b5,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=181208_EE_d0cb60036fcadd150298fa0cf54438b5,,https://jet.com/search?term=headphones&experienceId=26,VM3-06-192.168.10.85,https://jet.com/search?term=headphones&experienceId=26,7,12,search26,49,2018,200,Test Complete,18.1
24,5372.0,,5297.0,,5297.8000000003,5297.8000000003,8976,3287,16282.0,5297.0,0,1,707.0,5,3984007,3849327,50790,43969,0,,18328,5371,5356,5356,3298,8,5297,5297,5237,5297.0,5297,5297,5297.0,18361,18328,3713,3297,3297,26,24815.0,0.0,1544282285.091515,18329,18329,5372,5357,1502,5357,0,0,185061,255905,1,5298,5298,5237,5298.0,5297.8000000003,5298.0,24815,24679,43.8677568432,44877,2097703,,,,,613811,1688038,13300,0.74,0.87,0.13,2291.695,5073.151,7757.0080000000025,5073.163,34866.327000000005,,13478,0.31,0.9,18362,18329,18329,0,-1,-1,1,5300,233,171,233,178,1,54,99999,1,43,94,-1,64,-1,-1,98,100,-1,0,0,17,0,1,0,36770,0,14010.0,14010.0,13300,13200,13300,13300,13300,9000,9000,1544282389,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,181208_6V_d5a5922455bf370e1a566dc6779b5a42,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=181208_6V_d5a5922455bf370e1a566dc6779b5a42,,https://jet.com/search?term=headphones&experienceId=26,VM1-05-192.168.10.63,https://jet.com/search?term=headphones&experienceId=26,8,12,search26,49,2018,200,Test Complete,18.1
24,4385.0,,4273.0,,4273.4,4273.4,7910,2223,14214.0,4273.0,0,1,706.0,5,3947439,3812820,53191,46372,0,,16640,4385,4361,4360,2240,22,4273,4273,4197,4273.0,4273,4273,4273.0,16661,16641,2749,2239,2239,27,22905.0,0.0,1544325624.7344348,16641,16641,4385,4361,1516,4360,0,0,190863,264448,1,4273,4273,4198,4273.0,4273.4,4273.0,22905,22390,42.1022940955,44880,2095808,,,,,619348,1648816,11800,0.74,0.87,0.13,2721.636,4944.937,8028.276999999999,4944.947,35973.726,,13562,0.31,0.9,16662,16641,16641,0,-1,-1,1,4200,237,174,237,177,1,59,99999,1,43,94,-1,63,-1,-1,98,100,-1,0,0,19,0,1,0,34004,0,12470.0,12470.0,11800,11800,11800,11800,11800,9000,9000,1544325728,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,181209_BA_d4dbdfd32879e645f7053e6a21d95b79,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=181209_BA_d4dbdfd32879e645f7053e6a21d95b79,,https://jet.com/search?term=headphones&experienceId=26,VM4-04-192.168.10.92,https://jet.com/search?term=headphones&experienceId=26,8,12,search26,49,2018,200,Test Complete,18.1
24,4743.0,,4664.0,,4664.1000000018,4664.1000000018,8090,2620,7099.0,,0,1,700.0,5,3951505,3826558,53159,46341,0,,17810,4743,4724,4724,2630,9,4664,4664,4623,4664.0,4664,4664,4664.0,17853,17810,3146,2629,2629,27,24191.0,0.0,1544369725.560408,17811,17811,4743,4724,1513,4724,0,0,183185,251896,1,4664,4664,4624,4664.0,4664.1000000018,4664.0,24191,22760,41.1498824806,44879,2095357,,,,,620872,1653433,12200,0.74,0.87,0.11,2368.975,5267.486999999999,8671.502,5267.498000000001,34911.959,,13666,0.31,0.9,17853,17811,17811,0,-1,-1,1,4700,237,175,237,177,1,59,99999,1,43,94,-1,63,-1,-1,98,100,-1,0,0,19,0,1,0,35112,0,12989.0,12989.0,12200,12200,12200,12200,12200,9000,9000,1544369826,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,181209_QZ_26a00be8c0f801b3fbd90bcc2855d08b,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=181209_QZ_26a00be8c0f801b3fbd90bcc2855d08b,,https://jet.com/search?term=headphones&experienceId=26,VM3-08-192.168.10.87,https://jet.com/search?term=headphones&experienceId=26,9,12,search26,49,2018,200,Test Complete,18.1
24,4634.0,,4572.0,,4572.5999999995,4572.5999999995,9077,2500,9356.0,,0,1,714.0,5,3978599,3853896,53736,46865,0,,17673,4633,4615,4615,2511,9,4572,4572,4510,4572.0,4572,4572,4572.0,17705,17674,3111,2510,2510,26,23931.0,0.0,1544457276.520565,17674,17674,4634,4616,1534,4615,0,0,185646,253980,1,4573,4573,4510,4573.0,4572.5999999995,4573.0,23931,23750,41.9611307421,15447,2069807,,,,,632022,1710534,12100,0.74,0.87,0.07,2487.13,5960.368,9598.231,5960.3809999999985,37112.8100000076,,14527,0.31,0.9,17706,17675,17674,0,-1,-1,1,4700,243,180,243,188,1,54,99999,1,44,95,-1,64,-1,-1,100,100,-1,0,0,20,0,1,0,36046,0,12914.0,12914.0,12100,12100,12100,12100,12100,9000,9000,1544457382,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,181210_KW_ec4b14d175a1442f740c132062e3fd6a,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=181210_KW_ec4b14d175a1442f740c132062e3fd6a,,https://jet.com/search?term=headphones&experienceId=26,VM2-03-192.168.10.71,https://jet.com/search?term=headphones&experienceId=26,10,12,search26,50,2018,200,Test Complete,18.1
24,4472.0,,4391.0,,4391.4999999979,4391.4999999979,8803,2293,8690.0,,0,1,740.0,5,3965537,3830823,53917,47067,0,,17109,4472,4450,4449,2306,30,4391,4391,4308,4391.0,4391,4391,4391.0,17133,17109,2826,2305,2305,27,23346.0,0.0,1544545370.902803,17109,17109,4472,4451,1505,4450,0,0,188359,258559,1,4391,4391,4309,4391.0,4391.4999999979,4391.0,23346,21860,40.6168710517,15453,2077786,,,,,628310,1689348,11300,0.74,0.87,0.16,1840.1,4962.021,5973.0880000000025,4962.031,34935.527,,13249,0.31,0.9,17134,17110,17109,0,-1,-1,1,4400,235,174,235,182,1,52,99999,1,44,94,-1,63,-1,-1,100,100,-1,0,0,17,0,1,0,33799,0,12384.0,12384.0,11300,11300,11300,11300,11300,9000,9000,1544545470,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,181211_TR_0677a8c55c966ef17fb5e8740d333063,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=181211_TR_0677a8c55c966ef17fb5e8740d333063,,https://jet.com/search?term=headphones&experienceId=26,VM3-06-192.168.10.85,https://jet.com/search?term=headphones&experienceId=26,11,12,search26,50,2018,200,Test Complete,18.1
24,4692.0,,4616.0,,4616.4999999964,4616.4999999964,8862,2590,8894.0,,0,1,698.0,5,3813583,3688544,55072,44282,0,,17217,4691,4675,4674,2599,6,4616,4616,4559,4616.0,4616,4616,4616.0,17308,17220,3114,2598,2598,27,23236.0,0.0,1544588931.573189,17220,17218,4692,4675,1500,4675,0,0,184712,252121,1,4616,4616,4559,4616.0,4616.4999999964,4616.0,23236,23359,43.2833055401,15454,1932511,,,,,615146,1683173,11400,0.74,0.87,0.15,1436.4129999999998,5164.769,6100.021,5164.781,34543.4790000038,,13129,0.31,0.9,17308,17220,17220,0,-1,-1,1,4700,236,171,236,185,1,50,99999,1,43,95,-1,64,-1,-1,100,100,-1,0,0,14,0,1,0,34337,0,12238.0,12238.0,11400,11400,11400,11400,11400,9000,9000,1544589030,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,181212_2Y_cd1488223925e1f85c9a8060a9503dc5,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=181212_2Y_cd1488223925e1f85c9a8060a9503dc5,,https://jet.com/search?term=headphones&experienceId=26,VM2-08-192.168.10.76,https://jet.com/search?term=headphones&experienceId=26,11,12,search26,50,2018,200,Test Complete,18.1
24,4602.0,,4506.0,,4506.4999999995,4506.4999999995,8065,2520,17528.0,4506.0,0,1,701.0,5,3592260,3552330,52291,46778,0,,17659,4602,4587,4586,2532,13,4506,4506,4430,4506.0,4506,4506,4506.0,17686,17659,3043,2531,2531,26,21758.0,0.0,1544676280.593185,17660,17660,4602,4587,1686,4587,0,0,186727,234632,1,4507,4507,4430,4507.0,4506.4999999995,4507.0,21758,23690,46.4327714622,44878,1784805,,,,,630154,1699173,12600,0.74,0.87,0.12,3631.236,5093.62,8240.513,5093.633,37092.965,,13555,0.31,0.9,17686,17660,17660,0,-1,-1,1,4600,213,173,213,168,1,44,99999,1,42,93,-1,63,-1,-1,98,100,-1,0,0,15,0,1,0,35161,0,13619.0,13619.0,12600,12600,12600,12600,12600,9000,9000,1544676381,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,181213_CW_b28d307da687ff549defc963f2799a07,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=181213_CW_b28d307da687ff549defc963f2799a07,,https://jet.com/search?term=headphones&experienceId=26,VM2-02-192.168.10.70,https://jet.com/search?term=headphones&experienceId=26,12,12,search26,50,2018,200,Test Complete,18.1
24,4316.0,,4316.0,,4316.899999998,4316.899999998,7541,2407,13399.0,4316.0,0,1,703.0,5,3662707,3537778,55284,44518,0,,17641,4302,4283,4283,2421,13,4316,4316,4192,4316.0,4316,4316,4316.0,17769,17641,2852,2421,2421,27,24365.0,0.0,1544720441.521639,17641,17641,4303,4283,1744,4283,0,0,166805,232229,1,4317,4317,4192,4317.0,4316.899999998,4317.0,24365,23859,42.4857549858,44882,1795594,,,,,612721,1668677,11900,0.74,0.87,0.09,1556.134,5003.763,26961.314,5003.773,33517.799,,12173,0.31,0.9,17769,17641,17641,0,-1,-1,1,4400,235,170,235,182,1,52,99999,1,43,94,-1,64,-1,-1,98,100,-1,0,0,13,0,1,0,35978,0,12579.0,12579.0,11900,11900,11900,11900,11900,9000,9000,1544720539,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,181213_91_df33707f0044a41d949619379f57b001,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=181213_91_df33707f0044a41d949619379f57b001,,https://jet.com/search?term=headphones&experienceId=26,VM3-01-192.168.10.79,https://jet.com/search?term=headphones&experienceId=26,13,12,search26,50,2018,200,Test Complete,18.1
