data.average.firstView.Colordepth,data.average.firstView.FirstInteractive,data.average.firstView.FirstPaintedHero,data.average.firstView.LastInteractive,data.average.firstView.LastPaintedHero,data.average.firstView.PerformancePaintTiming.first-contentful-paint,data.average.firstView.PerformancePaintTiming.first-paint,data.average.firstView.SpeedIndex,data.average.firstView.TTFB,data.average.firstView.TTIMeasurementEnd,data.average.firstView.TimeToInteractive,data.average.firstView.aft,data.average.firstView.avgRun,data.average.firstView.basePageSSLTime,data.average.firstView.bigImageCount,data.average.firstView.bytesIn,data.average.firstView.bytesInDoc,data.average.firstView.bytesOut,data.average.firstView.bytesOutDoc,data.average.firstView.cached,data.average.firstView.chromeUserTiming.domComplete,data.average.firstView.chromeUserTiming.domContentLoadedEventEnd,data.average.firstView.chromeUserTiming.domContentLoadedEventStart,data.average.firstView.chromeUserTiming.domInteractive,data.average.firstView.chromeUserTiming.domLoading,data.average.firstView.chromeUserTiming.fetchStart,data.average.firstView.chromeUserTiming.firstContentfulPaint,data.average.firstView.chromeUserTiming.firstImagePaint,data.average.firstView.chromeUserTiming.firstLayout,data.average.firstView.chromeUserTiming.firstMeaningfulPaint,data.average.firstView.chromeUserTiming.firstMeaningfulPaintCandidate,data.average.firstView.chromeUserTiming.firstPaint,data.average.firstView.chromeUserTiming.firstTextPaint,data.average.firstView.chromeUserTiming.loadEventEnd,data.average.firstView.chromeUserTiming.loadEventStart,data.average.firstView.chromeUserTiming.responseEnd,data.average.firstView.chromeUserTiming.unloadEventEnd,data.average.firstView.chromeUserTiming.unloadEventStart,data.average.firstView.connections,data.average.firstView.cpu.Idle,data.average.firstView.cpu.Paint,data.average.firstView.date,data.average.firstView.docTime,data.average.firstView.domComplete,data.average.firstView.domContentLoadedEventEnd,data.average.firstView.domContentLoadedEventStart,data.average.firstView.domElements,data.average.firstView.domInteractive,data.average.firstView.domLoading,data.average.firstView.domTime,data.average.firstView.effectiveBps,data.average.firstView.effectiveBpsDoc,data.average.firstView.final_base_page_request,data.average.firstView.firstContentfulPaint,data.average.firstView.firstImagePaint,data.average.firstView.firstLayout,data.average.firstView.firstMeaningfulPaint,data.average.firstView.firstPaint,data.average.firstView.firstTextPaint,data.average.firstView.fullyLoaded,data.average.firstView.fullyLoadedCPUms,data.average.firstView.fullyLoadedCPUpct,data.average.firstView.gzip_savings,data.average.firstView.gzip_total,data.average.firstView.heroElementTimes.BackgroundImage,data.average.firstView.heroElementTimes.FirstPaintedHero,data.average.firstView.heroElementTimes.Heading,data.average.firstView.heroElementTimes.LastPaintedHero,data.average.firstView.image_savings,data.average.firstView.image_total,data.average.firstView.lastVisualChange,data.average.firstView.lighthouse.Accessibility,data.average.firstView.lighthouse.BestPractices,data.average.firstView.lighthouse.Performance,data.average.firstView.lighthouse.Performance.estimated-input-latency,data.average.firstView.lighthouse.Performance.first-contentful-paint,data.average.firstView.lighthouse.Performance.first-cpu-idle,data.average.firstView.lighthouse.Performance.first-meaningful-paint,data.average.firstView.lighthouse.Performance.interactive,data.average.firstView.lighthouse.Performance.max-potential-fid,data.average.firstView.lighthouse.Performance.speed-index,data.average.firstView.lighthouse.ProgressiveWebApp,data.average.firstView.lighthouse.SEO,data.average.firstView.loadEventEnd,data.average.firstView.loadEventStart,data.average.firstView.loadTime,data.average.firstView.maybeCaptcha,data.average.firstView.minify_savings,data.average.firstView.minify_total,data.average.firstView.optimization_checked,data.average.firstView.render,data.average.firstView.requests,data.average.firstView.requestsDoc,data.average.firstView.requestsFull,data.average.firstView.responses_200,data.average.firstView.responses_404,data.average.firstView.responses_other,data.average.firstView.result,data.average.firstView.run,data.average.firstView.score_cache,data.average.firstView.score_cdn,data.average.firstView.score_combine,data.average.firstView.score_compress,data.average.firstView.score_cookies,data.average.firstView.score_etags,data.average.firstView.score_gzip,data.average.firstView.score_keep-alive,data.average.firstView.score_minify,data.average.firstView.score_progressive_jpeg,data.average.firstView.server_rtt,data.average.firstView.smallImageCount,data.average.firstView.start_epoch,data.average.firstView.step,data.average.firstView.testStartOffset,data.average.firstView.test_run_time_ms,data.average.firstView.titleTime,data.average.firstView.visualComplete,data.average.firstView.visualComplete85,data.average.firstView.visualComplete90,data.average.firstView.visualComplete95,data.average.firstView.visualComplete99,data.bwDown,data.bwUp,data.completed,data.connectivity,data.from,data.fvonly,data.id,data.latency,data.location,data.mobile,data.plr,data.successfulFVRuns,data.summary,data.testRuns,data.testUrl,data.tester,data.url,speedtracker.day,speedtracker.month,speedtracker.slug,speedtracker.week,speedtracker.year,statusCode,statusText,webPagetestVersion
24,,,2814,,2814.6250000009004,2630.7900000011,3236,1395,4160,,0,1,705.0,0,1135363,1112981,24119,23541,0,5200,3771,3755,3754,1405,5.0,2814,2814,2620,3737,3737,2630,3183.0,5206,5206,1403,1404,1404,7,5407,32,1549300388.5625439,5206,5201,3771,3755,593,3755,0,0,280752,292044.0,1,2815.0,2815.0,2620.0,3738.0,2630.7900000011,3183.0,5439,4349,27.5840202917,20833,420156,,,,,49784,176923,4200,0.9,0.86,0.56,16.0,3766.427,6959.125,6566.471,6959.125,,4230.0,0.58,0.82,5206,5206,5206,0,-1,-1,1,2700,49,48,49,48,0,1,0,1,18,100,-1,72,-1,-1,96,100,-1,100,0,16,0,1,0,11458,0,4100,3200,3300,3700,4100,9000,9000,1549300359,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190204_GD_c4f748a211373e38d6ba5a218fa37eea,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190204_GD_c4f748a211373e38d6ba5a218fa37eea,,https://www.apple.com/,VM01-06-192.168.10.64,https://www.apple.com/,4,2,apple-home,6,2019,200,Test Complete,18.1
24,,,2435,,2435.8050000010003,2396.0799999985998,3033,1283,3970,,0,1,702.0,0,1135363,1112981,24117,23539,0,5136,3590,3563,3562,1306,12.0,2435,2435,2341,3489,3489,2396,3003.0,5144,5142,1306,1303,1303,7,5347,26,1549318131.068206,5143,5136,3590,3563,593,3562,0,0,277594,288337.0,1,2436.0,2436.0,2342.0,3489.0,2396.0799999985998,3004.0,5373,4909,32.4950363997,20833,420152,,,,,49784,176923,4000,0.9,0.86,0.58,16.0,3642.507,6841.073,6507.353,6841.073,,4102.0,0.58,0.82,5145,5142,5143,0,-1,-1,1,2400,49,48,49,48,0,1,0,1,20,100,-1,72,-1,-1,96,100,-1,100,0,16,0,1,0,11277,0,4000,3000,3300,3500,3900,9000,9000,1549318100,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190204_6M_ebc3bd453311ccf68e14ff1b25ceefad,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190204_6M_ebc3bd453311ccf68e14ff1b25ceefad,,https://www.apple.com/,VM03-04-192.168.10.83,https://www.apple.com/,4,2,apple-home,6,2019,200,Test Complete,18.1
24,,,2823,,2823.3149999996003,2398.7999999989997,2856,1307,3795,,0,1,696.0,0,1135363,1112981,24119,23541,0,4827,3418,3403,3402,1318,5.0,2823,2823,2391,3376,3376,2398,2823.0,4833,4832,1315,1317,1317,7,5036,23,1549362228.503011,4833,4827,3418,3403,593,3403,0,0,302602,315649.0,1,2823.0,2823.0,2392.0,3376.0,2398.7999999989997,2823.0,5059,5020,33.1134564644,20833,420154,,,,,49784,176923,3800,0.9,0.86,0.53,16.0,4005.763,6877.455,6877.455,6873.3279999981005,,4832.0,0.31,0.82,4833,4833,4833,0,-1,-1,1,2400,49,48,49,48,0,1,0,1,17,100,-1,72,-1,-1,96,100,-1,100,0,16,0,1,0,10972,0,3800,2800,3400,3400,3700,9000,9000,1549362196,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190205_00_89707d1630e90884167dbae53b98c00a,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190205_00_89707d1630e90884167dbae53b98c00a,,https://www.apple.com/,VM03-01-192.168.10.79,https://www.apple.com/,5,2,apple-home,6,2019,200,Test Complete,18.1
24,,,2822,,2822.9649999994,2639.559999996,3416,1378,4350,,0,1,704.0,0,1134972,1112590,24095,23517,0,5411,3988,3973,3973,1390,15.0,2822,2822,2621,3955,3955,2639,3358.0,5417,5417,1383,1389,1389,7,5596,44,1549406342.7134788,5417,5412,3988,3973,593,3973,0,0,266300,275461.0,1,2823.0,2823.0,2622.0,3956.0,2639.559999996,3359.0,5640,4820,30.143839899899998,20833,415304,,,,,50742,181407,4300,0.9,0.86,0.6,16.0,3233.708,6792.939,6614.774,6792.9390000076,,4260.0,0.31,0.82,5417,5417,5417,0,-1,-1,1,2700,49,48,49,48,0,1,0,1,17,100,-1,73,-1,-1,95,100,-1,100,0,16,0,1,0,11380,0,4200,3400,3400,4000,4200,9000,9000,1549406296,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190205_H5_9f184dee3e0e7dc269cc417b9862372a,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190205_H5_9f184dee3e0e7dc269cc417b9862372a,,https://www.apple.com/,VM02-01-192.168.10.69,https://www.apple.com/,5,2,apple-home,6,2019,200,Test Complete,18.1
24,,,2460,,2460.0999999966,2226.8899999908,2926,1300,3963,,0,1,703.0,0,1134972,1112590,24097,23519,0,5127,3512,3457,3457,1307,15.0,2460,2460,2217,3589,3589,2226,2960.0,5133,5133,1306,1307,1307,7,5383,28,1549450429.532737,5133,5127,3513,3458,593,3458,0,0,276081,290266.0,1,2460.0,2460.0,2217.0,3589.0,2226.8899999908,2960.0,5411,4760,30.2222222223,20833,415279,,,,,50742,181407,3900,0.9,0.86,0.62,16.0,3314.1679999999997,6685.064,6223.125,6685.064,,3846.0,0.58,0.82,5134,5133,5133,0,-1,-1,1,2200,49,48,49,48,0,1,0,1,18,100,-1,73,-1,-1,95,100,-1,100,0,16,0,1,0,11286,0,3800,2900,2900,3600,3800,9000,9000,1549450398,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190206_9P_fd422379f182fd9741ac273e2ec103f7,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190206_9P_fd422379f182fd9741ac273e2ec103f7,,https://www.apple.com/,VM01-01-192.168.10.43,https://www.apple.com/,6,2,apple-home,6,2019,200,Test Complete,18.1
24,,,2372,,2372.0950000006,2208.1750000007,3026,1337,4032,,0,1,702.0,0,1134972,1112590,24136,23558,0,4820,3479,3422,3421,1349,5.0,2372,2372,2199,3551,3551,2208,2975.0,4825,4825,1342,1347,1347,7,5250,29,1549494556.8308039,4826,4821,3480,3423,593,3422,0,0,287917,318885.0,1,2372.0,2372.0,2199.0,3551.0,2208.1750000007,2975.0,5279,3810,24.7402597403,20833,415354,,,,,50742,181407,4000,0.9,0.86,0.75,16.0,3072.727000000001,5942.925,5942.925,4418.343,,3663.0,0.58,0.82,4826,4826,4826,0,-1,-1,1,2200,49,48,49,48,0,1,0,1,16,100,-1,73,-1,-1,95,100,-1,100,0,16,0,1,0,10755,0,4000,3000,3000,3600,4000,9000,9000,1549494497,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190206_1F_c915870b5aab50dd1024f06055db3996,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190206_1F_c915870b5aab50dd1024f06055db3996,,https://www.apple.com/,VM04-04-192.168.10.92,https://www.apple.com/,6,2,apple-home,6,2019,200,Test Complete,18.1
24,,,2751,,2751.0400000028003,2567.2300000006,3306,1510,4149,,0,1,712.0,0,1134972,1112590,24095,23517,0,5264,3740,3724,3724,1520,15.0,2751,2751,2557,3652,3652,2567,3301.0,5272,5271,1517,1519,1519,7,5494,26,1549538638.666487,5272,5265,3740,3725,593,3725,0,0,283035,295744.0,1,2751.0,2751.0,2557.0,3652.0,2567.2300000006,3301.0,5520,4949,30.7453416149,20833,415324,,,,,50742,181407,4100,0.9,0.86,0.59,16.0,3544.204,6806.021,6453.257,6806.021,,4079.0,0.58,0.82,5273,5272,5272,0,-1,-1,1,2600,49,48,49,48,0,1,0,1,17,100,-1,73,-1,-1,95,100,-1,100,0,16,0,1,0,10905,0,4100,3300,3300,3600,4000,9000,9000,1549538603,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190207_45_0c4167c9d23827ccb524e0a2a680527f,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190207_45_0c4167c9d23827ccb524e0a2a680527f,,https://www.apple.com/,VM03-06-192.168.10.85,https://www.apple.com/,7,2,apple-home,6,2019,200,Test Complete,18.1
24,,,2337,,2337.0050000011997,2210.874999997,2931,1284,3848,,0,1,701.0,0,1140270,1117888,24106,23528,0,4806,3425,3407,3407,1294,26.0,2337,2337,2191,3408,3408,2210,2844.0,4813,4812,1289,1294,1294,7,4987,33,1549582750.780108,4813,4807,3426,3408,592,3407,0,0,305211,316771.0,1,2337.0,2337.0,2192.0,3408.0,2210.874999997,2845.0,5020,3450,23.2636547539,20833,415262,,,,,51146,186746,3800,0.9,0.86,0.59,16.0,4258.179,6672.217,6672.217,5329.689,,4571.0,0.31,0.82,4813,4813,4813,0,-1,-1,1,2300,49,48,49,48,0,1,0,1,17,100,-1,73,-1,-1,95,100,-1,100,0,16,0,1,0,10408,0,3800,2900,2900,3500,3800,9000,9000,1549582700,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190207_VX_3f2e7ca29687faad8b970ab2c8f7188e,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190207_VX_3f2e7ca29687faad8b970ab2c8f7188e,,https://www.apple.com/,VM02-01-192.168.10.69,https://www.apple.com/,7,2,apple-home,6,2019,200,Test Complete,18.1
24,,,2638,,2638.8499999994,2518.1900000025,2949,1303,4032,,0,1,697.0,0,1140270,1117888,24621,24043,0,4721,3220,3205,3205,1312,12.0,2638,2638,2511,3546,3546,2518,2924.0,4726,4726,1308,1311,1311,7,4925,29,1549626833.165653,4727,4722,3221,3206,592,3206,0,0,312317,326485.0,1,2639.0,2639.0,2512.0,3546.0,2518.1900000025,2925.0,4954,4060,27.846364883400003,20833,415224,,,,,51146,186746,4000,0.9,0.86,0.5,16.0,3914.96,7950.670999999998,6788.509,7950.670999999998,,4338.0,0.31,0.82,4727,4727,4727,0,-1,-1,1,2500,49,48,49,48,0,1,0,1,18,100,-1,73,-1,-1,95,100,-1,100,0,16,0,1,0,10494,0,4000,2900,2900,3600,3900,9000,9000,1549626796,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190208_YG_6d8a16cae703151e88a42e083b90c814,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190208_YG_6d8a16cae703151e88a42e083b90c814,,https://www.apple.com/,VM01-03-192.168.10.61,https://www.apple.com/,8,2,apple-home,6,2019,200,Test Complete,18.1
24,,,2619,,2619.8999999979,2471.9150000019,2939,1379,3831,,0,1,703.0,0,1140270,1117888,24516,23938,0,4825,3320,3259,3258,1387,14.0,2619,2619,2462,3434,3434,2471,2924.0,4831,4830,1383,1387,1387,7,5033,22,1549671191.082217,4831,4826,3321,3260,592,3259,0,0,310193,323837.0,1,2620.0,2620.0,2463.0,3434.0,2471.9150000019,2925.0,5055,3660,24.432576769,20833,415281,,,,,51146,186746,3800,0.9,0.86,0.66,16.0,2882.749000000001,6642.88,6642.88,5551.001,,4476.0,0.31,0.82,4832,4831,4831,0,-1,-1,1,2500,49,48,49,48,0,1,0,1,19,100,-1,73,-1,-1,95,100,-1,100,0,16,0,1,0,10631,0,3800,2900,2900,3400,3700,9000,9000,1549671152,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190209_S3_4958b6815e98c1345037b0749387a568,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190209_S3_4958b6815e98c1345037b0749387a568,,https://www.apple.com/,VM03-03-192.168.10.82,https://www.apple.com/,8,2,apple-home,6,2019,200,Test Complete,18.1
24,,,2561,,2561.2099999998,2395.7349999982002,3043,1335,4099,,0,1,714.0,0,1140270,1117888,24106,23528,0,5319,3722,3695,3695,1343,15.0,2561,2561,2385,3625,3625,2395,3006.0,5327,5326,1341,1343,1342,7,5535,37,1549715035.282554,5327,5319,3723,3696,592,3695,0,0,269122,280032.0,1,2561.0,2561.0,2385.0,3626.0,2395.7349999982002,3006.0,5572,4699,29.338327091100002,20833,415281,,,,,51146,186746,4200,0.9,0.86,0.6,16.0,3492.0609999999997,6642.023,6411.829000000002,6642.023,,4008.0,0.31,0.82,5327,5327,5327,0,-1,-1,1,2400,49,48,49,48,0,1,0,1,15,100,-1,73,-1,-1,95,100,-1,100,0,16,0,1,0,11027,0,4200,3000,3000,3700,4100,9000,9000,1549714997,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190209_2F_6982dce2ad4954c478aa171d86d241ed,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190209_2F_6982dce2ad4954c478aa171d86d241ed,,https://www.apple.com/,VM03-03-192.168.10.82,https://www.apple.com/,9,2,apple-home,6,2019,200,Test Complete,18.1
24,,,2420,,2420.3349999998,2307.1799999998,3006,1291,3881,,0,1,702.0,0,1140270,1117888,24106,23528,0,4942,3501,3477,3476,1311,28.0,2420,2420,2290,3452,3452,2307,2953.0,4949,4948,1304,1305,1305,7,5145,25,1549755410.051315,4949,4943,3501,3477,592,3477,0,0,293959,305600.0,1,2420.0,2420.0,2290.0,3453.0,2307.1799999998,2954.0,5170,3860,25.4449571523,20833,415239,,,,,51146,186746,3800,0.9,0.86,0.64,16.0,2897.913,6612.864000000001,6612.864000000001,6340.085,,4165.0,0.31,0.82,4949,4949,4949,0,-1,-1,1,2300,49,48,49,48,0,1,0,1,15,100,-1,73,-1,-1,95,100,-1,100,0,16,0,1,0,10583,0,3700,3000,3000,3400,3700,9000,9000,1549755343,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190209_SR_f26cce99be844dae3d1b4bab9b17a578,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190209_SR_f26cce99be844dae3d1b4bab9b17a578,,https://www.apple.com/,VM04-02-192.168.10.90,https://www.apple.com/,9,2,apple-home,6,2019,200,Test Complete,18.1
24,,,2385,,2385.2250000054,2250.2000000022,2917,1293,3881,,0,1,704.0,0,1140270,1117888,24219,23528,0,4704,3382,3317,3317,1302,20.0,2385,2385,2242,3476,3476,2250,2930.0,4710,4709,1301,1301,1301,7,4898,24,1549755610.521873,4710,4704,3383,3318,592,3318,0,0,314210,327154.0,1,2385.0,2385.0,2242.0,3476.0,2250.2000000022,2930.0,4922,3899,26.121902210300004,20833,415239,,,,,51146,186746,3800,0.9,0.86,0.59,16.9538793103,3407.9309999999996,7071.606,6255.775,7071.606,,3909.0,0.58,0.82,4711,4710,4710,0,-1,-1,1,2300,49,48,49,48,0,1,0,1,18,100,-1,73,-1,-1,95,100,-1,100,0,16,0,1,0,10548,0,3700,2900,2900,3500,3700,9000,9000,1549755572,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190209_JQ_ad01c193cfd0ee5407e500c3a068dc47,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190209_JQ_ad01c193cfd0ee5407e500c3a068dc47,,https://www.apple.com/,VM01-02-192.168.10.60,https://www.apple.com/,9,2,apple-home,6,2019,200,Test Complete,18.1
24,4553.0,,3742,,3742.2399999996,3613.3749999935,4138,1694,5068,,0,1,890.0,0,1140270,1117888,24209,23631,0,6025,4553,4527,4526,1702,13.0,3742,3742,3597,4688,4688,3613,4063.0,6031,6031,1699,1702,1701,7,6246,34,1549758555.339471,6031,6025,4553,4527,592,4527,0,0,248641,257756.0,1,3742.0,3742.0,3597.0,4689.0,3613.3749999935,4063.0,6280,4059,23.4275822274,20833,415238,,,,,51146,186746,5100,0.9,0.86,0.58,16.0,3273.447,6934.068,6934.068,6929.595,,4467.0,0.31,0.82,6031,6031,6031,0,-1,-1,1,3600,49,48,49,48,0,1,0,1,16,100,-1,73,-1,-1,95,100,-1,100,0,16,0,1,0,12413,0,5000,4100,4100,4700,5000,9000,9000,1549758506,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190210_1J_87bdde275120badd4b3cc7e3dadd401e,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190210_1J_87bdde275120badd4b3cc7e3dadd401e,,https://www.apple.com/,VM02-02-192.168.10.70,https://www.apple.com/,9,2,apple-home,6,2019,200,Test Complete,18.1
24,,,2704,,2704.7849999944,2616.750000001,3135,1351,4149,,0,1,703.0,0,1140270,1117888,24106,23528,0,5376,3750,3724,3724,1360,25.0,2704,2704,2542,3658,3658,2616,3093.0,5384,5384,1355,1359,1359,7,5597,27,1549802640.710945,5384,5376,3751,3725,592,3724,0,0,266854,277185.0,1,2705.0,2705.0,2542.0,3659.0,2616.750000001,3094.0,5624,5129,32.0024953213,20833,415236,,,,,51146,186746,4100,0.9,0.86,0.65,16.0,3748.502,6679.455,6679.455,4964.463,,4269.0,0.31,0.82,5385,5384,5384,0,-1,-1,1,2600,49,48,49,48,0,1,0,1,18,100,-1,73,-1,-1,95,100,-1,100,0,16,0,1,0,10951,0,4100,3100,3100,3700,4000,9000,9000,1549802603,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190210_1E_9d5c8c7d1c25be6ddb03b9115300a91d,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190210_1E_9d5c8c7d1c25be6ddb03b9115300a91d,,https://www.apple.com/,VM01-01-192.168.10.43,https://www.apple.com/,10,2,apple-home,6,2019,200,Test Complete,18.1
24,,,2549,,2549.8250000019,2373.8300000041,2940,1287,3866,,0,1,698.0,0,1140270,1117888,24145,23567,0,4759,3401,3376,3375,1302,12.0,2549,2549,2340,3494,3494,2373,2917.0,4765,4764,1300,1300,1300,7,4970,27,1549846738.355266,4765,4759,3402,3377,592,3376,0,0,307350,321416.0,1,2550.0,2550.0,2341.0,3495.0,2373.8300000041,2918.0,4997,4030,27.028839704899998,20833,415238,,,,,51146,186746,3900,0.9,0.86,0.59,16.0,3491.545,6812.389,6383.08,6812.389,,4056.0,0.58,0.82,4765,4765,4765,0,-1,-1,1,2400,49,48,49,48,0,1,0,1,17,100,-1,73,-1,-1,95,100,-1,100,0,16,0,1,0,10524,0,3800,2900,2900,3500,3800,9000,9000,1549846699,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190211_CE_37e207805c60fc764bc7284bb9745f25,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190211_CE_37e207805c60fc764bc7284bb9745f25,,https://www.apple.com/,VM01-07-192.168.10.65,https://www.apple.com/,10,2,apple-home,6,2019,200,Test Complete,18.1
24,,,2747,,2747.7399999989,2554.744999994,3309,1395,4166,,0,1,698.0,0,1140270,1117888,24108,23530,0,5239,3794,3764,3763,1406,15.0,2747,2747,2542,3685,3685,2554,3224.0,5254,5253,1404,1405,1405,7,5469,29,1549890933.913173,5254,5239,3794,3764,592,3763,0,0,277911,289683.0,1,2748.0,2748.0,2542.0,3685.0,2554.744999994,3224.0,5498,5149,32.8443877551,20833,415260,,,,,51146,186746,4200,0.9,0.86,0.61,16.0,2918.37,6670.618,6670.618,6664.8599999924,,4470.0,0.31,0.82,5254,5253,5254,0,-1,-1,1,2600,49,48,49,48,0,1,0,1,17,100,-1,73,-1,-1,95,100,-1,100,0,16,0,1,0,11238,0,4100,3300,3300,3700,4100,9000,9000,1549890867,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190211_Y3_a037edc8ee1ade1e13386c5568d5d01d,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190211_Y3_a037edc8ee1ade1e13386c5568d5d01d,,https://www.apple.com/,VM04-07-192.168.10.95,https://www.apple.com/,11,2,apple-home,7,2019,200,Test Complete,18.1
24,,,2470,,2470.3200000004,2344.2599999998,3212,1326,4113,,0,1,701.0,0,1131396,1109014,24120,23542,0,5190,3742,3708,3707,1343,29.0,2470,2470,2328,3620,3620,2344,3104.0,5202,5201,1336,1340,1340,7,5420,29,1549934954.9911866,5201,5191,3742,3708,591,3708,0,0,274410,286197.0,1,2470.0,2470.0,2329.0,3620.0,2344.2599999998,3104.0,5449,5789,36.6920152091,20833,415769,,,,,47602,177365,4100,0.9,0.86,0.57,16.4254081633,3501.715,7187.43,6376.44,7187.43,,4065.0,0.58,0.82,5203,5202,5201,0,-1,-1,1,2400,49,48,49,48,0,1,0,1,17,100,-1,74,-1,-1,95,100,-1,100,0,16,0,1,0,11460,0,4100,3200,3200,3700,4100,9000,9000,1549934901,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190212_2E_1fae2cca00fae883d8dac09bd8799b9c,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190212_2E_1fae2cca00fae883d8dac09bd8799b9c,,https://www.apple.com/,VM02-04-192.168.10.72,https://www.apple.com/,11,2,apple-home,7,2019,200,Test Complete,18.1
24,,,2596,,2596.63,2441.4899999974,2982,1335,4271,,0,1,704.0,0,1131396,1109014,24122,23544,0,5309,3876,3834,3834,1350,19.0,2596,2596,2431,3747,3747,2441,2932.0,5319,5319,1345,1348,1348,7,5515,36,1549979051.799065,5319,5310,3877,3835,591,3835,0,0,268357,278366.0,1,2597.0,2597.0,2432.0,3747.0,2441.4899999974,2933.0,5551,5649,36.217948718,20833,415767,,,,,47602,177365,4300,0.9,0.86,0.61,16.0,2912.937,6672.908,6672.908,6666.320000003801,,4451.0,0.31,0.82,5320,5319,5319,0,-1,-1,1,2500,49,48,49,48,0,1,0,1,18,100,-1,74,-1,-1,95,100,-1,100,0,16,0,1,0,11171,0,4300,2900,2900,3800,4200,9000,9000,1549979011,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190212_VR_c424e6a82975a766d6b85796cd2a9f6e,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190212_VR_c424e6a82975a766d6b85796cd2a9f6e,,https://www.apple.com/,VM03-01-192.168.10.79,https://www.apple.com/,12,2,apple-home,7,2019,200,Test Complete,18.1
24,,,2311,,2311.7899999997,2168.8500000018,2824,1287,3770,,0,1,699.0,0,1131396,1109014,24120,23542,0,4824,3394,3370,3370,1294,24.0,2311,2311,2141,3351,3351,2168,2827.0,4829,4829,1291,1293,1293,7,5027,29,1550023175.330952,4830,4825,3395,3371,591,3371,0,0,300184,313015.0,1,2312.0,2312.0,2142.0,3351.0,2168.8500000018,2828.0,5056,4269,28.222075346999997,20833,415786,,,,,47602,177365,3800,0.9,0.86,0.61,16.0,3505.866,6520.887,6364.946999999999,6520.8869999962,,4042.0,0.58,0.82,4830,4830,4830,0,-1,-1,1,2200,49,48,49,48,0,1,0,1,18,100,-1,74,-1,-1,95,100,-1,100,0,16,0,1,0,10595,0,3700,2800,2800,3400,3700,9000,9000,1550023105,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190213_3K_0fb94574f364bfdbbdade3ace01535df,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190213_3K_0fb94574f364bfdbbdade3ace01535df,,https://www.apple.com/,VM04-07-192.168.10.95,https://www.apple.com/,12,2,apple-home,7,2019,200,Test Complete,18.1
