data.average.firstView.Colordepth,data.average.firstView.FirstInteractive,data.average.firstView.FirstPaintedHero,data.average.firstView.LastInteractive,data.average.firstView.LastPaintedHero,data.average.firstView.PerformancePaintTiming.first-contentful-paint,data.average.firstView.PerformancePaintTiming.first-paint,data.average.firstView.SpeedIndex,data.average.firstView.TTFB,data.average.firstView.TTIMeasurementEnd,data.average.firstView.TimeToInteractive,data.average.firstView.aft,data.average.firstView.avgRun,data.average.firstView.basePageSSLTime,data.average.firstView.bigImageCount,data.average.firstView.bytesIn,data.average.firstView.bytesInDoc,data.average.firstView.bytesOut,data.average.firstView.bytesOutDoc,data.average.firstView.cached,data.average.firstView.chromeUserTiming.InteractiveTime,data.average.firstView.chromeUserTiming.domComplete,data.average.firstView.chromeUserTiming.domContentLoadedEventEnd,data.average.firstView.chromeUserTiming.domContentLoadedEventStart,data.average.firstView.chromeUserTiming.domInteractive,data.average.firstView.chromeUserTiming.domLoading,data.average.firstView.chromeUserTiming.fetchStart,data.average.firstView.chromeUserTiming.firstContentfulPaint,data.average.firstView.chromeUserTiming.firstImagePaint,data.average.firstView.chromeUserTiming.firstLayout,data.average.firstView.chromeUserTiming.firstMeaningfulPaint,data.average.firstView.chromeUserTiming.firstMeaningfulPaintCandidate,data.average.firstView.chromeUserTiming.firstPaint,data.average.firstView.chromeUserTiming.firstTextPaint,data.average.firstView.chromeUserTiming.loadEventEnd,data.average.firstView.chromeUserTiming.loadEventStart,data.average.firstView.chromeUserTiming.responseEnd,data.average.firstView.chromeUserTiming.unloadEventEnd,data.average.firstView.chromeUserTiming.unloadEventStart,data.average.firstView.connections,data.average.firstView.cpu.Idle,data.average.firstView.cpu.Paint,data.average.firstView.date,data.average.firstView.docTime,data.average.firstView.domComplete,data.average.firstView.domContentLoadedEventEnd,data.average.firstView.domContentLoadedEventStart,data.average.firstView.domElements,data.average.firstView.domInteractive,data.average.firstView.domLoading,data.average.firstView.domTime,data.average.firstView.effectiveBps,data.average.firstView.effectiveBpsDoc,data.average.firstView.final_base_page_request,data.average.firstView.firstContentfulPaint,data.average.firstView.firstImagePaint,data.average.firstView.firstLayout,data.average.firstView.firstMeaningfulPaint,data.average.firstView.firstPaint,data.average.firstView.firstTextPaint,data.average.firstView.fullyLoaded,data.average.firstView.fullyLoadedCPUms,data.average.firstView.fullyLoadedCPUpct,data.average.firstView.gzip_savings,data.average.firstView.gzip_total,data.average.firstView.heroElementTimes.BackgroundImage,data.average.firstView.heroElementTimes.FirstPaintedHero,data.average.firstView.heroElementTimes.Heading,data.average.firstView.heroElementTimes.Image,data.average.firstView.heroElementTimes.LastPaintedHero,data.average.firstView.image_savings,data.average.firstView.image_total,data.average.firstView.lastVisualChange,data.average.firstView.lighthouse.Accessibility,data.average.firstView.lighthouse.BestPractices,data.average.firstView.lighthouse.Performance,data.average.firstView.lighthouse.Performance.estimated-input-latency,data.average.firstView.lighthouse.Performance.first-contentful-paint,data.average.firstView.lighthouse.Performance.first-cpu-idle,data.average.firstView.lighthouse.Performance.first-meaningful-paint,data.average.firstView.lighthouse.Performance.interactive,data.average.firstView.lighthouse.Performance.max-potential-fid,data.average.firstView.lighthouse.Performance.speed-index,data.average.firstView.lighthouse.ProgressiveWebApp,data.average.firstView.lighthouse.SEO,data.average.firstView.loadEventEnd,data.average.firstView.loadEventStart,data.average.firstView.loadTime,data.average.firstView.maybeCaptcha,data.average.firstView.minify_savings,data.average.firstView.minify_total,data.average.firstView.optimization_checked,data.average.firstView.render,data.average.firstView.requests,data.average.firstView.requestsDoc,data.average.firstView.requestsFull,data.average.firstView.responses_200,data.average.firstView.responses_404,data.average.firstView.responses_other,data.average.firstView.result,data.average.firstView.run,data.average.firstView.score_cache,data.average.firstView.score_cdn,data.average.firstView.score_combine,data.average.firstView.score_compress,data.average.firstView.score_cookies,data.average.firstView.score_etags,data.average.firstView.score_gzip,data.average.firstView.score_keep-alive,data.average.firstView.score_minify,data.average.firstView.score_progressive_jpeg,data.average.firstView.server_rtt,data.average.firstView.smallImageCount,data.average.firstView.start_epoch,data.average.firstView.step,data.average.firstView.testStartOffset,data.average.firstView.test_run_time_ms,data.average.firstView.titleTime,data.average.firstView.visualComplete,data.average.firstView.visualComplete85,data.average.firstView.visualComplete90,data.average.firstView.visualComplete95,data.average.firstView.visualComplete99,data.bwDown,data.bwUp,data.completed,data.connectivity,data.from,data.fvonly,data.id,data.latency,data.location,data.mobile,data.plr,data.successfulFVRuns,data.summary,data.testRuns,data.testUrl,data.tester,data.url,speedtracker.day,speedtracker.month,speedtracker.slug,speedtracker.week,speedtracker.year,statusCode,statusText,webPagetestVersion
24,3257.0,,3257.0,,3257.5250000045507,3257.5199999991996,3383.0,1657.0,10538.0,3257.0,0,1,705.0,7,3276106.0,3247682.0,23848.0,21189.0,0,,10504.0,2944.5,2944.0,2944.0,1669.0,15.5,3257.0,3257.0,3176.0,3257.0,3257.0,3257.0,3257.0,10532.0,10504.0,2073.0,1668.5,1668.5,10.0,12547.5,59.5,1549889967.146573,10505.0,10505.0,2945.0,2945.0,1025.0,2944.5,0,0,299197.0,367065.5,1.0,3257.5,3257.5,3176.5,3257.5,3257.5199999991996,3257.5,12607.0,10609.5,36.0175146272,13915,1062779.5,,,,,,349467.0,2039086.0,8300,0.74,0.79,0.38,1294.296,3931.4809999999998,4716.333,3931.4829999999997,21978.685,,5847.0,0.38,0.9,10533.0,10505.0,10505.0,0,-1,-1,1,3250,60.0,54.0,60.0,58.0,1,1.0,99999,1.5,89.0,98.0,-1,83,-1,-1,99,100,-1,19,0,7.0,0,1,0,20554.0,0,3400,3400,3400,3400,3400,9000,9000,1549889930,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190211_W3_fcf440e3b48ff5c24560807d2cf8ab7e,170,Dulles:Chrome,0,,2,https://www.webpagetest.org/results.php?test=190211_W3_fcf440e3b48ff5c24560807d2cf8ab7e,,https://jet.com/?disable_analytics=true,VM02-04-192.168.10.72,https://jet.com/?disable_analytics=true,11,2,home-noanalytics,7,2019,200,Test Complete,18.1
24,3291.0,,3291.0,,3291.1374999966997,3291.1349999995,3448.0,1722.0,10048.5,3291.0,0,1,704.5,7,3271631.5,3243207.5,23848.0,21189.0,0,,10004.5,2980.0,2979.5,2979.0,1730.5,11.5,3291.0,3291.0,3223.0,3291.0,3291.0,3291.0,3291.0,10036.0,10004.5,2136.0,1730.0,1730.0,10.0,12137.0,50.0,1549910411.273426,10005.0,10004.5,2980.5,2980.0,1025.0,2980.0,0,0,313006.5,392013.5,1.0,3291.0,3291.0,3223.5,3291.0,3291.1349999995,3291.0,12187.0,9530.0,33.792964489250004,13915,1058350.5,,,,,,349467.0,2039086.0,8100,0.74,0.79,0.39,1209.542,4003.0759999999996,4696.77,4003.077,22192.804,,5547.0,0.38,0.9,10036.5,10005.0,10005.0,0,-1,-1,1,3300,60.0,54.0,60.0,58.0,1,1.0,99999,1.5,89.0,98.0,-1,83,-1,-1,99,100,-1,19,0,7.0,0,1,0,19903.5,0,3500,3500,3500,3500,3500,9000,9000,1549910390,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190211_H7_d953eb91fd87c6eb5a0b9a71105bf81a,170,Dulles:Chrome,0,,2,https://www.webpagetest.org/results.php?test=190211_H7_d953eb91fd87c6eb5a0b9a71105bf81a,,https://jet.com/?disable_analytics=true,VM03-03-192.168.10.82,https://jet.com/?disable_analytics=true,11,2,home-noanalytics,7,2019,200,Test Complete,18.1
24,3693.0,,3693.0,,3693.2100000012488,3693.2075000004493,3865.0,1922.5,10652.0,3693.0,0,1,709.0,7,3221697.5,3193273.5,23848.0,21189.0,0,,10596.0,3240.5,3240.5,3239.5,1935.0,9.5,3693.0,3693.0,3559.5,3693.0,3693.0,3693.0,3693.0,10643.0,10596.0,2361.5,1934.0,1934.0,10.0,12660.5,63.5,1549934043.527693,10596.5,10596.0,3241.5,3240.5,1025.0,3240.5,0,0,298462.0,368560.5,1.0,3693.0,3693.0,3560.5,3693.0,3693.2075000004493,3693.0,12724.0,11934.5,40.540125940749995,13915,1008349.5,,,,,,349467.0,2039086.0,8500,0.74,0.79,0.4,1013.3969999999999,3845.6,4640.064,3845.6020000000003,21359.075,,5378.0,0.38,0.9,10643.5,10596.0,10596.5,0,-1,-1,1,3700,60.0,54.0,60.0,58.0,1,1.0,99999,1.5,89.0,98.0,-1,83,-1,-1,99,100,-1,19,0,7.0,0,1,0,20812.5,0,3900,3900,3900,3900,3900,9000,9000,1549934031,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190212_J6_159b24cf88b044a2946de7e92ffe0050,170,Dulles:Chrome,0,,2,https://www.webpagetest.org/results.php?test=190212_J6_159b24cf88b044a2946de7e92ffe0050,,https://jet.com/?disable_analytics=true,VM01-01-192.168.10.43,https://jet.com/?disable_analytics=true,11,2,home-noanalytics,7,2019,200,Test Complete,18.1
24,3114.0,,3114.0,,3114.33500000205,3114.33500000205,3259.0,1655.5,9685.5,3114.0,0,1,699.5,7,3220983.5,3192559.5,23843.5,21185.0,0,,9642.0,2843.5,2843.5,2843.0,1664.0,16.5,3114.0,3114.0,3059.0,3114.0,3114.0,3114.0,3114.0,9679.0,9642.0,2061.0,1663.0,1663.0,10.0,11766.5,44.5,1549953890.0140731,9642.5,9642.5,2844.0,2844.0,1025.0,2843.5,0,0,317391.0,399943.0,1.0,3114.0,3114.0,3059.5,3114.0,3114.33500000205,3114.0,11811.0,8974.5,32.64538426345,13915,1006719.5,,,,,,349467.0,2039086.0,7650,0.74,0.79,,1309.972,4032.579,4925.102,4032.58,,,5788.0,0.38,0.9,9679.5,9642.5,9642.5,0,-1,-1,1,3100,60.0,54.0,60.0,58.0,1,1.0,99999,1.5,89.0,96.5,-1,83,-1,-1,99,100,-1,19,0,7.0,0,1,0,19346.5,0,3300,3300,3300,3300,3300,9000,9000,1549953860,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190212_VG_18514391c0ef176d74d895cbdd7fbe95,170,Dulles:Chrome,0,,2,https://www.webpagetest.org/results.php?test=190212_VG_18514391c0ef176d74d895cbdd7fbe95,,https://jet.com/?disable_analytics=true,VM04-01-192.168.10.80,https://jet.com/?disable_analytics=true,12,2,home-noanalytics,7,2019,200,Test Complete,18.1
24,3645.5,,3645.5,,3645.8950000033,3645.89250000245,3750.0,1970.5,10437.0,3645.5,0,1,701.0,7,3221630.0,3141052.5,23848.0,18567.0,0,,9758.0,3326.5,3326.5,3326.0,1982.5,9.0,3645.5,3645.5,3571.0,3645.5,3645.5,3645.5,3645.5,9790.5,9758.0,2563.0,1982.0,1982.0,10.0,11802.0,46.0,1549978141.9254842,9758.5,9758.0,3327.0,3326.5,1025.0,3326.5,0,0,329614.5,409374.0,1.0,3645.5,3645.5,3571.5,3645.5,3645.89250000245,3645.5,11848.0,10330.0,37.0156593722,13915,1007354.5,,,,,,349467.0,2039086.0,8400,0.74,0.79,0.33,1257.252,4392.56,5198.932,4392.561,22541.276,,5972.0,0.38,0.9,9791.0,9758.0,9758.5,0,-1,-1,1,3650,60.0,52.0,60.0,58.0,1,1.0,99999,1.5,89.0,96.5,-1,83,-1,-1,99,100,-1,19,0,7.0,0,1,0,19455.5,0,3750,3750,3750,3750,3750,9000,9000,1549978128,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190212_ZF_01c7567b46be2b4ba2f18cf23d8e0ed1,170,Dulles:Chrome,0,,2,https://www.webpagetest.org/results.php?test=190212_ZF_01c7567b46be2b4ba2f18cf23d8e0ed1,,https://jet.com/?disable_analytics=true,VM03-01-192.168.10.79,https://jet.com/?disable_analytics=true,12,2,home-noanalytics,7,2019,200,Test Complete,18.1
24,3330.5,,3330.5,,3331.1174999981013,3331.1149999990503,3444.5,1665.0,10483.5,3330.5,0,1,706.0,7,3225499.5,3144912.0,23776.0,18519.0,0,,9770.0,2979.0,2979.0,2978.0,1676.0,11.0,3330.5,3330.5,3239.0,3330.5,3330.5,3330.5,3330.5,9802.5,9770.0,2071.5,1675.0,1675.0,10.0,11830.5,50.5,1549997942.322865,9770.5,9770.5,2979.5,2979.5,1029.0,2979.0,0,0,316016.5,388331.5,1.0,3331.5,3331.5,3239.0,3331.5,3331.1149999990503,3331.5,11881.0,10550.0,37.86643021485,13915,1011202.0,,,,,,349467.0,2039086.0,8400,0.74,0.79,0.33,1229.052,3949.941,4837.876,3949.942,21024.421000000002,,7036.0,0.38,0.9,9803.5,9770.5,9770.5,0,-1,-1,1,3300,60.0,52.0,60.0,58.0,1,1.0,99999,1.5,89.0,96.5,-1,83,-1,-1,99,100,-1,19,0,7.0,0,1,0,19340.5,0,3450,3450,3450,3450,3450,9000,9000,1549997918,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190212_3N_b17480aa65181c83c9e325d4d70ab255,170,Dulles:Chrome,0,,2,https://www.webpagetest.org/results.php?test=190212_3N_b17480aa65181c83c9e325d4d70ab255,,https://jet.com/?disable_analytics=true,VM03-05-192.168.10.84,https://jet.com/?disable_analytics=true,12,2,home-noanalytics,7,2019,200,Test Complete,18.1
24,3453.5,,3453.5,,3453.9599999989,3453.9549999972496,3699.5,1739.5,10685.0,3453.5,0,1,704.0,7,3222981.5,3194557.5,23704.0,21061.0,0,,10635.0,3055.5,3055.0,3055.0,1752.5,17.0,3453.5,3453.5,3350.5,3453.5,3453.5,3453.5,3453.5,10676.5,10635.0,2186.5,1751.5,1751.5,10.0,12669.0,51.0,1550022349.8840585,10635.5,10635.5,3055.5,3055.5,1004.0,3055.5,0,0,293533.0,359119.5,1.0,3454.0,3454.0,3351.0,3454.0,3453.9549999972496,3454.0,12720.0,11454.0,39.1319699701,13915,1009611.5,,,,,,349467.0,2039086.0,8600,0.74,0.79,0.41,1561.797,3771.823,4622.9209999999985,3771.824,21826.402000000002,,5441.0,0.38,0.9,10676.5,10635.5,10635.5,0,-1,-1,1,3500,60.0,54.0,60.0,58.0,1,1.0,99999,1.5,89.0,96.5,-1,83,-1,-1,99,100,-1,19,0,7.0,0,1,0,20796.0,0,3750,3750,3750,3750,3750,9000,9000,1550022307,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190213_GG_8d8d62f51ab9280070a1988815df0eb9,170,Dulles:Chrome,0,,2,https://www.webpagetest.org/results.php?test=190213_GG_8d8d62f51ab9280070a1988815df0eb9,,https://jet.com/?disable_analytics=true,VM04-03-192.168.10.91,https://jet.com/?disable_analytics=true,12,2,home-noanalytics,7,2019,200,Test Complete,18.1
24,3563.0,,3563.0,,3563.71500000385,3563.712500003,3653.0,1902.5,10794.5,3563.0,0,1,703.0,7,3196360.5,3143246.5,23822.0,18471.0,0,,10039.0,3181.5,3181.0,3180.5,1914.0,5.5,3563.0,3563.0,3450.0,3563.0,3563.0,3563.0,3563.0,10069.0,10039.0,2320.5,1913.0,1913.0,10.0,12275.0,51.5,1550041892.599241,10039.5,10039.5,3182.0,3181.5,1000.0,3181.0,0,0,306934.5,387773.5,1.0,3564.0,3564.0,3450.0,3564.0,3563.712500003,3564.0,12326.5,10444.5,36.94974396965,13915,1009486.0,,,,,,349467.0,2039086.0,8550,0.74,0.79,0.4,1192.201,3810.7670000000003,4647.434,3810.768,22584.548,,5437.0,0.38,0.9,10069.5,10039.5,10039.5,0,-1,-1,1,3600,60.5,52.0,60.5,58.5,1,1.0,99999,1.5,89.0,96.5,-1,83,-1,-1,99,100,-1,19,0,7.0,0,1,0,19636.0,0,3650,3650,3650,3650,3650,9000,9000,1550041876,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190213_3V_75f24fb836c03c22502e58558eeda04f,170,Dulles:Chrome,0,,2,https://www.webpagetest.org/results.php?test=190213_3V_75f24fb836c03c22502e58558eeda04f,,https://jet.com/?disable_analytics=true,VM03-08-192.168.10.87,https://jet.com/?disable_analytics=true,13,2,home-noanalytics,7,2019,200,Test Complete,18.1
24,3288.0,,3288.0,,3288.410000008301,3288.40499999935,3429.5,1635.5,10239.5,3288.0,0,1,707.0,7,3224226.0,3091473.0,23704.0,15881.0,0,,8967.5,3000.5,3000.5,2999.5,1646.0,15.0,3288.0,3288.0,3209.0,3288.0,3288.0,3288.0,3288.0,9010.5,8967.5,2042.5,1645.0,1645.0,10.5,11565.0,43.0,1550066360.2846265,8968.5,8968.0,3001.0,3000.5,996.0,3000.5,0,0,323528.5,422323.5,1.0,3288.0,3288.0,3209.5,3288.0,3288.40499999935,3288.0,11608.0,8905.0,32.717311965600004,13915,1010875.0,,,,,,349467.0,2039086.0,8200,0.74,0.79,0.43,1079.744,3499.105,4341.745,3499.1059999999998,21641.738999999998,,5507.0,0.38,0.9,9010.5,8968.0,8968.5,0,-1,-1,1,3300,60.0,50.0,60.0,58.0,1,1.0,99999,1.5,89.0,98.0,-1,83,-1,-1,99,100,-1,19,0,7.0,0,1,0,18644.0,0,3450,3450,3450,3450,3450,9000,9000,1550066327,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190213_GR_0e2c1b4ef61846c398117e91d51d5882,170,Dulles:Chrome,0,,2,https://www.webpagetest.org/results.php?test=190213_GR_0e2c1b4ef61846c398117e91d51d5882,,https://jet.com/?disable_analytics=true,VM04-03-192.168.10.91,https://jet.com/?disable_analytics=true,13,2,home-noanalytics,7,2019,200,Test Complete,18.1
24,3462.5,,3462.5,,3462.63999999245,3462.6349999962,4474.5,1774.5,11451.5,3462.5,0,1,702.5,2,1515450.0,1167954.0,12942.0,9559.0,0,,6505.0,3050.5,3050.0,3049.5,1783.5,18.5,3462.5,3462.5,3345.0,3462.5,3462.5,3462.5,3462.5,6563.0,6505.0,2275.5,1783.0,1783.0,8.0,9151.5,283.5,1550085979.531934,6505.5,6505.5,3050.5,3050.5,988.0,3050.5,0,0,198116.5,246872.5,1.0,3462.5,3462.5,3345.0,3462.5,3462.6349999962,3462.5,9435.0,10669.5,46.3920763092,13915,1015308.5,,,,,,0.0,427417.0,7600,0.74,0.93,0.42,1337.755,3210.988,12231.444,3210.991,12231.4440000153,,5093.0,0.38,0.9,6564.0,6505.5,6505.5,0,-1,-1,1,3450,29.0,19.0,29.0,28.0,0,1.0,0,1.5,80.0,93.0,-1,100,-1,-1,99,100,-1,0,0,0.0,0,1,0,16268.0,0,7600,4900,4900,4900,7150,9000,9000,1550085933,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190213_PB_76df97dca587b00b81a51b4c72590a81,170,Dulles:Chrome,0,,2,https://www.webpagetest.org/results.php?test=190213_PB_76df97dca587b00b81a51b4c72590a81,,https://jet.com/?disable_analytics=true,VM04-02-192.168.10.90,https://jet.com/?disable_analytics=true,13,2,home-noanalytics,7,2019,200,Test Complete,18.1
24,3466.5,,3466.5,,3467.1024999989,3467.0975000017493,5266.5,1895.0,10969.0,3466.5,0,1,700.5,2,1510174.0,1162660.0,13091.5,9582.0,0,,6313.5,3137.5,3137.5,3136.5,1907.5,16.0,3466.5,3466.5,3405.0,3466.5,3466.5,3466.5,3466.5,6362.5,6313.5,2367.5,1906.5,1906.5,8.0,8690.5,234.0,1550110460.3783875,6313.5,6313.5,3138.0,3137.5,988.0,3137.0,0,0,215091.5,263185.0,1.0,3467.5,3467.5,3405.5,3467.5,3467.0975000017493,3467.5,8924.5,9729.5,43.27120830275,13915,1010013.5,,,,,,0.0,427417.0,8200,0.74,0.93,0.4,1314.099,3220.381,12492.481000000002,3220.383,12492.4809999924,,5279.0,0.38,0.9,6363.0,6313.5,6313.5,0,-1,-1,1,3450,29.5,19.0,29.5,28.5,0,1.0,0,1.5,78.5,94.0,-1,100,-1,-1,99,100,-1,0,0,0.0,0,1,0,15668.0,0,8200,6300,6300,6300,7750,9000,9000,1550110409,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190214_8X_84cc88d0964aea99817bd0d32b566ae3,170,Dulles:Chrome,0,,2,https://www.webpagetest.org/results.php?test=190214_8X_84cc88d0964aea99817bd0d32b566ae3,,https://jet.com/?disable_analytics=true,VM03-06-192.168.10.85,https://jet.com/?disable_analytics=true,13,2,home-noanalytics,7,2019,200,Test Complete,18.1
24,3375.5,,3375.5,,3376.0699999947997,3376.0699999947997,4788.0,1769.0,11302.0,3375.5,0,1,707.5,2,1511895.0,1323935.0,12959.5,9943.0,0,,7090.0,3107.0,3107.0,3106.0,1779.0,21.0,3375.5,3375.5,3326.5,3375.5,3375.5,3375.5,3375.5,7143.5,7090.0,2219.0,1778.5,1778.5,8.0,9053.5,240.5,1550129934.0317814,7091.0,7091.0,3107.5,3107.0,996.0,3107.0,0,0,201605.0,248340.0,1.0,3376.0,3376.0,3327.0,3376.0,3376.0699999947997,3376.0,9294.0,10075.0,43.5646547563,13915,1011757.0,,,,,,0.0,427417.0,7700,0.74,0.93,0.35,1641.588,3643.83,13232.386999999999,3643.8309999999997,13232.3870000076,,5643.0,0.38,0.9,7144.5,7091.0,7091.0,0,-1,-1,1,3400,29.0,21.0,29.0,28.0,0,1.0,0,1.5,80.0,93.0,-1,100,-1,-1,99,100,-1,0,0,0.0,0,1,0,16214.5,0,7700,5500,5500,5500,7700,9000,9000,1550129903,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190214_P9_e588e3514379e49b47f0b6dc6eb1a1df,170,Dulles:Chrome,0,,2,https://www.webpagetest.org/results.php?test=190214_P9_e588e3514379e49b47f0b6dc6eb1a1df,,https://jet.com/?disable_analytics=true,VM01-07-192.168.10.65,https://jet.com/?disable_analytics=true,14,2,home-noanalytics,7,2019,200,Test Complete,18.1
24,3099.5,,3099.5,,3100.1174999984496,3100.114999998449,4028.5,1686.5,10443.0,3099.5,0,1,701.5,2,1510813.0,1163317.0,12953.5,9566.0,0,,5979.5,2863.0,2862.5,2862.0,1695.5,11.5,3099.5,3099.5,3063.0,3099.5,3099.5,3099.5,3099.5,6018.0,5979.5,2094.0,1694.0,1694.0,8.0,8265.0,181.0,1550154550.6042006,5980.0,5980.0,2863.5,2863.0,988.0,2863.0,0,0,223570.0,271027.5,1.0,3100.0,3100.0,3063.5,3100.0,3100.114999998449,3100.0,8446.0,8744.5,40.39186190415001,13915,1010656.0,,,,,,0.0,427417.0,6950,0.74,0.93,0.32,1070.515,3944.322,13017.491000000002,3944.324,13017.491000000002,,5882.0,0.38,0.9,6018.5,5980.0,5980.0,0,-1,-1,1,3100,29.0,19.0,29.0,28.0,0,1.0,0,1.5,80.0,96.0,-1,100,-1,-1,99,100,-1,0,0,0.0,0,1,0,14935.0,0,6950,4400,4400,4400,6950,9000,9000,1550154508,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190214_TT_dd74a70b792f8433b9b38c9053620693,170,Dulles:Chrome,0,,2,https://www.webpagetest.org/results.php?test=190214_TT_dd74a70b792f8433b9b38c9053620693,,https://jet.com/?disable_analytics=true,VM02-03-192.168.10.71,https://jet.com/?disable_analytics=true,14,2,home-noanalytics,7,2019,200,Test Complete,18.1
24,3224.5,,3224.5,,3225.2200000002504,3225.21249999865,5348.0,1758.5,11069.0,3224.5,0,1,702.0,2,1514713.5,1167217.5,12988.0,9592.0,0,,6307.0,2945.0,2944.5,2944.5,1769.0,11.0,3224.5,3224.5,3181.0,3224.5,3224.5,3224.5,3224.5,6349.5,6307.0,2168.5,1768.0,1768.0,8.0,8798.5,248.5,1550174048.4982688,6308.0,6307.5,2945.5,2945.0,1021.0,2944.5,0,0,207890.5,256580.5,1.0,3225.5,3225.5,3181.5,3225.5,3225.21249999865,3225.5,9047.0,10424.5,46.721040010050004,13915,1014575.5,,,,,,0.0,427417.0,7000,0.74,0.93,0.39,1338.639,3265.2070000000012,13277.097,3265.209000000001,13277.097,,5248.0,0.38,0.9,6350.5,6308.0,6308.0,0,-1,-1,1,3250,29.0,19.0,29.0,28.0,0,1.0,0,1.5,80.0,96.0,-1,100,-1,-1,99,100,-1,0,0,0.0,0,1,0,16216.5,0,7000,6500,6500,6500,6900,9000,9000,1550174015,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190214_44_a8c85ffac6ad7fbd9a01e6afb0695960,170,Dulles:Chrome,0,,2,https://www.webpagetest.org/results.php?test=190214_44_a8c85ffac6ad7fbd9a01e6afb0695960,,https://jet.com/?disable_analytics=true,VM03-02-192.168.10.81,https://jet.com/?disable_analytics=true,14,2,home-noanalytics,7,2019,200,Test Complete,18.1
24,3396.5,,3396.5,,3396.964999996251,3396.964999996251,5287.0,1748.0,10918.0,3396.5,0,1,701.0,2,1510197.5,1162701.5,12990.5,9594.0,0,,6295.0,3101.5,3100.5,3100.5,1757.0,16.5,3396.5,3396.5,3321.0,3396.5,3396.5,3396.5,3396.5,6337.5,6295.0,2159.0,1756.5,1756.5,8.0,8698.5,205.5,1550198660.840957,6295.5,6296.0,3102.0,3101.5,1033.0,3101.5,0,0,211080.0,255692.5,1.0,3397.0,3397.0,3321.0,3397.0,3396.964999996251,3397.0,8904.0,8989.0,40.00291188285,13915,1010056.0,,,,,,0.0,427417.0,7350,0.74,0.93,0.37,1107.725,3569.495,12471.207,3569.4959999999996,12471.207,,5533.0,0.38,0.9,6338.5,6296.0,6295.5,0,-1,-1,1,3400,29.0,19.0,29.0,28.0,0,1.0,0,1.5,80.0,96.0,-1,100,-1,-1,99,100,-1,0,0,0.0,0,1,0,15607.0,0,7350,6300,6300,6300,7350,9000,9000,1550198611,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190215_ST_a7aa9fa5087aa2d1f0885dfeb341b460,170,Dulles:Chrome,0,,2,https://www.webpagetest.org/results.php?test=190215_ST_a7aa9fa5087aa2d1f0885dfeb341b460,,https://jet.com/?disable_analytics=true,VM03-06-192.168.10.85,https://jet.com/?disable_analytics=true,14,2,home-noanalytics,7,2019,200,Test Complete,18.1
24,3161.0,,3161.0,,3161.4475000006,3161.44250000075,5252.5,1672.5,11245.5,3161.0,0,1,700.0,2,1510134.0,1322174.0,12990.5,9966.0,0,,6897.5,2877.5,2877.5,2876.5,1682.5,13.0,3161.0,3161.0,3104.5,3161.0,3161.0,3161.0,3161.0,6932.0,6897.5,2084.5,1681.5,1681.5,8.0,8971.0,266.0,1550218111.2654574,6898.5,6898.0,2878.5,2878.0,1033.0,2877.5,0,0,201326.5,254899.0,1.0,3161.5,3161.5,3105.5,3161.5,3161.44250000075,3161.5,9237.0,9899.5,43.04825837255,13915,1009998.0,,,,,,0.0,427417.0,7600,0.8,0.93,0.38,1262.722,3362.2340000000013,13288.508999999998,3362.236,13288.508999999998,,5363.0,0.38,0.9,6932.5,6898.0,6898.5,0,-1,-1,1,3200,29.0,21.0,29.0,28.0,0,1.0,0,1.5,80.0,93.0,-1,100,-1,-1,99,100,-1,0,0,0.0,0,1,0,16099.5,0,7600,6350,6350,6350,7600,9000,9000,1550218077,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190215_CS_ea12f7a5ba87f30eab4698df38e6870c,170,Dulles:Chrome,0,,2,https://www.webpagetest.org/results.php?test=190215_CS_ea12f7a5ba87f30eab4698df38e6870c,,https://jet.com/?disable_analytics=true,VM01-03-192.168.10.61,https://jet.com/?disable_analytics=true,15,2,home-noanalytics,7,2019,200,Test Complete,18.1
