data.average.firstView,data.average.firstView.Colordepth,data.average.firstView.FirstInteractive,data.average.firstView.FirstPaintedHero,data.average.firstView.LastInteractive,data.average.firstView.LastPaintedHero,data.average.firstView.PerformancePaintTiming.first-contentful-paint,data.average.firstView.PerformancePaintTiming.first-paint,data.average.firstView.SpeedIndex,data.average.firstView.TTFB,data.average.firstView.TTIMeasurementEnd,data.average.firstView.TimeToInteractive,data.average.firstView.aft,data.average.firstView.avgRun,data.average.firstView.basePageSSLTime,data.average.firstView.bigImageCount,data.average.firstView.bytesIn,data.average.firstView.bytesInDoc,data.average.firstView.bytesOut,data.average.firstView.bytesOutDoc,data.average.firstView.cached,data.average.firstView.chromeUserTiming.InteractiveTime,data.average.firstView.chromeUserTiming.domComplete,data.average.firstView.chromeUserTiming.domContentLoadedEventEnd,data.average.firstView.chromeUserTiming.domContentLoadedEventStart,data.average.firstView.chromeUserTiming.domInteractive,data.average.firstView.chromeUserTiming.domLoading,data.average.firstView.chromeUserTiming.fetchStart,data.average.firstView.chromeUserTiming.firstContentfulPaint,data.average.firstView.chromeUserTiming.firstImagePaint,data.average.firstView.chromeUserTiming.firstLayout,data.average.firstView.chromeUserTiming.firstMeaningfulPaint,data.average.firstView.chromeUserTiming.firstMeaningfulPaintCandidate,data.average.firstView.chromeUserTiming.firstPaint,data.average.firstView.chromeUserTiming.firstTextPaint,data.average.firstView.chromeUserTiming.loadEventEnd,data.average.firstView.chromeUserTiming.loadEventStart,data.average.firstView.chromeUserTiming.responseEnd,data.average.firstView.chromeUserTiming.unloadEventEnd,data.average.firstView.chromeUserTiming.unloadEventStart,data.average.firstView.connections,data.average.firstView.cpu.Idle,data.average.firstView.cpu.Paint,data.average.firstView.date,data.average.firstView.docTime,data.average.firstView.domComplete,data.average.firstView.domContentLoadedEventEnd,data.average.firstView.domContentLoadedEventStart,data.average.firstView.domElements,data.average.firstView.domInteractive,data.average.firstView.domLoading,data.average.firstView.domTime,data.average.firstView.effectiveBps,data.average.firstView.effectiveBpsDoc,data.average.firstView.final_base_page_request,data.average.firstView.firstContentfulPaint,data.average.firstView.firstImagePaint,data.average.firstView.firstLayout,data.average.firstView.firstMeaningfulPaint,data.average.firstView.firstPaint,data.average.firstView.firstTextPaint,data.average.firstView.fullyLoaded,data.average.firstView.fullyLoadedCPUms,data.average.firstView.fullyLoadedCPUpct,data.average.firstView.gzip_savings,data.average.firstView.gzip_total,data.average.firstView.heroElementTimes.BackgroundImage,data.average.firstView.heroElementTimes.FirstPaintedHero,data.average.firstView.heroElementTimes.Heading,data.average.firstView.heroElementTimes.Image,data.average.firstView.heroElementTimes.LastPaintedHero,data.average.firstView.image_savings,data.average.firstView.image_total,data.average.firstView.lastVisualChange,data.average.firstView.lighthouse.Accessibility,data.average.firstView.lighthouse.BestPractices,data.average.firstView.lighthouse.Performance,data.average.firstView.lighthouse.Performance.estimated-input-latency,data.average.firstView.lighthouse.Performance.first-contentful-paint,data.average.firstView.lighthouse.Performance.first-cpu-idle,data.average.firstView.lighthouse.Performance.first-meaningful-paint,data.average.firstView.lighthouse.Performance.interactive,data.average.firstView.lighthouse.Performance.max-potential-fid,data.average.firstView.lighthouse.Performance.speed-index,data.average.firstView.lighthouse.ProgressiveWebApp,data.average.firstView.lighthouse.SEO,data.average.firstView.loadEventEnd,data.average.firstView.loadEventStart,data.average.firstView.loadTime,data.average.firstView.maybeCaptcha,data.average.firstView.minify_savings,data.average.firstView.minify_total,data.average.firstView.optimization_checked,data.average.firstView.render,data.average.firstView.requests,data.average.firstView.requestsDoc,data.average.firstView.requestsFull,data.average.firstView.responses_200,data.average.firstView.responses_404,data.average.firstView.responses_other,data.average.firstView.result,data.average.firstView.run,data.average.firstView.score_cache,data.average.firstView.score_cdn,data.average.firstView.score_combine,data.average.firstView.score_compress,data.average.firstView.score_cookies,data.average.firstView.score_etags,data.average.firstView.score_gzip,data.average.firstView.score_keep-alive,data.average.firstView.score_minify,data.average.firstView.score_progressive_jpeg,data.average.firstView.server_rtt,data.average.firstView.smallImageCount,data.average.firstView.start_epoch,data.average.firstView.step,data.average.firstView.testStartOffset,data.average.firstView.test_run_time_ms,data.average.firstView.titleTime,data.average.firstView.userTime,data.average.firstView.userTime.optimizely_blockBegin,data.average.firstView.visualComplete,data.average.firstView.visualComplete85,data.average.firstView.visualComplete90,data.average.firstView.visualComplete95,data.average.firstView.visualComplete99,data.bwDown,data.bwUp,data.completed,data.connectivity,data.from,data.fvonly,data.id,data.latency,data.location,data.mobile,data.plr,data.successfulFVRuns,data.summary,data.testRuns,data.testUrl,data.tester,data.url,speedtracker.day,speedtracker.month,speedtracker.slug,speedtracker.week,speedtracker.year,statusCode,statusText,webPagetestVersion
,24.0,7029.0,,4659.0,,4659.9149999965,4659.9149999965,5969.0,2585.0,9581.0,,0.0,1.0,877.0,0.0,1486909.0,1120385.0,86135.0,68537.0,0.0,,7910.0,7029.0,6928.0,6927.0,2592.0,23.0,4659.0,5684.0,4009.0,6518.0,6518.0,4659.0,4659.0,7912.0,7910.0,2808.0,2592.0,2592.0,32.0,13320.0,0.0,1549595341.216265,7911.0,7911.0,7029.0,6928.0,4534.0,6928.0,0.0,0.0,138510.0,210361.0,2.0,4660.0,5684.0,4009.0,6518.0,4659.9149999965,4660.0,13320.0,9889.0,36.7248421834,52443.0,1202736.0,,,,,,15306.0,265802.0,7300.0,0.94,0.64,0.15,39.9931818182,6357.085,11669.572,9314.886,11669.5719999924,,8453.0,0.23,0.8,7913.0,7911.0,7911.0,0.0,-1.0,-1.0,1.0,4700.0,172.0,100.0,172.0,146.0,0.0,26.0,0.0,1.0,44.0,96.0,-1.0,95.0,-1.0,-1.0,96.0,100.0,-1.0,100.0,0.0,65.0,0.0,1.0,0.0,19420.0,0.0,3978.0,3978.0,7300.0,6300.0,6300.0,6300.0,6700.0,9000,9000,1549595339,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190208_R7_6b2a7b5ef29c2964cf798aa8ab28a5a9,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190208_R7_6b2a7b5ef29c2964cf798aa8ab28a5a9,,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,VM01-01-192.168.10.43,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,7,2,freshdirect-browse,6,2019,200,Test Complete,18.1
,24.0,6454.0,,4586.0,,4586.3400000017,4586.335,5454.0,2654.0,9098.0,,0.0,1.0,879.0,0.0,1458001.0,1118388.0,86547.0,68967.0,0.0,,7289.0,6454.0,6354.0,6354.0,2666.0,12.0,4586.0,5232.0,4116.0,5927.0,5927.0,4586.0,4586.0,7290.0,7289.0,2876.0,2665.0,2665.0,32.0,13216.0,0.0,1549639466.756396,7289.0,7289.0,6454.0,6354.0,4521.0,6354.0,0.0,0.0,138042.0,241291.0,2.0,4586.0,5233.0,4117.0,5927.0,4586.335,4586.0,13216.0,8380.0,32.193622743,25509.0,1170332.0,,,,,,15306.0,269415.0,6800.0,0.94,0.64,0.16,35.354181818200004,6228.975,11483.603000000001,9090.532,11483.603000000001,,8302.0,0.23,0.8,7290.0,7289.0,7289.0,0.0,-1.0,-1.0,1.0,4600.0,183.0,101.0,183.0,155.0,0.0,28.0,0.0,1.0,44.0,96.0,-1.0,95.0,-1.0,-1.0,98.0,100.0,-1.0,100.0,0.0,66.0,0.0,1.0,0.0,19305.0,0.0,4075.0,4075.0,6800.0,5700.0,5700.0,5700.0,6100.0,9000,9000,1549639434,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190208_ZK_c6a57800511ae8c0ea5ff6a2b83a316d,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190208_ZK_c6a57800511ae8c0ea5ff6a2b83a316d,,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,VM04-04-192.168.10.92,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,8,2,freshdirect-browse,6,2019,200,Test Complete,18.1
,24.0,6448.0,,4596.0,,4596.8599999978005,4596.8549999961,5385.0,2451.0,9100.0,,0.0,1.0,877.0,0.0,1453446.0,1116669.0,86715.0,69099.0,0.0,,7313.0,6447.0,6353.0,6353.0,2460.0,21.0,4596.0,5167.0,3997.0,5773.0,5773.0,4596.0,4596.0,7314.0,7313.0,2715.0,2459.0,2459.0,31.0,12923.0,0.0,1549683564.548216,7314.0,7314.0,6448.0,6354.0,4538.0,6354.0,0.0,0.0,138793.0,229625.0,2.0,4597.0,5168.0,3998.0,5774.0,4596.8549999961,4597.0,12923.0,10280.0,39.2666157372,23017.0,1168815.0,,,,,,15306.0,267153.0,6700.0,0.94,0.64,0.17,19.2115555556,6001.0909999999985,11365.082,9275.005,11365.082,,8062.0,0.23,0.8,7315.0,7314.0,7314.0,0.0,-1.0,-1.0,1.0,4600.0,176.0,101.0,176.0,148.0,0.0,28.0,0.0,1.0,44.0,96.0,-1.0,95.0,-1.0,-1.0,99.0,100.0,-1.0,100.0,0.0,65.0,0.0,1.0,0.0,18898.0,0.0,3970.0,3970.0,6700.0,5700.0,5700.0,5700.0,6100.0,9000,9000,1549683532,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190209_MG_7ff98ad03bdfec21089911638c57cbaf,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190209_MG_7ff98ad03bdfec21089911638c57cbaf,,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,VM04-08-192.168.10.96,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,8,2,freshdirect-browse,6,2019,200,Test Complete,18.1
,24.0,6663.0,,4397.0,,4397.2100000001,4397.2100000001,5602.0,2413.0,9378.0,,0.0,1.0,873.0,0.0,1453969.0,1117507.0,88040.0,69859.0,0.0,,7480.0,6662.0,6555.0,6555.0,2422.0,7.0,4397.0,5487.0,3882.0,6121.0,6121.0,4397.0,4397.0,7481.0,7480.0,2634.0,2421.0,2421.0,32.0,12967.0,0.0,1549727634.1267269,7480.0,7481.0,6663.0,6556.0,4524.0,6555.0,0.0,0.0,137764.0,220546.0,2.0,4397.0,5488.0,3883.0,6122.0,4397.2100000001,4397.0,12967.0,9810.0,38.1118881119,23017.0,1168722.0,,,,,,15306.0,268161.0,6900.0,0.94,0.64,0.15,19.086888888900003,6247.06,11580.246000000001,9511.167,11580.246000000001,,8378.0,0.23,0.8,7482.0,7481.0,7480.0,0.0,-1.0,-1.0,1.0,4400.0,177.0,102.0,177.0,149.0,0.0,28.0,0.0,1.0,44.0,96.0,-1.0,95.0,-1.0,-1.0,99.0,100.0,-1.0,100.0,0.0,66.0,0.0,1.0,0.0,19318.0,0.0,3854.0,3854.0,6900.0,5900.0,5900.0,5900.0,6300.0,9000,9000,1549727628,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190209_56_3c0e1145e13d28322f5e4ce695d77b13,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190209_56_3c0e1145e13d28322f5e4ce695d77b13,,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,VM01-08-192.168.10.66,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,9,2,freshdirect-browse,6,2019,200,Test Complete,18.1
,24.0,7060.0,,4779.0,,4779.86,4779.86,6142.0,2709.0,9934.0,4779.0,0.0,1.0,883.0,0.0,1456641.0,1120006.0,86952.0,69370.0,0.0,,7905.0,7060.0,6946.0,6946.0,2717.0,13.0,4779.0,5849.0,4144.0,6533.0,6533.0,4779.0,4779.0,7906.0,7905.0,2995.0,2716.0,2716.0,32.0,14052.0,0.0,1549771136.972214,7905.0,7905.0,7060.0,6946.0,4536.0,6946.0,0.0,0.0,128417.0,215551.0,2.0,4780.0,5850.0,4145.0,6534.0,4779.86,4780.0,14052.0,10050.0,35.7778568886,23025.0,1168781.0,,,,,,15306.0,270581.0,7400.0,0.94,0.64,0.16,49.4001428571,6206.2130000000025,11553.32,8991.476999999999,11553.32,,8368.0,0.23,0.8,7906.0,7905.0,7905.0,0.0,-1.0,-1.0,1.0,4800.0,181.0,101.0,181.0,153.0,0.0,28.0,0.0,1.0,44.0,96.0,-1.0,95.0,-1.0,-1.0,99.0,100.0,-1.0,100.0,0.0,66.0,0.0,1.0,0.0,20322.0,0.0,4120.0,4120.0,7400.0,6400.0,6400.0,6400.0,6800.0,9000,9000,1549771131,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190210_TR_05b05931dbcf7c1750ad0697bf47224d,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190210_TR_05b05931dbcf7c1750ad0697bf47224d,,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,VM01-03-192.168.10.61,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,9,2,freshdirect-browse,6,2019,200,Test Complete,18.1
,24.0,6208.0,,4422.0,,4422.6300000009005,4422.6249999992,5250.0,2351.0,8872.0,,0.0,1.0,887.0,0.0,1464446.0,1116998.0,87740.0,69013.0,0.0,,7064.0,6207.0,6104.0,6104.0,2362.0,20.0,4422.0,5096.0,3811.0,5703.0,5703.0,4422.0,4422.0,7069.0,7064.0,2572.0,2361.0,2361.0,34.0,12501.0,0.0,1549815273.810692,7065.0,7065.0,6208.0,6105.0,4545.0,6105.0,0.0,0.0,144280.0,236953.0,2.0,4423.0,5097.0,3811.0,5704.0,4422.6249999992,4423.0,12501.0,9299.0,36.9634340222,23016.0,1180559.0,,,,,,15306.0,266923.0,6500.0,0.94,0.64,0.19,47.4805,5795.684,11210.302,8712.433,11210.302,,7835.0,0.23,0.8,7070.0,7065.0,7065.0,0.0,-1.0,-1.0,1.0,4400.0,168.0,101.0,168.0,150.0,0.0,18.0,0.0,1.0,44.0,95.0,-1.0,95.0,-1.0,-1.0,99.0,100.0,-1.0,100.0,0.0,65.0,0.0,1.0,0.0,18288.0,0.0,3785.0,3785.0,6500.0,5500.0,5500.0,5500.0,5900.0,9000,9000,1549815236,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190210_1A_9d1cab3a17324b62c91616d0cb34f21b,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190210_1A_9d1cab3a17324b62c91616d0cb34f21b,,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,VM04-02-192.168.10.90,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,10,2,freshdirect-browse,6,2019,200,Test Complete,18.1
,24.0,6703.0,,4419.0,,4419.7899999999,4419.7799999965,5586.0,2455.0,9216.0,,0.0,1.0,876.0,0.0,1454610.0,1117828.0,87199.0,69333.0,0.0,,7265.0,6702.0,6586.0,6585.0,2463.0,6.0,4419.0,5333.0,3809.0,6543.0,6543.0,4419.0,4419.0,7267.0,7265.0,2863.0,2462.0,2462.0,32.0,12812.0,0.0,1549859339.982303,7265.0,7265.0,6703.0,6586.0,4515.0,6586.0,0.0,0.0,140447.0,232396.0,2.0,4420.0,5333.0,3810.0,6543.0,4419.7799999965,4420.0,12812.0,10720.0,41.891363814,23015.0,1168505.0,,,,,,15306.0,268665.0,7000.0,0.94,0.64,0.17,62.1698,6069.514,11541.18,8923.821,11541.1799999924,,8208.0,0.23,0.8,7267.0,7265.0,7265.0,0.0,-1.0,-1.0,1.0,4400.0,170.0,100.0,170.0,147.0,0.0,23.0,0.0,1.0,44.0,96.0,-1.0,95.0,-1.0,-1.0,99.0,100.0,-1.0,100.0,0.0,66.0,0.0,1.0,0.0,19483.0,0.0,3780.0,3780.0,7000.0,5900.0,5900.0,5900.0,6600.0,9000,9000,1549859334,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190211_9Y_700ad29663a8d3c2fd5a4997b899e6ce,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190211_9Y_700ad29663a8d3c2fd5a4997b899e6ce,,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,VM01-01-192.168.10.43,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,10,2,freshdirect-browse,6,2019,200,Test Complete,18.1
,24.0,7203.0,,5207.0,,5207.7499999996,5207.7449999997,6098.0,2963.0,9718.0,7203.0,0.0,1.0,891.0,0.0,1486091.0,1119405.0,87392.0,69171.0,0.0,,7895.0,7202.0,7052.0,7052.0,2975.0,15.0,5207.0,5861.0,4544.0,6478.0,6478.0,5207.0,5207.0,7897.0,7895.0,3185.0,2974.0,2974.0,32.0,13285.0,0.0,1549991647.564389,7896.0,7896.0,7203.0,7053.0,4535.0,7052.0,0.0,0.0,143973.0,226921.0,2.0,5208.0,5861.0,4545.0,6479.0,5207.7449999997,5208.0,13285.0,9559.0,36.3221884499,52445.0,1199107.0,,,,,,15306.0,268494.0,7500.0,0.94,0.64,0.16,19.1812826087,6289.549,11299.649,9630.530999999999,11299.649,,8393.0,0.23,0.8,7898.0,7896.0,7896.0,0.0,-1.0,-1.0,1.0,5200.0,171.0,100.0,171.0,147.0,0.0,24.0,0.0,1.0,44.0,96.0,-1.0,95.0,-1.0,-1.0,96.0,100.0,-1.0,100.0,0.0,67.0,0.0,1.0,0.0,19408.0,0.0,4519.0,4519.0,7500.0,6500.0,6500.0,6500.0,6700.0,9000,9000,1549991638,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190212_47_a4eeeee9995a01126115f9cfc77d2586,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190212_47_a4eeeee9995a01126115f9cfc77d2586,,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,VM01-08-192.168.10.66,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,12,2,freshdirect-browse,7,2019,200,Test Complete,18.1
,24.0,5850.0,,4301.0,,4301.8549999978995,4301.8500000035,4908.0,2217.0,8551.0,,0.0,1.0,878.0,0.0,1486128.0,1119254.0,87628.0,69762.0,0.0,,6663.0,5850.0,5745.0,5745.0,2225.0,16.0,4301.0,4838.0,3658.0,5193.0,5193.0,4301.0,4301.0,6664.0,6663.0,2442.0,2224.0,2224.0,32.0,12393.0,0.0,1550035741.511008,6663.0,6663.0,5850.0,5745.0,4522.0,5745.0,0.0,0.0,146042.0,251744.0,2.0,4302.0,4839.0,3658.0,5193.0,4301.8500000035,4302.0,12393.0,9600.0,38.1406436234,52443.0,1199217.0,,,,,,15306.0,268279.0,6100.0,0.85,0.64,0.18,17.8711590909,6045.093000000003,10873.893,9272.479,10873.893,,8033.0,0.23,0.8,6664.0,6663.0,6663.0,0.0,-1.0,-1.0,1.0,4300.0,175.0,101.0,175.0,150.0,0.0,25.0,0.0,1.0,44.0,96.0,-1.0,95.0,-1.0,-1.0,96.0,100.0,-1.0,100.0,0.0,67.0,0.0,1.0,0.0,18438.0,0.0,3633.0,3633.0,6100.0,5200.0,5200.0,5200.0,5500.0,9000,9000,1550035727,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190213_36_9aaf0d7bb22e3929def621783e6c90d6,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190213_36_9aaf0d7bb22e3929def621783e6c90d6,,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,VM01-04-192.168.10.62,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,13,2,freshdirect-browse,7,2019,200,Test Complete,18.1
,24.0,6048.0,,4181.0,,4181.8950000015,4181.8950000015,5046.0,2164.0,8639.0,,0.0,1.0,880.0,0.0,1453198.0,1116105.0,88226.0,70221.0,0.0,,6774.0,6048.0,5943.0,5943.0,2177.0,9.0,4181.0,4960.0,3608.0,5529.0,5529.0,4181.0,4181.0,6775.0,6774.0,2389.0,2176.0,2176.0,31.0,12172.0,0.0,1550123948.624518,6775.0,6774.0,6048.0,5943.0,4534.0,5943.0,0.0,0.0,145203.0,242052.0,2.0,4182.0,4961.0,3608.0,5530.0,4181.8950000015,4182.0,12172.0,11050.0,42.846064366,23023.0,1164400.0,,,,,,15306.0,271790.0,6400.0,0.85,0.64,0.2,18.2765274725,5760.2130000000025,10653.938999999997,9068.213,10653.938999999997,,7833.0,0.23,0.8,6776.0,6774.0,6775.0,0.0,-1.0,-1.0,1.0,4200.0,172.0,102.0,172.0,149.0,0.0,23.0,0.0,1.0,44.0,96.0,-1.0,95.0,-1.0,-1.0,99.0,100.0,-1.0,100.0,0.0,68.0,0.0,1.0,0.0,18519.0,0.0,3582.0,3582.0,6400.0,5300.0,5300.0,5500.0,5700.0,9000,9000,1550123935,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190214_9K_42fb79a99476c1e0fd281b7c365f4f9b,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190214_9K_42fb79a99476c1e0fd281b7c365f4f9b,,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,VM03-07-192.168.10.86,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,14,2,freshdirect-browse,7,2019,200,Test Complete,18.1
,24.0,7011.0,,5066.0,,5066.675,5066.675,5941.0,2917.0,9667.0,7011.0,0.0,1.0,877.0,0.0,1446992.0,1109531.0,86161.0,68531.0,0.0,,7806.0,7011.0,6906.0,6906.0,2925.0,10.0,5066.0,5719.0,4382.0,6433.0,6433.0,5066.0,5066.0,7807.0,7806.0,3148.0,2924.0,2924.0,32.0,13583.0,0.0,1550168073.201842,7807.0,7807.0,7011.0,6906.0,4522.0,6906.0,0.0,0.0,135663.0,226897.0,2.0,5067.0,5719.0,4382.0,6433.0,5066.675,5067.0,13583.0,9949.0,35.5611150822,23017.0,1163346.0,,,,,,15306.0,266404.0,7300.0,0.94,0.64,0.18,39.333,5936.668000000002,11262.456,8848.908000000001,11262.456,,8057.0,0.23,0.8,7807.0,7807.0,7807.0,0.0,-1.0,-1.0,1.0,5100.0,176.0,100.0,176.0,151.0,0.0,25.0,0.0,1.0,44.0,96.0,-1.0,95.0,-1.0,-1.0,99.0,100.0,-1.0,100.0,0.0,65.0,0.0,1.0,0.0,19579.0,0.0,4350.0,4350.0,7300.0,6200.0,6200.0,6200.0,6600.0,9000,9000,1550168028,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190214_MV_85965e8668df9799d88a3445d5ecfa05,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190214_MV_85965e8668df9799d88a3445d5ecfa05,,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,VM04-03-192.168.10.91,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,14,2,freshdirect-browse,7,2019,200,Test Complete,18.1
,24.0,6695.0,,4617.0,,4617.8450000007,4617.839999999001,5757.0,2723.0,9265.0,,0.0,1.0,881.0,0.0,1480785.0,1112116.0,88397.0,70763.0,0.0,,7465.0,6695.0,6592.0,6592.0,2731.0,6.0,4617.0,5531.0,4018.0,6140.0,6140.0,4617.0,4617.0,7466.0,7465.0,3137.0,2730.0,2730.0,32.0,12816.0,0.0,1550212144.8128312,7466.0,7466.0,6695.0,6593.0,4523.0,6593.0,0.0,0.0,146714.0,234475.0,2.0,4618.0,5531.0,4018.0,6140.0,4617.839999999001,4618.0,12816.0,9619.0,37.5048732943,53158.0,1194026.0,,,,,,15306.0,268233.0,7100.0,0.85,0.64,0.13,41.279875,6520.844,12002.141000000001,9685.609,12002.1410000076,,8910.0,0.23,0.8,7467.0,7466.0,7466.0,0.0,-1.0,-1.0,1.0,4800.0,166.0,102.0,166.0,148.0,0.0,18.0,0.0,1.0,44.0,96.0,-1.0,95.0,-1.0,-1.0,96.0,100.0,-1.0,100.0,0.0,67.0,0.0,1.0,0.0,18872.0,0.0,3989.0,3989.0,7100.0,6000.0,6300.0,6300.0,6400.0,9000,9000,1550212132,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190215_0R_118a6b6f3db516fa8ed2067492b345b2,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190215_0R_118a6b6f3db516fa8ed2067492b345b2,,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,VM01-07-192.168.10.65,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,15,2,freshdirect-browse,7,2019,200,Test Complete,18.1
,24.0,6957.0,,4929.0,,4929.9599999995,4929.9599999995,5792.0,2856.0,10384.0,4929.0,0.0,1.0,875.0,0.0,1461103.0,1110207.0,87009.0,68133.0,0.0,,7682.0,6956.0,6839.0,6839.0,2866.0,13.0,4929.0,5553.0,4337.0,6208.0,6208.0,4929.0,4929.0,7684.0,7682.0,3085.0,2864.0,2864.0,34.0,13147.0,69.0,1550256248.136082,7683.0,7683.0,6957.0,6840.0,4537.0,6839.0,0.0,0.0,141033.0,229999.0,2.0,4930.0,5553.0,4338.0,6209.0,4929.9599999995,4930.0,13216.0,11609.0,43.175901822200004,23724.0,1176941.0,,,,,,15306.0,266404.0,7400.0,0.85,0.64,0.19,56.2542857143,5737.055,11203.565,8607.04,11203.565,,7944.0,0.23,0.8,7685.0,7683.0,7683.0,0.0,-1.0,-1.0,1.0,4900.0,165.0,98.0,165.0,148.0,0.0,17.0,0.0,1.0,43.0,94.0,-1.0,95.0,-1.0,-1.0,98.0,100.0,-1.0,100.0,0.0,65.0,0.0,1.0,0.0,19554.0,0.0,4312.0,4312.0,7400.0,6000.0,6000.0,6000.0,6400.0,9000,9000,1550256235,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190215_Y8_9a394c309163ed8914feb369e82f560a,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190215_Y8_9a394c309163ed8914feb369e82f560a,,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,VM01-01-192.168.10.43,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,15,2,freshdirect-browse,7,2019,200,Test Complete,18.1
,24.0,6726.0,,4800.0,,4800.859999995701,4800.8550000013,5703.0,2629.0,9697.0,,0.0,1.0,883.0,0.0,1480004.0,1110160.0,88177.0,70259.0,0.0,,7494.0,6725.0,6622.0,6621.0,2638.0,6.0,4800.0,5302.0,4020.0,6206.0,6206.0,4800.0,4800.0,7495.0,7494.0,3043.0,2637.0,2637.0,32.0,12912.0,57.0,1550388549.321847,7495.0,7495.0,6726.0,6623.0,4536.0,6622.0,0.0,0.0,143133.0,228146.0,2.0,4801.0,5303.0,4021.0,6206.0,4800.8550000013,4801.0,12969.0,9639.0,37.8039215686,53437.0,1194694.0,,,,,,15306.0,266739.0,7300.0,0.85,0.64,0.19,18.8686056338,5851.52,10850.653999999999,9084.398000000001,10850.653999999999,,7946.0,0.23,0.8,7496.0,7495.0,7495.0,0.0,-1.0,-1.0,1.0,4800.0,175.0,101.0,175.0,149.0,0.0,26.0,0.0,1.0,44.0,96.0,-1.0,95.0,-1.0,-1.0,96.0,100.0,-1.0,100.0,0.0,66.0,0.0,1.0,0.0,19035.0,0.0,3996.0,3996.0,7300.0,5800.0,5800.0,5800.0,6600.0,9000,9000,1550388532,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190217_B0_ab0ab4fff923f62d2e7a3e9307420c73,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190217_B0_ab0ab4fff923f62d2e7a3e9307420c73,,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,VM01-06-192.168.10.64,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,17,2,freshdirect-browse,7,2019,200,Test Complete,18.1
