data.average.firstView,data.average.firstView.Colordepth,data.average.firstView.FirstInteractive,data.average.firstView.FirstPaintedHero,data.average.firstView.LastInteractive,data.average.firstView.LastPaintedHero,data.average.firstView.PerformancePaintTiming.first-contentful-paint,data.average.firstView.PerformancePaintTiming.first-paint,data.average.firstView.SpeedIndex,data.average.firstView.TTFB,data.average.firstView.TTIMeasurementEnd,data.average.firstView.TimeToInteractive,data.average.firstView.aft,data.average.firstView.avgRun,data.average.firstView.basePageSSLTime,data.average.firstView.bigImageCount,data.average.firstView.bytesIn,data.average.firstView.bytesInDoc,data.average.firstView.bytesOut,data.average.firstView.bytesOutDoc,data.average.firstView.cached,data.average.firstView.chromeUserTiming.InteractiveTime,data.average.firstView.chromeUserTiming.domComplete,data.average.firstView.chromeUserTiming.domContentLoadedEventEnd,data.average.firstView.chromeUserTiming.domContentLoadedEventStart,data.average.firstView.chromeUserTiming.domInteractive,data.average.firstView.chromeUserTiming.domLoading,data.average.firstView.chromeUserTiming.fetchStart,data.average.firstView.chromeUserTiming.firstContentfulPaint,data.average.firstView.chromeUserTiming.firstImagePaint,data.average.firstView.chromeUserTiming.firstLayout,data.average.firstView.chromeUserTiming.firstMeaningfulPaint,data.average.firstView.chromeUserTiming.firstMeaningfulPaintCandidate,data.average.firstView.chromeUserTiming.firstPaint,data.average.firstView.chromeUserTiming.firstTextPaint,data.average.firstView.chromeUserTiming.loadEventEnd,data.average.firstView.chromeUserTiming.loadEventStart,data.average.firstView.chromeUserTiming.responseEnd,data.average.firstView.chromeUserTiming.unloadEventEnd,data.average.firstView.chromeUserTiming.unloadEventStart,data.average.firstView.connections,data.average.firstView.cpu.Idle,data.average.firstView.cpu.Paint,data.average.firstView.date,data.average.firstView.docTime,data.average.firstView.domComplete,data.average.firstView.domContentLoadedEventEnd,data.average.firstView.domContentLoadedEventStart,data.average.firstView.domElements,data.average.firstView.domInteractive,data.average.firstView.domLoading,data.average.firstView.domTime,data.average.firstView.effectiveBps,data.average.firstView.effectiveBpsDoc,data.average.firstView.final_base_page_request,data.average.firstView.firstContentfulPaint,data.average.firstView.firstImagePaint,data.average.firstView.firstLayout,data.average.firstView.firstMeaningfulPaint,data.average.firstView.firstPaint,data.average.firstView.firstTextPaint,data.average.firstView.fullyLoaded,data.average.firstView.fullyLoadedCPUms,data.average.firstView.fullyLoadedCPUpct,data.average.firstView.gzip_savings,data.average.firstView.gzip_total,data.average.firstView.heroElementTimes.BackgroundImage,data.average.firstView.heroElementTimes.FirstPaintedHero,data.average.firstView.heroElementTimes.Heading,data.average.firstView.heroElementTimes.Image,data.average.firstView.heroElementTimes.LastPaintedHero,data.average.firstView.image_savings,data.average.firstView.image_total,data.average.firstView.lastVisualChange,data.average.firstView.lighthouse.Accessibility,data.average.firstView.lighthouse.BestPractices,data.average.firstView.lighthouse.Performance,data.average.firstView.lighthouse.Performance.estimated-input-latency,data.average.firstView.lighthouse.Performance.first-contentful-paint,data.average.firstView.lighthouse.Performance.first-cpu-idle,data.average.firstView.lighthouse.Performance.first-meaningful-paint,data.average.firstView.lighthouse.Performance.interactive,data.average.firstView.lighthouse.Performance.max-potential-fid,data.average.firstView.lighthouse.Performance.speed-index,data.average.firstView.lighthouse.ProgressiveWebApp,data.average.firstView.lighthouse.SEO,data.average.firstView.loadEventEnd,data.average.firstView.loadEventStart,data.average.firstView.loadTime,data.average.firstView.maybeCaptcha,data.average.firstView.minify_savings,data.average.firstView.minify_total,data.average.firstView.optimization_checked,data.average.firstView.render,data.average.firstView.requests,data.average.firstView.requestsDoc,data.average.firstView.requestsFull,data.average.firstView.responses_200,data.average.firstView.responses_404,data.average.firstView.responses_other,data.average.firstView.result,data.average.firstView.run,data.average.firstView.score_cache,data.average.firstView.score_cdn,data.average.firstView.score_combine,data.average.firstView.score_compress,data.average.firstView.score_cookies,data.average.firstView.score_etags,data.average.firstView.score_gzip,data.average.firstView.score_keep-alive,data.average.firstView.score_minify,data.average.firstView.score_progressive_jpeg,data.average.firstView.server_rtt,data.average.firstView.smallImageCount,data.average.firstView.start_epoch,data.average.firstView.step,data.average.firstView.testStartOffset,data.average.firstView.test_run_time_ms,data.average.firstView.titleTime,data.average.firstView.userTime,data.average.firstView.userTime.optimizely_blockBegin,data.average.firstView.visualComplete,data.average.firstView.visualComplete85,data.average.firstView.visualComplete90,data.average.firstView.visualComplete95,data.average.firstView.visualComplete99,data.bwDown,data.bwUp,data.completed,data.connectivity,data.from,data.fvonly,data.id,data.latency,data.location,data.mobile,data.plr,data.successfulFVRuns,data.summary,data.testRuns,data.testUrl,data.tester,data.url,speedtracker.day,speedtracker.month,speedtracker.slug,speedtracker.week,speedtracker.year,statusCode,statusText,webPagetestVersion
,24.0,6907.0,,4979.0,,4979.1899999982,4979.1850000038,6646.0,596.0,9674.0,,0.0,1.0,,0.0,2058648.0,2046697.0,90534.0,87888.0,0.0,10977.0,17334.0,6907.0,6750.0,6750.0,3030.0,14.0,4979.0,5246.0,4467.0,5970.0,5970.0,4979.0,,17386.0,17334.0,3385.0,3029.0,3029.0,42.0,20002.0,0.0,1552595054.397518,17335.0,17334.0,6907.0,6750.0,4562.0,6750.0,0.0,0.0,106083.0,122271.0,0.0,4979.0,5247.0,4468.0,5970.0,4979.1850000038,,20002.0,17439.0,39.917601281799996,255810.0,1705350.0,,,,,,44259.0,327936.0,10500.0,0.86,0.64,0.07,111.20825,7142.599,16046.198,9358.716,18400.105,,9594.0,0.23,0.73,17386.0,17334.0,17335.0,0.0,-1.0,-1.0,1.0,5000.0,238.0,231.0,238.0,197.0,0.0,41.0,0.0,1.0,44.0,93.0,-1.0,87.0,-1.0,-1.0,85.0,100.0,-1.0,78.0,0.0,66.0,0.0,1.0,0.0,29173.0,0.0,4436.0,4436.0,10500.0,6500.0,10500.0,10500.0,10500.0,9000,9000,1552595035,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190314_H0_a2a8b0e4b090c7bfa798c0ff6a4cf16d,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190314_H0_a2a8b0e4b090c7bfa798c0ff6a4cf16d,,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,VM01-03-192.168.10.61,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,14,3,freshdirect-browse,11,2019,200,Test Complete,18.1
,24.0,6535.0,,4840.0,,4840.1249999988,4840.1249999988,6242.0,2698.0,9488.0,,0.0,1.0,878.0,0.0,1960699.0,1947109.0,90856.0,86208.0,0.0,,11447.0,6535.0,6416.0,6416.0,2708.0,18.0,4840.0,5115.0,4175.0,5871.0,5871.0,4840.0,,11487.0,11447.0,3077.0,2707.0,2707.0,44.0,15717.0,0.0,1552639152.195573,11448.0,11448.0,6535.0,6417.0,4563.0,6417.0,0.0,0.0,150602.0,222526.0,2.0,4840.0,5115.0,4175.0,5871.0,4840.1249999988,,15717.0,13709.0,44.01284109149999,253711.0,1608034.0,,,,,,44259.0,327615.0,9600.0,0.86,0.64,0.12,142.291,5831.154,13133.802,8155.687,17210.9189999981,,8200.0,0.23,0.73,11488.0,11448.0,11448.0,0.0,-1.0,-1.0,1.0,4900.0,238.0,175.0,238.0,194.0,0.0,44.0,0.0,1.0,44.0,92.0,-1.0,87.0,-1.0,-1.0,85.0,100.0,-1.0,78.0,0.0,65.0,0.0,1.0,0.0,22346.0,0.0,4134.0,4134.0,9600.0,6200.0,9600.0,9600.0,9600.0,9000,9000,1552639088,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190315_HP_d0aa32381d3e198b45c2515e42742083,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190315_HP_d0aa32381d3e198b45c2515e42742083,,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,VM04-02-192.168.10.90,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,15,3,freshdirect-browse,11,2019,200,Test Complete,18.1
,24.0,7085.0,,4935.0,,4935.4349999994,4935.4299999977,6597.0,2887.0,10221.0,4935.0,0.0,1.0,872.0,0.0,1925225.0,1911777.0,89204.0,86243.0,0.0,,11770.0,7085.0,6938.0,6938.0,2900.0,9.0,4935.0,5339.0,4309.0,6441.0,6441.0,4935.0,,11817.0,11770.0,3263.0,2899.0,2899.0,43.0,16389.0,0.0,1552727270.892292,11771.0,11770.0,7085.0,6939.0,4554.0,6938.0,0.0,0.0,142588.0,215193.0,2.0,4935.0,5339.0,4309.0,6441.0,4935.4299999977,,16389.0,14730.0,46.379093198999996,256213.0,1574399.0,,,,,,44259.0,326540.0,10200.0,0.86,0.64,0.12,129.722,5900.651,13061.181,8386.693000000001,17062.9350000076,,8381.0,0.23,0.73,11817.0,11770.0,11771.0,0.0,-1.0,-1.0,1.0,4900.0,232.0,173.0,232.0,191.0,0.0,41.0,0.0,1.0,44.0,93.0,-1.0,87.0,-1.0,-1.0,84.0,100.0,-1.0,78.0,0.0,65.0,0.0,1.0,0.0,23613.0,0.0,4272.0,4272.0,10200.0,6600.0,10000.0,10200.0,10200.0,9000,9000,1552727242,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190316_84_3eb51ac928a277c435482a9dd373e4e3,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190316_84_3eb51ac928a277c435482a9dd373e4e3,,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,VM01-06-192.168.10.64,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,16,3,freshdirect-browse,11,2019,200,Test Complete,18.1
,24.0,7386.0,,5384.0,,5384.7150000001,5384.7150000001,7121.0,3474.0,10957.0,7386.0,0.0,1.0,923.0,0.0,1911060.0,1897412.0,88327.0,85681.0,0.0,,12216.0,7385.0,7244.0,7244.0,3492.0,23.0,5384.0,5669.0,4906.0,6559.0,6559.0,5384.0,,12265.0,12217.0,3837.0,3489.0,3489.0,40.0,16590.0,0.0,1552771414.999805,12217.0,12216.0,7386.0,7245.0,4506.0,7244.0,0.0,0.0,145704.0,217020.0,2.0,5385.0,5670.0,4907.0,6559.0,5384.7150000001,,16590.0,13720.0,42.0858895706,256205.0,1567856.0,,,,,,44259.0,318946.0,11400.0,0.86,0.64,0.1,93.086,6054.437,16475.881,8185.628000000002,16475.881,,8739.0,0.23,0.73,12266.0,12217.0,12217.0,0.0,-1.0,-1.0,1.0,5400.0,227.0,170.0,227.0,186.0,0.0,41.0,0.0,1.0,44.0,93.0,-1.0,87.0,-1.0,-1.0,84.0,100.0,-1.0,77.0,0.0,63.0,0.0,1.0,0.0,23194.0,0.0,4878.0,4878.0,11400.0,6700.0,11400.0,11400.0,11400.0,9000,9000,1552771360,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190316_GZ_8a3750fad6d7d71b897ce236f37a0ede,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190316_GZ_8a3750fad6d7d71b897ce236f37a0ede,,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,VM02-06-192.168.10.74,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,16,3,freshdirect-browse,11,2019,200,Test Complete,18.1
,24.0,6608.0,,4613.0,,4613.3399999999,4613.335,6117.0,880.0,9515.0,,0.0,1.0,,1.0,2008813.0,1995406.0,88377.0,85419.0,0.0,,10704.0,6607.0,6496.0,6495.0,2834.0,4.0,4613.0,4922.0,4140.0,5999.0,5999.0,4613.0,,10739.0,10704.0,3183.0,2833.0,2833.0,41.0,15096.0,0.0,1552815489.700729,10705.0,10705.0,6608.0,6496.0,4557.0,6496.0,0.0,0.0,141306.0,203094.0,0.0,4613.0,4922.0,4141.0,6000.0,4613.335,,15096.0,12539.0,41.6749750748,253711.0,1566486.0,,,,,,15306.0,417681.0,10400.0,0.86,0.64,0.09,103.424,6062.821999999999,16618.767,8304.365,16618.767,,8952.0,0.23,0.73,10740.0,10705.0,10705.0,0.0,-1.0,-1.0,1.0,4600.0,223.0,170.0,223.0,185.0,0.0,38.0,0.0,1.0,44.0,93.0,-1.0,97.0,-1.0,-1.0,84.0,100.0,-1.0,100.0,0.0,64.0,0.0,1.0,0.0,21319.0,0.0,4113.0,4113.0,10400.0,5900.0,6400.0,10400.0,10400.0,9000,9000,1552815454,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190317_WM_41cd0efa6a243ecd7fcbc8b285137190,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190317_WM_41cd0efa6a243ecd7fcbc8b285137190,,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,VM01-07-192.168.10.65,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,17,3,freshdirect-browse,11,2019,200,Test Complete,18.1
,24.0,6659.0,,4665.0,,4665.7000000014,4665.7000000014,6179.0,2597.0,9817.0,4665.0,0.0,1.0,872.0,0.0,1925193.0,1911589.0,88466.0,85824.0,0.0,,11266.0,6658.0,6537.0,6537.0,2616.0,18.0,4665.0,5060.0,4066.0,5986.0,5986.0,4665.0,,11308.0,11267.0,2956.0,2615.0,2615.0,41.0,15521.0,0.0,1552859606.0608199,11267.0,11267.0,6659.0,6538.0,4557.0,6538.0,0.0,0.0,148962.0,220483.0,2.0,4666.0,5060.0,4067.0,5986.0,4665.7000000014,,15521.0,13020.0,42.1632124352,253630.0,1566672.0,,,,,,53455.0,334774.0,9500.0,0.86,0.64,0.12,92.648,5669.494000000002,15674.386,8089.839,15674.386,,8440.0,0.23,0.73,11308.0,11267.0,11267.0,0.0,-1.0,-1.0,1.0,4700.0,225.0,170.0,225.0,186.0,0.0,39.0,0.0,1.0,44.0,93.0,-1.0,85.0,-1.0,-1.0,84.0,100.0,-1.0,75.0,0.0,64.0,0.0,1.0,0.0,22031.0,0.0,4023.0,4023.0,9500.0,6000.0,9500.0,9500.0,9500.0,9000,9000,1552859548,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190317_8A_63389f1a3fa2fd8a94dc0abe21144ab0,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190317_8A_63389f1a3fa2fd8a94dc0abe21144ab0,,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,VM02-02-192.168.10.70,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,17,3,freshdirect-browse,11,2019,200,Test Complete,18.1
,24.0,6252.0,,4484.0,,4484.6349999998,4484.6299999999,5791.0,2690.0,9121.0,,0.0,1.0,876.0,0.0,1924915.0,1909608.0,89426.0,85442.0,0.0,,10594.0,6251.0,6116.0,6115.0,2699.0,8.0,4484.0,4770.0,4011.0,5474.0,5474.0,4484.0,,10638.0,10594.0,3059.0,2696.0,2696.0,44.0,14858.0,0.0,1552903872.72521,10595.0,10595.0,6252.0,6116.0,4559.0,6116.0,0.0,0.0,158194.0,241569.0,2.0,4485.0,4771.0,4011.0,5475.0,4484.6299999999,,14858.0,12200.0,41.9821059876,253630.0,1564291.0,,,,,,53455.0,335289.0,8900.0,0.86,0.64,0.11,111.24475,5962.1309999999985,12810.521,8776.739,17227.435,,8537.0,0.23,0.73,10639.0,10595.0,10595.0,0.0,-1.0,-1.0,1.0,4500.0,233.0,169.0,233.0,190.0,0.0,43.0,0.0,1.0,44.0,92.0,-1.0,85.0,-1.0,-1.0,84.0,100.0,-1.0,75.0,0.0,64.0,0.0,1.0,0.0,21248.0,0.0,3982.0,3982.0,8900.0,5600.0,8900.0,8900.0,8900.0,9000,9000,1552903837,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190318_2R_a9ef9affbc64db6e07b1be4be2e127fe,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190318_2R_a9ef9affbc64db6e07b1be4be2e127fe,,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,VM01-02-192.168.10.60,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,18,3,freshdirect-browse,12,2019,200,Test Complete,18.1
,24.0,6948.0,,5106.0,,5106.5799999997,5106.5799999997,6550.0,3162.0,9649.0,6948.0,0.0,1.0,873.0,0.0,1926833.0,1913281.0,88620.0,85978.0,0.0,,11591.0,6948.0,6820.0,6819.0,3175.0,19.0,5106.0,5405.0,4595.0,6275.0,6275.0,5106.0,,11640.0,11591.0,3530.0,3174.0,3174.0,42.0,15982.0,0.0,1553032370.4643214,11591.0,11591.0,6948.0,6820.0,4527.0,6820.0,0.0,0.0,150298.0,226987.0,2.0,5107.0,5406.0,4596.0,6276.0,5106.5799999997,,15982.0,13519.0,42.852614896999995,253740.0,1570801.0,,,,,,53455.0,332333.0,10000.0,0.86,0.64,0.09,145.6866,6513.936,17156.732,7069.4519999999975,17156.732,,9151.0,0.23,0.73,11640.0,11591.0,11591.0,0.0,-1.0,-1.0,1.0,5100.0,229.0,174.0,229.0,191.0,0.0,38.0,0.0,1.0,44.0,93.0,-1.0,84.0,-1.0,-1.0,84.0,100.0,-1.0,75.0,0.0,65.0,0.0,1.0,0.0,23854.0,0.0,4567.0,4567.0,10000.0,6300.0,10000.0,10000.0,10000.0,9000,9000,1553032339,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190319_9N_5b8110f8f4493281cd5edf9f49547c11,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190319_9N_5b8110f8f4493281cd5edf9f49547c11,,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,VM01-03-192.168.10.61,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,19,3,freshdirect-browse,12,2019,200,Test Complete,18.1
,24.0,7034.0,,5048.0,,5048.3200000017,5048.3200000017,6496.0,3112.0,10005.0,,0.0,1.0,877.0,0.0,1893580.0,1879951.0,88381.0,84711.0,0.0,,11333.0,7034.0,6905.0,6905.0,3124.0,7.0,5048.0,5418.0,4487.0,6186.0,6186.0,5048.0,,11380.0,11333.0,3485.0,3122.0,3122.0,42.0,15587.0,0.0,1553036015.599217,11333.0,11333.0,7034.0,6905.0,4525.0,6905.0,0.0,0.0,151789.0,228676.0,2.0,5048.0,5419.0,4488.0,6187.0,5048.3200000017,,15587.0,14360.0,46.457457133599995,256235.0,1546031.0,,,,,,44259.0,323662.0,9900.0,0.86,0.64,0.1,153.49175,6045.816,13269.591999999999,8202.238000000001,21619.208,,8525.0,0.23,0.73,11381.0,11333.0,11333.0,0.0,-1.0,-1.0,1.0,5100.0,214.0,167.0,214.0,187.0,0.0,27.0,0.0,1.0,44.0,93.0,-1.0,87.0,-1.0,-1.0,84.0,100.0,-1.0,78.0,0.0,64.0,0.0,1.0,0.0,22402.0,0.0,4457.0,4457.0,9900.0,6700.0,9900.0,9900.0,9900.0,9000,9000,1553035985,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190319_WD_08f51450652b90e86eeb6879a64f0379,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190319_WD_08f51450652b90e86eeb6879a64f0379,,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,VM01-03-192.168.10.61,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,19,3,freshdirect-browse,12,2019,200,Test Complete,18.1
,24.0,6393.0,,4576.0,,4576.805000004199,4576.805000004199,6001.0,2727.0,9595.0,4576.0,0.0,1.0,875.0,0.0,1918480.0,1906616.0,88748.0,86105.0,0.0,,10956.0,6393.0,6277.0,6277.0,2737.0,9.0,4576.0,4866.0,4081.0,5669.0,5669.0,4576.0,,11012.0,10956.0,3100.0,2736.0,2736.0,42.0,13490.0,0.0,1553080163.2602134,10957.0,10957.0,6393.0,6278.0,4527.0,6278.0,0.0,0.0,178247.0,231666.0,2.0,4577.0,4867.0,4082.0,5670.0,4576.805000004199,,13490.0,11589.0,37.8387202089,257888.0,1572130.0,,,,,,44259.0,322891.0,9500.0,0.86,0.64,0.09,125.36775,6097.165,13674.347,8679.308,21681.373,,8793.0,0.23,0.73,11013.0,10957.0,10957.0,0.0,-1.0,-1.0,1.0,4600.0,175.0,170.0,175.0,165.0,0.0,10.0,0.0,1.0,44.0,93.0,-1.0,87.0,-1.0,-1.0,84.0,100.0,-1.0,78.0,0.0,63.0,0.0,1.0,0.0,22030.0,0.0,4046.0,4046.0,9500.0,5900.0,9500.0,9500.0,9500.0,9000,9000,1553080136,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190320_SH_c68669c36c5bcdf97fcc4eeeaf7d4f83,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190320_SH_c68669c36c5bcdf97fcc4eeeaf7d4f83,,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,VM03-05-192.168.10.84,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,20,3,freshdirect-browse,12,2019,200,Test Complete,18.1
,24.0,6696.0,,4956.0,,4956.5099999963,4956.5099999963,6371.0,3074.0,9857.0,,0.0,1.0,886.0,0.0,1923275.0,1909447.0,89002.0,85213.0,0.0,,10908.0,6696.0,6578.0,6578.0,3087.0,18.0,4956.0,5281.0,4460.0,5958.0,5958.0,4956.0,,10953.0,10908.0,3453.0,3086.0,3086.0,42.0,15616.0,0.0,1553168243.83842,10909.0,10909.0,6696.0,6579.0,4539.0,6579.0,0.0,0.0,153346.0,243707.0,2.0,4957.0,5282.0,4461.0,5958.0,4956.5099999963,,15616.0,12729.0,40.4640813732,253740.0,1573750.0,,,,,,44259.0,325847.0,9600.0,0.86,0.64,0.08,116.575,6483.788000000001,13204.135,8094.718000000003,17561.07,,9343.0,0.23,0.73,10954.0,10909.0,10909.0,0.0,-1.0,-1.0,1.0,5000.0,228.0,169.0,228.0,186.0,0.0,42.0,0.0,1.0,44.0,93.0,-1.0,87.0,-1.0,-1.0,84.0,100.0,-1.0,78.0,0.0,64.0,0.0,1.0,0.0,21874.0,0.0,4422.0,4422.0,9600.0,8500.0,9600.0,9600.0,9600.0,9000,9000,1553168208,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190321_M5_b0784c240746e8cfd7f06b317a436993,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190321_M5_b0784c240746e8cfd7f06b317a436993,,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,VM01-06-192.168.10.64,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,21,3,freshdirect-browse,12,2019,200,Test Complete,18.1
,24.0,6712.0,,4894.0,,4894.519999998,4894.519999998,6253.0,3158.0,9332.0,,0.0,1.0,878.0,1.0,2007136.0,1993836.0,89172.0,86166.0,0.0,,11998.0,6711.0,6596.0,6596.0,3165.0,13.0,4894.0,5137.0,4482.0,6154.0,6154.0,4894.0,,12059.0,11998.0,3519.0,3164.0,3164.0,43.0,15917.0,0.0,1553212427.929565,11999.0,11999.0,6712.0,6597.0,4543.0,6597.0,0.0,0.0,157311.0,225521.0,2.0,4895.0,5137.0,4482.0,6155.0,4894.519999998,,15917.0,10709.0,33.4269662921,253696.0,1566605.0,,,,,,15306.0,416910.0,9800.0,0.86,0.64,0.1,92.8552,5884.223000000001,17166.227,8026.205,17166.227,,8654.0,0.23,0.73,12060.0,11999.0,11999.0,0.0,-1.0,-1.0,1.0,4900.0,231.0,176.0,231.0,191.0,0.0,40.0,0.0,1.0,44.0,93.0,-1.0,97.0,-1.0,-1.0,84.0,100.0,-1.0,100.0,0.0,65.0,0.0,1.0,0.0,23127.0,0.0,4453.0,4453.0,9800.0,6400.0,9800.0,9800.0,9800.0,9000,9000,1553212344,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190321_QA_62e7087e33b80274886328389a750a62,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190321_QA_62e7087e33b80274886328389a750a62,,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,VM04-06-192.168.10.94,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,21,3,freshdirect-browse,12,2019,200,Test Complete,18.1
,24.0,6611.0,,4468.0,,4468.2699999976,4468.2650000032,5998.0,717.0,9821.0,4468.0,0.0,1.0,,0.0,1963673.0,1950204.0,88952.0,86621.0,0.0,,11680.0,6610.0,6489.0,6489.0,2594.0,7.0,4468.0,4814.0,3964.0,5674.0,5674.0,4468.0,,11726.0,11680.0,2952.0,2593.0,2593.0,42.0,16156.0,0.0,1553256654.457404,11681.0,11681.0,6611.0,6490.0,4538.0,6489.0,0.0,0.0,127189.0,177873.0,0.0,4468.0,4814.0,3964.0,5674.0,4468.2650000032,,16156.0,13750.0,43.581616481800005,282371.0,1601591.0,,,,,,53455.0,335515.0,9600.0,0.86,0.64,0.02,125.429,9151.38,17287.998,11168.341999999999,22983.848000007598,,12094.0,0.23,0.73,11727.0,11681.0,11681.0,0.0,-1.0,-1.0,1.0,4500.0,232.0,175.0,232.0,192.0,0.0,40.0,0.0,1.0,44.0,93.0,-1.0,85.0,-1.0,-1.0,83.0,100.0,-1.0,76.0,0.0,65.0,0.0,1.0,0.0,23082.0,0.0,3924.0,3924.0,9600.0,6000.0,9600.0,9600.0,9600.0,9000,9000,1553256598,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190322_37_9a79d2b8ac89a29ba7b4bee4a1e91b81,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190322_37_9a79d2b8ac89a29ba7b4bee4a1e91b81,,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,VM02-01-192.168.10.69,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,22,3,freshdirect-browse,12,2019,200,Test Complete,18.1
,24.0,6345.0,,4649.0,,4649.4149999999,4649.4149999999,6009.0,1040.0,9660.0,4649.0,0.0,1.0,,1.0,1903087.0,1889480.0,92583.0,88908.0,0.0,,10671.0,6345.0,6236.0,6236.0,2708.0,19.0,4649.0,4958.0,4119.0,5645.0,5645.0,4649.0,,10734.0,10671.0,2919.0,2707.0,2707.0,39.0,15211.0,0.0,1553301401.192179,10672.0,10671.0,6345.0,6236.0,4514.0,6236.0,0.0,0.0,134294.0,196166.0,0.0,4649.0,4959.0,4119.0,5645.0,4649.4149999999,,15211.0,13209.0,43.4396580072,39002.0,1467841.0,,,,,,15306.0,410406.0,9400.0,0.86,0.64,0.09,59.4498333333,6382.721,16558.144,8240.6,16558.144,,9077.0,0.23,0.73,10735.0,10671.0,10672.0,0.0,-1.0,-1.0,1.0,4700.0,223.0,167.0,223.0,184.0,0.0,39.0,0.0,1.0,45.0,95.0,-1.0,97.0,-1.0,-1.0,98.0,100.0,-1.0,100.0,0.0,65.0,0.0,1.0,0.0,22018.0,0.0,4088.0,4088.0,9400.0,5400.0,6000.0,9400.0,9400.0,9000,9000,1553301362,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190323_AA_515e26010a7bca18f2a5f8a0471a3279,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190323_AA_515e26010a7bca18f2a5f8a0471a3279,,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,VM01-08-192.168.10.66,https://www.freshdirect.com/browse.jsp?pageType=browse&id=gro_canne,22,3,freshdirect-browse,12,2019,200,Test Complete,18.1
