data.average.firstView.Colordepth,data.average.firstView.FirstInteractive,data.average.firstView.FirstPaintedHero,data.average.firstView.LastInteractive,data.average.firstView.LastPaintedHero,data.average.firstView.PerformancePaintTiming.first-contentful-paint,data.average.firstView.PerformancePaintTiming.first-paint,data.average.firstView.SpeedIndex,data.average.firstView.TTFB,data.average.firstView.TTIMeasurementEnd,data.average.firstView.TimeToInteractive,data.average.firstView.aft,data.average.firstView.avgRun,data.average.firstView.basePageSSLTime,data.average.firstView.bigImageCount,data.average.firstView.bytesIn,data.average.firstView.bytesInDoc,data.average.firstView.bytesOut,data.average.firstView.bytesOutDoc,data.average.firstView.cached,data.average.firstView.chromeUserTiming.InteractiveTime,data.average.firstView.chromeUserTiming.domComplete,data.average.firstView.chromeUserTiming.domContentLoadedEventEnd,data.average.firstView.chromeUserTiming.domContentLoadedEventStart,data.average.firstView.chromeUserTiming.domInteractive,data.average.firstView.chromeUserTiming.domLoading,data.average.firstView.chromeUserTiming.fetchStart,data.average.firstView.chromeUserTiming.firstContentfulPaint,data.average.firstView.chromeUserTiming.firstImagePaint,data.average.firstView.chromeUserTiming.firstLayout,data.average.firstView.chromeUserTiming.firstMeaningfulPaint,data.average.firstView.chromeUserTiming.firstMeaningfulPaintCandidate,data.average.firstView.chromeUserTiming.firstPaint,data.average.firstView.chromeUserTiming.firstTextPaint,data.average.firstView.chromeUserTiming.loadEventEnd,data.average.firstView.chromeUserTiming.loadEventStart,data.average.firstView.chromeUserTiming.responseEnd,data.average.firstView.chromeUserTiming.unloadEventEnd,data.average.firstView.chromeUserTiming.unloadEventStart,data.average.firstView.connections,data.average.firstView.cpu.Idle,data.average.firstView.cpu.Paint,data.average.firstView.date,data.average.firstView.docTime,data.average.firstView.domComplete,data.average.firstView.domContentLoadedEventEnd,data.average.firstView.domContentLoadedEventStart,data.average.firstView.domElements,data.average.firstView.domInteractive,data.average.firstView.domLoading,data.average.firstView.domTime,data.average.firstView.effectiveBps,data.average.firstView.effectiveBpsDoc,data.average.firstView.final_base_page_request,data.average.firstView.firstContentfulPaint,data.average.firstView.firstImagePaint,data.average.firstView.firstLayout,data.average.firstView.firstMeaningfulPaint,data.average.firstView.firstPaint,data.average.firstView.firstTextPaint,data.average.firstView.fullyLoaded,data.average.firstView.fullyLoadedCPUms,data.average.firstView.fullyLoadedCPUpct,data.average.firstView.gzip_savings,data.average.firstView.gzip_total,data.average.firstView.heroElementTimes.FirstPaintedHero,data.average.firstView.heroElementTimes.Heading,data.average.firstView.heroElementTimes.Image,data.average.firstView.heroElementTimes.LastPaintedHero,data.average.firstView.image_savings,data.average.firstView.image_total,data.average.firstView.lastVisualChange,data.average.firstView.lighthouse.Accessibility,data.average.firstView.lighthouse.BestPractices,data.average.firstView.lighthouse.Performance,data.average.firstView.lighthouse.Performance.estimated-input-latency,data.average.firstView.lighthouse.Performance.first-contentful-paint,data.average.firstView.lighthouse.Performance.first-cpu-idle,data.average.firstView.lighthouse.Performance.first-meaningful-paint,data.average.firstView.lighthouse.Performance.interactive,data.average.firstView.lighthouse.Performance.max-potential-fid,data.average.firstView.lighthouse.Performance.speed-index,data.average.firstView.lighthouse.ProgressiveWebApp,data.average.firstView.lighthouse.SEO,data.average.firstView.loadEventEnd,data.average.firstView.loadEventStart,data.average.firstView.loadTime,data.average.firstView.maybeCaptcha,data.average.firstView.minify_savings,data.average.firstView.minify_total,data.average.firstView.optimization_checked,data.average.firstView.render,data.average.firstView.requests,data.average.firstView.requestsDoc,data.average.firstView.requestsFull,data.average.firstView.responses_200,data.average.firstView.responses_404,data.average.firstView.responses_other,data.average.firstView.result,data.average.firstView.run,data.average.firstView.score_cache,data.average.firstView.score_cdn,data.average.firstView.score_combine,data.average.firstView.score_compress,data.average.firstView.score_cookies,data.average.firstView.score_etags,data.average.firstView.score_gzip,data.average.firstView.score_keep-alive,data.average.firstView.score_minify,data.average.firstView.score_progressive_jpeg,data.average.firstView.server_rtt,data.average.firstView.smallImageCount,data.average.firstView.start_epoch,data.average.firstView.step,data.average.firstView.testStartOffset,data.average.firstView.test_run_time_ms,data.average.firstView.titleTime,data.average.firstView.userTime,data.average.firstView.userTime.start-auth_initialize,data.average.firstView.userTime.start-sapphire_qualifiedexperiments_api_call,data.average.firstView.userTime.stop-auth_initialize,data.average.firstView.userTime.stop-sapphire_qualifiedexperiments_api_call,data.average.firstView.userTimingMeasure.____ auth_initialize,data.average.firstView.userTimingMeasure.____ sapphire_qualifiedexperiments_api_call,data.average.firstView.visualComplete,data.average.firstView.visualComplete85,data.average.firstView.visualComplete90,data.average.firstView.visualComplete95,data.average.firstView.visualComplete99,data.bwDown,data.bwUp,data.completed,data.connectivity,data.from,data.fvonly,data.id,data.latency,data.location,data.mobile,data.plr,data.successfulFVRuns,data.summary,data.testRuns,data.testUrl,data.tester,data.url,speedtracker.day,speedtracker.month,speedtracker.slug,speedtracker.week,speedtracker.year,statusCode,statusText,webPagetestVersion
24,,,,,1504.8099999985,1504.8050000041,2253,893,,,0,1,185.0,0,2649140,2428769,51040,44378,0,11117.0,10462,1508,1508,1507,904,21,1504,1504,1129,2208,2208,1504,1504.0,10469,10462,1251,903,903,29,,,1549846769.5933619,10462,10462,1508,1508,829,1508,0,0,194847,253816.0,0,1505,1505,1129,2209,1504.8050000041,1505.0,14489,13559,41.9035846724,0,2115156,,,,,0,133717,9500,0.84,0.93,,869.5989999999997,1289.368,12784.288,2834.672,,,2681.0,0.38,0.91,10470,10462,10462,0,-1,-1,1,1500,129,99,129,106,0,23,0,1,57,97,-1,100,-1,-1,100,100,-1,-1,0,3,0,1,0,22797,0,6076,3992,4419,6076,5181,2084,762,9500,2300,2300,2300,2300,9000,9000,1549846725,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190211_HC_0021a540bf70b32026fa5a9b029a3498,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190211_HC_0021a540bf70b32026fa5a9b029a3498,,https://www.target.com/,VM04-05-192.168.10.93,https://www.target.com/,10,2,target-home,6,2019,200,Test Complete,18.1
24,,,,,1544.8099999920996,1544.8049999977,2130,808,,,0,1,186.0,0,2644499,2424037,50875,44209,0,10562.0,10611,1573,1573,1572,818,25,1544,1544,1047,2129,2129,1544,1544.0,10623,10611,1164,816,816,29,,,1549890933.911396,10612,10611,1573,1573,846,1572,0,0,175051,247249.0,0,1545,1545,1047,2130,1544.8049999977,1545.0,15915,14150,41.2175939412,0,2108426,,,,,0,134079,9500,0.84,0.93,,1020.9910000000001,1465.006,12102.808,3311.917,,,2806.0,0.38,0.91,10623,10611,10612,0,-1,-1,1,1600,125,96,125,103,0,22,0,1,57,97,-1,100,-1,-1,100,100,-1,-1,0,3,0,1,0,25151,0,6413,3917,4487,6413,5507,2496,1020,2300,2200,2200,2200,2200,9000,9000,1549890918,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190211_JR_f3b30fb576318099527d06bb7587dc05,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190211_JR_f3b30fb576318099527d06bb7587dc05,,https://www.target.com/,VM03-08-192.168.10.87,https://www.target.com/,11,2,target-home,7,2019,200,Test Complete,18.1
24,,,,,1515.2899999994,1515.2849999977,2165,767,,,0,1,183.0,0,2610524,2390167,50707,44043,0,10700.0,10037,1549,1549,1548,775,21,1515,1515,1024,2164,2164,1515,1515.0,10045,10037,1117,774,774,29,,,1549979117.863332,10038,10037,1549,1549,832,1549,0,0,197214,257811.0,0,1515,1515,1025,2164,1515.2849999977,1515.0,14004,13979,43.74217772220001,0,2097379,,,,,0,111155,9100,0.84,0.93,0.51,1076.675,1720.277,13226.576000000001,3151.188,21989.286,,3023.0,0.38,0.91,10045,10037,10038,0,-1,-1,1,1500,123,94,123,102,0,21,0,1,57,97,-1,100,-1,-1,100,100,-1,-1,0,3,0,1,0,22180,0,5785,3704,4095,5785,5065,2081,970,9100,2200,2200,2200,2200,9000,9000,1549979078,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190212_AF_9a6d9ce604cb95a09577779b0366e47d,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190212_AF_9a6d9ce604cb95a09577779b0366e47d,,https://www.target.com/,VM04-05-192.168.10.93,https://www.target.com/,12,2,target-home,7,2019,200,Test Complete,18.1
24,,,,,1550.1549999999,1550.1450000001998,1969,781,,,0,1,192.0,0,2616791,2396434,51390,44196,0,,10554,1570,1569,1569,808,27,1550,1550,1025,2066,2066,1550,1550.0,10567,10554,1135,802,802,30,,,1550067434.4609606,10554,10554,1570,1570,833,1570,0,0,195691,245209.0,0,1550,1550,1026,2067,1550.1450000001998,1550.0,14153,14300,44.75743348979999,0,2100429,,,,,0,110461,9000,0.84,0.93,0.55,922.182,1436.8929999999998,9069.669,2837.0429999999997,18940.944,,2420.0,0.38,0.91,10567,10554,10554,0,-1,-1,1,1600,126,96,126,104,0,22,0,1,56,97,-1,100,-1,-1,100,100,-1,-1,0,3,0,1,0,22909,0,5822,3746,4186,5822,5210,2076,1024,9000,1900,1900,1900,2100,9000,9000,1550067400,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190213_BY_f7f9e5cd833f4ada07faa163e1460696,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190213_BY_f7f9e5cd833f4ada07faa163e1460696,,https://www.target.com/,VM02-07-192.168.10.75,https://www.target.com/,13,2,target-home,7,2019,200,Test Complete,18.1
24,,,,,4061.980000005901,4061.980000005901,4321,850,,,0,1,185.0,0,2774599,2554242,51239,44033,0,,12205,3963,3957,3957,859,10,4061,4061,3926,5842,5842,4061,4061.0,12217,12205,1203,857,857,30,,,1550199549.846037,12205,12206,3964,3958,833,3958,0,0,190106,224944.0,0,4062,4062,3927,5843,4061.980000005901,4062.0,15445,12759,36.974789916,0,2271026,,,,,0,110975,10400,0.84,1.0,0.55,493.2415,1193.8210000000001,13920.976,2983.599,13920.976,,2796.0,0.38,0.91,12218,12206,12205,0,-1,-1,1,4100,129,99,129,107,0,22,0,1,54,97,-1,100,-1,-1,100,100,-1,-1,0,3,0,1,0,23449,0,7103,5048,5537,7103,6636,2055,1099,10400,4100,4100,5900,10200,9000,9000,1550199523,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190215_Y3_a8bcce14c5210d4c7ea6f39fa3469339,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190215_Y3_a8bcce14c5210d4c7ea6f39fa3469339,,https://www.target.com/,VM03-02-192.168.10.81,https://www.target.com/,14,2,target-home,7,2019,200,Test Complete,18.1
24,,,,,1453.929999996,1453.929999996,2049,776,,,0,1,185.0,0,2739153,2518796,42326,35655,0,11408.0,10766,1465,1465,1465,783,14,1453,1453,1031,2053,2053,1453,1453.0,10772,10766,1131,782,782,28,,,1550243690.332027,10767,10767,1466,1466,877,1465,0,0,194735,252106.0,0,1454,1454,1031,2053,1453.929999996,1454.0,14842,13319,40.5109489051,0,2194947,,,,,0,138703,9300,0.84,0.93,,1106.016,1450.7,13327.271999999999,3014.133,,,2907.0,0.38,0.91,10773,10767,10767,0,-1,-1,1,1400,123,94,123,105,0,18,0,1,57,97,-1,100,-1,-1,100,100,-1,-1,0,4,0,1,0,23001,0,6137,3886,4476,6137,5472,2251,996,9300,2100,2100,2100,2100,9000,9000,1550243670,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190215_6M_7f52269e9858c561d7940d012528dc5d,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190215_6M_7f52269e9858c561d7940d012528dc5d,,https://www.target.com/,VM01-03-192.168.10.61,https://www.target.com/,15,2,target-home,7,2019,200,Test Complete,18.1
24,,,,,1008.7999999960001,1008.7950000016,1996,759,,,0,1,184.0,0,2736606,2516251,44137,37464,0,11609.0,10971,1466,1466,1466,768,13,1008,1413,1003,1993,1993,1008,1413.0,10976,10971,1113,766,766,29,,,1550287749.929222,10971,10971,1466,1466,877,1466,0,0,188082,246401.0,0,1009,1414,1004,1993,1008.7950000016,1414.0,15309,13720,40.4361921603,0,2194480,,,,,0,138703,9900,0.84,1.0,0.55,586.7455,1005.155,13767.905,2909.9959999999996,13767.905,,2704.0,0.38,0.91,10976,10971,10971,0,-1,-1,1,1000,125,96,125,104,0,21,0,1,55,97,-1,100,-1,-1,100,100,-1,-1,0,4,0,1,0,23207,0,6666,4413,5118,6666,6058,2253,941,9900,2100,2100,2100,2100,9000,9000,1550287723,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190216_ME_f87bd16760afaf14056a085b68907a29,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190216_ME_f87bd16760afaf14056a085b68907a29,,https://www.target.com/,VM03-08-192.168.10.87,https://www.target.com/,15,2,target-home,7,2019,200,Test Complete,18.1
24,,,,,1110.5949999983,1110.5899999966,2163,862,,,0,1,184.0,0,2733371,2513014,43042,36371,0,10908.0,10242,1535,1535,1534,870,22,1110,1525,1105,2254,2254,1110,1525.0,10252,10242,1212,869,869,29,,,1550375966.14139,10243,10243,1535,1535,877,1535,0,0,203572,267883.0,0,1111,1526,1105,2255,1110.5899999966,1526.0,14289,13109,40.7522536525,0,2194293,,,,,0,138703,9200,0.84,0.93,0.56,911.834,994.2919999999999,11900.832,2883.955,12981.5769999924,,2731.0,0.38,0.91,10252,10243,10243,0,-1,-1,1,1100,125,96,125,104,0,21,0,1,57,97,-1,100,-1,-1,100,100,-1,-1,0,4,0,1,0,21968,0,5950,3770,4389,5950,5241,2180,852,9200,2300,2300,2300,2300,9000,9000,1550375925,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190217_DK_73a3257338ba4492242b0a0f0575ce59,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190217_DK_73a3257338ba4492242b0a0f0575ce59,,https://www.target.com/,VM02-06-192.168.10.74,https://www.target.com/,16,2,target-home,7,2019,200,Test Complete,18.1
24,,,,,4315.4400000021005,4315.4350000004,4603,836,,,0,1,185.0,0,2521919,1557320,46733,12777,0,,7325,4035,4024,4024,851,16,4315,4315,3956,6276,6276,4315,4315.0,7347,7325,1188,850,850,26,,,1550420074.63415,7326,7326,4036,4025,843,4024,0,0,185968,239956.0,0,4315,4315,3957,6276,4315.4350000004,4315.0,14397,13869,43.0879155017,29428,2156110,,,,,0,138703,10900,0.94,0.93,0.56,1007.8610000000001,1030.613,12799.882,3125.687,12799.882,,2731.0,0.38,0.91,7348,7326,7326,0,-1,-1,1,4300,113,34,113,92,0,21,0,1,55,97,-1,100,-1,-1,99,100,-1,-1,0,4,0,1,0,22451,0,7571,5295,5828,7571,6952,2276,1123,10900,4300,4300,6500,10800,9000,9000,1550420035,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190217_RZ_2e9c2f14fbe68297212a4c5bcf1f906a,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190217_RZ_2e9c2f14fbe68297212a4c5bcf1f906a,,https://www.target.com/,VM02-01-192.168.10.69,https://www.target.com/,17,2,target-home,7,2019,200,Test Complete,18.1
24,,,,,1081.4800000007,1081.4750000063,2086,796,,,0,1,184.0,0,2741299,2520942,41316,34110,0,10796.0,10161,1443,1443,1443,807,24,1081,1444,1059,2067,2067,1081,1444.0,10170,10161,1150,807,807,30,,,1550464151.636189,10161,10161,1444,1444,857,1443,0,0,198918,269187.0,0,1081,1444,1059,2068,1081.4750000063,1444.0,14577,12719,38.6743691091,0,2194729,,,,,0,138703,9300,0.94,0.93,0.52,919.3739999999999,1335.021,13116.845,2885.5609999999997,20597.521,,2757.0,0.38,0.91,10171,10161,10161,0,-1,-1,1,1100,128,98,128,106,0,22,0,1,57,97,-1,100,-1,-1,100,100,-1,-1,0,4,0,1,0,22625,0,6068,3750,4258,6068,4884,2319,626,9300,2200,2200,2200,2300,9000,9000,1550464129,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190218_HS_ad05843f252e26202d0a52644cdc3ca7,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190218_HS_ad05843f252e26202d0a52644cdc3ca7,,https://www.target.com/,VM03-04-192.168.10.83,https://www.target.com/,17,2,target-home,7,2019,200,Test Complete,18.1
24,,,,,1029.7699999974,1029.7649999993,2176,779,,,0,1,184.0,0,2764318,2543919,40977,34308,0,9364.0,10034,1401,1401,1400,788,19,1029,1391,1021,2537,2537,1029,1391.0,10041,10034,1135,787,787,29,,,1550509085.7796538,10035,10035,1401,1401,856,1401,0,0,199892,274839.0,0,1030,1391,1021,2537,1029.7649999993,1391.0,14608,13510,41.314984709499996,29428,2222962,,,,,0,138703,9100,0.94,0.93,0.58,797.2280000000003,971.737,11764.392,2905.2929999999997,11764.3920000038,,2706.0,0.38,0.91,10041,10035,10035,0,-1,-1,1,1100,130,100,130,108,0,22,0,1,56,97,-1,100,-1,-1,99,100,-1,-1,0,4,0,1,0,22234,0,6987,3563,4077,6987,4957,3424,880,9100,2300,2300,2300,2600,9000,9000,1550509058,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190218_SB_17774b6a06e66a1418195aae4ca1d1ea,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190218_SB_17774b6a06e66a1418195aae4ca1d1ea,,https://www.target.com/,VM03-04-192.168.10.83,https://www.target.com/,18,2,target-home,8,2019,200,Test Complete,18.1
24,,,,,1112.2449999966,1112.2400000022,2127,857,,,0,1,184.0,0,2726370,2506016,51104,44435,0,11090.0,10288,1516,1516,1516,864,14,1112,1521,1106,2153,2153,1112,1521.0,10296,10288,1211,864,864,29,,,1550552353.096042,10288,10288,1516,1516,856,1516,0,0,204743,265721.0,0,1112,1521,1107,2154,1112.2400000022,1521.0,14173,13300,41.601501407600004,0,2187046,,,,,0,138703,9200,0.94,0.93,0.57,852.05,1156.224,11723.198,3085.189000000001,11723.198,,2968.0,0.38,0.91,10296,10288,10288,0,-1,-1,1,1100,127,98,127,105,0,22,0,1,57,97,-1,100,-1,-1,100,100,-1,-1,0,4,0,1,0,22327,0,5802,3705,4288,5802,5175,2098,887,2300,2300,2300,2300,2300,9000,9000,1550552327,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190219_5A_de9942013ab500a96a627a1fcaa4a3b9,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190219_5A_de9942013ab500a96a627a1fcaa4a3b9,,https://www.target.com/,VM01-01-192.168.10.43,https://www.target.com/,18,2,target-home,8,2019,200,Test Complete,18.1
24,,,,,1352.4050000015,1352.4050000015,2188,765,,,0,1,185.0,0,2732173,2511815,51302,44627,0,11203.0,10590,1368,1368,1368,778,11,1352,1352,993,2051,2051,1352,1352.0,10599,10590,1122,776,776,29,,,1550698788.505359,10591,10591,1369,1369,864,1369,0,0,202398,255629.0,0,1352,1352,994,2051,1352.4050000015,1352.0,14264,14049,43.498452012399994,0,2189641,,,,,0,138645,9100,0.94,0.93,,1030.338,1222.778,12515.546,3025.827,,,3365.0,0.38,0.91,10600,10591,10591,0,-1,-1,1,1300,127,98,127,105,0,22,0,1,57,97,-1,100,-1,-1,100,100,-1,-1,0,4,0,1,0,23926,0,5918,3655,4262,5918,5201,2263,939,8900,2300,2300,2300,2300,9000,9000,1550698761,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190220_DN_1d123d58268176eb3a0fdbef5844267e,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190220_DN_1d123d58268176eb3a0fdbef5844267e,,https://www.target.com/,VM03-05-192.168.10.84,https://www.target.com/,20,2,target-home,8,2019,200,Test Complete,18.1
24,,,,,1281.0600000084,1281.0600000084,2460,987,,,0,1,184.0,0,2650275,2429919,51134,44461,0,10987.0,10359,1628,1628,1628,1003,32,1281,1281,1272,2518,2518,1281,1281.0,10365,10359,1347,1000,1000,29,,,1550742684.546381,10360,10359,1628,1628,860,1628,0,0,196739,259246.0,0,1281,1281,1273,2519,1281.0600000084,1281.0,14458,15109,46.1514966402,0,2120252,,,,,0,138645,9400,0.94,0.93,0.52,1096.014,1206.461,14653.883,3057.05,14653.883000015301,,3348.0,0.38,0.91,10365,10359,10360,0,-1,-1,1,1300,127,98,127,105,0,22,0,1,57,97,-1,100,-1,-1,100,100,-1,-1,0,4,0,1,0,24579,0,6232,3947,4542,6232,5490,2285,948,4800,2500,2500,2500,2500,9000,9000,1550742660,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190221_DQ_071b99cfe9f171888d288bfa9f4a9f83,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190221_DQ_071b99cfe9f171888d288bfa9f4a9f83,,https://www.target.com/,VM03-04-192.168.10.83,https://www.target.com/,21,2,target-home,8,2019,200,Test Complete,18.1
24,,,,,1475.2050000025,1475.2050000025,2335,899,,,0,1,185.0,0,2423305,1568415,23437,15286,0,,6718,1483,1483,1483,907,5,1475,1475,1124,2169,2169,1475,1475.0,6724,6718,1260,906,906,16,,,1550830958.674017,6718,6718,1483,1483,833,1483,0,0,248850,269533.0,0,1475,1475,1124,2170,1475.2050000025,1475.0,10637,10179,45.0641876937,0,1875607,,,,,0,138366,9500,0.94,0.93,0.55,797.1489999999999,1033.565,12547.375,2771.605,12547.375,,3617.0,0.38,0.91,6724,6718,6718,0,-1,-1,1,1500,92,45,92,79,0,13,0,1,63,100,-1,100,-1,-1,100,100,-1,-1,0,4,0,1,0,16552,0,5190,3658,4641,5190,5044,1532,403,9300,2400,2400,2400,2400,9000,9000,1550830918,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190222_TG_229fbbc2ecdcadd34d5e5e870df1a69a,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190222_TG_229fbbc2ecdcadd34d5e5e870df1a69a,,https://www.target.com/,VM01-06-192.168.10.64,https://www.target.com/,22,2,target-home,8,2019,200,Test Complete,18.1
24,,,,,1077.3249999984,1077.3249999984,2097,783,,,0,1,188.0,0,2403326,1569483,24946,16576,0,7084.0,6448,1418,1418,1418,791,17,1077,1077,1061,1988,1988,1077,1077.0,6457,6448,1140,791,791,16,,,1550875171.487041,6449,6448,1418,1418,833,1418,0,0,209003,277000.0,0,1077,1077,1061,1989,1077.3249999984,1077.0,12282,11410,39.9090591116,0,1875575,,,,,0,138366,9200,0.94,0.93,,1065.318,987.654,11750.177,2895.7729999999997,,,2935.0,0.38,0.91,6457,6448,6449,0,-1,-1,1,1100,96,47,96,80,0,16,0,1,61,98,-1,100,-1,-1,100,100,-1,-1,0,4,0,1,0,20268,0,5890,3761,4340,5890,5210,2129,870,4700,2100,2100,2100,2100,9000,9000,1550875132,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190222_WZ_afa9da2bca6cf590338b309f9a6c842d,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190222_WZ_afa9da2bca6cf590338b309f9a6c842d,,https://www.target.com/,VM01-05-192.168.10.63,https://www.target.com/,22,2,target-home,8,2019,200,Test Complete,18.1
24,,,,,1267.1799999953,1267.1750000009,2469,942,,,0,1,187.0,0,2413954,1570014,24955,16576,0,6548.0,6458,1500,1500,1500,949,17,1267,1267,1162,2493,2493,1267,1267.0,6465,6458,1303,948,948,16,,,1550919180.102125,6459,6459,1501,1501,833,1501,0,0,181227,284577.0,0,1267,1267,1163,2494,1267.1750000009,1267.0,14262,10759,37.635536901,0,1881564,,,,,0,138366,9300,0.94,0.93,0.59,487.3945,1633.056,10198.437,3249.837,10198.4370000153,,3503.0,0.38,0.91,6466,6459,6459,0,-1,-1,1,1300,99,47,99,83,0,16,0,1,58,98,-1,100,-1,-1,100,100,-1,-1,0,4,0,1,0,20195,0,5768,3795,4334,5768,5088,1972,754,9200,2500,2500,2500,9100,9000,9000,1550919123,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190223_CB_00afd97216b00bf1e558a6d0bc52f859,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190223_CB_00afd97216b00bf1e558a6d0bc52f859,,https://www.target.com/,VM02-02-192.168.10.70,https://www.target.com/,23,2,target-home,8,2019,200,Test Complete,18.1
24,,,,,1223.2000000004,1223.2000000004,2287,924,,,0,1,184.0,0,2409218,1569951,24943,16580,0,6888.0,6698,1600,1600,1600,933,5,1223,1223,1215,2169,2169,1223,1223.0,6706,6698,1285,932,932,16,,,1550963220.454498,6699,6699,1601,1601,833,1600,0,0,205424,271852.0,0,1223,1223,1215,2170,1223.2000000004,1223.0,12652,11380,39.2143349414,0,1881653,,,,,0,138366,9500,0.94,0.93,0.57,858.455,1393.629,9618.276,4231.66,11159.85,,3137.0,0.38,0.91,6707,6699,6699,0,-1,-1,1,1200,96,47,96,80,0,16,0,1,61,98,-1,100,-1,-1,100,100,-1,-1,0,4,0,1,0,20618,0,6137,3844,4412,6137,5440,2293,1028,9300,2300,2300,2400,2400,9000,9000,1550963172,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190223_3D_2dcb8c04eff9496ffde18b87fdcd015e,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190223_3D_2dcb8c04eff9496ffde18b87fdcd015e,,https://www.target.com/,VM02-03-192.168.10.71,https://www.target.com/,23,2,target-home,8,2019,200,Test Complete,18.1
24,,,,,1098.6750000011,1098.6750000011,2119,802,,,0,1,190.0,0,2406432,1569995,24943,13957,0,8211.0,7212,1444,1444,1443,810,23,1098,1098,1090,2051,2051,1098,1098.0,7223,7213,1163,809,809,16,,,1551007280.583086,7213,7213,1444,1444,926,1444,0,0,191977,244890.0,0,1099,1099,1091,2051,1098.6750000011,1099.0,13337,13840,45.8278145695,0,1882951,,,,,0,136992,9800,0.94,0.93,0.55,631.4565,1065.911,12970.508,2962.562,12970.508,,3144.0,0.38,0.91,7224,7213,7213,0,-1,-1,1,1100,94,44,94,79,0,15,0,1,64,98,-1,100,-1,-1,100,100,-1,-1,0,4,0,1,0,22256,0,6880,4120,4850,6880,5923,2760,1073,2300,2200,2200,2200,2200,9000,9000,1551007242,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190224_M1_5346bbfb51ccb3f37b37bd54978c51f7,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190224_M1_5346bbfb51ccb3f37b37bd54978c51f7,,https://www.target.com/,VM03-03-192.168.10.82,https://www.target.com/,24,2,target-home,8,2019,200,Test Complete,18.1
24,,,,,1057.0350000016,1057.0299999999002,2098,767,,,0,1,186.0,0,2414716,1570970,24786,16414,0,6769.0,6236,1445,1445,1445,778,9,1057,1440,1049,2028,2028,1057,1057.0,6248,6236,1121,777,777,16,,,1551051415.88035,6236,6236,1446,1446,926,1445,0,0,207806,287249.0,0,1057,1440,1049,2029,1057.0299999999002,1057.0,12387,11589,39.8555708391,0,1883839,,,,,0,136992,8900,0.94,0.93,0.56,923.3660000000001,985.923,12564.684,2905.094,12564.684,,2950.0,0.38,0.91,6248,6236,6236,0,-1,-1,1,1000,96,47,96,80,0,16,0,1,62,98,-1,100,-1,-1,100,100,-1,-1,0,4,0,1,0,20181,0,5650,3519,4106,5650,4951,2131,845,8800,2200,2200,2200,2200,9000,9000,1551051357,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190224_J1_fbe7cd3248cee92dc7e8633ba96afae3,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190224_J1_fbe7cd3248cee92dc7e8633ba96afae3,,https://www.target.com/,VM02-02-192.168.10.70,https://www.target.com/,24,2,target-home,8,2019,200,Test Complete,18.1
